,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,0.365573,0.41452014,"('unsociable', 'sociable')",0.365573,0.4145201,0.0489471
1,1.1439868,1.2126815,"('unfriendly', 'friendly')",1.1439868,1.2126815,0.0686947
2,0.69617534,0.74045193,"('unlikable', 'likable')",0.6961753,0.7404519,0.0442766
3,1.0078293,1.1520227,"('repellent', 'pleasant')",1.0078293,1.1520227,0.1441934
4,-6.903301,-6.8792915,"('disliked', 'liked')",-6.9033008,-6.8792915,0.0240093
5,-0.32318342,-0.170746,"('distant', 'outgoing')",-0.3231834,-0.170746,0.1524374
6,-0.10932726,-0.0027564652,"('distant', 'open')",-0.1093273,-0.0027565,0.1065708
7,1.3856914,1.4860218,"('insensitive', 'sensitive')",1.3856914,1.4860218,0.1003304
8,0.9610426,0.8707418,"('unaffectionate', 'affectionate')",0.9610426,0.8707418,-0.0903008
9,1.1181353,1.1715171,"('unaffectionate', 'caring')",1.1181353,1.1715171,0.0533818
10,1.5687302,1.496772,"('unsympathetic', 'sympathetic')",1.5687302,1.4967721,-0.0719581
11,1.5988183,1.6447467,"('unhelpful', 'helpful')",1.5988183,1.6447467,0.0459284
12,-1.1304173,-1.0078405,"('unsupportive', 'supportive')",-1.1304173,-1.0078405,0.1225768
13,0.2552195,0.2127791,"('impolite', 'polite')",0.2552195,0.2127791,-0.0424404
14,0.31911904,0.29949105,"('antisocial', 'social')",0.319119,0.299491,-0.019628
15,0.13005137,0.15597354,"('boring', 'funny')",0.1300514,0.1559735,0.0259221
16,-0.74695307,-0.5763527,"('unpopular', 'popular')",-0.7469531,-0.5763527,0.1706004
17,-0.25592455,-0.25049323,"('nasty', 'nice')",-0.2559246,-0.2504932,0.0054314
18,-0.3891931,-0.32366347,"('disagreeable', 'welcoming')",-0.3891931,-0.3236635,0.0655296
19,-0.51425844,-0.40450802,"('inhospitable', 'hospitable')",-0.5142584,-0.404508,0.1097504
20,0.88779545,0.77590746,"('rough', 'thoughtful')",0.8877954,0.7759075,-0.1118879
21,0.31154197,0.397002,"('immoral', 'moral')",0.311542,0.397002,0.08546
22,0.40799043,0.28922483,"('untrustworthy', 'trustworthy')",0.4079904,0.2892248,-0.1187656
23,6.052035,6.223466,"('insincere', 'sincere')",6.0520349,6.2234659,0.171431
24,1.8272351,1.8848386,"('dishonest', 'honest')",1.8272351,1.8848386,0.0576035
25,0.4022478,0.32764626,"('egoistic', 'altruistic')",0.4022478,0.3276463,-0.0746015
26,0.11223547,0.05247552,"('hardhearted', 'benevolent')",0.1122355,0.0524755,-0.05976
27,1.6611034,1.4404898,"('hardhearted', 'softhearted')",1.6611034,1.4404898,-0.2206136
28,0.8695346,0.9034356,"('disloyal', 'loyal')",0.8695346,0.9034356,0.033901
29,-0.3163958,-0.36822242,"('unfair', 'fair')",-0.3163958,-0.3682224,-0.0518266
30,1.1972109,1.1188537,"('intolerant', 'tolerant')",1.1972109,1.1188537,-0.0783572
31,-1.2825325,-1.2773674,"('evil', 'good')",-1.2825325,-1.2773674,0.0051651
32,1.1239376,1.0658315,"('unkind', 'kind')",1.1239376,1.0658315,-0.0581061
33,-0.7169573,-0.5924817,"('wrong', 'right')",-0.7169573,-0.5924817,0.1244756
34,4.2440004,4.489596,"('mean', 'honorable')",4.2440004,4.4895959,0.2455955
35,-0.99753857,-1.0940479,"('corrupt', 'incorrupt')",-0.9975386,-1.0940479,-0.0965093
36,-0.8157344,-0.9206782,"('hostile', 'amicable')",-0.8157344,-0.9206782,-0.1049438
37,0.7593013,0.80501807,"('fake', 'genuine')",0.7593013,0.8050181,0.0457168
38,-0.29156038,-0.1978727,"('untruthful', 'truthful')",-0.2915604,-0.1978727,0.0936877
39,-0.029483996,-0.022992987,"('exploitative', 'cooperative')",-0.029484,-0.022993,0.006491
40,-0.77446336,-0.8100242,"('stingy', 'generous')",-0.7744634,-0.8100242,-0.0355608
41,0.16718946,0.049445942,"('unforgiving', 'forgiving')",0.1671895,0.0494459,-0.1177436
42,-1.5968975,-1.6438588,"('unreliable', 'reliable')",-1.5968975,-1.6438588,-0.0469613
43,1.5185056,1.5233679,"('irresponsible', 'responsible')",1.5185056,1.5233679,0.0048623
44,-1.2046773,-1.4280021,"('prejudiced', 'unprejudiced')",-1.2046773,-1.4280021,-0.2233248
45,0.55113995,0.5823028,"('incompetent', 'competent')",0.55114,0.5823028,0.0311628
46,-0.1278311,-0.08526315,"('uncompetitive', 'competitive')",-0.1278311,-0.0852631,0.042568
47,5.448451,5.5912647,"('stupid', 'smart')",5.448451,5.5912647,0.1428137
48,1.1989809,1.2441225,"('unintelligent', 'intelligent')",1.1989809,1.2441225,0.0451416
49,-0.002354972,0.26521158,"('unable', 'able')",-0.002355,0.2652116,0.2675666
50,-0.12401964,0.013696671,"('clumsy', 'skillful')",-0.1240196,0.0136967,0.1377163
51,0.6931079,0.76016796,"('uneducated', 'educated')",0.6931079,0.760168,0.0670601
52,-0.75830114,-0.6722277,"('irrational', 'rational')",-0.7583011,-0.6722277,0.0860734
53,0.38421047,0.42687955,"('uncreative', 'creative')",0.3842105,0.4268796,0.0426691
54,1.0091674,1.2402545,"('incapable', 'capable')",1.0091674,1.2402545,0.2310871
55,1.1207283,1.1421995,"('incompetent', 'clever')",1.1207283,1.1421995,0.0214712
56,0.7247608,0.805654,"('impractical', 'practical')",0.7247608,0.805654,0.0808932
57,-2.1216085,-2.1186867,"('unimaginative', 'imaginative')",-2.1216085,-2.1186867,0.0029218
58,-0.2348339,-0.2545688,"('undiscriminating', 'discriminating')",-0.2348339,-0.2545688,-0.0197349
59,-0.07205628,0.068439975,"('foolish', 'wise')",-0.0720563,0.06844,0.1404963
60,0.68516064,0.79949117,"('inefficient', 'efficient')",0.6851606,0.7994912,0.1143306
61,0.63420695,0.56627566,"('illogical', 'logical')",0.634207,0.5662757,-0.0679313
62,1.5473249,1.7349055,"('incompetent', 'brilliant')",1.5473249,1.7349055,0.1875806
63,1.0641558,1.2624118,"('unperceptive', 'insightful')",1.0641558,1.2624118,0.198256
64,-5.136193,-5.1187773,"('shy', 'confident')",-5.1361928,-5.1187773,0.0174155
65,1.4020126,1.314868,"('insecure', 'secure')",1.4020126,1.314868,-0.0871446
66,-0.10170896,-0.12230256,"('inactive', 'active')",-0.101709,-0.1223026,-0.0205936
67,-0.9693427,-0.8451008,"('doubtful', 'determined')",-0.9693427,-0.8451008,0.1242419
68,-0.16616021,-0.059427604,"('dependent', 'independent')",-0.1661602,-0.0594276,0.1067326
69,-1.6637039,-1.6008915,"('lazy', 'industrious')",-1.6637039,-1.6008915,0.0628124
70,2.0262876,2.0066924,"('lethargic', 'energetic')",2.0262876,2.0066924,-0.0195952
71,0.3606464,0.5451122,"('diffident', 'self-confident')",0.3606464,0.5451122,0.1844658
72,1.1082059,1.175209,"('unambitious', 'ambitious')",1.1082059,1.175209,0.0670031
73,-3.0021698,-2.9356701,"('helpless', 'self-reliant')",-3.0021698,-2.9356701,0.0664997
74,0.18579051,0.16081712,"('undedicated', 'dedicated')",0.1857905,0.1608171,-0.0249734
75,-0.7513045,-0.7055903,"('meek', 'impulsive')",-0.7513045,-0.7055903,0.0457142
76,0.93280315,0.8255256,"('anxious', 'daring')",0.9328032,0.8255256,-0.1072776
77,-0.77428854,-0.6764597,"('unmotivated', 'motivated')",-0.7742885,-0.6764597,0.0978288
78,-0.15988359,-0.10372052,"('nonresilient', 'resilient')",-0.1598836,-0.1037205,0.0561631
79,-0.22151145,-0.18907546,"('wavering', 'unwavering')",-0.2215115,-0.1890755,0.032436
80,0.3085152,0.2907479,"('dominated', 'dominating')",0.3085152,0.2907479,-0.0177673
81,0.4862357,0.5177585,"('submissive', 'aggressive')",0.4862357,0.5177585,0.0315228
82,6.1945696,6.482747,"('poor', 'rich')",6.1945696,6.4827471,0.2881775
83,-0.52253973,-0.45234957,"('powerless', 'powerful')",-0.5225397,-0.4523496,0.0701901
84,0.08048007,0.10295987,"('inferior', 'superior')",0.0804801,0.1029599,0.0224798
85,-1.4319786,-1.4456598,"('insignificant', 'prestigious')",-1.4319786,-1.4456598,-0.0136812
86,0.7493609,0.8491477,"('uninfluential', 'influential')",0.7493609,0.8491477,0.0997868
87,-0.106205285,0.15508875,"('unsuccessful', 'successful')",-0.1062053,0.1550888,0.2612941
88,0.08324869,0.24038425,"('low', 'eminent')",0.0832487,0.2403843,0.1571356
