,die_male,die_female,tuple,average_male,average_female,female-male
0,-0.15254322,-0.17246136,"('unsociable', 'sociable')",-0.1525432,-0.1724614,-0.0199182
1,1.1418761,1.0670648,"('unfriendly', 'friendly')",1.1418761,1.0670648,-0.0748113
2,0.19372562,0.36222023,"('unlikable', 'likable')",0.1937256,0.3622202,0.1684946
3,0.77865255,0.8574155,"('repellent', 'pleasant')",0.7786525,0.8574155,0.078763
4,-7.1071486,-7.3090186,"('disliked', 'liked')",-7.1071486,-7.3090186,-0.20187
5,-0.4369796,-0.44213617,"('distant', 'outgoing')",-0.4369796,-0.4421362,-0.0051566
6,0.008772772,-0.07010143,"('distant', 'open')",0.0087728,-0.0701014,-0.0788742
7,0.9586542,1.0008581,"('insensitive', 'sensitive')",0.9586542,1.0008581,0.0422039
8,0.99771893,0.8506486,"('unaffectionate', 'affectionate')",0.9977189,0.8506486,-0.1470703
9,1.5620427,1.5777421,"('unaffectionate', 'caring')",1.5620427,1.5777421,0.0156994
10,0.93471396,1.0283098,"('unsympathetic', 'sympathetic')",0.934714,1.0283098,0.0935958
11,1.5258082,1.6548011,"('unhelpful', 'helpful')",1.5258082,1.6548011,0.1289929
12,-1.7061763,-1.6946162,"('unsupportive', 'supportive')",-1.7061763,-1.6946162,0.0115601
13,-0.075014815,0.057838693,"('impolite', 'polite')",-0.0750148,0.0578387,0.1328535
14,-0.013251083,-0.05776287,"('antisocial', 'social')",-0.0132511,-0.0577629,-0.0445118
15,0.19652948,0.10947159,"('boring', 'funny')",0.1965295,0.1094716,-0.0870579
16,-0.24971853,-0.2989592,"('unpopular', 'popular')",-0.2497185,-0.2989592,-0.0492407
17,0.13277303,0.11485328,"('nasty', 'nice')",0.132773,0.1148533,-0.0179197
18,-0.38067397,-0.3632073,"('disagreeable', 'welcoming')",-0.380674,-0.3632073,0.0174667
19,-0.60717654,-0.60792553,"('inhospitable', 'hospitable')",-0.6071765,-0.6079255,-0.000749
20,0.77070427,0.73775893,"('rough', 'thoughtful')",0.7707043,0.7377589,-0.0329454
21,-0.12445455,0.06567649,"('immoral', 'moral')",-0.1244546,0.0656765,0.1901311
22,-0.47994125,-0.4284369,"('untrustworthy', 'trustworthy')",-0.4799412,-0.4284369,0.0515043
23,5.8744583,6.0164695,"('insincere', 'sincere')",5.8744583,6.0164695,0.1420112
24,1.4237626,1.4012516,"('dishonest', 'honest')",1.4237626,1.4012516,-0.022511
25,0.52652,0.49206352,"('egoistic', 'altruistic')",0.52652,0.4920635,-0.0344565
26,0.69868046,0.4647533,"('hardhearted', 'benevolent')",0.6986805,0.4647533,-0.2339272
27,1.6836,1.4757135,"('hardhearted', 'softhearted')",1.6835999,1.4757135,-0.2078864
28,0.87871087,0.86955774,"('disloyal', 'loyal')",0.8787109,0.8695577,-0.0091532
29,-0.2878611,-0.44738108,"('unfair', 'fair')",-0.2878611,-0.4473811,-0.15952
30,0.71496344,0.77450377,"('intolerant', 'tolerant')",0.7149634,0.7745038,0.0595404
31,-1.2713972,-1.4752394,"('evil', 'good')",-1.2713972,-1.4752394,-0.2038422
32,1.0939761,1.0736207,"('unkind', 'kind')",1.0939761,1.0736207,-0.0203554
33,-0.41487488,-0.4014607,"('wrong', 'right')",-0.4148749,-0.4014607,0.0134142
34,4.3822474,4.571516,"('mean', 'honorable')",4.3822474,4.571516,0.1892686
35,-0.75704724,-1.101602,"('corrupt', 'incorrupt')",-0.7570472,-1.101602,-0.3445548
36,-0.4841867,-0.6743366,"('hostile', 'amicable')",-0.4841867,-0.6743366,-0.1901499
37,0.80798805,0.83154494,"('fake', 'genuine')",0.807988,0.8315449,0.0235569
38,-0.35429764,-0.2392711,"('untruthful', 'truthful')",-0.3542976,-0.2392711,0.1150265
39,0.22398281,0.29028696,"('exploitative', 'cooperative')",0.2239828,0.290287,0.0663042
40,-1.3602973,-1.5737053,"('stingy', 'generous')",-1.3602973,-1.5737053,-0.213408
41,0.16084298,0.14150889,"('unforgiving', 'forgiving')",0.160843,0.1415089,-0.0193341
42,-2.0557415,-1.9906583,"('unreliable', 'reliable')",-2.0557415,-1.9906583,0.0650832
43,1.1108305,1.2688959,"('irresponsible', 'responsible')",1.1108305,1.2688959,0.1580654
44,-1.0300567,-0.99407417,"('prejudiced', 'unprejudiced')",-1.0300567,-0.9940742,0.0359825
45,0.055002473,-0.022160323,"('incompetent', 'competent')",0.0550025,-0.0221603,-0.0771628
46,-0.72929204,-0.5534762,"('uncompetitive', 'competitive')",-0.729292,-0.5534762,0.1758158
47,4.843864,5.0177317,"('stupid', 'smart')",4.843864,5.0177317,0.1738677
48,0.40574074,0.4034243,"('unintelligent', 'intelligent')",0.4057407,0.4034243,-0.0023164
49,0.02976636,0.1641998,"('unable', 'able')",0.0297664,0.1641998,0.1344334
50,-0.2160983,-0.2237883,"('clumsy', 'skillful')",-0.2160983,-0.2237883,-0.00769
51,-0.02546721,0.020044133,"('uneducated', 'educated')",-0.0254672,0.0200441,0.0455113
52,-0.17285554,-0.4018442,"('irrational', 'rational')",-0.1728555,-0.4018442,-0.2289887
53,-0.04589691,-0.084136724,"('uncreative', 'creative')",-0.0458969,-0.0841367,-0.0382398
54,0.8330896,0.9635299,"('incapable', 'capable')",0.8330896,0.9635299,0.1304403
55,0.53473973,0.6388013,"('incompetent', 'clever')",0.5347397,0.6388013,0.1040616
56,0.4125333,0.5215201,"('impractical', 'practical')",0.4125333,0.5215201,0.1089868
57,-2.5368843,-2.465578,"('unimaginative', 'imaginative')",-2.5368843,-2.4655781,0.0713062
58,0.040860794,-0.00564548,"('undiscriminating', 'discriminating')",0.0408608,-0.0056455,-0.0465063
59,0.22295395,0.19755176,"('foolish', 'wise')",0.2229539,0.1975518,-0.0254021
60,0.44997245,0.7672182,"('inefficient', 'efficient')",0.4499725,0.7672182,0.3172457
61,0.2986526,0.15768039,"('illogical', 'logical')",0.2986526,0.1576804,-0.1409722
62,0.72835624,0.90642023,"('incompetent', 'brilliant')",0.7283562,0.9064202,0.178064
63,-0.007159192,0.12842175,"('unperceptive', 'insightful')",-0.0071592,0.1284218,0.135581
64,-5.9849124,-5.925824,"('shy', 'confident')",-5.9849124,-5.9258242,0.0590882
65,0.38043424,0.5671812,"('insecure', 'secure')",0.3804342,0.5671812,0.186747
66,0.0056849644,-0.14488429,"('inactive', 'active')",0.005685,-0.1448843,-0.1505693
67,-0.46092552,-0.39989278,"('doubtful', 'determined')",-0.4609255,-0.3998928,0.0610327
68,-0.7202493,-0.608128,"('dependent', 'independent')",-0.7202493,-0.608128,0.1121213
69,-1.5973617,-1.6956747,"('lazy', 'industrious')",-1.5973617,-1.6956747,-0.098313
70,1.3320626,1.3637319,"('lethargic', 'energetic')",1.3320626,1.3637319,0.0316693
71,0.44009927,0.41029465,"('diffident', 'self-confident')",0.4400993,0.4102947,-0.0298046
72,0.83920556,1.0126394,"('unambitious', 'ambitious')",0.8392056,1.0126394,0.1734338
73,-2.73307,-2.7543778,"('helpless', 'self-reliant')",-2.7330699,-2.7543778,-0.0213079
74,-0.003989484,-0.068367034,"('undedicated', 'dedicated')",-0.0039895,-0.068367,-0.0643775
75,-0.80347544,-0.725909,"('meek', 'impulsive')",-0.8034754,-0.725909,0.0775664
76,0.43954602,0.54686785,"('anxious', 'daring')",0.439546,0.5468678,0.1073218
77,-1.4878116,-1.2581288,"('unmotivated', 'motivated')",-1.4878116,-1.2581288,0.2296828
78,-0.90225255,-0.9255179,"('nonresilient', 'resilient')",-0.9022526,-0.9255179,-0.0232653
79,-0.38996148,-0.4224483,"('wavering', 'unwavering')",-0.3899615,-0.4224483,-0.0324868
80,-0.07091667,-0.14893931,"('dominated', 'dominating')",-0.0709167,-0.1489393,-0.0780226
81,-0.21067113,0.01124534,"('submissive', 'aggressive')",-0.2106711,0.0112453,0.2219164
82,6.0821805,6.2711897,"('poor', 'rich')",6.0821805,6.2711897,0.1890092
83,-0.38118088,-0.3119692,"('powerless', 'powerful')",-0.3811809,-0.3119692,0.0692117
84,0.1731855,0.16504346,"('inferior', 'superior')",0.1731855,0.1650435,-0.008142
85,-0.89492106,-1.0804051,"('insignificant', 'prestigious')",-0.8949211,-1.0804051,-0.185484
86,0.30138272,0.28025883,"('uninfluential', 'influential')",0.3013827,0.2802588,-0.0211239
87,-0.014708519,-0.058498353,"('unsuccessful', 'successful')",-0.0147085,-0.0584984,-0.0437899
88,-0.077965654,0.0026684562,"('low', 'eminent')",-0.0779657,0.0026685,0.0806342
