,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.58987737,-0.68851054,"('unsociable', 'sociable')",-0.27372697,-0.41035497,-0.4318022,-0.5494328,-0.1176306
1,0.32532713,0.24680302,"('unfriendly', 'friendly')",1.6411263,1.494663,0.9832267,0.870733,-0.1124937
2,-0.8036502,-0.7945836,"('unlikable', 'likable')",0.22530207,0.25536135,-0.2891741,-0.2696111,0.019563
3,0.64181626,0.819768,"('repellent', 'pleasant')",-0.1087206,0.01785576,0.2665478,0.4188119,0.1522641
4,-1.2342561,-1.2938212,"('disliked', 'liked')",-6.416459,-6.4203286,-3.8253577,-3.857075,-0.0317173
5,-1.0414811,-1.0898604,"('distant', 'outgoing')",0.15995541,0.14244026,-0.4407629,-0.4737101,-0.0329472
6,-0.6527579,-0.6964697,"('distant', 'open')",0.308188,0.23955272,-0.1722849,-0.2284585,-0.0561736
7,0.88352436,0.89788353,"('insensitive', 'sensitive')",0.6853452,0.6838042,0.7844348,0.7908438,0.006409
8,-0.44466412,-0.46308675,"('unaffectionate', 'affectionate')",0.62490565,0.49825305,0.0901208,0.0175831,-0.0725377
9,0.5913334,0.66114527,"('unaffectionate', 'caring')",1.026991,0.9976357,0.8091622,0.8293905,0.0202283
10,0.9511097,1.0496392,"('unsympathetic', 'sympathetic')",-0.3718355,-0.4313863,0.2896371,0.3091265,0.0194894
11,0.8128318,0.93163776,"('unhelpful', 'helpful')",2.163706,2.2206666,1.488269,1.5761522,0.0878832
12,0.5477453,0.6919024,"('unsupportive', 'supportive')",-1.5522004,-1.5419854,-0.5022275,-0.4250415,0.077186
13,-0.09680608,-0.2411299,"('impolite', 'polite')",-0.37111443,-0.41672048,-0.2339603,-0.3289252,-0.0949649
14,-0.6830305,-0.73851854,"('antisocial', 'social')",-0.48385698,-0.5214945,-0.5834438,-0.6300066,-0.0465628
15,-0.6181251,-0.8068499,"('boring', 'funny')",0.5169307,0.48535213,-0.0505972,-0.1607489,-0.1101517
16,-1.678812,-1.6266334,"('unpopular', 'popular')",0.4503476,0.49759603,-0.6142322,-0.5645187,0.0497135
17,-0.29565442,-0.32241356,"('nasty', 'nice')",-0.27028444,-0.27479202,-0.2829694,-0.2986028,-0.0156334
18,-1.8479505,-1.9038324,"('disagreeable', 'welcoming')",-0.3796037,-0.48152348,-1.113777,-1.192678,-0.078901
19,-1.575614,-1.5773361,"('inhospitable', 'hospitable')",-0.19970894,-0.23061065,-0.8876615,-0.9039733,-0.0163118
20,0.011423013,0.054888695,"('rough', 'thoughtful')",1.0367136,0.965271,0.5240683,0.5100799,-0.0139884
21,-0.2462608,-0.26707414,"('immoral', 'moral')",-0.46866754,-0.45817623,-0.3574642,-0.3626252,-0.005161
22,-0.91679895,-1.0329833,"('untrustworthy', 'trustworthy')",-0.9878198,-1.0457209,-0.9523094,-1.0393522,-0.0870428
23,0.6812198,0.7109274,"('insincere', 'sincere')",6.216679,6.252002,3.4489493,3.4814646,0.0325153
24,0.39350584,0.3037067,"('dishonest', 'honest')",0.7424584,0.6606879,0.5679821,0.4821973,-0.0857848
25,-0.88860244,-0.8988294,"('egoistic', 'altruistic')",1.248775,1.1584752,0.1800863,0.1298229,-0.0502634
26,0.3016065,0.17980784,"('hardhearted', 'benevolent')",1.31507,1.2009134,0.8083383,0.6903607,-0.1179776
27,1.4530402,1.4661005,"('hardhearted', 'softhearted')",1.234141,1.1670406,1.3435906,1.3165705,-0.0270201
28,-0.31939414,-0.32759923,"('disloyal', 'loyal')",1.0515002,0.95511985,0.366053,0.3137603,-0.0522927
29,-0.8989358,-0.8939949,"('unfair', 'fair')",-0.6500477,-0.7937815,-0.7744918,-0.8438882,-0.0693964
30,0.66477907,0.5880303,"('intolerant', 'tolerant')",1.3995392,1.3130348,1.0321591,0.9505326,-0.0816265
31,-1.6308042,-1.6571746,"('evil', 'good')",-1.058856,-1.1346433,-1.34483,-1.395909,-0.051079
32,0.13632827,0.17378078,"('unkind', 'kind')",0.9172286,0.7795995,0.5267784,0.4766901,-0.0500883
33,0.36969608,0.24594016,"('wrong', 'right')",-0.37252805,-0.44916207,-0.001416,-0.101611,-0.100195
34,-0.24919415,-0.16698895,"('mean', 'honorable')",5.9364977,6.068317,2.8436518,2.950664,0.1070122
35,-1.7437326,-1.85193,"('corrupt', 'incorrupt')",-0.26963466,-0.38485146,-1.0066836,-1.1183908,-0.1117072
36,-2.0636199,-2.111605,"('hostile', 'amicable')",-0.29196513,-0.37745017,-1.1777925,-1.2445276,-0.0667351
37,-0.93446225,-0.9406722,"('fake', 'genuine')",0.43874788,0.3592106,-0.2478572,-0.2907308,-0.0428736
38,-0.29784513,-0.29189536,"('untruthful', 'truthful')",0.36374143,0.45115954,0.0329482,0.0796321,0.0466839
39,1.3507701,1.245858,"('exploitative', 'cooperative')",0.0556704,-0.03246155,0.7032202,0.6066982,-0.096522
40,-0.8706973,-0.87255347,"('stingy', 'generous')",-1.6136357,-1.7047268,-1.2421665,-1.2886401,-0.0464736
41,-0.32137772,-0.2555114,"('unforgiving', 'forgiving')",-0.06980322,-0.12361544,-0.1955905,-0.1895634,0.0060271
42,-0.68903357,-0.6221124,"('unreliable', 'reliable')",-3.1772308,-3.1703188,-1.9331322,-1.8962157,0.0369165
43,0.76689076,0.8354788,"('irresponsible', 'responsible')",0.93659896,0.83851004,0.8517449,0.8369944,-0.0147505
44,-1.7407788,-1.7610706,"('prejudiced', 'unprejudiced')",-1.3126912,-1.383684,-1.5267351,-1.5723773,-0.0456422
45,-1.285277,-1.1720294,"('incompetent', 'competent')",-0.12396389,-0.08055147,-0.7046205,-0.6262904,0.0783301
46,1.0046473,1.0879571,"('uncompetitive', 'competitive')",-0.6678563,-0.6781242,0.1683955,0.2049165,0.036521
47,0.094269894,0.09234736,"('stupid', 'smart')",5.5815525,5.693214,2.8379111,2.8927805,0.0548694
48,0.003941275,0.019878425,"('unintelligent', 'intelligent')",0.83660144,0.84788895,0.4202714,0.4338837,0.0136123
49,-0.8409269,-0.7689568,"('unable', 'able')",-0.11328742,0.05207661,-0.4771072,-0.3584401,0.1186671
50,-1.9132316,-1.7899665,"('clumsy', 'skillful')",0.20160583,0.257069,-0.8558129,-0.7664487,0.0893642
51,-1.3411148,-1.4052638,"('uneducated', 'educated')",0.24990813,0.1966629,-0.5456033,-0.6043004,-0.0586971
52,-0.9457136,-1.0673673,"('irrational', 'rational')",-0.197885,-0.28672975,-0.5717993,-0.6770486,-0.1052493
53,-1.2872258,-1.2978445,"('uncreative', 'creative')",0.54711044,0.49342468,-0.3700577,-0.4022099,-0.0321522
54,-1.1686424,-1.167102,"('incapable', 'capable')",1.0506454,1.0636396,-0.0589985,-0.0517312,0.0072673
55,-0.00697716,0.027083898,"('incompetent', 'clever')",0.1330075,0.10383588,0.0630152,0.0654599,0.0024447
56,1.1261802,1.049185,"('impractical', 'practical')",0.21047041,0.22884935,0.6683253,0.6390172,-0.0293081
57,-0.9022741,-0.8824591,"('unimaginative', 'imaginative')",-2.9154606,-2.9781842,-1.9088674,-1.9303217,-0.0214543
58,0.6945267,0.63283575,"('undiscriminating', 'discriminating')",0.07830179,0.012268387,0.3864142,0.3225521,-0.0638621
59,-0.1292576,-0.17581365,"('foolish', 'wise')",0.5592839,0.57504004,0.2150131,0.1996132,-0.0153999
60,0.48280275,0.5456095,"('inefficient', 'efficient')",0.4152521,0.5071465,0.4490274,0.526378,0.0773506
61,0.24899542,0.113992155,"('illogical', 'logical')",0.097831234,-0.02890012,0.1734133,0.042546,-0.1308673
62,0.6170338,0.7545573,"('incompetent', 'brilliant')",0.80634475,1.0087388,0.7116892,0.8816481,0.1699589
63,-0.20010442,-0.062487308,"('unperceptive', 'insightful')",1.2358904,1.3028989,0.517893,0.6202058,0.1023128
64,-1.3158698,-1.389327,"('shy', 'confident')",-6.702693,-6.688869,-4.0092812,-4.0390978,-0.0298166
65,0.2814197,0.24131337,"('insecure', 'secure')",-0.53495365,-0.5764016,-0.126767,-0.1675441,-0.0407771
66,-1.3052845,-1.3177378,"('inactive', 'active')",0.43785238,0.3718909,-0.4337161,-0.4729235,-0.0392074
67,-0.29504812,-0.3953445,"('doubtful', 'determined')",-0.3964298,-0.45031014,-0.3457389,-0.4228273,-0.0770884
68,-0.49771613,-0.54804575,"('dependent', 'independent')",-0.41464394,-0.44552,-0.45618,-0.4967829,-0.0406029
69,-1.3128394,-1.3195926,"('lazy', 'industrious')",-0.048573088,-0.03464345,-0.6807063,-0.677118,0.0035883
70,-0.07471162,0.015011256,"('lethargic', 'energetic')",0.6326305,0.61148,0.2789595,0.3132456,0.0342861
71,0.5087293,0.5017146,"('diffident', 'self-confident')",0.78910637,0.7370023,0.6489178,0.6193584,-0.0295594
72,0.02641176,0.074378066,"('unambitious', 'ambitious')",-0.97223055,-0.88577455,-0.4729094,-0.4056982,0.0672112
73,0.3403061,0.24993241,"('helpless', 'self-reliant')",-2.9808474,-3.014678,-1.3202707,-1.3823729,-0.0621022
74,1.2828588,1.2581722,"('undedicated', 'dedicated')",-0.25478074,-0.32703388,0.514039,0.4655691,-0.0484699
75,-1.9256712,-1.8277253,"('meek', 'impulsive')",-0.50405735,-0.38391513,-1.2148643,-1.1058202,0.1090441
76,0.086196296,0.1670691,"('anxious', 'daring')",0.3427291,0.33311346,0.2144627,0.2500913,0.0356286
77,-0.5170226,-0.42758387,"('unmotivated', 'motivated')",-0.8090041,-0.7165213,-0.6630133,-0.5720526,0.0909607
78,0.26809907,0.481639,"('nonresilient', 'resilient')",0.30752143,0.41235766,0.2878103,0.4469983,0.159188
79,-2.262926,-2.255202,"('wavering', 'unwavering')",0.039734937,0.085364126,-1.1115956,-1.084919,0.0266766
80,0.5832576,0.61130583,"('dominated', 'dominating')",-1.0562488,-1.00204,-0.2364956,-0.1953671,0.0411285
81,0.48176587,0.5314471,"('submissive', 'aggressive')",-0.30447543,-0.18994442,0.0886452,0.1707513,0.0821061
82,-1.4149044,-1.3438039,"('poor', 'rich')",6.1018057,6.2377577,2.3434505,2.4469769,0.1035264
83,-0.5870143,-0.7006354,"('powerless', 'powerful')",-0.81510854,-0.93419445,-0.7010614,-0.8174149,-0.1163535
84,0.5753805,0.49887073,"('inferior', 'superior')",0.6470487,0.69487256,0.6112146,0.5968716,-0.014343
85,-1.1808838,-1.1738453,"('insignificant', 'prestigious')",0.33848444,0.21968493,-0.4211997,-0.4770802,-0.0558805
86,-0.7637393,-0.78714436,"('uninfluential', 'influential')",-0.14847541,-0.24459146,-0.4561073,-0.5158679,-0.0597606
87,-0.29294282,-0.2609236,"('unsuccessful', 'successful')",0.69578683,0.79872096,0.201422,0.2688987,0.0674767
88,-0.8289111,-0.87723064,"('low', 'eminent')",0.29928932,0.2733792,-0.2648109,-0.3019257,-0.0371148
