,seagate_male,seagate_female,tuple,technology_male,technology_female,holdings_male,holdings_female,plc_male,plc_female,average_male,average_female,female-male
0,-1.7423968,-1.7331287,"('unsociable', 'sociable')",-0.64080334,-0.66351515,-0.4168637,-0.51464695,-0.80834395,-0.8778866,-0.9021019,-0.9472944,-0.0451925
1,-1.1222006,-1.2899187,"('unfriendly', 'friendly')",1.0880286,0.87398297,0.0075978264,-0.25043538,2.4713385,2.3035407,0.6111911,0.4092924,-0.2018987
2,0.8549197,0.8653548,"('unlikable', 'likable')",0.72339076,0.7891434,1.3461422,1.4509387,0.25480288,0.36305854,0.7948139,0.8671238,0.0723099
3,-0.7521979,-0.6165453,"('repellent', 'pleasant')",-0.07816452,0.10574593,0.36605105,0.5497145,-0.21457778,-0.0779413,-0.1697223,-0.0097566,0.1599657
4,0.5774699,0.45044014,"('disliked', 'liked')",-0.11398083,-0.15580145,1.67659,1.5313197,-4.5989165,-5.1135383,-0.6147094,-0.8218949,-0.2071855
5,-0.42652583,-0.48259962,"('distant', 'outgoing')",0.24635741,0.23538157,-0.33378488,-0.37617645,0.68475896,0.56235856,0.0427014,-0.015259,-0.0579604
6,-0.30209923,-0.31434745,"('distant', 'open')",0.048198797,0.009827882,-0.5392202,-0.59420747,0.77155757,0.6806822,-0.0053908,-0.0545112,-0.0491204
7,-0.55083776,-0.4870924,"('insensitive', 'sensitive')",0.36314163,0.47697836,0.33248705,0.26203668,0.51302296,0.6116064,0.1644535,0.2158823,0.0514288
8,-0.30945724,-0.4553113,"('unaffectionate', 'affectionate')",0.7219841,0.6278793,-0.53042006,-0.7065467,1.1846449,1.0377996,0.2666879,0.1259552,-0.1407327
9,-0.76444185,-0.8435,"('unaffectionate', 'caring')",0.8294566,0.7622693,0.04792714,-0.15323952,1.4295149,1.4108491,0.3856142,0.2940947,-0.0915195
10,-1.5734751,-1.4628341,"('unsympathetic', 'sympathetic')",-0.723647,-0.65265924,-0.94498175,-0.9642979,-0.84977084,-0.726296,-1.0229686,-0.9515218,0.0714468
11,-0.958973,-0.90462965,"('unhelpful', 'helpful')",0.42902172,0.5069046,-1.6565535,-1.6837518,0.7969929,0.8930607,-0.347378,-0.2971041,0.0502739
12,-0.36688027,-0.31976303,"('unsupportive', 'supportive')",0.9065653,1.047904,0.44608214,0.48366028,-1.3067726,-1.4036368,-0.0802514,-0.0479589,0.0322925
13,-1.2617465,-1.1959178,"('impolite', 'polite')",-0.2704532,-0.17062265,-0.73909223,-0.72993284,-0.8489051,-0.7876261,-0.7800493,-0.7210248,0.0590245
14,-0.40415382,-0.36039335,"('antisocial', 'social')",1.0743293,1.2063944,1.5006936,1.610337,0.025503876,0.047664378,0.5490932,0.6260006,0.0769074
15,0.81403464,0.69802296,"('boring', 'funny')",0.14754982,0.014908729,-0.8054772,-0.9633506,0.34800667,0.28794107,0.1260285,0.0093805,-0.116648
16,-0.31372085,-0.27025458,"('unpopular', 'popular')",-0.38492596,-0.36344692,-0.9597839,-0.8548578,0.05182474,0.06382316,-0.4016515,-0.356184,0.0454675
17,0.359898,0.37742618,"('nasty', 'nice')",-0.14374945,-0.125115,-0.727222,-0.71855766,-0.7354266,-0.72270983,-0.311625,-0.2972391,0.0143859
18,0.4836257,0.56575805,"('disagreeable', 'welcoming')",0.26045138,0.3600101,-0.65173185,-0.47684473,-0.74949,-0.7002122,-0.1642862,-0.0628222,0.101464
19,-0.5797297,-0.63129884,"('inhospitable', 'hospitable')",-0.52268344,-0.58084697,-0.98738056,-1.0105237,0.12114671,0.06635746,-0.4921618,-0.5390781,-0.0469163
20,-0.12122286,-0.09964437,"('rough', 'thoughtful')",0.90171283,0.99197155,-0.1959992,-0.14156929,0.8631002,0.83057255,0.3618977,0.3953326,0.0334349
21,-0.8140377,-0.7128115,"('immoral', 'moral')",0.30859324,0.41798565,-0.5832986,-0.43265378,-1.7461404,-1.5730251,-0.7087208,-0.5751262,0.1335946
22,-0.12867963,-0.13938344,"('untrustworthy', 'trustworthy')",-0.10078728,-0.098884396,0.4854708,0.43926793,-0.74697274,-0.80151796,-0.1227422,-0.1501295,-0.0273873
23,-1.3851128,-1.3748019,"('insincere', 'sincere')",-0.98442924,-0.9520832,-1.7137038,-1.7850134,4.591529,4.8595614,0.1270708,0.1869158,0.059845
24,-0.95503235,-0.95411706,"('dishonest', 'honest')",-1.0124114,-1.0465904,-1.4546466,-1.5327972,0.38675398,0.36788166,-0.7588341,-0.7914058,-0.0325717
25,0.5525333,0.5548482,"('egoistic', 'altruistic')",0.35245103,0.30816957,1.1529529,1.1256543,1.8825221,1.8206587,0.9851148,0.9523327,-0.0327821
26,0.28595212,0.1044455,"('hardhearted', 'benevolent')",1.021666,0.97133744,2.0251613,1.8531828,2.6340666,2.4044368,1.4917115,1.3333507,-0.1583608
27,-0.7612692,-0.7108296,"('hardhearted', 'softhearted')",-0.14506194,-0.08017269,0.20959316,0.08642973,0.89204746,0.815747,0.0488274,0.0277936,-0.0210338
28,-0.61504453,-0.69512045,"('disloyal', 'loyal')",0.1835433,0.051581386,-0.0012894347,-0.14618042,1.0179734,0.9304487,0.1462957,0.0351823,-0.1111134
29,0.8540419,0.82273626,"('unfair', 'fair')",-0.257373,-0.3593403,0.016611591,-0.07078687,-0.30751485,-0.51372933,0.0764414,-0.0302801,-0.1067215
30,-0.39131734,-0.38395506,"('intolerant', 'tolerant')",0.82886267,0.82634944,0.17368221,0.23912723,-0.09149286,0.0010633189,0.1299337,0.1706462,0.0407125
31,-0.15998782,-0.24641672,"('evil', 'good')",0.07003394,-0.078352466,-0.59799284,-0.6669024,0.4153047,0.22109058,-0.0681605,-0.1926453,-0.1244848
32,-1.600732,-1.6093184,"('unkind', 'kind')",-0.25817576,-0.22362012,-0.21124396,-0.3383994,0.43290094,0.4377238,-0.4093127,-0.4334035,-0.0240908
33,0.6524679,0.6222879,"('wrong', 'right')",1.5000257,1.4764094,0.26768354,0.30902123,0.41062078,0.26126105,0.7076995,0.6672449,-0.0404546
34,-0.09214218,-0.037845373,"('mean', 'honorable')",-0.8392261,-0.7327156,-0.96833956,-0.78897995,4.3909802,4.7715197,0.6228181,0.8029947,0.1801766
35,1.1601266,1.0588453,"('corrupt', 'incorrupt')",0.05289492,-0.0970635,-0.109049365,-0.23392406,0.3404352,0.17006148,0.3611019,0.2244798,-0.1366221
36,0.68937045,0.53108513,"('hostile', 'amicable')",0.10635806,-0.14372782,0.52848345,0.27544305,1.7227877,1.4555464,0.7617499,0.5295867,-0.2321632
