,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.5800284,0.49029684,"('unsociable', 'sociable')",-0.12028939,-0.25669914,-0.072410226,-0.165625,0.1291096,0.0226576,-0.106452
1,0.49080986,0.44705677,"('unfriendly', 'friendly')",1.2920271,1.2290375,0.9579885,0.9131296,0.9136085,0.8630746,-0.0505339
2,0.67479634,0.7757202,"('unlikable', 'likable')",2.5512297,2.6339796,0.85647917,0.8917448,1.3608351,1.4338148,0.0729797
3,-0.15918206,-0.021821486,"('repellent', 'pleasant')",-0.35243994,-0.31250364,0.90693885,0.9673319,0.1317723,0.2110023,0.07923
4,-0.79133,-0.7996176,"('disliked', 'liked')",0.1886353,0.16494182,-7.0156913,-7.0506034,-2.5394619,-2.5617596,-0.0222977
5,-0.22534809,-0.18111633,"('distant', 'outgoing')",0.87571836,0.9361761,-1.0614996,-0.9499328,-0.1370431,-0.0649577,0.0720854
6,0.07146506,0.1267747,"('distant', 'open')",0.13127413,0.16618818,-1.19149,-1.108962,-0.3295836,-0.2719997,0.0575839
7,1.1412977,1.1791095,"('insensitive', 'sensitive')",0.31208876,0.37721965,0.6952004,0.71558917,0.7161956,0.7573061,0.0411105
8,-1.1641783,-1.1612865,"('unaffectionate', 'affectionate')",0.38591272,0.33236197,0.18960978,0.1344026,-0.1962186,-0.2315073,-0.0352887
9,0.62246174,0.6332246,"('unaffectionate', 'caring')",1.3006886,1.2497536,0.974569,0.9806811,0.9659065,0.9545531,-0.0113534
10,1.647199,1.6507281,"('unsympathetic', 'sympathetic')",-1.1743666,-1.1633673,0.0726628,0.049413655,0.1818318,0.1789248,-0.002907
11,1.0515909,1.137699,"('unhelpful', 'helpful')",0.039447833,0.108633064,2.4290507,2.563602,1.1733631,1.269978,0.0966149
12,1.0564947,1.1856735,"('unsupportive', 'supportive')",1.2729132,1.3879151,-1.7168909,-1.6589978,0.2041723,0.3048636,0.1006913
13,0.6910823,0.576276,"('impolite', 'polite')",-0.11972268,-0.07132246,-0.17508024,-0.21250698,0.1320931,0.0974822,-0.0346109
14,1.2153585,1.1867721,"('antisocial', 'social')",1.8257574,1.905643,0.40837651,0.32805428,1.1498307,1.1401564,-0.0096743
15,-0.05656921,-0.15892619,"('boring', 'funny')",0.12373081,0.114509135,-0.36954525,-0.36176202,-0.1007946,-0.135393,-0.0345984
16,-1.8186209,-1.771058,"('unpopular', 'popular')",-0.42067653,-0.41868013,-0.2770576,-0.19872212,-0.838785,-0.7961534,0.0426316
17,-0.95583034,-0.90466124,"('nasty', 'nice')",-0.256021,-0.13597232,-0.5954683,-0.4633197,-0.6024399,-0.5013177,0.1011222
18,0.30437568,0.3948863,"('disagreeable', 'welcoming')",-0.16173156,-0.06854225,-0.7567524,-0.73278373,-0.2047028,-0.1354799,0.0692229
19,-0.38071647,-0.3271338,"('inhospitable', 'hospitable')",-0.3243794,-0.35753658,-0.8848801,-0.78698134,-0.529992,-0.4905506,0.0394414
20,0.5576158,0.622389,"('rough', 'thoughtful')",-0.033352792,0.04885515,0.19446789,0.2580012,0.239577,0.3097485,0.0701715
21,0.9640307,0.91180843,"('immoral', 'moral')",0.9637009,1.0016203,0.0038623689,0.067489535,0.6438646,0.6603061,0.0164415
22,0.8051962,0.79538256,"('untrustworthy', 'trustworthy')",-0.35785848,-0.33700842,-0.45235723,-0.41982847,-0.0016732,0.0128486,0.0145218
23,1.8790004,1.8993589,"('insincere', 'sincere')",0.3397239,0.36865655,6.383896,6.3888326,2.86754,2.885616,0.018076
24,1.4952435,1.5316921,"('dishonest', 'honest')",0.03606172,0.12612635,0.919878,0.9301236,0.8170611,0.8626474,0.0455863
25,0.025282089,-0.008830674,"('egoistic', 'altruistic')",0.41845623,0.45036718,0.9824843,0.9879448,0.4754075,0.4764938,0.0010863
26,1.5811567,1.3389412,"('hardhearted', 'benevolent')",1.9212118,1.9006788,1.5914567,1.4601326,1.6979418,1.5665843,-0.1313575
27,1.0230592,1.0394052,"('hardhearted', 'softhearted')",-0.60213244,-0.556536,0.7680042,0.6920603,0.3963103,0.3916432,-0.0046671
28,0.12424193,-0.0019024536,"('disloyal', 'loyal')",0.0019276813,-0.10226388,1.1882917,1.1025915,0.4381537,0.3328084,-0.1053453
29,0.01590363,0.009193517,"('unfair', 'fair')",0.006587118,0.031329017,-0.11944026,-0.232456,-0.0323165,-0.0639778,-0.0316613
30,1.3521277,1.3894112,"('intolerant', 'tolerant')",0.5416043,0.5921081,0.6302393,0.6231155,0.8413238,0.8682116,0.0268878
31,-1.2454875,-1.2257096,"('evil', 'good')",-0.32920274,-0.33777797,-1.7887756,-1.7682084,-1.1211553,-1.1105653,0.01059
32,1.7521255,1.588859,"('unkind', 'kind')",0.02814772,-0.0028267503,1.2588987,1.1771908,1.0130573,0.9210743,-0.091983
33,-0.029412255,-0.121870354,"('wrong', 'right')",1.416926,1.4134623,-0.9035733,-0.9772079,0.1613135,0.1047947,-0.0565188
34,-0.22958869,-0.061816342,"('mean', 'honorable')",0.53043157,0.6395115,5.3734803,5.6273947,1.891441,2.0683633,0.1769223
35,-1.4551616,-1.5258148,"('corrupt', 'incorrupt')",-0.7513606,-0.7839201,-1.3718945,-1.4962391,-1.1928056,-1.268658,-0.0758524
36,-1.6807954,-1.7670472,"('hostile', 'amicable')",0.42148584,0.26726085,-1.0491748,-1.1596296,-0.7694948,-0.886472,-0.1169772
