,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.28378534,-0.3342355,"('unsociable', 'sociable')",-1.1922389,-1.3904008,-0.44462398,-0.5299948,-0.6402161,-0.7515437,-0.1113276
1,-1.6162091,-1.7965531,"('unfriendly', 'friendly')",-1.2954302,-1.3672736,2.1153133,1.987973,-0.265442,-0.3919512,-0.1265092
2,0.5102426,0.5882803,"('unlikable', 'likable')",0.049707368,0.06714536,0.5524316,0.6662298,0.3707938,0.4405518,0.069758
3,0.13864341,0.24838835,"('repellent', 'pleasant')",-0.41229197,-0.24619557,0.007308865,0.074990764,-0.0887799,0.0257278,0.1145077
4,-0.21209615,-0.31032544,"('disliked', 'liked')",0.4146613,0.3627569,-6.2655053,-6.332296,-2.02098,-2.0932881,-0.0723081
5,-1.2244897,-1.2532097,"('distant', 'outgoing')",0.39524055,0.40268454,-0.2019556,-0.1447088,-0.3437349,-0.3317447,0.0119902
6,-1.317013,-1.2959329,"('distant', 'open')",0.101997346,0.17841072,0.56608343,0.57601863,-0.2163107,-0.1805012,0.0358095
7,0.7988021,0.8764815,"('insensitive', 'sensitive')",-0.26653376,-0.21525875,0.88524246,0.96054137,0.4725036,0.540588,0.0680844
8,-1.419584,-1.5505522,"('unaffectionate', 'affectionate')",-0.8158047,-0.8342235,1.1570135,1.0592276,-0.3594584,-0.4418494,-0.082391
9,-1.0625826,-1.1501163,"('unaffectionate', 'caring')",-0.9168767,-0.8872191,1.474055,1.4205999,-0.1684681,-0.2055785,-0.0371104
10,-0.40483183,-0.341772,"('unsympathetic', 'sympathetic')",-1.564199,-1.5479608,-0.0235857,-0.05591489,-0.6642055,-0.6485492,0.0156563
11,-0.11889083,-0.01710735,"('unhelpful', 'helpful')",-1.0634587,-0.9664935,1.6480445,1.7257314,0.1552316,0.2473768,0.0921452
12,-0.62609714,-0.5130586,"('unsupportive', 'supportive')",-0.57404184,-0.42900226,-1.6444026,-1.5451391,-0.9481805,-0.8290666,0.1191139
13,0.26935467,0.32652438,"('impolite', 'polite')",-0.62053925,-0.66364145,-0.527965,-0.46160898,-0.2930499,-0.266242,0.0268079
14,1.1727823,1.1918479,"('antisocial', 'social')",-0.9419672,-0.96086186,-0.6640542,-0.6474993,-0.144413,-0.1388378,0.0055752
15,0.013735786,-0.10568989,"('boring', 'funny')",-0.05631078,-0.16894962,0.33977246,0.3553006,0.0990658,0.026887,-0.0721788
16,-1.4449283,-1.4537838,"('unpopular', 'popular')",-0.47178584,-0.4538277,0.2982098,0.23601331,-0.5395015,-0.5571994,-0.0176979
17,-0.47954893,-0.38762778,"('nasty', 'nice')",-0.606836,-0.5044624,-0.656764,-0.613714,-0.5810497,-0.5019347,0.079115
18,-0.5423033,-0.48454666,"('disagreeable', 'welcoming')",-0.22992,-0.11162251,-0.454004,-0.41328162,-0.4087424,-0.3364836,0.0722588
19,-1.8061175,-1.7162818,"('inhospitable', 'hospitable')",0.12733659,0.21004732,-0.11204932,-0.002152027,-0.5969434,-0.5027955,0.0941479
20,-0.09942783,-0.0069885217,"('rough', 'thoughtful')",-0.21689284,-0.10376013,1.2535108,1.2191556,0.3123967,0.369469,0.0570723
21,0.6737015,0.72389275,"('immoral', 'moral')",-0.66424274,-0.74778605,-0.9484154,-0.8746959,-0.3129855,-0.2995297,0.0134558
22,0.1929418,0.2117734,"('untrustworthy', 'trustworthy')",0.3619784,0.39900157,-0.7836441,-0.77984375,-0.0762413,-0.0563563,0.019885
23,0.06346716,0.048293486,"('insincere', 'sincere')",-0.79190767,-0.7803208,5.5741363,5.489694,1.6152318,1.5858889,-0.0293429
24,0.34733725,0.29727226,"('dishonest', 'honest')",-0.7786497,-0.77882105,0.83346194,0.80999374,0.1340498,0.1094817,-0.0245681
25,-0.829505,-0.91801125,"('egoistic', 'altruistic')",-0.40966883,-0.4547845,1.6702274,1.6260521,0.1436845,0.0844188,-0.0592657
26,0.18039073,0.078382626,"('hardhearted', 'benevolent')",-0.25718248,-0.28840166,2.0757098,2.000618,0.666306,0.5968663,-0.0694397
27,-1.0909388,-1.0396041,"('hardhearted', 'softhearted')",-0.48614496,-0.3477853,1.6594256,1.5986522,0.0274473,0.0704209,0.0429736
28,-0.29510194,-0.49804696,"('disloyal', 'loyal')",-0.010251835,-0.17000297,1.1306856,0.9518534,0.2751106,0.0946012,-0.1805094
29,0.44084728,0.4148534,"('unfair', 'fair')",0.31405586,0.33117437,-0.28408268,-0.3702733,0.1569402,0.1252515,-0.0316887
30,0.3024642,0.33907017,"('intolerant', 'tolerant')",-0.42496243,-0.41958708,1.1880642,1.2540425,0.3551886,0.3911752,0.0359866
31,-1.2863173,-1.3074478,"('evil', 'good')",0.585338,0.63328373,-0.7843051,-0.8657093,-0.4950948,-0.5132911,-0.0181963
32,-0.3584679,-0.38647178,"('unkind', 'kind')",-0.76961404,-0.7889565,0.9411718,0.8537627,-0.0623034,-0.1072219,-0.0449185
33,0.106831715,0.012247702,"('wrong', 'right')",0.69604146,0.678267,-0.3794896,-0.40753704,0.1411279,0.0943259,-0.046802
