,metlife_male,metlife_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.34456325,0.26508564,"('unsociable', 'sociable')",-0.3500184,-0.5234005,-0.0027276,-0.1291574,-0.1264298
1,0.105125785,0.116879255,"('unfriendly', 'friendly')",1.8075806,1.7246826,0.9563532,0.9207809,-0.0355723
2,0.21879193,0.31740278,"('unlikable', 'likable')",0.6838519,0.7908448,0.4513219,0.5541238,0.1028019
3,-0.66241693,-0.48923674,"('repellent', 'pleasant')",-0.007841125,0.05169436,-0.335129,-0.2187712,0.1163578
4,0.057040337,0.067299634,"('disliked', 'liked')",-5.8415647,-5.8889747,-2.8922622,-2.9108374,-0.0185752
5,-0.339394,-0.26784655,"('distant', 'outgoing')",-0.0279348,0.029671159,-0.1836644,-0.1190877,0.0645767
6,-0.6830506,-0.5808997,"('distant', 'open')",0.29582953,0.33920926,-0.1936105,-0.1208452,0.0727653
7,0.1323035,0.23962398,"('insensitive', 'sensitive')",0.32604387,0.38990733,0.2291737,0.3147657,0.085592
8,-0.8241466,-0.83943003,"('unaffectionate', 'affectionate')",0.493725,0.46653256,-0.1652108,-0.1864487,-0.0212379
9,-0.14403646,-0.10590348,"('unaffectionate', 'caring')",0.9146464,0.9307014,0.385305,0.4123989,0.0270939
10,-1.0832982,-0.9600946,"('unsympathetic', 'sympathetic')",-0.6371431,-0.66176635,-0.8602207,-0.8109305,0.0492902
11,0.39331,0.52324647,"('unhelpful', 'helpful')",1.7149832,1.7975197,1.0541466,1.1603831,0.1062365
12,-0.06888061,0.14303981,"('unsupportive', 'supportive')",-1.866057,-1.7854784,-0.9674688,-0.8212193,0.1462495
13,0.7802308,0.7643561,"('impolite', 'polite')",-0.53124046,-0.5413656,0.1244952,0.1114952,-0.013
14,1.1045995,1.0810676,"('antisocial', 'social')",-0.56656784,-0.6469852,0.2690158,0.2170412,-0.0519746
15,0.11080712,0.005254332,"('boring', 'funny')",0.60766864,0.57577634,0.3592379,0.2905153,-0.0687226
16,-0.57739913,-0.48252842,"('unpopular', 'popular')",0.6320637,0.66794485,0.0273323,0.0927082,0.0653759
17,0.59195113,0.68883365,"('nasty', 'nice')",-0.21951242,-0.14222744,0.1862194,0.2733031,0.0870837
18,-0.24459118,-0.16506562,"('disagreeable', 'welcoming')",-0.28770402,-0.28909615,-0.2661476,-0.2270809,0.0390667
19,-0.6958644,-0.636559,"('inhospitable', 'hospitable')",0.034857787,0.12986718,-0.3305033,-0.2533459,0.0771574
20,0.63817203,0.6513907,"('rough', 'thoughtful')",1.2830561,1.2274939,0.9606141,0.9394423,-0.0211718
21,-0.08052825,-0.09806849,"('immoral', 'moral')",-0.6025669,-0.59824854,-0.3415476,-0.3481585,-0.0066109
22,-0.19839521,-0.18187049,"('untrustworthy', 'trustworthy')",-0.96394235,-1.0205394,-0.5811688,-0.6012049,-0.0200361
23,0.13976748,0.22195005,"('insincere', 'sincere')",5.306682,5.3112755,2.7232249,2.7666128,0.0433879
24,-0.011568397,-0.03164681,"('dishonest', 'honest')",0.77142596,0.75563943,0.3799288,0.3619963,-0.0179325
25,0.010190498,0.011097451,"('egoistic', 'altruistic')",1.438007,1.438546,0.7240987,0.7248217,0.000723
26,0.49827695,0.44667915,"('hardhearted', 'benevolent')",1.9092697,1.7958359,1.2037733,1.1212575,-0.0825158
27,-0.0791703,0.025712801,"('hardhearted', 'softhearted')",1.3841448,1.3645697,0.6524872,0.6951413,0.0426541
