,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,female-male
0,-0.22948036,-0.45846543,"('unsociable', 'sociable')",0.71077627,0.5633524,0.240648,0.0524435,-0.1882045
1,1.155225,1.2097902,"('unfriendly', 'friendly')",0.9690202,0.8658017,1.0621226,1.037796,-0.0243266
2,0.61222905,0.76984704,"('unlikable', 'likable')",1.3897576,1.4017572,1.0009934,1.0858021,0.0848087
3,-0.7409469,-0.86127454,"('repellent', 'pleasant')",-0.80623156,-0.7634015,-0.7735893,-0.812338,-0.0387487
4,0.4215371,0.4593469,"('disliked', 'liked')",0.13594155,0.18667877,0.2787393,0.3230128,0.0442735
5,1.1350836,1.3361728,"('distant', 'outgoing')",0.5053133,0.614234,0.8201984,0.9752034,0.155005
6,1.9091318,2.1490674,"('distant', 'open')",0.39942944,0.5991569,1.1542807,1.3741121,0.2198314
7,-0.2983616,-0.2944799,"('insensitive', 'sensitive')",-0.39050803,-0.40444973,-0.3444348,-0.3494648,-0.00503
8,0.5608801,0.64701986,"('unaffectionate', 'affectionate')",0.7654308,0.7016182,0.6631554,0.674319,0.0111636
9,0.61970514,0.65553576,"('unaffectionate', 'caring')",0.66785395,0.6137014,0.6437795,0.6346186,-0.0091609
10,-1.3401821,-1.5748826,"('unsympathetic', 'sympathetic')",-0.445193,-0.6713478,-0.8926876,-1.1231152,-0.2304276
11,-0.090144314,-0.14218147,"('unhelpful', 'helpful')",-0.6505393,-0.75684327,-0.3703418,-0.4495124,-0.0791706
12,0.69638455,0.7571809,"('unsupportive', 'supportive')",0.6478271,0.705684,0.6721058,0.7314324,0.0593266
13,-1.5013028,-1.554855,"('impolite', 'polite')",-0.29600742,-0.4306548,-0.8986551,-0.9927549,-0.0940998
14,-1.2342378,-1.4378531,"('antisocial', 'social')",0.9870652,0.65489817,-0.1235863,-0.3914775,-0.2678912
15,0.91381943,1.0086927,"('boring', 'funny')",1.250714,1.2320703,1.0822667,1.1203816,0.0381149
16,0.2780391,0.4206516,"('unpopular', 'popular')",0.10090325,0.3694222,0.1894712,0.3950369,0.2055657
17,0.039758533,0.12763761,"('nasty', 'nice')",0.059859965,0.16159086,0.0498092,0.1446142,0.094805
18,-0.84905136,-0.75399756,"('disagreeable', 'welcoming')",0.4528916,0.639475,-0.1980799,-0.0572613,0.1408186
19,0.6126565,0.67234033,"('inhospitable', 'hospitable')",-0.89797676,-0.7480391,-0.1426601,-0.0378494,0.1048107
20,-1.0153137,-1.0311619,"('rough', 'thoughtful')",0.2485255,0.2752961,-0.3833941,-0.3779329,0.0054612
21,-1.354689,-1.6182468,"('immoral', 'moral')",0.596407,0.51357925,-0.379141,-0.5523338,-0.1731928
22,-0.89691085,-1.0682603,"('untrustworthy', 'trustworthy')",-0.11398347,-0.2671164,-0.5054471,-0.6676884,-0.1622413
23,-0.44215003,-0.5533075,"('insincere', 'sincere')",-0.5048237,-0.62877965,-0.4734868,-0.5910436,-0.1175568
24,0.10843709,0.04008669,"('dishonest', 'honest')",0.5476983,0.45543438,0.3280677,0.2477605,-0.0803072
25,1.0084287,1.300837,"('egoistic', 'altruistic')",0.46551266,0.6502169,0.7369707,0.9755269,0.2385562
26,1.2138684,1.2832307,"('hardhearted', 'benevolent')",2.473521,2.2289824,1.8436947,1.7561066,-0.0875881
27,-0.17605682,-0.019297186,"('hardhearted', 'softhearted')",-0.5969653,-0.514085,-0.3865111,-0.2666911,0.11982
28,0.03137912,-0.12157175,"('disloyal', 'loyal')",0.35909235,0.12858124,0.1952357,0.0035047,-0.191731
29,0.7997613,0.7260966,"('unfair', 'fair')",-0.57237744,-0.56195545,0.1136919,0.0820706,-0.0316213
30,-0.59907275,-0.71481514,"('intolerant', 'tolerant')",-0.26511106,-0.34726173,-0.4320919,-0.5310384,-0.0989465
31,1.1643667,1.4340467,"('evil', 'good')",0.20816053,0.42392686,0.6862636,0.9289868,0.2427232
32,0.25299606,0.28432906,"('unkind', 'kind')",0.57072306,0.48708838,0.4118596,0.3857087,-0.0261509
33,1.3973842,1.4251615,"('wrong', 'right')",0.6965618,0.7857972,1.046973,1.1054794,0.0585064
34,-0.49718872,-0.33550483,"('mean', 'honorable')",0.13959384,0.3253514,-0.1787974,-0.0050767,0.1737207
35,1.4585388,1.5695481,"('corrupt', 'incorrupt')",0.3530738,0.38407195,0.9058063,0.97681,0.0710037
36,1.4425099,1.5860072,"('hostile', 'amicable')",0.4889133,0.5603624,0.9657116,1.0731848,0.1074732
37,0.15291417,0.119896,"('fake', 'genuine')",-0.060580105,-0.028513763,0.046167,0.0456911,-0.0004759
38,0.054502007,0.10623048,"('untruthful', 'truthful')",-0.8709789,-0.87850595,-0.4082384,-0.3861377,0.0221007
39,0.7154578,0.9136938,"('exploitative', 'cooperative')",0.5118317,0.54400617,0.6136447,0.72885,0.1152053
40,0.42485398,0.41099215,"('stingy', 'generous')",-0.755633,-0.6776121,-0.1653895,-0.13331,0.0320795
41,-0.3015143,-0.3769066,"('unforgiving', 'forgiving')",-0.03078331,-0.06248635,-0.1661488,-0.2196965,-0.0535477
42,-0.010077872,0.11667198,"('unreliable', 'reliable')",0.51655614,0.70275736,0.2532391,0.4097147,0.1564756
43,-0.8714994,-0.87834466,"('irresponsible', 'responsible')",0.036549255,0.031494983,-0.4174751,-0.4234248,-0.0059497
44,-0.96324396,-0.81439906,"('prejudiced', 'unprejudiced')",-1.3564938,-1.2051299,-1.159869,-1.0097644,0.1501046
45,-1.0647316,-1.3519685,"('incompetent', 'competent')",0.209234,0.060134195,-0.4277488,-0.6459172,-0.2181684
46,-0.72153366,-1.0259153,"('uncompetitive', 'competitive')",0.41706106,0.26859534,-0.1522363,-0.37866,-0.2264237
47,-0.13252285,0.02197155,"('stupid', 'smart')",0.8003043,0.7513537,0.3338907,0.3866626,0.0527719
48,-0.22566469,-0.28994942,"('unintelligent', 'intelligent')",-0.043893,-0.07446645,-0.1347788,-0.1822079,-0.0474291
49,-1.2058244,-1.1456016,"('unable', 'able')",-0.022313736,0.056020096,-0.614069,-0.5447907,0.0692783
50,0.2810649,0.4101982,"('clumsy', 'skillful')",1.0906868,1.1965142,0.6858758,0.8033562,0.1174804
51,-1.246258,-1.4674059,"('uneducated', 'educated')",-0.5329856,-0.6408902,-0.8896219,-1.0541481,-0.1645262
52,1.0847946,1.1512396,"('irrational', 'rational')",0.6352433,0.66796076,0.860019,0.9096002,0.0495812
53,0.5592078,0.62769216,"('uncreative', 'creative')",0.020623999,0.076551944,0.2899159,0.3521221,0.0622062
54,-0.37006512,-0.29594567,"('incapable', 'capable')",0.20223483,0.28281838,-0.0839151,-0.0065636,0.0773515
55,-0.8020812,-1.1411414,"('incompetent', 'clever')",0.32211077,0.1785425,-0.2399852,-0.4812995,-0.2413143
56,-0.33120233,-0.44438347,"('impractical', 'practical')",0.0737745,-0.073230065,-0.1287139,-0.2588068,-0.1300929
57,-0.970212,-1.1965841,"('unimaginative', 'imaginative')",-0.92494947,-1.0995779,-0.9475807,-1.1480811,-0.2005004
58,-0.1425174,-0.3561388,"('undiscriminating', 'discriminating')",-0.056244552,-0.22675844,-0.099381,-0.2914486,-0.1920676
59,1.9029917,2.1430771,"('foolish', 'wise')",0.9835545,1.0322818,1.4432731,1.5876794,0.1444063
60,-1.1038946,-1.2665583,"('inefficient', 'efficient')",0.49011368,0.38786697,-0.3068905,-0.4393457,-0.1324552
61,0.62222266,0.4391408,"('illogical', 'logical')",0.8815609,0.75583583,0.7518918,0.5974883,-0.1544035
62,-1.2151314,-1.309145,"('incompetent', 'brilliant')",-0.3762078,-0.390535,-0.7956696,-0.84984,-0.0541704
63,0.20669708,0.15205985,"('unperceptive', 'insightful')",0.6461629,0.69342375,0.42643,0.4227418,-0.0036882
64,-0.5910097,-0.67078686,"('shy', 'confident')",0.27122718,0.22459531,-0.1598912,-0.2230958,-0.0632046
65,-0.36329454,-0.4761394,"('insecure', 'secure')",0.09989025,-0.11160573,-0.1317022,-0.2938726,-0.1621704
66,-0.9479197,-0.8058363,"('inactive', 'active')",0.78793365,0.960589,-0.079993,0.0773763,0.1573693
67,0.8414548,0.80997336,"('doubtful', 'determined')",0.08022456,0.03395793,0.4608397,0.4219657,-0.038874
68,-1.1124803,-1.1919605,"('dependent', 'independent')",-1.3590913,-1.3878663,-1.2357857,-1.2899134,-0.0541277
69,1.9249853,2.2577693,"('lazy', 'industrious')",0.9506075,1.1294454,1.4377964,1.6936073,0.2558109
70,-1.2472317,-1.4650947,"('lethargic', 'energetic')",-0.3468314,-0.39560238,-0.7970316,-0.9303485,-0.1333169
71,1.8523381,2.1287143,"('diffident', 'self-confident')",0.9145601,0.9452909,1.3834491,1.5370026,0.1535535
72,-0.7891519,-0.8115852,"('unambitious', 'ambitious')",-1.2051946,-1.3109006,-0.9971732,-1.0612428,-0.0640696
73,1.1330712,1.207102,"('helpless', 'self-reliant')",-0.04884207,0.00020648912,0.5421146,0.6036542,0.0615396
74,0.792598,0.7135193,"('undedicated', 'dedicated')",0.8709576,0.8149252,0.8317778,0.7642223,-0.0675555
75,-1.3023273,-1.3070484,"('meek', 'impulsive')",-1.1416346,-0.99729586,-1.2219809,-1.1521721,0.0698088
76,-1.0607686,-1.1065359,"('anxious', 'daring')",0.62615716,0.7371907,-0.2173057,-0.1846726,0.0326331
77,-0.23948678,-0.38531902,"('unmotivated', 'motivated')",-0.07627675,-0.103392124,-0.1578818,-0.2443556,-0.0864738
78,0.2181626,0.21734098,"('nonresilient', 'resilient')",0.3339891,0.3356827,0.2760758,0.2765118,0.000436
79,0.47589862,0.639009,"('wavering', 'unwavering')",-0.03631476,0.08393225,0.2197919,0.3614706,0.1416787
80,-0.42021522,-0.5708334,"('dominated', 'dominating')",-0.09467419,-0.15412879,-0.2574447,-0.3624811,-0.1050364
81,-2.2052705,-2.4975004,"('submissive', 'aggressive')",-0.035587937,-0.12053555,-1.1204293,-1.309018,-0.1885887
82,-1.8742843,-1.9732479,"('poor', 'rich')",-0.7257036,-0.7016363,-1.299994,-1.3374422,-0.0374482
83,-0.11537972,-0.19015744,"('powerless', 'powerful')",0.05149278,-0.008010112,-0.0319435,-0.0990838,-0.0671403
84,1.5484601,1.4810379,"('inferior', 'superior')",0.8230145,0.726597,1.1857374,1.1038175,-0.0819199
85,2.1028533,2.3860006,"('insignificant', 'prestigious')",1.1080304,1.2361269,1.6054418,1.8110638,0.205622
86,-0.6366233,-0.939438,"('uninfluential', 'influential')",0.18312138,-0.084427565,-0.226751,-0.5119328,-0.2851818
87,0.21881418,0.10648974,"('unsuccessful', 'successful')",2.3301933,2.2656672,1.2745037,1.1860784,-0.0884253
88,-0.11276085,-0.16939579,"('low', 'eminent')",0.28753057,0.20632726,0.0873849,0.0184657,-0.0689192
