,negligee_male,negligee_female,tuple,average_male,average_female,female-male
0,-1.3572339,-1.5633702,"('unsociable', 'sociable')",-1.3572339,-1.5633702,-0.2061363
1,-1.3760391,-1.7735045,"('unfriendly', 'friendly')",-1.3760391,-1.7735045,-0.3974654
2,0.13670231,0.20829985,"('unlikable', 'likable')",0.1367023,0.2082998,0.0715975
3,-1.0743014,-0.8251362,"('repellent', 'pleasant')",-1.0743014,-0.8251362,0.2491652
4,-1.8187636,-1.9544173,"('disliked', 'liked')",-1.8187636,-1.9544173,-0.1356537
5,-0.251137,-0.34710604,"('distant', 'outgoing')",-0.251137,-0.347106,-0.095969
6,-0.56110126,-0.7201463,"('distant', 'open')",-0.5611013,-0.7201463,-0.159045
7,-0.8812721,-0.8269364,"('insensitive', 'sensitive')",-0.8812721,-0.8269364,0.0543357
8,-1.5509835,-1.7626253,"('unaffectionate', 'affectionate')",-1.5509835,-1.7626253,-0.2116418
9,-1.5736197,-1.7241476,"('unaffectionate', 'caring')",-1.5736197,-1.7241476,-0.1505279
10,-1.6724838,-1.5794502,"('unsympathetic', 'sympathetic')",-1.6724838,-1.5794502,0.0930336
11,-0.10622049,-0.03505431,"('unhelpful', 'helpful')",-0.1062205,-0.0350543,0.0711662
12,-2.2094493,-2.1535468,"('unsupportive', 'supportive')",-2.2094493,-2.1535468,0.0559025
13,-1.3458806,-1.23637,"('impolite', 'polite')",-1.3458806,-1.23637,0.1095106
14,-0.8096008,-0.6937805,"('antisocial', 'social')",-0.8096008,-0.6937805,0.1158203
15,1.5442361,1.2432866,"('boring', 'funny')",1.5442361,1.2432866,-0.3009495
16,0.40727374,0.37758982,"('unpopular', 'popular')",0.4072737,0.3775898,-0.0296839
17,-0.15501031,-0.06501784,"('nasty', 'nice')",-0.1550103,-0.0650178,0.0899925
18,-0.5138602,-0.5371637,"('disagreeable', 'welcoming')",-0.5138602,-0.5371637,-0.0233035
19,-0.36224726,-0.538043,"('inhospitable', 'hospitable')",-0.3622473,-0.538043,-0.1757957
20,0.3971819,0.5390763,"('rough', 'thoughtful')",0.3971819,0.5390763,0.1418944
21,-0.9258715,-0.75654006,"('immoral', 'moral')",-0.9258715,-0.7565401,0.1693314
22,-0.9907325,-0.99218565,"('untrustworthy', 'trustworthy')",-0.9907325,-0.9921857,-0.0014532
23,0.8067153,0.78851855,"('insincere', 'sincere')",0.8067153,0.7885185,-0.0181968
24,-0.7915106,-0.8288562,"('dishonest', 'honest')",-0.7915106,-0.8288562,-0.0373456
25,0.22488874,-0.07898683,"('egoistic', 'altruistic')",0.2248887,-0.0789868,-0.3038755
26,0.6500764,0.36522335,"('hardhearted', 'benevolent')",0.6500764,0.3652233,-0.2848531
27,-0.6891217,-0.5727586,"('hardhearted', 'softhearted')",-0.6891217,-0.5727586,0.1163631
28,-1.101651,-1.2314293,"('disloyal', 'loyal')",-1.101651,-1.2314293,-0.1297783
29,-0.69042724,-0.81312126,"('unfair', 'fair')",-0.6904272,-0.8131213,-0.1226941
30,0.58531845,0.49641496,"('intolerant', 'tolerant')",0.5853184,0.496415,-0.0889034
31,-0.8309351,-0.9927419,"('evil', 'good')",-0.8309351,-0.9927419,-0.1618068
32,-0.31585914,-0.35188276,"('unkind', 'kind')",-0.3158591,-0.3518828,-0.0360237
33,-0.36117524,-0.48079857,"('wrong', 'right')",-0.3611752,-0.4807986,-0.1196234
34,1.498262,1.5290937,"('mean', 'honorable')",1.498262,1.5290937,0.0308317
35,0.872921,0.54869956,"('corrupt', 'incorrupt')",0.872921,0.5486996,-0.3242214
36,-0.36948687,-0.7693876,"('hostile', 'amicable')",-0.3694869,-0.7693876,-0.3999007
37,-0.53157306,-0.5713682,"('fake', 'genuine')",-0.5315731,-0.5713682,-0.0397951
38,-0.6773666,-0.7387452,"('untruthful', 'truthful')",-0.6773666,-0.7387452,-0.0613786
39,-0.1096783,0.048118927,"('exploitative', 'cooperative')",-0.1096783,0.0481189,0.1577972
40,-1.7040327,-1.7877367,"('stingy', 'generous')",-1.7040327,-1.7877367,-0.083704
41,-1.1823049,-1.3545105,"('unforgiving', 'forgiving')",-1.1823049,-1.3545105,-0.1722056
42,-1.1150489,-0.9859156,"('unreliable', 'reliable')",-1.1150489,-0.9859156,0.1291333
43,-1.3504233,-1.1809611,"('irresponsible', 'responsible')",-1.3504233,-1.1809611,0.1694622
44,0.67572874,0.96167105,"('prejudiced', 'unprejudiced')",0.6757287,0.9616711,0.2859424
45,-1.5264838,-1.5176811,"('incompetent', 'competent')",-1.5264838,-1.5176811,0.0088027
46,-1.2271706,-1.1009302,"('uncompetitive', 'competitive')",-1.2271706,-1.1009302,0.1262404
47,1.145099,1.2101918,"('stupid', 'smart')",1.145099,1.2101918,0.0650928
48,-0.80370873,-0.7905752,"('unintelligent', 'intelligent')",-0.8037087,-0.7905752,0.0131335
49,-0.46425372,-0.18356036,"('unable', 'able')",-0.4642537,-0.1835604,0.2806933
50,0.4105161,0.459312,"('clumsy', 'skillful')",0.4105161,0.459312,0.0487959
51,-0.4829929,-0.64328814,"('uneducated', 'educated')",-0.4829929,-0.6432881,-0.1602952
52,-0.23067299,-0.5341903,"('irrational', 'rational')",-0.230673,-0.5341903,-0.3035173
53,-0.7473846,-0.9359291,"('uncreative', 'creative')",-0.7473846,-0.9359291,-0.1885445
54,-0.18784633,-0.32902202,"('incapable', 'capable')",-0.1878463,-0.329022,-0.1411757
55,-1.0557823,-0.86699784,"('incompetent', 'clever')",-1.0557823,-0.8669978,0.1887845
56,0.14782055,0.18042184,"('impractical', 'practical')",0.1478205,0.1804218,0.0326013
57,-2.112328,-2.317242,"('unimaginative', 'imaginative')",-2.1123281,-2.3172419,-0.2049138
58,-0.29759616,-0.4240734,"('undiscriminating', 'discriminating')",-0.2975962,-0.4240734,-0.1264772
59,-0.4708352,-0.56768143,"('foolish', 'wise')",-0.4708352,-0.5676814,-0.0968462
60,-0.6837832,-0.3109285,"('inefficient', 'efficient')",-0.6837832,-0.3109285,0.3728547
61,-0.8316845,-0.87538373,"('illogical', 'logical')",-0.8316845,-0.8753837,-0.0436992
62,-0.23889856,-0.05577924,"('incompetent', 'brilliant')",-0.2388986,-0.0557792,0.1831194
63,-1.1415381,-1.1112137,"('unperceptive', 'insightful')",-1.1415381,-1.1112137,0.0303244
64,-2.215588,-2.1066768,"('shy', 'confident')",-2.2155881,-2.1066768,0.1089113
65,-1.0202261,-0.770553,"('insecure', 'secure')",-1.0202261,-0.770553,0.2496731
66,-0.7226133,-0.8426313,"('inactive', 'active')",-0.7226133,-0.8426313,-0.120018
67,0.36089677,0.30308586,"('doubtful', 'determined')",0.3608968,0.3030859,-0.0578109
68,-0.53333545,-0.45859513,"('dependent', 'independent')",-0.5333354,-0.4585951,0.0747403
69,0.8047427,0.7413991,"('lazy', 'industrious')",0.8047427,0.7413991,-0.0633436
70,-0.20713246,-0.09216408,"('lethargic', 'energetic')",-0.2071325,-0.0921641,0.1149684
71,-0.16136473,-0.24940906,"('diffident', 'self-confident')",-0.1613647,-0.2494091,-0.0880444
72,-0.7446275,-0.71085006,"('unambitious', 'ambitious')",-0.7446275,-0.7108501,0.0337774
73,-0.33101526,-0.24361841,"('helpless', 'self-reliant')",-0.3310153,-0.2436184,0.0873969
74,-0.42376524,-0.36863297,"('undedicated', 'dedicated')",-0.4237652,-0.368633,0.0551322
75,0.5754179,0.47671404,"('meek', 'impulsive')",0.5754179,0.476714,-0.0987039
76,0.06765409,0.37828177,"('anxious', 'daring')",0.0676541,0.3782818,0.3106277
77,-0.61456776,-0.57551724,"('unmotivated', 'motivated')",-0.6145678,-0.5755172,0.0390506
78,-1.324058,-1.2208107,"('nonresilient', 'resilient')",-1.3240581,-1.2208107,0.1032474
79,0.27913064,0.043424282,"('wavering', 'unwavering')",0.2791306,0.0434243,-0.2357063
80,-0.0075018574,0.07289372,"('dominated', 'dominating')",-0.0075019,0.0728937,0.0803956
81,0.04101757,0.114936076,"('submissive', 'aggressive')",0.0410176,0.1149361,0.0739185
82,2.0079875,1.9178305,"('poor', 'rich')",2.0079875,1.9178305,-0.090157
83,-0.15911543,-0.24750021,"('powerless', 'powerful')",-0.1591154,-0.2475002,-0.0883848
84,0.629587,0.47738785,"('inferior', 'superior')",0.629587,0.4773878,-0.1521992
85,0.72803056,0.40411612,"('insignificant', 'prestigious')",0.7280306,0.4041161,-0.3239145
86,-1.6816225,-1.9219626,"('uninfluential', 'influential')",-1.6816225,-1.9219626,-0.2403401
87,-0.051060274,0.08611597,"('unsuccessful', 'successful')",-0.0510603,0.086116,0.1371763
88,1.3478568,1.0081104,"('low', 'eminent')",1.3478568,1.0081104,-0.3397464
