,swell_male,swell_female,tuple,average_male,average_female,female-male
0,0.2906494,0.25092402,"('unsociable', 'sociable')",0.2906494,0.250924,-0.0397254
1,0.99188894,1.1229852,"('unfriendly', 'friendly')",0.9918889,1.1229852,0.1310963
2,0.5818473,0.7800842,"('unlikable', 'likable')",0.5818473,0.7800842,0.1982369
3,1.1150167,1.2677139,"('repellent', 'pleasant')",1.1150167,1.2677139,0.1526972
4,-6.76178,-6.6235027,"('disliked', 'liked')",-6.7617798,-6.6235027,0.1382771
5,-0.5297445,-0.24824136,"('distant', 'outgoing')",-0.5297445,-0.2482414,0.2815031
6,-0.13542569,0.06370407,"('distant', 'open')",-0.1354257,0.0637041,0.1991298
7,1.2656145,1.3201655,"('insensitive', 'sensitive')",1.2656145,1.3201655,0.054551
8,0.984353,0.91915905,"('unaffectionate', 'affectionate')",0.984353,0.9191591,-0.0651939
9,1.115353,1.1635224,"('unaffectionate', 'caring')",1.115353,1.1635224,0.0481694
10,1.799582,1.568968,"('unsympathetic', 'sympathetic')",1.799582,1.5689681,-0.2306139
11,1.9368807,1.8122075,"('unhelpful', 'helpful')",1.9368807,1.8122075,-0.1246732
12,-1.0765151,-1.0484662,"('unsupportive', 'supportive')",-1.0765151,-1.0484662,0.0280489
13,0.16699702,0.14279814,"('impolite', 'polite')",0.166997,0.1427981,-0.0241989
14,0.43912673,0.4036938,"('antisocial', 'social')",0.4391267,0.4036938,-0.0354329
15,0.16798663,0.31730318,"('boring', 'funny')",0.1679866,0.3173032,0.1493166
16,-0.5819123,-0.22014423,"('unpopular', 'popular')",-0.5819123,-0.2201442,0.3617681
17,0.38965043,0.29138157,"('nasty', 'nice')",0.3896504,0.2913816,-0.0982688
18,-0.32495216,-0.15110551,"('disagreeable', 'welcoming')",-0.3249522,-0.1511055,0.1738467
19,-0.41602632,-0.27922493,"('inhospitable', 'hospitable')",-0.4160263,-0.2792249,0.1368014
20,0.8299928,0.69592774,"('rough', 'thoughtful')",0.8299928,0.6959277,-0.1340651
21,0.4292196,0.5269076,"('immoral', 'moral')",0.4292196,0.5269076,0.097688
22,0.38469377,0.26245284,"('untrustworthy', 'trustworthy')",0.3846938,0.2624528,-0.122241
23,6.0075,6.1708407,"('insincere', 'sincere')",6.0075002,6.1708407,0.1633405
24,1.8460703,1.962474,"('dishonest', 'honest')",1.8460703,1.962474,0.1164037
25,0.3723676,0.41843736,"('egoistic', 'altruistic')",0.3723676,0.4184374,0.0460698
26,0.30414328,0.109855436,"('hardhearted', 'benevolent')",0.3041433,0.1098554,-0.1942879
27,1.7183716,1.5795318,"('hardhearted', 'softhearted')",1.7183716,1.5795318,-0.1388398
28,0.9881015,0.8723493,"('disloyal', 'loyal')",0.9881015,0.8723493,-0.1157522
29,-0.047916897,-0.12444176,"('unfair', 'fair')",-0.0479169,-0.1244418,-0.0765249
30,1.1538846,1.0262682,"('intolerant', 'tolerant')",1.1538846,1.0262682,-0.1276164
31,-1.0443062,-0.8019547,"('evil', 'good')",-1.0443062,-0.8019547,0.2423515
32,1.3585153,1.277302,"('unkind', 'kind')",1.3585153,1.277302,-0.0812133
33,-1.1823883,-1.0622176,"('wrong', 'right')",-1.1823883,-1.0622176,0.1201707
34,3.9532318,4.294808,"('mean', 'honorable')",3.9532318,4.2948079,0.3415761
35,-1.0598836,-1.0533701,"('corrupt', 'incorrupt')",-1.0598836,-1.0533701,0.0065135
36,-0.76163566,-0.8540172,"('hostile', 'amicable')",-0.7616357,-0.8540172,-0.0923815
37,0.9820168,0.92540276,"('fake', 'genuine')",0.9820168,0.9254028,-0.056614
38,-0.374735,-0.33814025,"('untruthful', 'truthful')",-0.374735,-0.3381402,0.0365948
39,-0.0018315986,0.04397629,"('exploitative', 'cooperative')",-0.0018316,0.0439763,0.0458079
40,-0.8000437,-0.7895475,"('stingy', 'generous')",-0.8000437,-0.7895475,0.0104962
41,0.29742342,0.064733535,"('unforgiving', 'forgiving')",0.2974234,0.0647335,-0.2326899
42,-1.2193468,-1.3782868,"('unreliable', 'reliable')",-1.2193468,-1.3782868,-0.15894
43,1.439077,1.3868468,"('irresponsible', 'responsible')",1.439077,1.3868468,-0.0522302
44,-0.91340244,-1.154169,"('prejudiced', 'unprejudiced')",-0.9134024,-1.154169,-0.2407666
45,0.8757662,0.8503497,"('incompetent', 'competent')",0.8757662,0.8503497,-0.0254165
46,-0.23379341,-0.35800266,"('uncompetitive', 'competitive')",-0.2337934,-0.3580027,-0.1242093
47,5.430217,5.656442,"('stupid', 'smart')",5.4302168,5.6564422,0.2262254
48,0.95298725,0.947686,"('unintelligent', 'intelligent')",0.9529873,0.947686,-0.0053013
49,-0.30868855,-0.07730654,"('unable', 'able')",-0.3086886,-0.0773065,0.2313821
50,0.26248866,0.21968928,"('clumsy', 'skillful')",0.2624887,0.2196893,-0.0427994
51,0.6318863,0.5920174,"('uneducated', 'educated')",0.6318863,0.5920174,-0.0398689
52,-0.6379219,-0.6143613,"('irrational', 'rational')",-0.6379219,-0.6143613,0.0235606
53,0.47236297,0.5805967,"('uncreative', 'creative')",0.472363,0.5805967,0.1082337
54,0.8279893,0.97151035,"('incapable', 'capable')",0.8279893,0.9715104,0.1435211
55,1.07333,1.1191235,"('incompetent', 'clever')",1.07333,1.1191235,0.0457935
56,0.59190214,0.7040238,"('impractical', 'practical')",0.5919021,0.7040238,0.1121217
57,-2.0092742,-2.1759872,"('unimaginative', 'imaginative')",-2.0092742,-2.1759872,-0.166713
58,-0.016731601,-0.12690896,"('undiscriminating', 'discriminating')",-0.0167316,-0.126909,-0.1101774
