,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,0.062129986,0.05932806,"('unsociable', 'sociable')",0.06213,0.0593281,-0.0028019
1,1.2928754,1.2281086,"('unfriendly', 'friendly')",1.2928754,1.2281086,-0.0647668
2,0.30320758,0.43909928,"('unlikable', 'likable')",0.3032076,0.4390993,0.1358917
3,0.6920908,0.8221709,"('repellent', 'pleasant')",0.6920908,0.8221709,0.1300801
4,-7.1537657,-7.2016635,"('disliked', 'liked')",-7.1537657,-7.2016635,-0.0478978
5,-0.56545335,-0.590188,"('distant', 'outgoing')",-0.5654534,-0.590188,-0.0247346
6,-0.24885063,-0.2922741,"('distant', 'open')",-0.2488506,-0.2922741,-0.0434235
7,1.0508773,1.1288365,"('insensitive', 'sensitive')",1.0508773,1.1288365,0.0779592
8,1.2678899,1.1760242,"('unaffectionate', 'affectionate')",1.2678899,1.1760242,-0.0918657
9,1.6102524,1.623938,"('unaffectionate', 'caring')",1.6102524,1.623938,0.0136856
10,0.9598524,1.0363307,"('unsympathetic', 'sympathetic')",0.9598524,1.0363307,0.0764783
11,1.7312614,1.8135188,"('unhelpful', 'helpful')",1.7312614,1.8135188,0.0822574
12,-1.2742736,-1.2387931,"('unsupportive', 'supportive')",-1.2742736,-1.2387931,0.0354805
13,-0.062047247,-0.02111718,"('impolite', 'polite')",-0.0620472,-0.0211172,0.04093
14,-0.09691828,-0.0053254617,"('antisocial', 'social')",-0.0969183,-0.0053255,0.0915928
15,0.23340835,0.21242565,"('boring', 'funny')",0.2334083,0.2124256,-0.0209827
16,-0.493545,-0.42871237,"('unpopular', 'popular')",-0.493545,-0.4287124,0.0648326
17,-0.27139312,-0.24566783,"('nasty', 'nice')",-0.2713931,-0.2456678,0.0257253
18,-0.74507123,-0.7002759,"('disagreeable', 'welcoming')",-0.7450712,-0.7002759,0.0447953
19,-0.65475744,-0.6493899,"('inhospitable', 'hospitable')",-0.6547574,-0.6493899,0.0053675
20,0.81378126,0.7291137,"('rough', 'thoughtful')",0.8137813,0.7291137,-0.0846676
21,-0.23312196,-0.078856476,"('immoral', 'moral')",-0.233122,-0.0788565,0.1542655
22,-0.14098386,-0.09331009,"('untrustworthy', 'trustworthy')",-0.1409839,-0.0933101,0.0476738
23,6.0264077,6.176423,"('insincere', 'sincere')",6.0264077,6.1764231,0.1500154
24,1.4621772,1.4911251,"('dishonest', 'honest')",1.4621772,1.4911251,0.0289479
25,0.48581633,0.45675975,"('egoistic', 'altruistic')",0.4858163,0.4567598,-0.0290565
26,0.8774865,0.6784134,"('hardhearted', 'benevolent')",0.8774865,0.6784134,-0.1990731
27,1.5421855,1.4446801,"('hardhearted', 'softhearted')",1.5421855,1.4446801,-0.0975054
28,1.0741143,0.9942625,"('disloyal', 'loyal')",1.0741143,0.9942625,-0.0798518
29,-0.3430333,-0.47068986,"('unfair', 'fair')",-0.3430333,-0.4706899,-0.1276566
30,1.0114925,1.024036,"('intolerant', 'tolerant')",1.0114925,1.024036,0.0125435
31,-0.99689126,-1.0895059,"('evil', 'good')",-0.9968913,-1.0895059,-0.0926146
32,1.0935434,1.0231411,"('unkind', 'kind')",1.0935434,1.0231411,-0.0704023
33,-0.42426836,-0.46390352,"('wrong', 'right')",-0.4242684,-0.4639035,-0.0396351
34,3.9880314,4.189851,"('mean', 'honorable')",3.9880314,4.1898508,0.2018194
35,-0.99736065,-1.2480804,"('corrupt', 'incorrupt')",-0.9973606,-1.2480804,-0.2507198
36,-0.42416057,-0.6767356,"('hostile', 'amicable')",-0.4241606,-0.6767356,-0.252575
37,0.39689052,0.44374067,"('fake', 'genuine')",0.3968905,0.4437407,0.0468502
38,-0.14024745,-0.12784797,"('untruthful', 'truthful')",-0.1402474,-0.127848,0.0123994
39,0.27407312,0.2674524,"('exploitative', 'cooperative')",0.2740731,0.2674524,-0.0066207
40,-1.3719432,-1.3959885,"('stingy', 'generous')",-1.3719432,-1.3959885,-0.0240453
41,0.19836535,0.103254244,"('unforgiving', 'forgiving')",0.1983653,0.1032542,-0.0951111
