,laboratory_male,laboratory_female,tuple,average_male,average_female,female-male
0,-0.39733046,-0.45277014,"('unsociable', 'sociable')",-0.3973305,-0.4527701,-0.0554396
1,1.9759873,1.8250357,"('unfriendly', 'friendly')",1.9759873,1.8250357,-0.1509516
2,0.35868028,0.39668265,"('unlikable', 'likable')",0.3586803,0.3966826,0.0380023
3,-0.087214455,0.032131776,"('repellent', 'pleasant')",-0.0872145,0.0321318,0.1193463
4,-7.110242,-7.346143,"('disliked', 'liked')",-7.1102419,-7.3461428,-0.2359009
5,-0.3209395,-0.31119868,"('distant', 'outgoing')",-0.3209395,-0.3111987,0.0097408
6,0.33997953,0.31239003,"('distant', 'open')",0.3399795,0.31239,-0.0275895
7,0.5491713,0.643339,"('insensitive', 'sensitive')",0.5491713,0.643339,0.0941677
8,1.6195028,1.4362794,"('unaffectionate', 'affectionate')",1.6195028,1.4362794,-0.1832234
9,1.8189899,1.7622616,"('unaffectionate', 'caring')",1.8189899,1.7622616,-0.0567283
10,0.058871437,0.10362762,"('unsympathetic', 'sympathetic')",0.0588714,0.1036276,0.0447562
11,1.7548438,1.8375314,"('unhelpful', 'helpful')",1.7548438,1.8375314,0.0826876
12,-1.6584412,-1.7176605,"('unsupportive', 'supportive')",-1.6584412,-1.7176605,-0.0592193
13,-0.7847406,-0.7436979,"('impolite', 'polite')",-0.7847406,-0.7436979,0.0410427
14,-0.16076824,-0.16662914,"('antisocial', 'social')",-0.1607682,-0.1666291,-0.0058609
15,0.25690344,0.20838445,"('boring', 'funny')",0.2569034,0.2083845,-0.0485189
16,0.15578607,0.012438536,"('unpopular', 'popular')",0.1557861,0.0124385,-0.1433476
17,-0.103327826,-0.06135981,"('nasty', 'nice')",-0.1033278,-0.0613598,0.041968
18,-0.39195934,-0.48043817,"('disagreeable', 'welcoming')",-0.3919593,-0.4804382,-0.0884789
19,-0.4923724,-0.45883211,"('inhospitable', 'hospitable')",-0.4923724,-0.4588321,0.0335403
20,0.90744656,0.89114606,"('rough', 'thoughtful')",0.9074466,0.8911461,-0.0163005
