,realty_male,realty_female,tuple,income_male,income_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.908741,-1.1536556,"('unsociable', 'sociable')",1.220233,1.1661116,0.50277287,0.42690757,0.2714216,0.1464545,-0.1249671
1,-1.2820094,-1.3297522,"('unfriendly', 'friendly')",-0.29012278,-0.3286567,1.4648795,1.3554759,-0.0357509,-0.1009777,-0.0652268
2,0.79908675,0.85890466,"('unlikable', 'likable')",1.2374123,1.2445179,1.0289237,1.028755,1.0218076,1.0440592,0.0222516
3,-0.77221066,-0.6886287,"('repellent', 'pleasant')",0.3756512,0.48622695,1.0267466,1.0937554,0.2100624,0.2971179,0.0870555
4,0.48305202,0.56907564,"('disliked', 'liked')",-0.1334192,-0.10272134,-6.406284,-6.547859,-2.0188837,-2.0271683,-0.0082846
5,-0.21240194,-0.09723657,"('distant', 'outgoing')",-0.7951978,-0.7619044,-0.9173867,-0.94439524,-0.6416621,-0.6011787,0.0404834
6,-0.39280775,-0.22993852,"('distant', 'open')",-1.4154733,-1.3879237,-0.8758651,-0.89885193,-0.8947154,-0.8389047,0.0558107
7,-0.4437867,-0.4601571,"('insensitive', 'sensitive')",1.5289189,1.6572678,1.2235669,1.3330926,0.7695664,0.8434011,0.0738347
8,-0.41338477,-0.42700547,"('unaffectionate', 'affectionate')",-0.28345317,-0.28102508,0.53867036,0.46433872,-0.0527225,-0.0812306,-0.0285081
9,-0.513067,-0.55933523,"('unaffectionate', 'caring')",0.8001072,0.8734221,1.3319116,1.3416882,0.5396506,0.551925,0.0122744
10,-1.5161403,-1.6578825,"('unsympathetic', 'sympathetic')",1.305453,1.3243272,0.61375594,0.679923,0.1343562,0.1154559,-0.0189003
11,0.018641135,-0.07450972,"('unhelpful', 'helpful')",1.4753008,1.5155396,2.8265238,2.850844,1.4401552,1.4306246,-0.0095306
12,0.17765674,0.2380765,"('unsupportive', 'supportive')",2.037807,2.1914024,-1.2681266,-1.2458693,0.315779,0.3945365,0.0787575
