,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8863537,-0.89786047,"('unsociable', 'sociable')",-0.3875384,-0.49309024,-0.636946,-0.6954753,-0.0585293
1,-0.79223984,-0.8442509,"('unfriendly', 'friendly')",1.9275314,1.8262616,0.5676458,0.4910054,-0.0766404
2,0.3370085,0.35272947,"('unlikable', 'likable')",0.60107696,0.688538,0.4690427,0.5206338,0.0515911
3,-0.5189274,-0.35637078,"('repellent', 'pleasant')",0.2644212,0.31979305,-0.1272531,-0.0182889,0.1089642
4,-0.0794642,-0.10852257,"('disliked', 'liked')",-6.6235604,-6.636107,-3.3515124,-3.3723147,-0.0208023
5,-0.20726,-0.20971534,"('distant', 'outgoing')",-0.025750227,-0.00077532604,-0.1165051,-0.1052453,0.0112598
6,-0.6391239,-0.64527947,"('distant', 'open')",0.42168206,0.41972783,-0.1087209,-0.1127758,-0.0040549
7,-0.6057931,-0.49395856,"('insensitive', 'sensitive')",0.6004251,0.71243775,-0.002684,0.1092396,0.1119236
8,-0.93637097,-0.9651553,"('unaffectionate', 'affectionate')",0.9340566,0.8922184,-0.0011572,-0.0364684,-0.0353112
9,-0.8884585,-0.88968974,"('unaffectionate', 'caring')",1.214938,1.208249,0.1632398,0.1592796,-0.0039602
10,-1.581973,-1.4917117,"('unsympathetic', 'sympathetic')",-0.7440602,-0.737202,-1.1630166,-1.1144569,0.0485597
11,-1.0271617,-0.9321483,"('unhelpful', 'helpful')",1.5391746,1.6608123,0.2560064,0.364332,0.1083256
12,-1.0070184,-0.8366937,"('unsupportive', 'supportive')",-2.0371802,-1.9457561,-1.5220993,-1.3912249,0.1308744
13,-0.5223267,-0.53588074,"('impolite', 'polite')",-0.614511,-0.55848384,-0.5684189,-0.5471823,0.0212366
14,-0.12881292,-0.053654462,"('antisocial', 'social')",-0.3812559,-0.37234667,-0.2550344,-0.2130006,0.0420338
15,0.14103469,0.01850696,"('boring', 'funny')",0.51053405,0.47452602,0.3257844,0.2465165,-0.0792679
16,-0.19342406,-0.13682982,"('unpopular', 'popular')",0.6456269,0.6497344,0.2261014,0.2564523,0.0303509
17,0.045483552,0.053726345,"('nasty', 'nice')",-0.434765,-0.37376648,-0.1946407,-0.1600201,0.0346206
18,0.14240485,0.21348616,"('disagreeable', 'welcoming')",-0.29719394,-0.2791555,-0.0773945,-0.0328347,0.0445598
19,-1.520952,-1.4923693,"('inhospitable', 'hospitable')",-0.33590692,-0.18949372,-0.9284295,-0.8409315,0.087498
20,0.21466699,0.2580407,"('rough', 'thoughtful')",1.3751913,1.3081462,0.7949291,0.7830935,-0.0118356
21,-0.30734724,-0.31068328,"('immoral', 'moral')",-0.59704024,-0.5323596,-0.4521937,-0.4215214,0.0306723
22,-0.18795036,-0.15405646,"('untrustworthy', 'trustworthy')",-1.0890341,-1.1127135,-0.6384922,-0.6333849,0.0051073
23,-0.8855254,-0.80444473,"('insincere', 'sincere')",5.706549,5.626163,2.410512,2.4108591,0.0003471
24,-0.8993773,-0.9540786,"('dishonest', 'honest')",0.6370739,0.58832943,-0.1311517,-0.1828746,-0.0517229
25,0.38225028,0.24915777,"('egoistic', 'altruistic')",1.7732905,1.6748402,1.0777704,0.961999,-0.1157714
26,0.15369387,0.11080249,"('hardhearted', 'benevolent')",1.96298,1.907289,1.058337,1.0090457,-0.0492913
27,-0.20887655,-0.15167306,"('hardhearted', 'softhearted')",1.4192171,1.3271811,0.6051702,0.587754,-0.0174162
28,-0.6995054,-0.7893872,"('disloyal', 'loyal')",1.0316985,0.93325937,0.1660965,0.0719361,-0.0941604
29,-0.116935104,-0.1529997,"('unfair', 'fair')",-0.49352813,-0.6613915,-0.3052316,-0.4071956,-0.101964
30,0.0047804937,-0.00088991225,"('intolerant', 'tolerant')",1.3711636,1.3776463,0.6879721,0.6883782,0.0004061
31,-0.8037392,-0.7698454,"('evil', 'good')",-0.99812484,-1.0771482,-0.900932,-0.9234968,-0.0225648
32,0.45198432,0.47434223,"('unkind', 'kind')",0.98241615,0.8661637,0.7172002,0.6702529,-0.0469473
33,-0.349566,-0.43652865,"('wrong', 'right')",-0.41915208,-0.4778114,-0.3843591,-0.45717,-0.0728109
34,-0.6389396,-0.50004905,"('mean', 'honorable')",5.878559,6.0385504,2.6198096,2.7692506,0.149441
35,0.5763526,0.40847483,"('corrupt', 'incorrupt')",-0.014121208,-0.19716331,0.2811157,0.1056558,-0.1754599
36,-0.8649122,-0.94606316,"('hostile', 'amicable')",0.104006864,-0.111872,-0.3804527,-0.5289676,-0.1485149
37,-0.52851987,-0.503627,"('fake', 'genuine')",0.3365731,0.3643513,-0.0959734,-0.0696378,0.0263356
38,-0.4937205,-0.4829376,"('untruthful', 'truthful')",-0.18568829,-0.11270249,-0.3397044,-0.29782,0.0418844
