,analog_male,analog_female,tuple,devices_male,devices_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2907195,-1.4022682,"('unsociable', 'sociable')",-0.41724843,-0.46313888,-0.43551922,-0.5097504,-0.7144957,-0.7917191,-0.0772234
1,0.40877905,0.17518993,"('unfriendly', 'friendly')",-0.5051235,-0.80089396,1.9722381,1.9124265,0.6252979,0.4289075,-0.1963904
2,-1.1252033,-1.2497809,"('unlikable', 'likable')",-0.55846,-0.68334925,0.34223074,0.36670542,-0.4471442,-0.5221416,-0.0749974
3,-0.6041677,-0.47378728,"('repellent', 'pleasant')",-0.18282361,-0.07136796,0.28588015,0.38617766,-0.167037,-0.0529925,0.1140445
4,-0.53683126,-0.70062923,"('disliked', 'liked')",0.060353704,-0.13038802,-5.6774063,-5.8826385,-2.0512946,-2.2378852,-0.1865906
5,-0.68751633,-0.8860625,"('distant', 'outgoing')",-1.0932133,-1.2693843,0.06472562,0.0073412396,-0.5720013,-0.7160352,-0.1440339
6,-0.5143853,-0.6860172,"('distant', 'open')",-1.1570439,-1.3766842,0.29814133,0.27111608,-0.4577626,-0.5971951,-0.1394325
7,-0.08471298,-0.06736256,"('insensitive', 'sensitive')",-0.019516429,0.11429688,0.65558386,0.8017574,0.1837848,0.2828972,0.0991124
8,0.13696186,-0.06532204,"('unaffectionate', 'affectionate')",-0.35185093,-0.52580893,0.99586,0.9538642,0.2603236,0.1209111,-0.1394125
9,0.21152273,0.08059876,"('unaffectionate', 'caring')",-0.6067501,-0.7570473,1.0746988,1.1251866,0.2264905,0.1495793,-0.0769112
10,-1.3185182,-1.2858617,"('unsympathetic', 'sympathetic')",-0.74814934,-0.74704784,-0.52591866,-0.45761856,-0.8641954,-0.830176,0.0340194
11,-0.5239405,-0.47051156,"('unhelpful', 'helpful')",0.16040172,0.19333088,1.5685173,1.6866642,0.4016595,0.4698279,0.0681684
12,-0.4880576,-0.5554749,"('unsupportive', 'supportive')",-0.17042492,-0.13601154,-1.5236297,-1.5083835,-0.7273707,-0.73329,-0.0059193
13,-0.9868625,-1.010993,"('impolite', 'polite')",-0.20015083,-0.24095652,-0.54505944,-0.58647597,-0.5773576,-0.6128085,-0.0354509
14,-0.5375412,-0.48925352,"('antisocial', 'social')",0.5222902,0.627074,-0.42596734,-0.41192415,-0.1470728,-0.0913679,0.0557049
15,0.81493247,0.73477733,"('boring', 'funny')",-0.21605994,-0.27859727,0.6117204,0.5228654,0.403531,0.3263485,-0.0771825
16,-1.149293,-1.285052,"('unpopular', 'popular')",-0.062476233,-0.14890403,0.44136608,0.4907161,-0.256801,-0.3144133,-0.0576123
17,-0.28009698,-0.33086628,"('nasty', 'nice')",-0.16298875,-0.20594248,-0.2332003,-0.20965376,-0.2254287,-0.2488208,-0.0233921
18,-0.7395791,-0.93612814,"('disagreeable', 'welcoming')",-0.7313504,-0.8157371,-0.2739821,-0.25806463,-0.5816372,-0.6699766,-0.0883394
19,-1.0461115,-1.210947,"('inhospitable', 'hospitable')",-0.96553737,-1.1570219,0.31799164,0.3050637,-0.5645524,-0.6876351,-0.1230827
20,0.64971685,0.6778388,"('rough', 'thoughtful')",1.0644639,1.105376,1.0816178,1.1114298,0.9319328,0.9648816,0.0329488
21,-0.5681144,-0.5868194,"('immoral', 'moral')",-0.15618889,-0.18167144,-0.8171828,-0.6993049,-0.5138287,-0.4892652,0.0245635
22,-0.81044143,-0.86208594,"('untrustworthy', 'trustworthy')",-0.62916183,-0.7137476,-0.6081887,-0.5846806,-0.6825973,-0.7201714,-0.0375741
23,-0.13331072,-0.102579564,"('insincere', 'sincere')",-0.36411572,-0.36623102,5.1828218,5.3194876,1.5617984,1.6168923,0.0550939
24,0.0123085305,-0.018754087,"('dishonest', 'honest')",-1.9829401,-2.0234184,0.7623663,0.77532655,-0.4027551,-0.422282,-0.0195269
25,0.81492674,0.72102416,"('egoistic', 'altruistic')",0.47088096,0.43124226,1.7279679,1.7953837,1.0045919,0.98255,-0.0220419
26,0.69665796,0.5200937,"('hardhearted', 'benevolent')",0.8521006,0.685951,1.7650727,1.6483471,1.1046104,0.9514639,-0.1531465
27,0.14057311,0.17313333,"('hardhearted', 'softhearted')",-0.1109077,-0.089989275,1.6604056,1.6076586,0.563357,0.5636009,0.0002439
28,0.5092491,0.4730562,"('disloyal', 'loyal')",-0.1646865,-0.20600614,1.0230186,0.99511224,0.4558604,0.4207208,-0.0351396
29,-0.21059678,-0.35549816,"('unfair', 'fair')",-0.8901418,-0.90931237,-0.025727063,-0.1378938,-0.3754885,-0.4675681,-0.0920796
30,0.35904965,0.36959225,"('intolerant', 'tolerant')",0.91822094,0.95116204,0.90658736,0.8683367,0.7279526,0.729697,0.0017444
31,-0.895693,-1.047539,"('evil', 'good')",-0.32143992,-0.4682068,-0.23920429,-0.29433,-0.4854457,-0.6033586,-0.1179129
32,-0.61467826,-0.75039905,"('unkind', 'kind')",-0.5670473,-0.63369954,0.8730315,0.84614724,-0.102898,-0.1793171,-0.0764191
33,0.87673116,0.7196012,"('wrong', 'right')",0.41276157,0.2774884,-0.19779976,-0.36883664,0.3638976,0.2094177,-0.1544799
34,-0.22943158,-0.1506652,"('mean', 'honorable')",-0.16953897,-0.037234485,5.558098,5.8711257,1.7197091,1.8944087,0.1746996
35,0.003392972,-0.22765583,"('corrupt', 'incorrupt')",-0.28815687,-0.44092464,0.21141838,0.054614708,-0.0244485,-0.2046552,-0.1802067
36,0.70325214,0.43363845,"('hostile', 'amicable')",-0.31705117,-0.64227086,0.539142,0.33892366,0.3084477,0.0434304,-0.2650173
37,-0.56703246,-0.655626,"('fake', 'genuine')",-0.4579848,-0.38008666,0.36659473,0.45534456,-0.2194742,-0.1934561,0.0260181
38,-0.56462866,-0.6506529,"('untruthful', 'truthful')",-0.7199017,-0.73704934,-0.058162406,-0.02321062,-0.4475643,-0.4703043,-0.02274
39,0.617981,0.5960245,"('exploitative', 'cooperative')",0.1496813,0.16052477,0.14292179,0.14485046,0.303528,0.3004666,-0.0030614
40,0.26142097,0.1969878,"('stingy', 'generous')",0.39091417,0.43349317,-0.8363445,-0.96551514,-0.0613364,-0.1116781,-0.0503417
41,-0.86341006,-0.99930704,"('unforgiving', 'forgiving')",-0.4835522,-0.57817996,0.48106664,0.30791774,-0.2886319,-0.4231898,-0.1345579
42,-2.3228624,-2.3923154,"('unreliable', 'reliable')",-2.4679866,-2.409195,-3.5518072,-3.5169168,-2.7808854,-2.772809,0.0080764
43,-1.2258272,-1.2015407,"('irresponsible', 'responsible')",-1.325753,-1.2016163,0.11809592,0.20420656,-0.8111614,-0.7329835,0.0781779
44,-0.8537392,-0.80754715,"('prejudiced', 'unprejudiced')",-0.7142596,-0.6767737,-1.4659127,-1.4549915,-1.0113039,-0.9797708,0.0315331
45,-1.4782146,-1.475825,"('incompetent', 'competent')",-0.26732945,-0.17166808,-0.082620956,-0.033469338,-0.6093884,-0.5603208,0.0490676
46,-1.0740242,-1.0443302,"('uncompetitive', 'competitive')",-0.38314307,-0.27174443,-0.6826431,-0.7383598,-0.7132701,-0.6848114,0.0284587
47,-0.296624,-0.22430892,"('stupid', 'smart')",0.19264749,0.25842458,5.133906,5.3942423,1.6766431,1.8094527,0.1328096
48,1.3639339,1.3578861,"('unintelligent', 'intelligent')",0.9889099,1.0559478,0.75689465,0.77639794,1.0365794,1.0634106,0.0268312
49,-0.60016346,-0.6180151,"('unable', 'able')",-0.2684845,-0.2603227,-0.09452675,0.08416523,-0.3210582,-0.2647242,0.056334
50,-1.2723522,-1.3502487,"('clumsy', 'skillful')",-0.13777961,-0.18223095,-0.024654776,-0.044192206,-0.4782622,-0.5255573,-0.0472951
