,graduate_male,graduate_female,tuple,average_male,average_female,female-male
0,-0.22856909,-0.5023251,"('unsociable', 'sociable')",-0.2285691,-0.5023251,-0.273756
1,1.4645817,1.4908919,"('unfriendly', 'friendly')",1.4645817,1.4908919,0.0263102
2,0.6237619,0.8397244,"('unlikable', 'likable')",0.6237619,0.8397244,0.2159625
3,0.5294411,0.4943191,"('repellent', 'pleasant')",0.5294411,0.4943191,-0.035122
4,-7.3854475,-7.263859,"('disliked', 'liked')",-7.3854475,-7.2638588,0.1215887
5,-0.46550798,-0.2887901,"('distant', 'outgoing')",-0.465508,-0.2887901,0.1767179
6,-0.071093075,0.11930664,"('distant', 'open')",-0.0710931,0.1193066,0.1903997
7,0.32107875,0.42208043,"('insensitive', 'sensitive')",0.3210787,0.4220804,0.1010017
8,1.5097604,1.5990405,"('unaffectionate', 'affectionate')",1.5097604,1.5990405,0.0892801
9,1.8219329,1.9838617,"('unaffectionate', 'caring')",1.8219329,1.9838617,0.1619288
10,0.46275234,0.5587965,"('unsympathetic', 'sympathetic')",0.4627523,0.5587965,0.0960442
11,1.9231699,2.0047266,"('unhelpful', 'helpful')",1.9231699,2.0047266,0.0815567
12,-1.7638551,-1.6720079,"('unsupportive', 'supportive')",-1.7638551,-1.6720079,0.0918472
13,0.023904037,-0.13072526,"('impolite', 'polite')",0.023904,-0.1307253,-0.1546293
14,-0.77384394,-1.0078824,"('antisocial', 'social')",-0.7738439,-1.0078824,-0.2340385
15,0.14929886,0.17719111,"('boring', 'funny')",0.1492989,0.1771911,0.0278922
16,-0.33134505,-0.26498538,"('unpopular', 'popular')",-0.3313451,-0.2649854,0.0663597
17,0.07410245,0.08971167,"('nasty', 'nice')",0.0741024,0.0897117,0.0156093
18,-0.5480857,-0.57979774,"('disagreeable', 'welcoming')",-0.5480857,-0.5797977,-0.031712
19,-0.3255328,-0.07955723,"('inhospitable', 'hospitable')",-0.3255328,-0.0795572,0.2459756
20,0.914902,0.82716143,"('rough', 'thoughtful')",0.914902,0.8271614,-0.0877406
21,-0.20155321,-0.069937125,"('immoral', 'moral')",-0.2015532,-0.0699371,0.1316161
22,-0.5903486,-0.55377054,"('untrustworthy', 'trustworthy')",-0.5903486,-0.5537705,0.0365781
23,6.7319736,6.6762524,"('insincere', 'sincere')",6.7319736,6.6762524,-0.0557212
24,1.5341971,1.5723097,"('dishonest', 'honest')",1.5341971,1.5723097,0.0381126
25,0.8068149,0.67023736,"('egoistic', 'altruistic')",0.8068149,0.6702374,-0.1365775
26,0.81095296,0.7543822,"('hardhearted', 'benevolent')",0.810953,0.7543822,-0.0565708
27,1.1474237,0.98346674,"('hardhearted', 'softhearted')",1.1474237,0.9834667,-0.163957
28,1.3892807,1.3741617,"('disloyal', 'loyal')",1.3892807,1.3741617,-0.015119
29,-0.7697972,-0.8946375,"('unfair', 'fair')",-0.7697972,-0.8946375,-0.1248403
30,0.27938837,0.3004679,"('intolerant', 'tolerant')",0.2793884,0.3004679,0.0210795
31,-1.369773,-1.3315978,"('evil', 'good')",-1.369773,-1.3315978,0.0381752
32,1.2796434,1.2111707,"('unkind', 'kind')",1.2796434,1.2111707,-0.0684727
33,-0.28141788,-0.25963774,"('wrong', 'right')",-0.2814179,-0.2596377,0.0217802
34,5.1523614,5.3238626,"('mean', 'honorable')",5.1523614,5.3238626,0.1715012
35,-0.85241485,-0.9557908,"('corrupt', 'incorrupt')",-0.8524148,-0.9557908,-0.103376
36,-0.35608402,-0.33403316,"('hostile', 'amicable')",-0.356084,-0.3340332,0.0220508
37,0.8969256,0.9716723,"('fake', 'genuine')",0.8969256,0.9716723,0.0747467
38,0.53140026,0.62053084,"('untruthful', 'truthful')",0.5314003,0.6205308,0.0891305
39,0.14296731,0.13901454,"('exploitative', 'cooperative')",0.1429673,0.1390145,-0.0039528
40,-2.3466022,-2.4818468,"('stingy', 'generous')",-2.3466022,-2.4818468,-0.1352446
41,0.16639249,0.1144288,"('unforgiving', 'forgiving')",0.1663925,0.1144288,-0.0519637
42,-2.956592,-2.8168201,"('unreliable', 'reliable')",-2.9565921,-2.8168201,0.139772
43,0.7302377,0.79476684,"('irresponsible', 'responsible')",0.7302377,0.7947668,0.0645291
44,-1.2948493,-1.301223,"('prejudiced', 'unprejudiced')",-1.2948493,-1.301223,-0.0063737
45,0.12879162,0.10964124,"('incompetent', 'competent')",0.1287916,0.1096412,-0.0191504
46,-1.0042303,-0.94652176,"('uncompetitive', 'competitive')",-1.0042303,-0.9465218,0.0577085
47,5.4980035,5.6365843,"('stupid', 'smart')",5.4980035,5.6365843,0.1385808
48,0.7731206,0.73554116,"('unintelligent', 'intelligent')",0.7731206,0.7355412,-0.0375794
49,0.18573706,0.41486582,"('unable', 'able')",0.1857371,0.4148658,0.2291287
50,0.40832958,0.47485164,"('clumsy', 'skillful')",0.4083296,0.4748516,0.066522
51,0.3017146,0.32264316,"('uneducated', 'educated')",0.3017146,0.3226432,0.0209286
52,-0.2645729,-0.28341097,"('irrational', 'rational')",-0.2645729,-0.283411,-0.0188381
53,0.25194928,0.3421679,"('uncreative', 'creative')",0.2519493,0.3421679,0.0902186
54,1.40132,1.6817396,"('incapable', 'capable')",1.40132,1.6817396,0.2804196
55,0.049916733,0.08016071,"('incompetent', 'clever')",0.0499167,0.0801607,0.030244
56,0.19994749,0.2083035,"('impractical', 'practical')",0.1999475,0.2083035,0.008356
57,-3.3878958,-3.2635994,"('unimaginative', 'imaginative')",-3.3878958,-3.2635994,0.1242964
58,-0.031339556,-0.022632353,"('undiscriminating', 'discriminating')",-0.0313396,-0.0226324,0.0087072
59,0.10035354,0.22717135,"('foolish', 'wise')",0.1003535,0.2271713,0.1268178
60,0.40365618,0.39259174,"('inefficient', 'efficient')",0.4036562,0.3925917,-0.0110645
61,-0.08598836,-0.3351537,"('illogical', 'logical')",-0.0859884,-0.3351537,-0.2491653
62,0.9745115,1.1017759,"('incompetent', 'brilliant')",0.9745115,1.1017759,0.1272644
63,0.26041773,0.3084289,"('unperceptive', 'insightful')",0.2604177,0.3084289,0.0480112
64,-6.6817594,-6.622108,"('shy', 'confident')",-6.6817594,-6.622108,0.0596514
65,-0.17499399,-0.23099843,"('insecure', 'secure')",-0.174994,-0.2309984,-0.0560044
66,-0.20578152,-0.31517127,"('inactive', 'active')",-0.2057815,-0.3151713,-0.1093898
