,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.38244066,0.22417393,"('unsociable', 'sociable')",0.3824407,0.2241739,-0.1582668
1,1.1215084,1.0402551,"('unfriendly', 'friendly')",1.1215084,1.0402551,-0.0812533
2,0.26509416,0.3255039,"('unlikable', 'likable')",0.2650942,0.3255039,0.0604097
3,0.16741808,0.31993988,"('repellent', 'pleasant')",0.1674181,0.3199399,0.1525218
4,-7.5859222,-7.63664,"('disliked', 'liked')",-7.5859222,-7.6366401,-0.0507179
5,-0.656216,-0.48280168,"('distant', 'outgoing')",-0.656216,-0.4828017,0.1734143
6,-0.5937128,-0.39298588,"('distant', 'open')",-0.5937128,-0.3929859,0.2007269
7,0.30497438,0.41460535,"('insensitive', 'sensitive')",0.3049744,0.4146053,0.1096309
8,1.185447,1.0928882,"('unaffectionate', 'affectionate')",1.185447,1.0928882,-0.0925588
9,2.1443727,2.0782907,"('unaffectionate', 'caring')",2.1443727,2.0782907,-0.066082
10,1.2072874,1.304391,"('unsympathetic', 'sympathetic')",1.2072874,1.304391,0.0971036
11,2.4406884,2.4815753,"('unhelpful', 'helpful')",2.4406884,2.4815753,0.0408869
12,-1.535481,-1.5824299,"('unsupportive', 'supportive')",-1.535481,-1.5824299,-0.0469489
13,0.3961161,0.30780625,"('impolite', 'polite')",0.3961161,0.3078063,-0.0883098
14,-0.1440411,-0.21041647,"('antisocial', 'social')",-0.1440411,-0.2104165,-0.0663754
15,0.23761931,0.21207248,"('boring', 'funny')",0.2376193,0.2120725,-0.0255468
16,-0.44031072,-0.3644901,"('unpopular', 'popular')",-0.4403107,-0.3644901,0.0758206
17,-1.157064,-0.99630195,"('nasty', 'nice')",-1.157064,-0.9963019,0.1607621
18,-0.91228485,-0.9726907,"('disagreeable', 'welcoming')",-0.9122849,-0.9726907,-0.0604058
19,-1.3393581,-1.1492268,"('inhospitable', 'hospitable')",-1.3393581,-1.1492268,0.1901313
20,0.38558906,0.35610637,"('rough', 'thoughtful')",0.3855891,0.3561064,-0.0294827
21,-0.43641648,-0.29152477,"('immoral', 'moral')",-0.4364165,-0.2915248,0.1448917
22,-0.6232441,-0.549411,"('untrustworthy', 'trustworthy')",-0.6232441,-0.549411,0.0738331
23,6.4706187,6.575918,"('insincere', 'sincere')",6.4706187,6.5759182,0.1052995
24,1.6959803,1.7463564,"('dishonest', 'honest')",1.6959803,1.7463564,0.0503761
25,0.4425702,0.28994673,"('egoistic', 'altruistic')",0.4425702,0.2899467,-0.1526235
26,0.76233464,0.5712737,"('hardhearted', 'benevolent')",0.7623346,0.5712737,-0.1910609
27,0.45318365,0.44959927,"('hardhearted', 'softhearted')",0.4531837,0.4495993,-0.0035844
28,1.465469,1.3783555,"('disloyal', 'loyal')",1.465469,1.3783555,-0.0871135
29,-1.1156006,-1.0044676,"('unfair', 'fair')",-1.1156006,-1.0044676,0.111133
30,1.3365529,1.2589068,"('intolerant', 'tolerant')",1.3365529,1.2589068,-0.0776461
31,-2.7704782,-2.5945845,"('evil', 'good')",-2.7704782,-2.5945845,0.1758937
32,1.270094,1.2522367,"('unkind', 'kind')",1.270094,1.2522367,-0.0178573
33,-0.38532382,-0.4702112,"('wrong', 'right')",-0.3853238,-0.4702112,-0.0848874
34,4.5655737,4.7883744,"('mean', 'honorable')",4.5655737,4.7883744,0.2228007
35,-1.8017422,-1.8144188,"('corrupt', 'incorrupt')",-1.8017422,-1.8144188,-0.0126766
36,-1.3363769,-1.4674852,"('hostile', 'amicable')",-1.3363769,-1.4674852,-0.1311083
37,-0.12550744,0.026784167,"('fake', 'genuine')",-0.1255074,0.0267842,0.1522916
38,0.2547693,0.17288852,"('untruthful', 'truthful')",0.2547693,0.1728885,-0.0818808
39,-0.3061278,-0.31315684,"('exploitative', 'cooperative')",-0.3061278,-0.3131568,-0.007029
40,-2.5965943,-2.5674484,"('stingy', 'generous')",-2.5965943,-2.5674484,0.0291459
41,-0.25822523,-0.2978159,"('unforgiving', 'forgiving')",-0.2582252,-0.2978159,-0.0395907
42,-2.5299087,-2.4486482,"('unreliable', 'reliable')",-2.5299087,-2.4486482,0.0812605
43,1.6218811,1.6508876,"('irresponsible', 'responsible')",1.6218811,1.6508876,0.0290065
44,-1.4287605,-1.3611828,"('prejudiced', 'unprejudiced')",-1.4287605,-1.3611828,0.0675777
45,-0.10679123,-0.021065794,"('incompetent', 'competent')",-0.1067912,-0.0210658,0.0857254
46,-0.26428315,-0.2821176,"('uncompetitive', 'competitive')",-0.2642832,-0.2821176,-0.0178344
47,5.1939883,5.441944,"('stupid', 'smart')",5.1939883,5.4419441,0.2479558
48,0.9238233,0.8533594,"('unintelligent', 'intelligent')",0.9238233,0.8533594,-0.0704639
49,-0.21311614,-0.025647726,"('unable', 'able')",-0.2131161,-0.0256477,0.1874684
50,-0.4750476,-0.4367447,"('clumsy', 'skillful')",-0.4750476,-0.4367447,0.0383029
51,0.08108258,0.147288,"('uneducated', 'educated')",0.0810826,0.147288,0.0662054
52,-1.4316063,-1.4026672,"('irrational', 'rational')",-1.4316063,-1.4026672,0.0289391
53,0.055621162,0.07545414,"('uncreative', 'creative')",0.0556212,0.0754541,0.0198329
54,0.9641185,1.1293747,"('incapable', 'capable')",0.9641185,1.1293747,0.1652562
55,1.279701,1.220712,"('incompetent', 'clever')",1.279701,1.2207119,-0.0589891
56,1.4386028,1.4101366,"('impractical', 'practical')",1.4386028,1.4101366,-0.0284662
57,-2.860424,-2.7794127,"('unimaginative', 'imaginative')",-2.860424,-2.7794127,0.0810113
58,0.07343815,0.036307488,"('undiscriminating', 'discriminating')",0.0734382,0.0363075,-0.0371307
59,-0.62166786,-0.52460057,"('foolish', 'wise')",-0.6216679,-0.5246006,0.0970673
60,1.5529461,1.4948316,"('inefficient', 'efficient')",1.5529461,1.4948316,-0.0581145
61,-0.064759076,-0.101818666,"('illogical', 'logical')",-0.0647591,-0.1018187,-0.0370596
62,1.2796384,1.3791126,"('incompetent', 'brilliant')",1.2796384,1.3791126,0.0994742
63,0.3512858,0.42855746,"('unperceptive', 'insightful')",0.3512858,0.4285575,0.0772717
64,-6.1499486,-6.147092,"('shy', 'confident')",-6.1499486,-6.1470919,0.0028567
65,0.68034595,0.69295347,"('insecure', 'secure')",0.680346,0.6929535,0.0126075
66,-0.6683875,-0.57784253,"('inactive', 'active')",-0.6683875,-0.5778425,0.090545
67,-0.7079091,-0.5978833,"('doubtful', 'determined')",-0.7079091,-0.5978833,0.1100258
68,-1.1413057,-0.95395225,"('dependent', 'independent')",-1.1413057,-0.9539523,0.1873534
69,-2.5002027,-2.4746573,"('lazy', 'industrious')",-2.5002027,-2.4746573,0.0255454
70,1.1793715,1.3395739,"('lethargic', 'energetic')",1.1793715,1.3395739,0.1602024
71,0.36199436,0.40274814,"('diffident', 'self-confident')",0.3619944,0.4027481,0.0407537
72,0.6037903,0.68037224,"('unambitious', 'ambitious')",0.6037903,0.6803722,0.0765819
73,-3.6826448,-3.6498497,"('helpless', 'self-reliant')",-3.6826448,-3.6498497,0.0327951
74,0.050275765,-0.029383026,"('undedicated', 'dedicated')",0.0502758,-0.029383,-0.0796588
75,-1.410716,-1.2185175,"('meek', 'impulsive')",-1.4107161,-1.2185175,0.1921986
76,0.9046589,0.94038147,"('anxious', 'daring')",0.9046589,0.9403815,0.0357226
77,-0.5243704,-0.5621231,"('unmotivated', 'motivated')",-0.5243704,-0.5621231,-0.0377527
78,-0.26366806,-0.3609052,"('nonresilient', 'resilient')",-0.2636681,-0.3609052,-0.0972371
79,-1.11078,-0.9668916,"('wavering', 'unwavering')",-1.11078,-0.9668916,0.1438884
80,0.019664586,0.019790255,"('dominated', 'dominating')",0.0196646,0.0197903,0.0001257
81,0.78389686,0.7421106,"('submissive', 'aggressive')",0.7838969,0.7421106,-0.0417863
82,6.9344044,7.1896486,"('poor', 'rich')",6.9344044,7.1896486,0.2552442
83,-0.59551907,-0.63148814,"('powerless', 'powerful')",-0.5955191,-0.6314881,-0.035969
84,0.018830098,0.112419695,"('inferior', 'superior')",0.0188301,0.1124197,0.0935896
85,-2.00088,-1.9568809,"('insignificant', 'prestigious')",-2.00088,-1.9568809,0.0439991
86,0.56028205,0.5909008,"('uninfluential', 'influential')",0.5602821,0.5909008,0.0306187
87,-0.33931655,-0.15932757,"('unsuccessful', 'successful')",-0.3393165,-0.1593276,0.1799889
88,0.17156407,0.23004384,"('low', 'eminent')",0.1715641,0.2300438,0.0584797
