,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.96529555,-1.1256783,"('unsociable', 'sociable')",1.0911757,0.86486983,0.61734855,0.69919497,-0.33856153,-0.27494317,0.1011668,0.0408608,-0.060306
1,-1.7556978,-1.9326943,"('unfriendly', 'friendly')",0.02595401,-0.15878944,0.9188087,0.77052355,1.8590968,1.4721258,0.2620404,0.0377914,-0.224249
2,-0.35786352,-0.2381053,"('unlikable', 'likable')",-0.40982595,-0.2585914,0.82481515,0.95007414,0.55562115,0.78067017,0.1531867,0.3085119,0.1553252
3,0.10342829,0.27062902,"('repellent', 'pleasant')",-0.9583439,-0.8820439,-0.84876525,-0.7975327,-0.070988536,0.09320751,-0.4436674,-0.328935,0.1147324
4,0.5662404,0.40896836,"('disliked', 'liked')",-0.98819,-1.2444324,0.3046348,0.044761278,-6.5122366,-6.14242,-1.6573879,-1.7332807,-0.0758928
5,0.13715802,0.07327646,"('distant', 'outgoing')",-0.3696222,-0.54272085,0.8685174,0.63802284,0.81055874,0.7668583,0.361653,0.2338592,-0.1277938
6,-0.44547555,-0.47933918,"('distant', 'open')",-0.32199547,-0.39822745,0.87240094,0.6402518,0.8393789,0.6925116,0.2360772,0.1137992,-0.122278
7,-0.7034311,-0.6186764,"('insensitive', 'sensitive')",1.6935232,1.894226,-0.17596002,0.023796115,-0.08065581,-0.09460774,0.1833691,0.3011845,0.1178154
8,-2.082882,-2.1944113,"('unaffectionate', 'affectionate')",0.8717593,0.7970181,0.84903026,0.79318297,1.7275003,1.344074,0.341352,0.1849659,-0.1563861
9,-1.9676527,-2.0552766,"('unaffectionate', 'caring')",0.8784022,0.8126718,0.7602375,0.66285646,1.6245646,1.3104694,0.3238879,0.1826802,-0.1412077
10,-0.7845531,-0.7605579,"('unsympathetic', 'sympathetic')",0.5212618,0.62910265,-0.0737818,0.043183155,-0.15353248,-0.10893293,-0.1226514,-0.0493013,0.0733501
