,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.30773976,-0.5519578,"('unsociable', 'sociable')",-0.17363161,-0.36106086,-0.2406857,-0.4565093,-0.2158236
1,-0.6694739,-0.8718294,"('unfriendly', 'friendly')",1.6598765,1.5372555,0.4952013,0.3327131,-0.1624882
2,1.111676,1.0590559,"('unlikable', 'likable')",0.63385314,0.6715782,0.8727646,0.8653171,-0.0074475
3,-0.5292827,-0.4242808,"('repellent', 'pleasant')",0.28143838,0.28099698,-0.1239222,-0.0716419,0.0522803
4,-0.016974313,-0.039474383,"('disliked', 'liked')",-6.6413636,-6.715867,-3.329169,-3.3776708,-0.0485018
5,0.4011094,0.26159775,"('distant', 'outgoing')",-0.23505722,-0.1864808,0.0830261,0.0375585,-0.0454676
6,0.16175677,0.03529073,"('distant', 'open')",0.2043588,0.22724514,0.1830578,0.1312679,-0.0517899
7,-0.6255313,-0.46174836,"('insensitive', 'sensitive')",0.50422156,0.53185695,-0.0606549,0.0350543,0.0957092
8,-0.39742398,-0.64238626,"('unaffectionate', 'affectionate')",0.6648024,0.58737415,0.1336892,-0.0275061,-0.1611953
9,-0.49028954,-0.62279403,"('unaffectionate', 'caring')",0.9668442,1.0467587,0.2382773,0.2119823,-0.026295
10,-1.1758841,-1.2131495,"('unsympathetic', 'sympathetic')",-0.022538546,-0.04462733,-0.5992113,-0.6288884,-0.0296771
11,-0.62649035,-0.54806566,"('unhelpful', 'helpful')",1.787578,1.961623,0.5805438,0.7067786,0.1262348
12,-0.30451995,-0.25468478,"('unsupportive', 'supportive')",-1.8712102,-1.8259361,-1.0878651,-1.0403104,0.0475547
13,-0.4809098,-0.60319805,"('impolite', 'polite')",-0.2546638,-0.22102965,-0.3677868,-0.4121138,-0.044327
14,0.1482366,0.16128865,"('antisocial', 'social')",-0.34956393,-0.4446795,-0.1006637,-0.1416954,-0.0410317
15,-0.604801,-0.7282713,"('boring', 'funny')",0.3615471,0.32492918,-0.1216269,-0.2016711,-0.0800442
16,-0.14117591,-0.2305797,"('unpopular', 'popular')",0.50134355,0.45302904,0.1800838,0.1112247,-0.0688591
17,0.11151107,0.1261531,"('nasty', 'nice')",-0.37499055,-0.32239735,-0.1317397,-0.0981221,0.0336176
18,0.30521214,0.31645104,"('disagreeable', 'welcoming')",-0.26424426,-0.29984486,0.0204839,0.0083031,-0.0121808
19,-0.3118737,-0.30836177,"('inhospitable', 'hospitable')",-0.20590319,-0.09509477,-0.2588885,-0.2017283,0.0571602
20,0.6930913,0.64552176,"('rough', 'thoughtful')",1.5012858,1.3585106,1.0971885,1.0020162,-0.0951723
21,-0.14238457,-0.14459518,"('immoral', 'moral')",-0.35829848,-0.355602,-0.2503415,-0.2500986,0.0002429
22,-0.021899085,0.042241987,"('untrustworthy', 'trustworthy')",-0.88293,-0.9045172,-0.4524145,-0.4311376,0.0212769
23,-0.76632684,-0.7589827,"('insincere', 'sincere')",5.985256,6.083738,2.6094646,2.6623776,0.052913
24,-0.40646666,-0.3663866,"('dishonest', 'honest')",0.9736508,1.0067247,0.2835921,0.3201691,0.036577
25,0.4801885,0.3726527,"('egoistic', 'altruistic')",1.3540176,1.2215861,0.9171031,0.7971194,-0.1199837
26,-0.065185905,-0.28367284,"('hardhearted', 'benevolent')",1.2866555,1.0650896,0.6107348,0.3907084,-0.2200264
27,-0.5293253,-0.5356987,"('hardhearted', 'softhearted')",1.5620658,1.454817,0.5163703,0.4595592,-0.0568111
28,-0.28418016,-0.38280803,"('disloyal', 'loyal')",1.0363786,1.0256758,0.3760992,0.3214339,-0.0546653
