,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.71822464,-0.775073,"('unsociable', 'sociable')",0.41955072,0.2637302,-0.40281117,-0.49851254,-0.2338284,-0.3366184,-0.10279
1,-1.1586851,-1.2835693,"('unfriendly', 'friendly')",0.27699497,0.026962806,1.8076466,1.6799546,0.3086522,0.141116,-0.1675362
2,0.18764554,0.2203427,"('unlikable', 'likable')",0.7491762,0.7522608,0.63801533,0.7088818,0.5249457,0.5604951,0.0355494
3,-0.41468254,-0.25143164,"('repellent', 'pleasant')",0.67965734,0.7715645,-0.0741011,-0.03456365,0.0636246,0.1618564,0.0982318
4,0.10684272,0.00392979,"('disliked', 'liked')",-0.2711055,-0.43100423,-5.9545364,-6.0904393,-2.0395997,-2.1725046,-0.1329049
5,-0.5587238,-0.6677909,"('distant', 'outgoing')",-0.5261808,-0.5273351,-0.10972362,-0.15427834,-0.3982094,-0.4498014,-0.051592
6,-0.7595321,-0.7994287,"('distant', 'open')",-1.1340277,-1.1894494,0.3875528,0.30424988,-0.5020023,-0.5615427,-0.0595404
7,0.49614227,0.5460115,"('insensitive', 'sensitive')",0.66467917,0.699069,0.6663599,0.6931001,0.6090604,0.6460602,0.0369998
8,-0.83223546,-0.93186873,"('unaffectionate', 'affectionate')",-0.6855607,-0.77535266,0.8655418,0.7692652,-0.2174181,-0.3126521,-0.095234
9,-0.8308392,-0.8963876,"('unaffectionate', 'caring')",0.34125507,0.2788692,1.0450034,1.0205941,0.1851398,0.1343586,-0.0507812
10,-0.8046428,-0.70992774,"('unsympathetic', 'sympathetic')",-0.39062172,-0.39895076,-0.48389202,-0.45441556,-0.5597188,-0.521098,0.0386208
11,0.0397238,0.060413145,"('unhelpful', 'helpful')",0.69654864,0.75685555,1.4840716,1.5893081,0.7401147,0.8021923,0.0620776
12,0.5440495,0.6125642,"('unsupportive', 'supportive')",0.90639627,0.90467113,-1.643823,-1.6114404,-0.0644591,-0.0314017,0.0330574
13,-0.18114346,-0.13956776,"('impolite', 'polite')",-0.10810829,-0.038000662,-0.47088265,-0.4876031,-0.2533781,-0.2217238,0.0316543
14,0.7796803,0.8079493,"('antisocial', 'social')",0.9840736,0.9934574,-0.57058084,-0.5998832,0.3977244,0.4005078,0.0027834
15,0.25592634,0.17239885,"('boring', 'funny')",-0.62328136,-0.64700854,0.6097231,0.561063,0.0807894,0.0288178,-0.0519716
16,-0.36924136,-0.42587557,"('unpopular', 'popular')",-0.22021799,-0.3039664,0.45230398,0.38947386,-0.0457185,-0.113456,-0.0677375
17,-0.36655062,-0.31701088,"('nasty', 'nice')",-0.2113437,-0.10838395,-0.40009856,-0.36137393,-0.3259976,-0.2622563,0.0637413
18,-0.95473045,-0.9207698,"('disagreeable', 'welcoming')",-0.54538643,-0.5976883,-0.2720579,-0.3490544,-0.5907249,-0.6225042,-0.0317793
19,-1.1306223,-1.0640513,"('inhospitable', 'hospitable')",-1.5186666,-1.4987962,-0.13226125,-0.07544443,-0.9271834,-0.8794307,0.0477527
20,-0.3577286,-0.27643856,"('rough', 'thoughtful')",0.047604065,0.09990865,1.0135462,0.9553817,0.2344739,0.2596172,0.0251433
21,0.20253883,0.2691867,"('immoral', 'moral')",1.0048536,1.0235529,-0.55739915,-0.49469265,0.2166644,0.2660156,0.0493512
22,0.51880735,0.5790031,"('untrustworthy', 'trustworthy')",-0.02505136,-0.06412415,-0.75381446,-0.79505855,-0.0866862,-0.0933932,-0.006707
23,-0.25212392,-0.2657256,"('insincere', 'sincere')",0.851217,0.7919452,5.325928,5.3067093,1.9750071,1.9443096,-0.0306975
24,0.6003261,0.5565834,"('dishonest', 'honest')",0.23417927,0.18033633,0.7401082,0.69126153,0.5248712,0.4760604,-0.0488108
25,-0.5027439,-0.5486876,"('egoistic', 'altruistic')",0.561008,0.47876912,1.6054484,1.5611515,0.5545708,0.4970777,-0.0574931
26,-0.7248396,-0.77382225,"('hardhearted', 'benevolent')",0.7037755,0.6584112,1.6116536,1.5975443,0.5301965,0.4940444,-0.0361521
27,-0.5354689,-0.50912845,"('hardhearted', 'softhearted')",-0.28611553,-0.19546059,1.5074725,1.390491,0.2286294,0.228634,4.6e-06
28,-0.36974198,-0.50439584,"('disloyal', 'loyal')",0.06731855,-0.16540903,0.7801889,0.68417895,0.1592552,0.0047914,-0.1544638
29,0.10109497,0.052515402,"('unfair', 'fair')",0.2927901,0.21704376,-0.46548268,-0.61781746,-0.0238659,-0.1160861,-0.0922202
30,0.6641001,0.7188986,"('intolerant', 'tolerant')",1.5173818,1.484304,1.2900555,1.2466018,1.1571791,1.1499348,-0.0072443
31,-1.1260692,-1.0464569,"('evil', 'good')",-0.81874865,-0.8578077,-0.616957,-0.7296072,-0.8539249,-0.8779573,-0.0240324
32,-0.121582195,-0.17402843,"('unkind', 'kind')",0.23887181,0.2231197,0.60250926,0.5314034,0.239933,0.1934982,-0.0464348
33,0.43564785,0.34323707,"('wrong', 'right')",0.85049117,0.774965,-0.27600276,-0.35966182,0.3367121,0.2528468,-0.0838653
34,-0.0012041014,0.14427163,"('mean', 'honorable')",-0.014774516,0.034242287,5.805457,5.942586,1.9298261,2.0403666,0.1105405
35,-0.30282068,-0.4320153,"('corrupt', 'incorrupt')",-1.1813065,-1.2495115,0.26022452,0.063525036,-0.4079676,-0.5393339,-0.1313663
36,-0.7260433,-0.83800256,"('hostile', 'amicable')",-2.145799,-2.350283,0.5075296,0.2670293,-0.7881042,-0.973752,-0.1856478
37,0.014132734,0.048437953,"('fake', 'genuine')",0.102901995,0.10925377,0.41124284,0.43678772,0.1760925,0.1981598,0.0220673
38,-0.77481085,-0.75528914,"('untruthful', 'truthful')",0.22556806,0.13723874,-0.1581817,-0.1298813,-0.2358082,-0.2493106,-0.0135024
39,1.920248,1.95222,"('exploitative', 'cooperative')",0.36496162,0.51385254,0.29965815,0.33298364,0.8616226,0.9330188,0.0713962
40,0.06678335,0.06848955,"('stingy', 'generous')",0.18795624,0.06652958,-1.1252457,-1.2696782,-0.2901687,-0.3782197,-0.088051
41,-0.67750025,-0.59551,"('unforgiving', 'forgiving')",0.23272143,0.13390684,0.3079589,0.18874042,-0.0456066,-0.0909542,-0.0453476
42,0.46455115,0.5621536,"('unreliable', 'reliable')",0.6016444,0.6484245,-2.9167376,-2.8556519,-0.6168474,-0.5483579,0.0684895
43,0.27753597,0.38492417,"('irresponsible', 'responsible')",0.309438,0.35893732,0.3592757,0.39145076,0.3154166,0.3784374,0.0630208
44,0.2569656,0.29059982,"('prejudiced', 'unprejudiced')",-0.765742,-0.6849998,-1.1954656,-1.1961769,-0.5680807,-0.5301923,0.0378884
45,-0.25925905,-0.12376324,"('incompetent', 'competent')",0.14709681,0.03994654,-0.11370294,-0.16499196,-0.0752884,-0.0829362,-0.0076478
46,-0.1255392,-0.02116666,"('uncompetitive', 'competitive')",0.5313139,0.52726823,-0.72464746,-0.71849024,-0.1062909,-0.0707962,0.0354947
47,0.54820096,0.6300337,"('stupid', 'smart')",0.72618127,0.8107429,5.5026245,5.6146727,2.2590022,2.3518165,0.0928143
48,-0.027410928,-0.020264737,"('unintelligent', 'intelligent')",0.46947724,0.35444188,0.53003114,0.5650859,0.3240325,0.2997543,-0.0242782
49,0.05622842,0.12097684,"('unable', 'able')",-0.6008033,-0.5471718,-0.2376135,-0.13036926,-0.2607295,-0.1855214,0.0752081
50,0.2366967,0.20545244,"('clumsy', 'skillful')",0.13895315,0.1399622,0.08984035,0.022510052,0.1551634,0.1226416,-0.0325218
51,-0.7129302,-0.78146785,"('uneducated', 'educated')",-0.5085438,-0.574195,0.20281774,0.17056993,-0.3395521,-0.395031,-0.0554789
52,-0.26054212,-0.4427484,"('irrational', 'rational')",-0.1499879,-0.29446262,0.4805309,0.29329392,0.0233336,-0.1479724,-0.171306
53,-0.85323304,-0.92818415,"('uncreative', 'creative')",0.38851666,0.2356635,0.8352402,0.809804,0.1235079,0.0390945,-0.0844134
54,-0.7067172,-0.7613122,"('incapable', 'capable')",-0.6025509,-0.6294958,0.9006962,0.98505914,-0.1361906,-0.1352496,0.000941
55,0.17943302,0.30471498,"('incompetent', 'clever')",0.016707405,-0.019199535,0.023527734,0.04286045,0.0732227,0.1094586,0.0362359
56,1.4065515,1.4494222,"('impractical', 'practical')",1.3028504,1.3297251,-0.20308115,-0.15175283,0.8354402,0.8757982,0.040358
57,-0.31108344,-0.30809087,"('unimaginative', 'imaginative')",0.060539886,-0.049788415,-2.2384222,-2.2390616,-0.8296552,-0.865647,-0.0359918
58,-0.3548897,-0.36609703,"('undiscriminating', 'discriminating')",0.68167824,0.583243,0.09582731,0.02990931,0.140872,0.0823518,-0.0585202
