,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,1.3115602,0.9727219,"('unsociable', 'sociable')",1.3115602,0.9727219,-0.3388383
1,0.7422492,0.91330576,"('unfriendly', 'friendly')",0.7422492,0.9133058,0.1710566
2,0.5200629,0.6435958,"('unlikable', 'likable')",0.5200629,0.6435958,0.1235329
3,0.7047241,0.6797718,"('repellent', 'pleasant')",0.7047241,0.6797718,-0.0249523
4,-6.866099,-6.868068,"('disliked', 'liked')",-6.8660989,-6.8680682,-0.0019693
5,-1.4733956,-1.1794086,"('distant', 'outgoing')",-1.4733956,-1.1794086,0.293987
6,-1.7053596,-1.346646,"('distant', 'open')",-1.7053596,-1.346646,0.3587136
7,1.3737406,1.3267932,"('insensitive', 'sensitive')",1.3737406,1.3267932,-0.0469474
8,-0.37078828,-0.18089403,"('unaffectionate', 'affectionate')",-0.3707883,-0.180894,0.1898943
9,0.95544213,1.1428714,"('unaffectionate', 'caring')",0.9554421,1.1428714,0.1874293
10,0.9869331,0.9212342,"('unsympathetic', 'sympathetic')",0.9869331,0.9212342,-0.0656989
11,2.8852139,2.7226768,"('unhelpful', 'helpful')",2.8852139,2.7226768,-0.1625371
12,-1.0051467,-1.0621033,"('unsupportive', 'supportive')",-1.0051467,-1.0621033,-0.0569566
13,1.2145485,0.9303278,"('impolite', 'polite')",1.2145485,0.9303278,-0.2842207
14,1.1014506,0.8118507,"('antisocial', 'social')",1.1014506,0.8118507,-0.2895999
15,0.24879663,0.21738379,"('boring', 'funny')",0.2487966,0.2173838,-0.0314128
16,0.3165663,0.22658256,"('unpopular', 'popular')",0.3165663,0.2265826,-0.0899837
17,-0.16164254,-0.27473468,"('nasty', 'nice')",-0.1616425,-0.2747347,-0.1130922
18,-1.0586928,-1.1003925,"('disagreeable', 'welcoming')",-1.0586928,-1.1003925,-0.0416997
19,-0.9966489,-0.8704789,"('inhospitable', 'hospitable')",-0.9966489,-0.8704789,0.12617
20,0.7566531,0.64357907,"('rough', 'thoughtful')",0.7566531,0.6435791,-0.113074
21,0.8149626,0.69544375,"('immoral', 'moral')",0.8149626,0.6954437,-0.1195189
22,-0.16113254,-0.18790741,"('untrustworthy', 'trustworthy')",-0.1611325,-0.1879074,-0.0267749
23,7.386332,7.3015275,"('insincere', 'sincere')",7.386332,7.3015275,-0.0848045
24,1.4909699,1.6131992,"('dishonest', 'honest')",1.4909699,1.6131992,0.1222293
25,0.4045602,0.45828235,"('egoistic', 'altruistic')",0.4045602,0.4582824,0.0537222
26,1.0129614,1.0232219,"('hardhearted', 'benevolent')",1.0129614,1.0232219,0.0102605
27,0.32651994,0.26416337,"('hardhearted', 'softhearted')",0.3265199,0.2641634,-0.0623565
28,1.331629,1.2503531,"('disloyal', 'loyal')",1.331629,1.2503531,-0.0812759
29,-1.1652788,-1.2443532,"('unfair', 'fair')",-1.1652788,-1.2443532,-0.0790744
30,1.5910871,1.4496632,"('intolerant', 'tolerant')",1.5910871,1.4496632,-0.1414239
31,-2.500253,-2.3560548,"('evil', 'good')",-2.500253,-2.3560548,0.1441982
32,1.7626045,1.6139581,"('unkind', 'kind')",1.7626045,1.6139581,-0.1486464
33,-0.6023965,-0.57032317,"('wrong', 'right')",-0.6023965,-0.5703232,0.0320733
34,5.2742248,5.4397526,"('mean', 'honorable')",5.2742248,5.4397526,0.1655278
35,-2.1048176,-2.1251235,"('corrupt', 'incorrupt')",-2.1048176,-2.1251235,-0.0203059
36,-1.185717,-1.192497,"('hostile', 'amicable')",-1.185717,-1.192497,-0.00678
37,-0.44223675,-0.40171394,"('fake', 'genuine')",-0.4422368,-0.4017139,0.0405229
38,0.82750404,0.8141373,"('untruthful', 'truthful')",0.827504,0.8141373,-0.0133667
39,0.14175212,0.19862972,"('exploitative', 'cooperative')",0.1417521,0.1986297,0.0568776
40,-2.4117703,-2.387959,"('stingy', 'generous')",-2.4117703,-2.387959,0.0238113
41,0.5172344,0.38536012,"('unforgiving', 'forgiving')",0.5172344,0.3853601,-0.1318743
