,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,female-male
0,0.42687595,0.34508952,"('unsociable', 'sociable')",0.44067726,0.54546297,0.08364516,0.039502043,-1.0726249,-1.0986542,-0.0303566,-0.0421499,-0.0117933
1,0.2859408,0.08945796,"('unfriendly', 'friendly')",-0.31710988,-0.48596424,-0.3244897,-0.28301984,-0.9388208,-1.0187697,-0.3236199,-0.424574,-0.1009541
2,0.4932472,0.5183337,"('unlikable', 'likable')",1.6682898,1.6660833,1.4884925,1.586068,0.44547635,0.5770264,1.0238764,1.0868778,0.0630014
3,-0.29717678,-0.27284786,"('repellent', 'pleasant')",0.70000774,0.85911596,0.24039853,0.27920523,0.31781527,0.29771918,0.2402612,0.2907981,0.0505369
4,-0.91724205,-1.0339751,"('disliked', 'liked')",-0.76554114,-0.8871285,-0.45867068,-0.42625797,-2.044165,-2.107293,-1.0464046,-1.1136637,-0.0672591
5,-1.3533337,-1.4269267,"('distant', 'outgoing')",-1.7151464,-1.7704341,-0.90812045,-0.85427135,-1.1758382,-1.1107172,-1.2881097,-1.2905874,-0.0024777
6,-1.3154141,-1.338243,"('distant', 'open')",-2.4299119,-2.5027149,-0.8839961,-0.763848,-1.0175653,-0.95821655,-1.4117218,-1.3907557,0.0209661
7,0.31695908,0.37341654,"('insensitive', 'sensitive')",0.46788868,0.60732245,0.26148278,0.28978816,-0.41112605,-0.38956192,0.1588011,0.2202413,0.0614402
8,0.35149032,0.2581576,"('unaffectionate', 'affectionate')",-0.8654277,-1.0515604,0.12647945,0.12694755,-0.9572238,-1.015704,-0.3361704,-0.4205398,-0.0843694
9,0.2905606,0.22274055,"('unaffectionate', 'caring')",0.17076944,0.023049563,0.5348879,0.5112832,-0.62016994,-0.673928,0.094012,0.0207863,-0.0732257
10,0.04895464,-0.0005831439,"('unsympathetic', 'sympathetic')",-0.914361,-0.7197637,-0.0031054895,0.08465028,-1.1266874,-1.1310371,-0.4987998,-0.4416834,0.0571164
11,0.40143612,0.4025542,"('unhelpful', 'helpful')",0.77197945,0.86398435,1.2258108,1.2227699,0.50588524,0.53921825,0.7262778,0.7571316,0.0308538
12,0.40916848,0.47767386,"('unsupportive', 'supportive')",0.4530617,0.6121547,0.57624495,0.6321815,-0.8797052,-0.8376583,0.1396925,0.221088,0.0813955
13,0.621195,0.6264752,"('impolite', 'polite')",0.17312302,0.26894122,1.2672035,1.2062228,-0.17501771,-0.15610954,0.471626,0.4863824,0.0147564
14,1.3070825,1.3902088,"('antisocial', 'social')",1.1878636,1.3459713,0.6530041,0.59617627,0.06671885,0.08769873,0.8036672,0.8550138,0.0513466
15,0.38388816,0.37498012,"('boring', 'funny')",-0.5256894,-0.62040424,-0.0077640302,-0.06650078,-0.036843635,-0.0043570474,-0.0466022,-0.0790705,-0.0324683
16,0.12506315,0.061094448,"('unpopular', 'popular')",-0.816109,-0.90044546,-0.28402942,-0.29048395,0.22466388,0.2021831,-0.1876028,-0.2319129,-0.0443101
17,-0.17525907,-0.18777752,"('nasty', 'nice')",0.039724376,0.07328474,-0.4347921,-0.3618007,-0.29321462,-0.20730703,-0.2158854,-0.1709001,0.0449853
