,birthday_male,birthday_female,tuple,average_male,average_female,female-male
0,-0.06317733,-0.11812,"('unsociable', 'sociable')",-0.0631773,-0.11812,-0.0549427
1,2.0866725,2.2091506,"('unfriendly', 'friendly')",2.0866725,2.2091506,0.1224781
2,0.10228108,0.24856323,"('unlikable', 'likable')",0.1022811,0.2485632,0.1462821
3,0.76492375,0.91068655,"('repellent', 'pleasant')",0.7649238,0.9106866,0.1457628
4,-7.0211983,-7.0553346,"('disliked', 'liked')",-7.0211983,-7.0553346,-0.0341363
5,0.40810668,0.6369087,"('distant', 'outgoing')",0.4081067,0.6369087,0.228802
6,0.7869539,1.0310452,"('distant', 'open')",0.7869539,1.0310452,0.2440913
7,0.8742355,0.920772,"('insensitive', 'sensitive')",0.8742355,0.920772,0.0465365
8,1.6081812,1.6944436,"('unaffectionate', 'affectionate')",1.6081812,1.6944436,0.0862624
9,1.8784941,2.1428697,"('unaffectionate', 'caring')",1.8784941,2.1428697,0.2643756
10,0.19060393,0.17226455,"('unsympathetic', 'sympathetic')",0.1906039,0.1722645,-0.0183394
11,1.6378549,1.7716222,"('unhelpful', 'helpful')",1.6378549,1.7716222,0.1337673
12,-1.4474375,-1.2182153,"('unsupportive', 'supportive')",-1.4474375,-1.2182153,0.2292222
13,0.009228572,-0.11315453,"('impolite', 'polite')",0.0092286,-0.1131545,-0.1223831
14,-0.28006947,-0.43092644,"('antisocial', 'social')",-0.2800695,-0.4309264,-0.1508569
15,0.631773,0.56892127,"('boring', 'funny')",0.631773,0.5689213,-0.0628517
16,-0.36675173,-0.26564723,"('unpopular', 'popular')",-0.3667517,-0.2656472,0.1011045
17,-0.016773615,-0.03304652,"('nasty', 'nice')",-0.0167736,-0.0330465,-0.0162729
18,0.06713401,0.15605138,"('disagreeable', 'welcoming')",0.067134,0.1560514,0.0889174
19,0.11949411,0.45696807,"('inhospitable', 'hospitable')",0.1194941,0.4569681,0.337474
20,0.65667295,0.42155248,"('rough', 'thoughtful')",0.656673,0.4215525,-0.2351205
21,-0.7735829,-0.62636316,"('immoral', 'moral')",-0.7735829,-0.6263632,0.1472197
22,-0.6842162,-0.5788248,"('untrustworthy', 'trustworthy')",-0.6842162,-0.5788248,0.1053914
23,6.8917594,7.120141,"('insincere', 'sincere')",6.8917594,7.120141,0.2283816
24,1.7429374,1.8981805,"('dishonest', 'honest')",1.7429374,1.8981805,0.1552431
25,1.1840527,1.1545409,"('egoistic', 'altruistic')",1.1840527,1.1545409,-0.0295118
26,0.92206115,0.6708687,"('hardhearted', 'benevolent')",0.9220611,0.6708687,-0.2511924
27,1.9189668,1.7375002,"('hardhearted', 'softhearted')",1.9189668,1.7375002,-0.1814666
28,1.5310005,1.5335042,"('disloyal', 'loyal')",1.5310005,1.5335042,0.0025037
29,-0.44104317,-0.6121441,"('unfair', 'fair')",-0.4410432,-0.6121441,-0.1711009
30,0.5669937,0.66863275,"('intolerant', 'tolerant')",0.5669937,0.6686327,0.101639
31,-0.5960572,-0.5709718,"('evil', 'good')",-0.5960572,-0.5709718,0.0250854
32,1.0042642,0.7957347,"('unkind', 'kind')",1.0042642,0.7957347,-0.2085295
33,-0.006182449,0.14477763,"('wrong', 'right')",-0.0061824,0.1447776,0.15096
34,4.9434447,5.3265886,"('mean', 'honorable')",4.9434447,5.3265886,0.3831439
35,-0.3812234,-0.41229063,"('corrupt', 'incorrupt')",-0.3812234,-0.4122906,-0.0310672
36,-0.5448811,-0.51146996,"('hostile', 'amicable')",-0.5448811,-0.51147,0.0334111
37,1.0104347,0.925251,"('fake', 'genuine')",1.0104347,0.925251,-0.0851837
