,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.05931692,-0.040919874,"('unsociable', 'sociable')",-0.13778445,-0.2814051,-0.0392338,-0.1611625,-0.1219287
1,-0.72982633,-0.7208855,"('unfriendly', 'friendly')",1.4429252,1.3041809,0.3565494,0.2916477,-0.0649017
2,0.30925128,0.33753073,"('unlikable', 'likable')",0.9437962,1.0242239,0.6265237,0.6808773,0.0543536
3,-0.7172127,-0.6652159,"('repellent', 'pleasant')",0.06883994,0.059248723,-0.3241864,-0.3029836,0.0212028
4,-0.2140065,-0.21381386,"('disliked', 'liked')",-5.8549333,-5.968339,-3.0344698,-3.0910764,-0.0566066
5,-0.8299351,-0.6921991,"('distant', 'outgoing')",-0.3516223,-0.3222765,-0.5907787,-0.5072378,0.0835409
6,-1.2616947,-1.1293293,"('distant', 'open')",-0.08138345,-0.07062067,-0.6715391,-0.599975,0.0715641
7,0.20567888,0.23369628,"('insensitive', 'sensitive')",0.066119395,0.1201282,0.1358991,0.1769122,0.0410131
8,-0.869022,-0.8781892,"('unaffectionate', 'affectionate')",0.3974852,0.35128325,-0.2357684,-0.263453,-0.0276846
9,-0.05584017,-0.009405868,"('unaffectionate', 'caring')",0.84491897,0.8293541,0.3945394,0.4099741,0.0154347
10,-0.6835499,-0.6876292,"('unsympathetic', 'sympathetic')",-0.6710602,-0.6943584,-0.677305,-0.6909938,-0.0136888
11,0.8844471,0.9080644,"('unhelpful', 'helpful')",1.850719,1.9120864,1.367583,1.4100754,0.0424924
12,0.34742475,0.4946633,"('unsupportive', 'supportive')",-2.0145926,-1.9738021,-0.833584,-0.7395694,0.0940146
13,0.6916972,0.6127487,"('impolite', 'polite')",-0.4784083,-0.44438222,0.1066444,0.0841832,-0.0224612
14,0.36624542,0.2975976,"('antisocial', 'social')",-0.27377698,-0.30043343,0.0462342,-0.0014179,-0.0476521
15,0.70462763,0.61322147,"('boring', 'funny')",0.8074899,0.7617538,0.7560588,0.6874876,-0.0685712
16,-0.56826293,-0.6526072,"('unpopular', 'popular')",0.7660428,0.69013816,0.0988899,0.0187655,-0.0801244
17,0.14175694,0.19362126,"('nasty', 'nice')",-0.4447303,-0.43538153,-0.1514867,-0.1208801,0.0306066
18,-0.5729319,-0.5910827,"('disagreeable', 'welcoming')",-0.39565566,-0.43560758,-0.4842938,-0.5133451,-0.0290513
19,-1.7465914,-1.693305,"('inhospitable', 'hospitable')",-0.17369013,-0.10193698,-0.9601408,-0.897621,0.0625198
20,0.6304258,0.561011,"('rough', 'thoughtful')",1.007153,0.9117776,0.8187894,0.7363943,-0.0823951
21,0.8055747,0.72898453,"('immoral', 'moral')",-0.1977668,-0.22075962,0.303904,0.2541125,-0.0497915
22,-0.47383162,-0.5746956,"('untrustworthy', 'trustworthy')",-0.8082817,-0.89209896,-0.6410567,-0.7333972,-0.0923405
23,0.28004318,0.2176393,"('insincere', 'sincere')",5.294839,5.2692924,2.787441,2.7434659,-0.0439751
24,-0.2573676,-0.27961826,"('dishonest', 'honest')",0.593674,0.5960479,0.1681532,0.1582148,-0.0099384
25,-0.08209097,-0.03770326,"('egoistic', 'altruistic')",1.4633173,1.389338,0.6906132,0.6758174,-0.0147958
26,0.22400695,0.13069443,"('hardhearted', 'benevolent')",1.7051195,1.64167,0.9645633,0.8861822,-0.0783811
27,0.09300045,0.17014371,"('hardhearted', 'softhearted')",0.9864751,0.96280396,0.5397378,0.5664738,0.026736
28,-0.05438666,-0.18385527,"('disloyal', 'loyal')",0.684407,0.5397705,0.3150102,0.1779576,-0.1370526
