,keurig_male,keurig_female,tuple,dr_male,dr_female,pepper_male,pepper_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.96309793,-1.2460506,"('unsociable', 'sociable')",0.3222781,0.06612588,-0.051443934,-0.2219797,-0.39134246,-0.5614583,-0.2709016,-0.4908407,-0.2199391
1,-1.5084615,-1.4638119,"('unfriendly', 'friendly')",-1.5175287,-1.4442828,1.0977464,1.0638124,2.0041025,1.8877854,0.0189647,0.0108758,-0.0080889
2,0.9013041,0.8883437,"('unlikable', 'likable')",0.53945285,0.52420443,-0.074299805,-0.07695038,0.5972353,0.63958406,0.4909231,0.4937954,0.0028723
3,-1.7919669,-1.7063205,"('repellent', 'pleasant')",-1.8283913,-1.7666533,-2.515592,-2.441138,-0.024064464,0.06543366,-1.5400037,-1.4621696,0.0778341
4,1.2074027,1.1846626,"('disliked', 'liked')",0.35568917,0.3676586,0.23686914,0.18396425,-5.8804407,-5.991845,-1.0201199,-1.06389,-0.0437701
5,0.33396834,0.40756744,"('distant', 'outgoing')",-1.088228,-0.84670347,0.6062245,0.6654599,-0.23071662,-0.1723302,-0.0946879,0.0134984,0.1081863
6,-0.008837379,0.1661559,"('distant', 'open')",-1.6482468,-1.3585685,0.35759592,0.45897263,0.09384136,0.19423601,-0.3014117,-0.134801,0.1666107
7,-1.624076,-1.5966263,"('insensitive', 'sensitive')",-1.0948822,-1.1205795,-0.9036094,-0.86230725,0.55401284,0.6227171,-0.7671387,-0.739199,0.0279397
8,-0.6981261,-0.61979526,"('unaffectionate', 'affectionate')",-1.2007174,-1.1392597,0.3011346,0.28051084,0.8538256,0.80975306,-0.1859708,-0.1671977,0.0187731
9,-1.2771766,-1.2259781,"('unaffectionate', 'caring')",-0.54531646,-0.5717297,0.31832805,0.29888448,1.0802494,1.07788,-0.1059789,-0.1052358,0.0007431
10,-2.0879529,-2.2324789,"('unsympathetic', 'sympathetic')",-1.0038013,-1.2219034,-1.8407067,-2.0136116,-0.6984855,-0.7240018,-1.4077365,-1.5479989,-0.1402624
