,affect_male,affect_female,tuple,average_male,average_female,female-male
0,0.17876053,-0.12732327,"('unsociable', 'sociable')",0.1787605,-0.1273233,-0.3060838
1,1.2424732,1.2915008,"('unfriendly', 'friendly')",1.2424732,1.2915008,0.0490276
2,0.41611987,0.52977914,"('unlikable', 'likable')",0.4161199,0.5297791,0.1136592
3,0.80245614,0.78227955,"('repellent', 'pleasant')",0.8024561,0.7822796,-0.0201765
4,-7.5432553,-7.4953456,"('disliked', 'liked')",-7.5432553,-7.4953456,0.0479097
5,-0.48275182,-0.19771934,"('distant', 'outgoing')",-0.4827518,-0.1977193,0.2850325
6,-0.1990248,0.13668334,"('distant', 'open')",-0.1990248,0.1366833,0.3357081
7,0.73045427,0.7193639,"('insensitive', 'sensitive')",0.7304543,0.7193639,-0.0110904
8,1.2276254,1.3282421,"('unaffectionate', 'affectionate')",1.2276254,1.3282421,0.1006167
9,1.6791687,1.8819528,"('unaffectionate', 'caring')",1.6791687,1.8819528,0.2027841
10,1.5043488,1.425933,"('unsympathetic', 'sympathetic')",1.5043488,1.425933,-0.0784158
11,2.5447197,2.546907,"('unhelpful', 'helpful')",2.5447197,2.5469069,0.0021872
12,-1.5552917,-1.5696759,"('unsupportive', 'supportive')",-1.5552917,-1.5696759,-0.0143842
13,0.42514423,0.10566586,"('impolite', 'polite')",0.4251442,0.1056659,-0.3194783
14,0.16019565,-0.09480581,"('antisocial', 'social')",0.1601956,-0.0948058,-0.2550014
15,0.6605516,0.6746108,"('boring', 'funny')",0.6605516,0.6746108,0.0140592
16,-0.46410814,-0.41259104,"('unpopular', 'popular')",-0.4641081,-0.412591,0.0515171
17,-0.3794893,-0.40530694,"('nasty', 'nice')",-0.3794893,-0.4053069,-0.0258176
18,-0.8011282,-0.9894593,"('disagreeable', 'welcoming')",-0.8011282,-0.9894593,-0.1883311
19,-0.77907175,-0.5208553,"('inhospitable', 'hospitable')",-0.7790717,-0.5208553,0.2582164
20,0.90217,0.8204562,"('rough', 'thoughtful')",0.90217,0.8204562,-0.0817138
21,0.30862793,0.3156752,"('immoral', 'moral')",0.3086279,0.3156752,0.0070473
22,-0.46869022,-0.6279063,"('untrustworthy', 'trustworthy')",-0.4686902,-0.6279063,-0.1592161
23,6.7451625,6.7050138,"('insincere', 'sincere')",6.7451625,6.7050138,-0.0401487
