,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,female-male
0,-1.4969025,-1.6040088,"('unsociable', 'sociable')",0.40352577,0.29317838,-0.5466883,-0.6554152,-0.1087269
1,-0.59691435,-0.6335297,"('unfriendly', 'friendly')",1.2975897,1.1766461,0.3503377,0.2715582,-0.0787795
2,0.43350133,0.4995024,"('unlikable', 'likable')",0.8646586,0.9195095,0.64908,0.7095059,0.0604259
3,-0.2893693,-0.20391339,"('repellent', 'pleasant')",0.6631339,0.83025676,0.1868823,0.3131717,0.1262894
4,0.103624694,0.09230942,"('disliked', 'liked')",-5.9713044,-6.0029488,-2.9338398,-2.9553196,-0.0214798
5,-0.26716128,-0.15117434,"('distant', 'outgoing')",-1.3127213,-1.1623935,-0.7899413,-0.6567839,0.1331574
6,-0.43832076,-0.26742977,"('distant', 'open')",-1.4209743,-1.3222139,-0.9296475,-0.7948219,0.1348256
7,-0.9329713,-0.9303123,"('insensitive', 'sensitive')",0.5177812,0.5855593,-0.2075951,-0.1723765,0.0352186
8,-0.22163044,-0.30340666,"('unaffectionate', 'affectionate')",0.81378245,0.75964504,0.296076,0.2281192,-0.0679568
9,-0.6601397,-0.7770634,"('unaffectionate', 'caring')",1.0727917,0.9555676,0.206326,0.0892521,-0.1170739
10,-1.6278522,-1.7165769,"('unsympathetic', 'sympathetic')",0.19905305,0.3084721,-0.7143996,-0.7040524,0.0103472
11,-1.0077368,-1.1462752,"('unhelpful', 'helpful')",1.8522202,1.888454,0.4222417,0.3710894,-0.0511523
12,-1.3977098,-1.3855965,"('unsupportive', 'supportive')",-1.2931141,-1.1615433,-1.345412,-1.2735698,0.0718422
13,-1.4050634,-1.5384423,"('impolite', 'polite')",0.0338891,-0.10409543,-0.6855872,-0.8212689,-0.1356817
14,0.22094633,0.21474731,"('antisocial', 'social')",1.0289164,1.0572964,0.6249313,0.6360219,0.0110906
15,0.5817171,0.4840886,"('boring', 'funny')",-0.19737686,-0.310074,0.1921701,0.0870073,-0.1051628
16,-0.624531,-0.6440248,"('unpopular', 'popular')",0.058521748,0.12925719,-0.2830046,-0.2573838,0.0256208
17,-0.2861518,-0.18050456,"('nasty', 'nice')",-0.44253722,-0.4098385,-0.3643445,-0.2951715,0.069173
18,-0.3705436,-0.29310364,"('disagreeable', 'welcoming')",-0.6461755,-0.5950535,-0.5083596,-0.4440786,0.064281
19,-0.41606605,-0.42273402,"('inhospitable', 'hospitable')",-0.9731294,-0.9355186,-0.6945977,-0.6791263,0.0154714
20,0.047843233,0.1482082,"('rough', 'thoughtful')",0.9029755,0.8792193,0.4754094,0.5137137,0.0383043
21,-0.5244656,-0.6143361,"('immoral', 'moral')",0.25278294,0.29333583,-0.1358413,-0.1605001,-0.0246588
22,-0.94092035,-0.9354189,"('untrustworthy', 'trustworthy')",-0.30132124,-0.34367585,-0.6211208,-0.6395473,-0.0184265
23,-0.36168683,-0.41400525,"('insincere', 'sincere')",5.888144,5.9291415,2.7632287,2.7575681,-0.0056606
24,-0.55662864,-0.5599884,"('dishonest', 'honest')",0.64529765,0.68264663,0.0443345,0.0613291,0.0169946
