,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.16918224,0.12329413,"('unsociable', 'sociable')",-0.3299635,-0.47325522,0.8897423,0.79279906,-0.26318267,-0.39231506,0.1164446,0.0126307,-0.1038139
1,-0.25803477,-0.50077254,"('unfriendly', 'friendly')",0.29909277,0.15067711,-0.11143555,-0.3064177,1.9919451,1.8743414,0.4803919,0.3044571,-0.1759348
2,0.6402525,0.6816962,"('unlikable', 'likable')",1.347261,1.3741249,1.588826,1.6469644,0.48240584,0.54253995,1.0146862,1.0613314,0.0466452
3,-0.33274007,-0.21365075,"('repellent', 'pleasant')",-0.40057045,-0.34761667,0.4898389,0.61079687,0.097390845,0.14949681,-0.0365202,0.0497566,0.0862768
4,-0.9204106,-1.1256608,"('disliked', 'liked')",-0.35888794,-0.47833252,-0.1867098,-0.26753289,-5.8261466,-5.988224,-1.8230387,-1.9649376,-0.1418989
5,-1.0949783,-1.2670743,"('distant', 'outgoing')",-0.0110542625,-0.086654454,-0.89850193,-0.9335362,0.071928285,0.019882374,-0.4831516,-0.5668456,-0.083694
6,-1.3211292,-1.5449536,"('distant', 'open')",-0.06114813,-0.17436826,-1.4763614,-1.511217,0.839317,0.7449087,-0.5048304,-0.6214075,-0.1165771
7,0.55393,0.5102765,"('insensitive', 'sensitive')",0.21929081,0.23243412,0.57054853,0.6077922,0.6054441,0.5794742,0.4873033,0.4824942,-0.0048091
8,-1.2741829,-1.3990192,"('unaffectionate', 'affectionate')",-0.36798745,-0.40498826,-0.6819975,-0.72427285,1.0018455,0.9177012,-0.3305806,-0.4026448,-0.0720642
9,-0.3866765,-0.51922107,"('unaffectionate', 'caring')",-0.40286982,-0.46892434,0.14745554,0.10219529,1.2400761,1.1920248,0.1494963,0.0765187,-0.0729776
10,-0.54758334,-0.5574113,"('unsympathetic', 'sympathetic')",-1.1932172,-1.249997,0.1800401,0.28186378,-0.43661106,-0.43144268,-0.4993429,-0.4892468,0.0100961
11,-0.09211508,-0.004571015,"('unhelpful', 'helpful')",-0.048014417,-0.042573992,1.7131776,1.791821,1.6602935,1.711041,0.8083354,0.8639293,0.0555939
12,1.1377515,1.1462066,"('unsupportive', 'supportive')",0.24339306,0.32190666,0.9750905,1.1267143,-1.9891222,-2.029521,0.0917782,0.1413267,0.0495485
13,0.6261759,0.7029628,"('impolite', 'polite')",-0.3063381,-0.23276326,0.67333627,0.77347165,-0.63913375,-0.6312022,0.0885101,0.1531172,0.0646071
14,1.1272503,1.2002314,"('antisocial', 'social')",0.52114886,0.5583846,1.6450497,1.660573,-0.51518756,-0.5321238,0.6945654,0.7217663,0.0272009
15,0.5144013,0.40162778,"('boring', 'funny')",0.83546597,0.79403895,0.34273335,0.20411372,1.0189003,0.94202733,0.6778753,0.585452,-0.0924233
16,-2.3278155,-2.4528704,"('unpopular', 'popular')",-0.6990345,-0.7739828,-0.31671068,-0.32443222,0.67709875,0.6858566,-0.6666155,-0.7163572,-0.0497417
17,-0.5325811,-0.53578806,"('nasty', 'nice')",0.41143787,0.507368,0.65587777,0.70041215,-0.024549056,0.015106779,0.1275464,0.1717747,0.0442283
