,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,female-male
0,-0.04649762,-0.21454036,"('unsociable', 'sociable')",0.5936753,0.49811634,-0.026957396,-0.19216134,0.1734068,0.0304715,-0.1429353
1,0.025161698,-0.04003742,"('unfriendly', 'friendly')",-0.09294425,-0.04615202,1.5893335,1.5929844,0.5071837,0.502265,-0.0049187
2,1.3927555,1.3973532,"('unlikable', 'likable')",0.6848417,0.78131384,0.73214334,0.970525,0.9365802,1.0497307,0.1131505
3,-0.018681573,0.06675683,"('repellent', 'pleasant')",-0.4659183,-0.25094455,0.48091874,0.4765392,-0.0012271,0.0974505,0.0986776
4,-0.24442156,-0.21952826,"('disliked', 'liked')",0.656058,0.6149354,-6.509049,-6.5364428,-2.0324709,-2.0470119,-0.014541
5,-0.96950674,-0.8949189,"('distant', 'outgoing')",0.13308117,0.24506918,-0.6431466,-0.38330883,-0.4931907,-0.3443862,0.1488045
6,-1.1719604,-1.0537837,"('distant', 'open')",0.273509,0.42345908,-0.54051405,-0.265728,-0.4796551,-0.2986842,0.1809709
7,0.6610916,0.6344084,"('insensitive', 'sensitive')",-0.2540864,-0.21333164,0.14431539,0.11902404,0.1837735,0.1800336,-0.0037399
8,-0.696772,-0.6101378,"('unaffectionate', 'affectionate')",-0.29305848,-0.23032236,0.38143533,0.4404146,-0.2027984,-0.1333485,0.0694499
9,0.32969716,0.32301012,"('unaffectionate', 'caring')",0.23799686,0.32243723,1.0421638,1.1064103,0.5366193,0.5839525,0.0473332
10,0.23052435,0.33581913,"('unsympathetic', 'sympathetic')",-0.9442924,-0.841288,-0.083214596,-0.16691998,-0.2656609,-0.2241296,0.0415313
11,0.31151086,0.27893865,"('unhelpful', 'helpful')",-0.122087836,-0.16138601,2.4288998,2.3871279,0.8727743,0.8348935,-0.0378808
12,0.23510626,0.3860667,"('unsupportive', 'supportive')",-0.3131987,-0.109508276,-2.0641496,-2.0004234,-0.7140807,-0.5746217,0.139459
13,-0.25023457,-0.23007807,"('impolite', 'polite')",-0.61664695,-0.5620273,-0.3710515,-0.4120845,-0.4126443,-0.4013966,0.0112477
14,1.5117259,1.4489713,"('antisocial', 'social')",1.2777416,1.347987,0.026574451,-0.096237846,0.9386806,0.9002402,-0.0384404
15,1.3008682,1.0350103,"('boring', 'funny')",1.4018533,1.0988225,1.1072696,1.012545,1.2699971,1.0487927,-0.2212044
16,-1.243431,-1.3071692,"('unpopular', 'popular')",-1.1030145,-1.1717224,0.33155963,0.23862475,-0.6716286,-0.7467556,-0.075127
17,-0.2059429,-0.119139,"('nasty', 'nice')",0.20668814,0.26361114,0.070748255,0.034832314,0.0238312,0.0597682,0.035937
18,-0.7443374,-0.53019536,"('disagreeable', 'welcoming')",-0.92428905,-0.6620145,-1.1982718,-1.0975751,-0.9556327,-0.7632616,0.1923711
19,-0.38088202,-0.3387728,"('inhospitable', 'hospitable')",-0.41776764,-0.3094788,-0.45165062,-0.32202795,-0.4167668,-0.3234265,0.0933403
20,0.22410396,0.20959756,"('rough', 'thoughtful')",-0.71628195,-0.6341943,0.40234083,0.396287,-0.0299457,-0.0094366,0.0205091
21,0.7897449,0.8399529,"('immoral', 'moral')",-0.11648716,-0.044969004,-0.69077057,-0.6265585,-0.0058376,0.0561418,0.0619794
22,0.2488389,0.324122,"('untrustworthy', 'trustworthy')",-0.40530825,-0.31287578,-0.49802616,-0.4447113,-0.2181652,-0.1444884,0.0736768
23,0.9899286,1.0015172,"('insincere', 'sincere')",0.108083606,0.110129155,5.964273,5.8683724,2.3540951,2.3266729,-0.0274222
