,formation_male,formation_female,tuple,average_male,average_female,female-male
25,0.011536829,0.11307307,"('egoistic', 'altruistic')",0.0115368,0.1130731,0.1015363
26,0.64129245,0.36128062,"('hardhearted', 'benevolent')",0.6412925,0.3612806,-0.2800119
27,1.3133932,1.2761483,"('hardhearted', 'softhearted')",1.3133932,1.2761483,-0.0372449
28,0.77909684,0.66301596,"('disloyal', 'loyal')",0.7790968,0.663016,-0.1160808
29,-0.20395698,-0.2959381,"('unfair', 'fair')",-0.203957,-0.2959381,-0.0919811
30,1.1782675,1.1681008,"('intolerant', 'tolerant')",1.1782675,1.1681008,-0.0101667
31,-1.720181,-1.493217,"('evil', 'good')",-1.720181,-1.493217,0.226964
32,1.4615122,1.2658491,"('unkind', 'kind')",1.4615122,1.2658491,-0.1956631
33,-0.77216935,-0.77949005,"('wrong', 'right')",-0.7721694,-0.7794901,-0.0073207
34,4.05933,4.3200626,"('mean', 'honorable')",4.05933,4.3200626,0.2607326
35,-1.3717297,-1.4656174,"('corrupt', 'incorrupt')",-1.3717297,-1.4656174,-0.0938877
36,-0.9444998,-1.032298,"('hostile', 'amicable')",-0.9444998,-1.032298,-0.0877982
37,0.6373937,0.6507313,"('fake', 'genuine')",0.6373937,0.6507313,0.0133376
38,0.096310526,0.043785006,"('untruthful', 'truthful')",0.0963105,0.043785,-0.0525255
39,-0.18729834,-0.17315829,"('exploitative', 'cooperative')",-0.1872983,-0.1731583,0.01414
40,-1.8521614,-1.7556896,"('stingy', 'generous')",-1.8521614,-1.7556896,0.0964718
41,0.27347353,0.16667736,"('unforgiving', 'forgiving')",0.2734735,0.1666774,-0.1067961
42,-1.9655278,-1.9302493,"('unreliable', 'reliable')",-1.9655278,-1.9302493,0.0352785
43,1.4440066,1.488938,"('irresponsible', 'responsible')",1.4440066,1.488938,0.0449314
44,-0.83578104,-0.92998344,"('prejudiced', 'unprejudiced')",-0.835781,-0.9299834,-0.0942024
45,0.44396824,0.27503118,"('incompetent', 'competent')",0.4439682,0.2750312,-0.168937
46,-0.26505193,-0.32430404,"('uncompetitive', 'competitive')",-0.2650519,-0.324304,-0.0592521
47,5.009592,5.176023,"('stupid', 'smart')",5.0095921,5.176023,0.1664309
48,0.9669456,0.89097935,"('unintelligent', 'intelligent')",0.9669456,0.8909793,-0.0759663
49,-0.3837838,-0.2036215,"('unable', 'able')",-0.3837838,-0.2036215,0.1801623
50,-0.4866158,-0.45006266,"('clumsy', 'skillful')",-0.4866158,-0.4500627,0.0365531
51,0.4379247,0.3594513,"('uneducated', 'educated')",0.4379247,0.3594513,-0.0784734
52,-0.8499513,-0.8753992,"('irrational', 'rational')",-0.8499513,-0.8753992,-0.0254479
53,-0.0853108,0.015850903,"('uncreative', 'creative')",-0.0853108,0.0158509,0.1011617
54,0.8813782,0.9412497,"('incapable', 'capable')",0.8813782,0.9412497,0.0598715
55,0.9709559,0.92038846,"('incompetent', 'clever')",0.9709559,0.9203885,-0.0505674
56,0.63232136,0.50850534,"('impractical', 'practical')",0.6323214,0.5085053,-0.1238161
57,-2.4349403,-2.497622,"('unimaginative', 'imaginative')",-2.4349403,-2.497622,-0.0626817
58,-0.20482795,-0.14838223,"('undiscriminating', 'discriminating')",-0.2048279,-0.1483822,0.0564457
59,-0.44250068,-0.2071904,"('foolish', 'wise')",-0.4425007,-0.2071904,0.2353103
60,0.72304684,0.76298106,"('inefficient', 'efficient')",0.7230468,0.7629811,0.0399343
61,0.21030931,0.04449265,"('illogical', 'logical')",0.2103093,0.0444927,-0.1658166
62,1.1865375,1.2519476,"('incompetent', 'brilliant')",1.1865375,1.2519476,0.0654101
63,0.5821157,0.6274507,"('unperceptive', 'insightful')",0.5821157,0.6274507,0.045335
64,-5.5385904,-5.5765796,"('shy', 'confident')",-5.5385904,-5.5765796,-0.0379892
65,0.9175389,0.88251567,"('insecure', 'secure')",0.9175389,0.8825157,-0.0350232
66,-0.21166712,-0.22801983,"('inactive', 'active')",-0.2116671,-0.2280198,-0.0163527
67,-0.84215593,-0.74251634,"('doubtful', 'determined')",-0.8421559,-0.7425163,0.0996396
68,-0.7549032,-0.65441304,"('dependent', 'independent')",-0.7549032,-0.654413,0.1004902
69,-1.853174,-1.8299687,"('lazy', 'industrious')",-1.853174,-1.8299687,0.0232053
70,1.7159708,1.6108452,"('lethargic', 'energetic')",1.7159708,1.6108452,-0.1051256
71,-0.12588622,0.082636364,"('diffident', 'self-confident')",-0.1258862,0.0826364,0.2085226
72,0.87854487,0.98810095,"('unambitious', 'ambitious')",0.8785449,0.9881009,0.109556
73,-3.1782744,-2.9932065,"('helpless', 'self-reliant')",-3.1782744,-2.9932065,0.1850679
74,-0.25272584,-0.28520828,"('undedicated', 'dedicated')",-0.2527258,-0.2852083,-0.0324825
75,-0.74710786,-0.63333714,"('meek', 'impulsive')",-0.7471079,-0.6333371,0.1137708
76,0.7059335,0.8133177,"('anxious', 'daring')",0.7059335,0.8133177,0.1073842
77,-0.93963665,-0.9392329,"('unmotivated', 'motivated')",-0.9396366,-0.9392329,0.0004037
78,-0.7944453,-0.82047313,"('nonresilient', 'resilient')",-0.7944453,-0.8204731,-0.0260278
79,-0.54442835,-0.49428257,"('wavering', 'unwavering')",-0.5444283,-0.4942826,0.0501457
80,0.20937438,-0.011019783,"('dominated', 'dominating')",0.2093744,-0.0110198,-0.2203942
81,0.6394627,0.55856836,"('submissive', 'aggressive')",0.6394627,0.5585684,-0.0808943
82,6.0524716,6.2172956,"('poor', 'rich')",6.0524716,6.2172956,0.164824
83,-0.33141896,-0.3534996,"('powerless', 'powerful')",-0.331419,-0.3534996,-0.0220806
84,-0.0048209876,0.13066974,"('inferior', 'superior')",-0.004821,0.1306697,0.1354907
85,-1.4522755,-1.303025,"('insignificant', 'prestigious')",-1.4522755,-1.303025,0.1492505
86,0.44756538,0.335055,"('uninfluential', 'influential')",0.4475654,0.335055,-0.1125104
87,-0.43017286,-0.30697292,"('unsuccessful', 'successful')",-0.4301729,-0.3069729,0.1232
88,0.13853452,0.057662584,"('low', 'eminent')",0.1385345,0.0576626,-0.0808719
