,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,0.09683517,0.042875018,"('unsociable', 'sociable')",0.0968352,0.042875,-0.0539602
1,1.0504537,0.90116775,"('unfriendly', 'friendly')",1.0504537,0.9011678,-0.1492859
2,-0.08878061,0.03857379,"('unlikable', 'likable')",-0.0887806,0.0385738,0.1273544
3,0.86768264,0.93156403,"('repellent', 'pleasant')",0.8676826,0.931564,0.0638814
4,-7.252296,-7.518136,"('disliked', 'liked')",-7.252296,-7.518136,-0.26584
5,-0.8233667,-0.88255316,"('distant', 'outgoing')",-0.8233667,-0.8825532,-0.0591865
6,-0.427164,-0.53688025,"('distant', 'open')",-0.427164,-0.5368803,-0.1097163
7,1.358883,1.357292,"('insensitive', 'sensitive')",1.358883,1.3572921,-0.0015909
8,0.790975,0.6324452,"('unaffectionate', 'affectionate')",0.790975,0.6324452,-0.1585298
9,1.4747256,1.4465154,"('unaffectionate', 'caring')",1.4747256,1.4465154,-0.0282102
10,1.205276,1.2725664,"('unsympathetic', 'sympathetic')",1.205276,1.2725664,0.0672904
11,1.5737765,1.6670828,"('unhelpful', 'helpful')",1.5737765,1.6670828,0.0933063
12,-1.4955864,-1.564062,"('unsupportive', 'supportive')",-1.4955864,-1.564062,-0.0684756
13,0.057607137,0.18109919,"('impolite', 'polite')",0.0576071,0.1810992,0.1234921
14,0.26061013,0.26115647,"('antisocial', 'social')",0.2606101,0.2611565,0.0005464
15,0.27845433,0.17179188,"('boring', 'funny')",0.2784543,0.1717919,-0.1066624
16,-0.41673568,-0.46824092,"('unpopular', 'popular')",-0.4167357,-0.4682409,-0.0515052
17,0.025933517,-0.006461406,"('nasty', 'nice')",0.0259335,-0.0064614,-0.0323949
18,-0.49158275,-0.4781438,"('disagreeable', 'welcoming')",-0.4915828,-0.4781438,0.013439
19,-1.030315,-1.0515682,"('inhospitable', 'hospitable')",-1.030315,-1.0515682,-0.0212532
20,0.9693102,0.928864,"('rough', 'thoughtful')",0.9693102,0.928864,-0.0404462
21,-0.0748895,0.09675267,"('immoral', 'moral')",-0.0748895,0.0967527,0.1716422
22,-0.34983987,-0.33182895,"('untrustworthy', 'trustworthy')",-0.3498399,-0.331829,0.0180109
23,6.130187,6.261671,"('insincere', 'sincere')",6.130187,6.2616711,0.1314841
24,1.3640271,1.3248508,"('dishonest', 'honest')",1.3640271,1.3248508,-0.0391763
25,0.27873167,0.21593338,"('egoistic', 'altruistic')",0.2787317,0.2159334,-0.0627983
26,0.74053806,0.52505463,"('hardhearted', 'benevolent')",0.7405381,0.5250546,-0.2154835
27,1.5873525,1.3840109,"('hardhearted', 'softhearted')",1.5873525,1.3840109,-0.2033416
28,0.820468,0.7732212,"('disloyal', 'loyal')",0.820468,0.7732212,-0.0472468
29,-0.27758062,-0.40066427,"('unfair', 'fair')",-0.2775806,-0.4006643,-0.1230837
30,0.8440716,0.91640997,"('intolerant', 'tolerant')",0.8440716,0.91641,0.0723384
31,-1.5832322,-1.7141815,"('evil', 'good')",-1.5832322,-1.7141815,-0.1309493
32,1.099031,1.0473045,"('unkind', 'kind')",1.099031,1.0473045,-0.0517265
33,-0.3895102,-0.49046865,"('wrong', 'right')",-0.3895102,-0.4904687,-0.1009585
34,4.351092,4.5208282,"('mean', 'honorable')",4.3510919,4.5208282,0.1697363
35,-1.2806664,-1.581605,"('corrupt', 'incorrupt')",-1.2806664,-1.581605,-0.3009386
36,-0.905655,-1.1064444,"('hostile', 'amicable')",-0.905655,-1.1064444,-0.2007894
37,0.91857076,0.9036589,"('fake', 'genuine')",0.9185708,0.9036589,-0.0149119
38,-0.48836935,-0.4527799,"('untruthful', 'truthful')",-0.4883693,-0.4527799,0.0355894
39,0.31525594,0.35886717,"('exploitative', 'cooperative')",0.3152559,0.3588672,0.0436113
40,-1.3593868,-1.566486,"('stingy', 'generous')",-1.3593868,-1.566486,-0.2070992
41,0.31069204,0.22397424,"('unforgiving', 'forgiving')",0.310692,0.2239742,-0.0867178
42,-1.7721423,-1.7738688,"('unreliable', 'reliable')",-1.7721423,-1.7738688,-0.0017265
43,1.1607685,1.2843882,"('irresponsible', 'responsible')",1.1607685,1.2843882,0.1236197
44,-1.074401,-1.0216293,"('prejudiced', 'unprejudiced')",-1.074401,-1.0216293,0.0527717
45,0.40321898,0.27997792,"('incompetent', 'competent')",0.403219,0.2799779,-0.1232411
46,-0.4956046,-0.42814434,"('uncompetitive', 'competitive')",-0.4956046,-0.4281443,0.0674603
47,4.8625064,5.0321507,"('stupid', 'smart')",4.8625064,5.0321507,0.1696443
48,0.67076224,0.6492292,"('unintelligent', 'intelligent')",0.6707622,0.6492292,-0.021533
49,-0.17019036,-0.041109573,"('unable', 'able')",-0.1701904,-0.0411096,0.1290808
50,-0.44594568,-0.469804,"('clumsy', 'skillful')",-0.4459457,-0.469804,-0.0238583
51,0.22626,0.23371023,"('uneducated', 'educated')",0.22626,0.2337102,0.0074502
52,-0.45789948,-0.70036024,"('irrational', 'rational')",-0.4578995,-0.7003602,-0.2424607
53,0.010904825,-0.08789289,"('uncreative', 'creative')",0.0109048,-0.0878929,-0.0987977
54,0.786248,0.8668887,"('incapable', 'capable')",0.786248,0.8668887,0.0806407
55,0.8238807,0.91393286,"('incompetent', 'clever')",0.8238807,0.9139329,0.0900522
56,0.6274695,0.67720324,"('impractical', 'practical')",0.6274695,0.6772032,0.0497337
57,-2.2364268,-2.323622,"('unimaginative', 'imaginative')",-2.2364268,-2.323622,-0.0871952
58,0.2624409,0.15549242,"('undiscriminating', 'discriminating')",0.2624409,0.1554924,-0.1069485
59,-0.07877237,-0.1770378,"('foolish', 'wise')",-0.0787724,-0.1770378,-0.0982654
60,0.78891206,1.0786994,"('inefficient', 'efficient')",0.7889121,1.0786994,0.2897873
61,0.52001053,0.32371542,"('illogical', 'logical')",0.5200105,0.3237154,-0.1962951
62,0.82953894,0.9579485,"('incompetent', 'brilliant')",0.8295389,0.9579485,0.1284096
63,0.13076101,0.18693054,"('unperceptive', 'insightful')",0.130761,0.1869305,0.0561695
64,-5.817943,-5.8285313,"('shy', 'confident')",-5.8179431,-5.8285313,-0.0105882
65,0.7051905,0.86155945,"('insecure', 'secure')",0.7051905,0.8615595,0.156369
66,0.10507144,-0.03992805,"('inactive', 'active')",0.1050714,-0.039928,-0.1449994
67,-0.38250697,-0.2686561,"('doubtful', 'determined')",-0.382507,-0.2686561,0.1138509
68,-0.7634378,-0.71424055,"('dependent', 'independent')",-0.7634378,-0.7142406,0.0491972
69,-1.9274892,-2.0334535,"('lazy', 'industrious')",-1.9274892,-2.0334535,-0.1059643
70,1.6652623,1.6573102,"('lethargic', 'energetic')",1.6652623,1.6573102,-0.0079521
71,0.40075186,0.3320465,"('diffident', 'self-confident')",0.4007519,0.3320465,-0.0687054
72,0.8835135,1.0385101,"('unambitious', 'ambitious')",0.8835135,1.0385101,0.1549966
73,-3.0110118,-3.0242584,"('helpless', 'self-reliant')",-3.0110118,-3.0242584,-0.0132466
74,0.18675783,0.05878392,"('undedicated', 'dedicated')",0.1867578,0.0587839,-0.1279739
75,-0.88323826,-0.80588067,"('meek', 'impulsive')",-0.8832383,-0.8058807,0.0773576
76,0.8853211,1.0147138,"('anxious', 'daring')",0.8853211,1.0147138,0.1293927
77,-1.1488239,-0.97603214,"('unmotivated', 'motivated')",-1.1488239,-0.9760321,0.1727918
78,-0.73293614,-0.76425606,"('nonresilient', 'resilient')",-0.7329361,-0.7642561,-0.03132
79,-0.7020614,-0.7480378,"('wavering', 'unwavering')",-0.7020614,-0.7480378,-0.0459764
80,0.101480536,0.07291327,"('dominated', 'dominating')",0.1014805,0.0729133,-0.0285672
81,0.1323939,0.34067893,"('submissive', 'aggressive')",0.1323939,0.3406789,0.208285
82,5.892489,6.0688486,"('poor', 'rich')",5.892489,6.0688486,0.1763596
83,-0.35849512,-0.30892026,"('powerless', 'powerful')",-0.3584951,-0.3089203,0.0495748
84,0.22108436,0.20700875,"('inferior', 'superior')",0.2210844,0.2070087,-0.0140757
85,-0.96808755,-1.1779593,"('insignificant', 'prestigious')",-0.9680876,-1.1779593,-0.2098717
86,0.45623285,0.38697407,"('uninfluential', 'influential')",0.4562328,0.3869741,-0.0692587
87,0.01786926,-0.04037399,"('unsuccessful', 'successful')",0.0178693,-0.040374,-0.0582433
88,-0.06412353,-0.054085117,"('low', 'eminent')",-0.0641235,-0.0540851,0.0100384
