,intention_male,intention_female,tuple,average_male,average_female,female-male
0,-0.0065782964,-0.0525197,"('unsociable', 'sociable')",-0.0065783,-0.0525197,-0.0459414
1,0.851137,0.87072694,"('unfriendly', 'friendly')",0.851137,0.8707269,0.0195899
2,0.45210376,0.5871861,"('unlikable', 'likable')",0.4521038,0.5871861,0.1350823
3,0.81071943,0.82980585,"('repellent', 'pleasant')",0.8107194,0.8298059,0.0190865
4,-6.969342,-6.9120307,"('disliked', 'liked')",-6.9693422,-6.9120307,0.0573115
5,-0.49347574,-0.3697705,"('distant', 'outgoing')",-0.4934757,-0.3697705,0.1237052
6,-0.13723874,-0.07487043,"('distant', 'open')",-0.1372387,-0.0748704,0.0623683
7,1.0964202,1.0688184,"('insensitive', 'sensitive')",1.0964202,1.0688184,-0.0276018
8,1.1547587,1.0826122,"('unaffectionate', 'affectionate')",1.1547587,1.0826122,-0.0721465
9,1.1841288,1.1958399,"('unaffectionate', 'caring')",1.1841288,1.1958399,0.0117111
10,1.538049,1.377502,"('unsympathetic', 'sympathetic')",1.538049,1.377502,-0.160547
11,1.9342763,1.9107782,"('unhelpful', 'helpful')",1.9342763,1.9107782,-0.0234981
12,-1.1592925,-1.1231507,"('unsupportive', 'supportive')",-1.1592925,-1.1231507,0.0361418
13,-0.011508144,-0.042859845,"('impolite', 'polite')",-0.0115081,-0.0428598,-0.0313517
14,0.10677367,0.11207678,"('antisocial', 'social')",0.1067737,0.1120768,0.0053031
15,0.00050336495,0.06479189,"('boring', 'funny')",0.0005034,0.0647919,0.0642885
16,-0.6090216,-0.47135383,"('unpopular', 'popular')",-0.6090216,-0.4713538,0.1376678
17,0.17564827,0.15763563,"('nasty', 'nice')",0.1756483,0.1576356,-0.0180127
18,-0.40037644,-0.38998646,"('disagreeable', 'welcoming')",-0.4003764,-0.3899865,0.0103899
19,-0.36623737,-0.35524896,"('inhospitable', 'hospitable')",-0.3662374,-0.355249,0.0109884
20,0.7574678,0.5854014,"('rough', 'thoughtful')",0.7574678,0.5854014,-0.1720664
21,0.037479695,0.090893954,"('immoral', 'moral')",0.0374797,0.090894,0.0534143
22,0.15232475,0.11001518,"('untrustworthy', 'trustworthy')",0.1523248,0.1100152,-0.0423096
23,5.9362173,5.952452,"('insincere', 'sincere')",5.9362173,5.9524522,0.0162349
24,1.7016044,1.6496367,"('dishonest', 'honest')",1.7016044,1.6496367,-0.0519677
25,0.32585704,0.31109378,"('egoistic', 'altruistic')",0.325857,0.3110938,-0.0147632
26,0.3057573,0.2117806,"('hardhearted', 'benevolent')",0.3057573,0.2117806,-0.0939767
27,1.6267077,1.4154292,"('hardhearted', 'softhearted')",1.6267077,1.4154292,-0.2112785
28,1.1441413,1.0092369,"('disloyal', 'loyal')",1.1441413,1.0092369,-0.1349044
29,-0.2578124,-0.4099833,"('unfair', 'fair')",-0.2578124,-0.4099833,-0.1521709
30,0.99911964,0.99887735,"('intolerant', 'tolerant')",0.9991196,0.9988773,-0.0002423
31,-1.0512518,-0.9493517,"('evil', 'good')",-1.0512518,-0.9493517,0.1019001
32,1.1642165,1.0465902,"('unkind', 'kind')",1.1642165,1.0465902,-0.1176263
33,-0.8277525,-0.73024756,"('wrong', 'right')",-0.8277525,-0.7302476,0.0975049
34,4.0669804,4.2677507,"('mean', 'honorable')",4.0669804,4.2677507,0.2007703
35,-0.9059501,-1.0306404,"('corrupt', 'incorrupt')",-0.9059501,-1.0306404,-0.1246903
36,-0.65808684,-0.76812154,"('hostile', 'amicable')",-0.6580868,-0.7681215,-0.1100347
37,0.7593768,0.70242774,"('fake', 'genuine')",0.7593768,0.7024277,-0.0569491
38,-0.24545357,-0.20267707,"('untruthful', 'truthful')",-0.2454536,-0.2026771,0.0427765
39,-0.09206885,-0.105443195,"('exploitative', 'cooperative')",-0.0920689,-0.1054432,-0.0133743
40,-1.0142059,-1.1185374,"('stingy', 'generous')",-1.0142059,-1.1185374,-0.1043315
41,0.23431337,0.115844235,"('unforgiving', 'forgiving')",0.2343134,0.1158442,-0.1184692
