,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,-0.36823422,-0.44121128,"('unsociable', 'sociable')",-0.3682342,-0.4412113,-0.0729771
1,1.7083731,1.682394,"('unfriendly', 'friendly')",1.7083731,1.682394,-0.0259791
2,0.17584446,0.20519945,"('unlikable', 'likable')",0.1758445,0.2051995,0.029355
3,0.064318985,0.1341127,"('repellent', 'pleasant')",0.064319,0.1341127,0.0697937
4,-7.4917526,-7.5946593,"('disliked', 'liked')",-7.4917526,-7.5946593,-0.1029067
5,-0.08601959,-0.102927916,"('distant', 'outgoing')",-0.0860196,-0.1029279,-0.0169083
6,0.24966912,0.24282642,"('distant', 'open')",0.2496691,0.2428264,-0.0068427
7,0.39174658,0.4814807,"('insensitive', 'sensitive')",0.3917466,0.4814807,0.0897341
8,1.4852898,1.4322501,"('unaffectionate', 'affectionate')",1.4852898,1.4322501,-0.0530397
9,1.9437466,1.9175177,"('unaffectionate', 'caring')",1.9437466,1.9175177,-0.0262289
10,0.500416,0.523159,"('unsympathetic', 'sympathetic')",0.500416,0.523159,0.022743
11,1.5967275,1.6652406,"('unhelpful', 'helpful')",1.5967275,1.6652406,0.0685131
12,-1.4906366,-1.5255817,"('unsupportive', 'supportive')",-1.4906366,-1.5255817,-0.0349451
13,-0.784719,-0.8191872,"('impolite', 'polite')",-0.784719,-0.8191872,-0.0344682
14,-0.4773895,-0.4902475,"('antisocial', 'social')",-0.4773895,-0.4902475,-0.012858
15,0.04703621,-0.0114937015,"('boring', 'funny')",0.0470362,-0.0114937,-0.0585299
16,-0.09194526,-0.09671889,"('unpopular', 'popular')",-0.0919453,-0.0967189,-0.0047736
17,-0.2694334,-0.2699909,"('nasty', 'nice')",-0.2694334,-0.2699909,-0.0005575
18,-0.011621177,-0.09262458,"('disagreeable', 'welcoming')",-0.0116212,-0.0926246,-0.0810034
19,-0.15455258,-0.15579635,"('inhospitable', 'hospitable')",-0.1545526,-0.1557963,-0.0012437
20,1.1197245,1.0908809,"('rough', 'thoughtful')",1.1197245,1.0908809,-0.0288436
21,-0.65391034,-0.6162582,"('immoral', 'moral')",-0.6539103,-0.6162582,0.0376521
22,-1.0389874,-1.0611676,"('untrustworthy', 'trustworthy')",-1.0389874,-1.0611676,-0.0221802
23,6.552715,6.631157,"('insincere', 'sincere')",6.5527148,6.6311569,0.0784421
24,1.4681789,1.406732,"('dishonest', 'honest')",1.4681789,1.406732,-0.0614469
25,1.2024097,1.1558123,"('egoistic', 'altruistic')",1.2024097,1.1558123,-0.0465974
26,1.0923531,1.0397396,"('hardhearted', 'benevolent')",1.0923531,1.0397396,-0.0526135
27,1.837865,1.775021,"('hardhearted', 'softhearted')",1.837865,1.775021,-0.062844
28,1.2450504,1.1976566,"('disloyal', 'loyal')",1.2450504,1.1976566,-0.0473938
29,-0.83385193,-0.864038,"('unfair', 'fair')",-0.8338519,-0.864038,-0.0301861
30,0.73131233,0.67364603,"('intolerant', 'tolerant')",0.7313123,0.673646,-0.0576663
31,-0.86823267,-0.8500696,"('evil', 'good')",-0.8682327,-0.8500696,0.0181631
32,1.1191584,1.0700835,"('unkind', 'kind')",1.1191584,1.0700835,-0.0490749
33,-0.075418994,-0.17625624,"('wrong', 'right')",-0.075419,-0.1762562,-0.1008372
34,4.8644147,5.0047183,"('mean', 'honorable')",4.8644147,5.0047183,0.1403036
35,-0.29264113,-0.45358738,"('corrupt', 'incorrupt')",-0.2926411,-0.4535874,-0.1609463
36,0.0240395,-0.12401672,"('hostile', 'amicable')",0.0240395,-0.1240167,-0.1480562
37,0.50445855,0.59963197,"('fake', 'genuine')",0.5044585,0.599632,0.0951735
38,0.1340242,0.07850587,"('untruthful', 'truthful')",0.1340242,0.0785059,-0.0555183
39,0.78477556,0.6909031,"('exploitative', 'cooperative')",0.7847756,0.6909031,-0.0938725
40,-1.6007422,-1.6844332,"('stingy', 'generous')",-1.6007422,-1.6844332,-0.083691
41,0.52700126,0.39879274,"('unforgiving', 'forgiving')",0.5270013,0.3987927,-0.1282086
42,-3.280719,-3.236239,"('unreliable', 'reliable')",-3.280719,-3.236239,0.04448
43,0.6940516,0.73445696,"('irresponsible', 'responsible')",0.6940516,0.734457,0.0404054
44,-1.400828,-1.3796502,"('prejudiced', 'unprejudiced')",-1.400828,-1.3796502,0.0211778
45,-0.5304055,-0.524411,"('incompetent', 'competent')",-0.5304055,-0.524411,0.0059945
46,-1.2940034,-1.320281,"('uncompetitive', 'competitive')",-1.2940034,-1.320281,-0.0262776
47,5.116844,5.2470284,"('stupid', 'smart')",5.1168442,5.2470284,0.1301842
48,0.75531226,0.68498516,"('unintelligent', 'intelligent')",0.7553123,0.6849852,-0.0703271
49,0.2261569,0.21542646,"('unable', 'able')",0.2261569,0.2154265,-0.0107304
50,-0.0895321,-0.087590665,"('clumsy', 'skillful')",-0.0895321,-0.0875907,0.0019414
51,0.05537413,0.09723213,"('uneducated', 'educated')",0.0553741,0.0972321,0.041858
52,-0.19043007,-0.2691399,"('irrational', 'rational')",-0.1904301,-0.2691399,-0.0787098
53,0.3584422,0.29793727,"('uncreative', 'creative')",0.3584422,0.2979373,-0.0605049
54,1.3898442,1.4192145,"('incapable', 'capable')",1.3898442,1.4192145,0.0293703
55,-0.0058288984,0.0639704,"('incompetent', 'clever')",-0.0058289,0.0639704,0.0697993
56,-0.003363736,-0.0012095235,"('impractical', 'practical')",-0.0033637,-0.0012095,0.0021542
57,-3.4129148,-3.378822,"('unimaginative', 'imaginative')",-3.4129148,-3.3788221,0.0340927
58,0.046599273,0.049921114,"('undiscriminating', 'discriminating')",0.0465993,0.0499211,0.0033218
59,0.069724485,0.0370083,"('foolish', 'wise')",0.0697245,0.0370083,-0.0327162
60,0.21060224,0.23585093,"('inefficient', 'efficient')",0.2106022,0.2358509,0.0252487
61,0.42607707,0.290659,"('illogical', 'logical')",0.4260771,0.290659,-0.1354181
62,0.32454664,0.3708693,"('incompetent', 'brilliant')",0.3245466,0.3708693,0.0463227
63,0.19323024,0.21974564,"('unperceptive', 'insightful')",0.1932302,0.2197456,0.0265154
64,-6.8082585,-6.8913264,"('shy', 'confident')",-6.8082585,-6.8913264,-0.0830679
65,-0.28765798,-0.27645418,"('insecure', 'secure')",-0.287658,-0.2764542,0.0112038
66,-0.39899254,-0.38038614,"('inactive', 'active')",-0.3989925,-0.3803861,0.0186064
67,-0.1605489,-0.13219702,"('doubtful', 'determined')",-0.1605489,-0.132197,0.0283519
68,-0.6866907,-0.6708181,"('dependent', 'independent')",-0.6866907,-0.6708181,0.0158726
69,-1.5873655,-1.6544044,"('lazy', 'industrious')",-1.5873655,-1.6544044,-0.0670389
70,0.21346828,0.28860343,"('lethargic', 'energetic')",0.2134683,0.2886034,0.0751351
71,0.82189906,0.8094602,"('diffident', 'self-confident')",0.8218991,0.8094602,-0.0124389
72,0.8737429,0.9012751,"('unambitious', 'ambitious')",0.8737429,0.9012751,0.0275322
73,-3.2424097,-3.192474,"('helpless', 'self-reliant')",-3.2424097,-3.1924739,0.0499358
74,0.1785806,0.11114773,"('undedicated', 'dedicated')",0.1785806,0.1111477,-0.0674329
75,-1.1475855,-1.0457782,"('meek', 'impulsive')",-1.1475855,-1.0457782,0.1018073
76,0.39964077,0.47463077,"('anxious', 'daring')",0.3996408,0.4746308,0.07499
77,-1.1259753,-1.0687099,"('unmotivated', 'motivated')",-1.1259753,-1.0687099,0.0572654
78,-0.0003773095,-0.07059309,"('nonresilient', 'resilient')",-0.0003773,-0.0705931,-0.0702158
79,0.5055601,0.45223287,"('wavering', 'unwavering')",0.5055601,0.4522329,-0.0533272
80,-0.62783885,-0.66866875,"('dominated', 'dominating')",-0.6278389,-0.6686687,-0.0408298
81,-0.7605936,-0.64386815,"('submissive', 'aggressive')",-0.7605936,-0.6438681,0.1167255
82,5.849412,6.0717845,"('poor', 'rich')",5.849412,6.0717845,0.2223725
83,-0.45135677,-0.43805835,"('powerless', 'powerful')",-0.4513568,-0.4380583,0.0132985
84,0.7839886,0.798752,"('inferior', 'superior')",0.7839886,0.798752,0.0147634
85,0.770231,0.6761,"('insignificant', 'prestigious')",0.770231,0.6761,-0.094131
86,0.09712201,0.023108138,"('uninfluential', 'influential')",0.097122,0.0231081,-0.0740139
87,-0.052542016,0.041618176,"('unsuccessful', 'successful')",-0.052542,0.0416182,0.0941602
88,0.6123692,0.6010505,"('low', 'eminent')",0.6123692,0.6010505,-0.0113187
