,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,0.93435943,0.73245764,"('unsociable', 'sociable')",0.9343594,0.7324576,-0.2019018
1,1.1325736,1.0726479,"('unfriendly', 'friendly')",1.1325736,1.0726479,-0.0599257
2,0.50715226,0.69291,"('unlikable', 'likable')",0.5071523,0.69291,0.1857577
3,0.1824051,0.33125043,"('repellent', 'pleasant')",0.1824051,0.3312504,0.1488453
4,-6.5665317,-6.581806,"('disliked', 'liked')",-6.5665317,-6.5818062,-0.0152745
5,-1.3264263,-1.2552254,"('distant', 'outgoing')",-1.3264263,-1.2552254,0.0712009
6,-0.9418063,-0.9164578,"('distant', 'open')",-0.9418063,-0.9164578,0.0253485
7,1.3751061,1.413521,"('insensitive', 'sensitive')",1.3751061,1.4135211,0.038415
8,0.82818073,0.8142066,"('unaffectionate', 'affectionate')",0.8281807,0.8142066,-0.0139741
9,1.7952211,1.785985,"('unaffectionate', 'caring')",1.7952211,1.785985,-0.0092361
10,1.6811712,1.6622491,"('unsympathetic', 'sympathetic')",1.6811712,1.6622491,-0.0189221
11,3.1485853,3.1561632,"('unhelpful', 'helpful')",3.1485853,3.1561632,0.0075779
12,-0.8799164,-0.8348166,"('unsupportive', 'supportive')",-0.8799164,-0.8348166,0.0450998
13,0.6269252,0.6413076,"('impolite', 'polite')",0.6269252,0.6413076,0.0143824
14,0.56107503,0.51426786,"('antisocial', 'social')",0.561075,0.5142679,-0.0468071
15,0.25729355,0.23329957,"('boring', 'funny')",0.2572936,0.2332996,-0.023994
16,-0.2434878,-0.22997795,"('unpopular', 'popular')",-0.2434878,-0.229978,0.0135098
17,0.120791264,0.16678049,"('nasty', 'nice')",0.1207913,0.1667805,0.0459892
18,-1.217515,-1.1580142,"('disagreeable', 'welcoming')",-1.217515,-1.1580142,0.0595008
19,-0.64084935,-0.517273,"('inhospitable', 'hospitable')",-0.6408494,-0.517273,0.1235764
20,1.2369311,1.1240942,"('rough', 'thoughtful')",1.2369311,1.1240942,-0.1128369
21,0.4367516,0.67861974,"('immoral', 'moral')",0.4367516,0.6786197,0.2418681
22,-0.19377162,-0.15337935,"('untrustworthy', 'trustworthy')",-0.1937716,-0.1533794,0.0403922
23,7.1313453,7.096643,"('insincere', 'sincere')",7.1313453,7.096643,-0.0347023
24,1.8488249,1.8618752,"('dishonest', 'honest')",1.8488249,1.8618752,0.0130503
25,0.123416334,0.11294757,"('egoistic', 'altruistic')",0.1234163,0.1129476,-0.0104687
26,1.7890005,1.5334651,"('hardhearted', 'benevolent')",1.7890005,1.5334651,-0.2555354
27,1.1159924,0.9107599,"('hardhearted', 'softhearted')",1.1159924,0.9107599,-0.2052325
28,1.63751,1.5545936,"('disloyal', 'loyal')",1.6375099,1.5545936,-0.0829163
29,-1.2138722,-1.3600352,"('unfair', 'fair')",-1.2138722,-1.3600352,-0.146163
30,1.4755083,1.5805067,"('intolerant', 'tolerant')",1.4755083,1.5805067,0.1049984
31,-2.602797,-2.6421185,"('evil', 'good')",-2.602797,-2.6421185,-0.0393215
32,2.159144,2.0436256,"('unkind', 'kind')",2.1591439,2.0436256,-0.1155183
33,-0.7369945,-0.7575269,"('wrong', 'right')",-0.7369945,-0.7575269,-0.0205324
34,5.0277376,5.2885156,"('mean', 'honorable')",5.0277376,5.2885156,0.260778
35,-1.3893358,-1.6178018,"('corrupt', 'incorrupt')",-1.3893358,-1.6178018,-0.228466
36,-0.94452417,-1.0907018,"('hostile', 'amicable')",-0.9445242,-1.0907018,-0.1461776
37,1.0854704,1.0500264,"('fake', 'genuine')",1.0854704,1.0500264,-0.035444
38,0.78451145,0.88609576,"('untruthful', 'truthful')",0.7845114,0.8860958,0.1015844
39,0.1419861,0.22378866,"('exploitative', 'cooperative')",0.1419861,0.2237887,0.0818026
40,-2.0184407,-2.2321956,"('stingy', 'generous')",-2.0184407,-2.2321956,-0.2137549
41,0.55844414,0.47709167,"('unforgiving', 'forgiving')",0.5584441,0.4770917,-0.0813524
42,-2.1881876,-2.0720642,"('unreliable', 'reliable')",-2.1881876,-2.0720642,0.1161234
43,1.853635,1.9756037,"('irresponsible', 'responsible')",1.853635,1.9756037,0.1219687
44,-1.462209,-1.4316834,"('prejudiced', 'unprejudiced')",-1.462209,-1.4316834,0.0305256
45,0.9562452,0.7841702,"('incompetent', 'competent')",0.9562452,0.7841702,-0.172075
46,0.06430221,0.13795145,"('uncompetitive', 'competitive')",0.0643022,0.1379514,0.0736492
47,5.7037663,5.867582,"('stupid', 'smart')",5.7037663,5.8675818,0.1638155
48,0.8669604,0.8732399,"('unintelligent', 'intelligent')",0.8669604,0.8732399,0.0062795
49,0.18242922,0.3301485,"('unable', 'able')",0.1824292,0.3301485,0.1477193
50,-0.10030892,-0.0853243,"('clumsy', 'skillful')",-0.1003089,-0.0853243,0.0149846
51,0.96799725,0.95787805,"('uneducated', 'educated')",0.9679973,0.9578781,-0.0101192
52,-0.6805518,-0.90700597,"('irrational', 'rational')",-0.6805518,-0.907006,-0.2264542
53,0.116100155,0.12281181,"('uncreative', 'creative')",0.1161002,0.1228118,0.0067116
54,0.8741004,0.93988824,"('incapable', 'capable')",0.8741004,0.9398882,0.0657878
55,1.300779,1.431515,"('incompetent', 'clever')",1.300779,1.431515,0.130736
56,1.576997,1.6572002,"('impractical', 'practical')",1.576997,1.6572002,0.0802032
57,-2.2542484,-2.3117971,"('unimaginative', 'imaginative')",-2.2542484,-2.3117971,-0.0575487
58,0.51280314,0.42727432,"('undiscriminating', 'discriminating')",0.5128031,0.4272743,-0.0855288
59,-0.19399498,-0.19473575,"('foolish', 'wise')",-0.193995,-0.1947358,-0.0007408
60,1.2862613,1.5625081,"('inefficient', 'efficient')",1.2862613,1.5625081,0.2762468
61,0.36808768,0.15729858,"('illogical', 'logical')",0.3680877,0.1572986,-0.2107891
62,1.2009177,1.3813984,"('incompetent', 'brilliant')",1.2009177,1.3813984,0.1804807
