,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.6182264,0.5274524,"('unsociable', 'sociable')",-0.1602602,-0.28329715,-0.17734176,-0.2683465,0.0935415,-0.0080637,-0.1016052
1,0.48293063,0.48925903,"('unfriendly', 'friendly')",1.2832366,1.1944966,0.79609305,0.72214365,0.8540868,0.8019664,-0.0521204
2,0.7950528,0.8721421,"('unlikable', 'likable')",2.6889787,2.7416296,0.951194,1.0248471,1.4784085,1.5462063,0.0677978
3,-0.093402915,0.017019264,"('repellent', 'pleasant')",-0.49826825,-0.45617628,0.914053,0.9424884,0.1074606,0.1677771,0.0603165
4,-0.7840077,-0.7668993,"('disliked', 'liked')",0.26107043,0.20040347,-6.6594887,-6.7029443,-2.394142,-2.4231467,-0.0290047
5,-0.13733271,-0.08505307,"('distant', 'outgoing')",0.93695563,0.9518366,-1.1654108,-1.1395665,-0.1219293,-0.0909277,0.0310016
6,0.16117276,0.24896495,"('distant', 'open')",0.21947896,0.22337356,-1.2789404,-1.2905747,-0.2994296,-0.2727454,0.0266842
7,1.1969011,1.1657877,"('insensitive', 'sensitive')",0.35803956,0.38209957,0.49887612,0.5374669,0.6846056,0.6951181,0.0105125
8,-1.3054835,-1.2533675,"('unaffectionate', 'affectionate')",0.30617043,0.24843158,-0.076486215,-0.12895288,-0.3585997,-0.3779629,-0.0193632
9,0.5196534,0.54759234,"('unaffectionate', 'caring')",1.2514257,1.1900395,0.74908394,0.73353845,0.8400544,0.8237234,-0.016331
10,1.6103675,1.5999179,"('unsympathetic', 'sympathetic')",-1.1513983,-1.1401678,-0.17131342,-0.1672646,0.0958853,0.0974952,0.0016099
11,1.13263,1.1092427,"('unhelpful', 'helpful')",0.088217646,0.09093692,2.3167522,2.3809185,1.1791999,1.1936994,0.0144995
12,0.9563824,1.0606203,"('unsupportive', 'supportive')",1.2131312,1.3207532,-1.7986988,-1.7189046,0.123605,0.2208229,0.0972179
13,0.7848831,0.6213366,"('impolite', 'polite')",-0.081800394,-0.019644476,-0.38304192,-0.36352873,0.1066803,0.0793878,-0.0272925
14,1.276775,1.2006209,"('antisocial', 'social')",1.630625,1.6803939,0.15361866,0.11263134,1.0203396,0.997882,-0.0224576
15,-0.06981169,-0.17338195,"('boring', 'funny')",0.22842097,0.20663768,-0.54987955,-0.53771055,-0.1304234,-0.1681516,-0.0377282
16,-1.6708621,-1.6212169,"('unpopular', 'popular')",-0.34410644,-0.3932795,-0.11569054,-0.14153357,-0.7102196,-0.7186766,-0.008457
17,-0.9952229,-0.9485266,"('nasty', 'nice')",-0.23163083,-0.1516262,-0.63963944,-0.5502745,-0.6221644,-0.5501424,0.072022
18,0.43417406,0.51669246,"('disagreeable', 'welcoming')",-0.08403739,-0.018838555,-0.8258001,-0.81733155,-0.1585545,-0.1064925,0.052062
19,-0.43684152,-0.35641748,"('inhospitable', 'hospitable')",-0.41049653,-0.41653156,-0.971627,-0.8872699,-0.6063217,-0.5534063,0.0529154
20,0.75423586,0.74816245,"('rough', 'thoughtful')",0.0089855045,0.04305021,0.3066356,0.32585216,0.356619,0.3723549,0.0157359
21,1.027735,0.9681711,"('immoral', 'moral')",0.9760942,1.0115439,-0.04456851,0.0085523855,0.6530869,0.6627558,0.0096689
22,0.8608109,0.81621855,"('untrustworthy', 'trustworthy')",-0.3501553,-0.3687173,-0.59987193,-0.5984076,-0.0297388,-0.0503021,-0.0205633
23,1.8530787,1.79787,"('insincere', 'sincere')",0.29973575,0.29091734,6.0308547,5.948498,2.7278897,2.679095,-0.0487947
24,1.5213139,1.5086495,"('dishonest', 'honest')",0.123210244,0.15133591,0.68147033,0.6916225,0.7753315,0.7838693,0.0085378
25,-0.046107545,-0.084235266,"('egoistic', 'altruistic')",0.35504302,0.34965146,0.940055,0.91038287,0.4163302,0.391933,-0.0243972
26,1.4355944,1.3258283,"('hardhearted', 'benevolent')",1.80945,1.8282757,1.5083357,1.4919455,1.5844601,1.5486832,-0.0357769
27,0.9410768,0.9348963,"('hardhearted', 'softhearted')",-0.5751256,-0.53264785,0.49909002,0.43132427,0.2883471,0.2778576,-0.0104895
28,0.09783648,-0.037287258,"('disloyal', 'loyal')",0.043944508,-0.09306145,1.1267465,1.0228931,0.4228425,0.2975148,-0.1253277
29,0.0396959,0.013527196,"('unfair', 'fair')",-0.056268513,-0.044938363,-0.28425872,-0.33903024,-0.1002771,-0.1234805,-0.0232034
30,1.2692076,1.2914265,"('intolerant', 'tolerant')",0.49317068,0.5258832,0.45157748,0.45482945,0.7379852,0.7573797,0.0193945
31,-1.2406123,-1.1030376,"('evil', 'good')",-0.28058568,-0.2524305,-1.83277,-1.8220527,-1.1179893,-1.0591736,0.0588157
32,1.7571448,1.5992569,"('unkind', 'kind')",0.028853822,0.010160614,1.0219471,0.99706376,0.9359819,0.868827,-0.0671549
33,-0.054642644,-0.11801876,"('wrong', 'right')",1.3953614,1.3926268,-1.0571841,-1.115254,0.0945115,0.053118,-0.0413935
34,-0.19096686,-0.052534573,"('mean', 'honorable')",0.5143873,0.602034,5.3030725,5.4277186,1.8754977,1.9924061,0.1169084
35,-1.3751031,-1.4373513,"('corrupt', 'incorrupt')",-0.6579554,-0.7037399,-1.2066944,-1.3232669,-1.0799177,-1.1547861,-0.0748684
36,-1.6833825,-1.6735795,"('hostile', 'amicable')",0.4829244,0.3568379,-0.8321281,-0.9531187,-0.6775287,-0.7566201,-0.0790914
37,0.62010443,0.64558196,"('fake', 'genuine')",-0.62757933,-0.61761475,-0.04348682,-0.046605773,-0.0169872,-0.0062129,0.0107743
38,0.65385807,0.67684585,"('untruthful', 'truthful')",0.8352038,0.8109609,0.09590167,0.11904261,0.5283212,0.5356165,0.0072953
39,1.3390034,1.3117688,"('exploitative', 'cooperative')",0.74933743,0.8293144,0.32718107,0.42129907,0.805174,0.8541274,0.0489534
40,1.1408312,1.1525308,"('stingy', 'generous')",1.3920023,1.41569,-2.0209322,-2.0800889,0.1706338,0.1627106,-0.0079232
41,0.7977312,0.8411294,"('unforgiving', 'forgiving')",0.69704837,0.6696748,-0.31787094,-0.36818218,0.3923029,0.380874,-0.0114289
42,0.67611843,0.72294915,"('unreliable', 'reliable')",1.0416714,1.1182629,-2.2415168,-2.1701226,-0.1745756,-0.1096369,0.0649387
43,1.3183721,1.3954281,"('irresponsible', 'responsible')",0.43544966,0.5248045,0.46643817,0.52410626,0.7400867,0.8147796,0.0746929
44,-0.44245583,-0.37665978,"('prejudiced', 'unprejudiced')",-0.1666297,-0.057054073,-1.157968,-1.1338542,-0.5890179,-0.5225227,0.0664952
45,0.3016286,0.4121433,"('incompetent', 'competent')",-1.1630298,-1.1819586,-0.3990644,-0.42998615,-0.4201552,-0.3999338,0.0202214
46,0.46298325,0.49353978,"('uncompetitive', 'competitive')",0.4742805,0.49605888,-0.30657953,-0.31434736,0.2102281,0.2250837,0.0148556
47,0.743777,0.73951423,"('stupid', 'smart')",0.90956384,0.94230306,5.048261,5.0817842,2.2338673,2.2545338,0.0206665
48,-0.21773477,-0.22410634,"('unintelligent', 'intelligent')",-0.710672,-0.6901944,0.28033164,0.24046737,-0.216025,-0.2246111,-0.0085861
49,-0.6337034,-0.61318064,"('unable', 'able')",-1.211282,-1.1456739,-0.5601129,-0.50902367,-0.8016995,-0.7559594,0.0457401
50,-0.86025876,-0.87399805,"('clumsy', 'skillful')",0.4303845,0.4004063,-0.08998789,-0.17311153,-0.1732874,-0.2155677,-0.0422803
51,1.2523592,1.0930616,"('uneducated', 'educated')",-0.19421732,-0.27464616,0.6086481,0.52612036,0.5555967,0.4481786,-0.1074181
52,-1.0202594,-1.1155714,"('irrational', 'rational')",0.61227214,0.46556595,-0.32265687,-0.43353036,-0.243548,-0.3611786,-0.1176306
53,0.20527671,0.11442342,"('uncreative', 'creative')",1.0553911,1.0263782,0.072366536,-0.006463051,0.4443448,0.3781128,-0.066232
54,-0.121298805,-0.17229176,"('incapable', 'capable')",1.0471629,1.0162332,0.33809698,0.35493037,0.4213204,0.399624,-0.0216964
55,0.9062288,0.9258314,"('incompetent', 'clever')",-0.98074967,-0.9734851,0.47731414,0.45327756,0.1342644,0.1352079,0.0009435
56,1.4722824,1.4201796,"('impractical', 'practical')",0.36349654,0.4454183,-0.2746912,-0.2558857,0.5203626,0.5365707,0.0162081
57,0.066681065,0.03973085,"('unimaginative', 'imaginative')",-0.06971896,-0.0494721,-3.0623488,-3.0981758,-1.0217956,-1.0359724,-0.0141768
58,0.22834742,0.24462743,"('undiscriminating', 'discriminating')",1.3511523,1.3096896,0.19247022,0.18823199,0.5906566,0.5808497,-0.0098069
59,-0.21957548,-0.26640245,"('foolish', 'wise')",1.2253411,1.1899275,-0.5442933,-0.55845565,0.1538241,0.1216898,-0.0321343
60,2.1795635,2.1789196,"('inefficient', 'efficient')",-0.39856654,-0.31326947,0.1428636,0.24116068,0.6412869,0.7022703,0.0609834
61,-0.42185462,-0.5210565,"('illogical', 'logical')",1.1063626,1.0711519,0.78208923,0.677755,0.4888657,0.4092835,-0.0795822
62,0.7284817,0.8363829,"('incompetent', 'brilliant')",0.2624731,0.37730962,0.41674313,0.52029955,0.4692326,0.5779974,0.1087648
63,1.8861281,1.9252448,"('unperceptive', 'insightful')",1.0068847,1.011784,0.86934197,0.94063544,1.2541183,1.2925548,0.0384365
64,-0.15200037,-0.18476377,"('shy', 'confident')",0.5371828,0.56013256,-5.2093735,-5.19184,-1.6080637,-1.6054905,0.0025732
65,0.84335685,0.6963042,"('insecure', 'secure')",-0.53337103,-0.55212426,0.39900792,0.41929483,0.2363312,0.1878249,-0.0485063
66,0.09263937,0.069216974,"('inactive', 'active')",1.3030157,1.3314198,0.95632553,0.92889225,0.7839936,0.7765097,-0.0074839
67,0.8474845,0.7967323,"('doubtful', 'determined')",0.22659293,0.2529877,-0.13470158,-0.1222837,0.3131253,0.3091455,-0.0039798
68,0.5728319,0.4653315,"('dependent', 'independent')",-1.9824584,-2.0016901,-1.1495781,-1.1594017,-0.8530682,-0.8985868,-0.0455186
69,-0.70461637,-0.6697333,"('lazy', 'industrious')",1.1080792,1.1172663,-1.3724124,-1.3462158,-0.3229832,-0.2995609,0.0234223
70,1.3644814,1.4273231,"('lethargic', 'energetic')",-0.19123545,-0.09478705,0.64258254,0.7428293,0.6052762,0.6917885,0.0865123
71,1.4062848,1.420362,"('diffident', 'self-confident')",1.7654824,1.773241,0.10396422,0.112675056,1.0919105,1.1020927,0.0101822
72,0.9112513,0.8579139,"('unambitious', 'ambitious')",0.07163744,0.10263485,-0.71015847,-0.70046836,0.0909101,0.0866935,-0.0042166
73,0.14744337,0.1937201,"('helpless', 'self-reliant')",1.463868,1.4040691,-3.3344684,-3.3215973,-0.5743856,-0.5746027,-0.0002171
74,1.4830016,1.5072447,"('undedicated', 'dedicated')",0.42049068,0.41279745,-0.31609228,-0.29810274,0.5291333,0.5406465,0.0115132
75,-1.0101601,-0.9384124,"('meek', 'impulsive')",0.08742574,0.11800769,-0.65158194,-0.61949825,-0.5247721,-0.4799677,0.0448044
76,0.5993622,0.6376551,"('anxious', 'daring')",-0.15593563,-0.086009145,0.33643836,0.34975538,0.259955,0.3004671,0.0405121
77,-0.5521433,-0.5694063,"('unmotivated', 'motivated')",0.9443772,0.9413367,-1.0448451,-0.9449085,-0.2175371,-0.1909927,0.0265444
78,-0.94118655,-0.83496577,"('nonresilient', 'resilient')",0.6568059,0.68291914,-0.13307562,-0.08794296,-0.1391521,-0.0799965,0.0591556
79,-0.9360985,-0.9330194,"('wavering', 'unwavering')",0.029587975,-0.008872734,-0.40375865,-0.37049666,-0.4367564,-0.4374629,-0.0007065
80,0.53490454,0.430026,"('dominated', 'dominating')",-0.30979124,-0.325005,0.19920745,0.23544464,0.1414403,0.1134885,-0.0279518
81,0.60484904,0.4085307,"('submissive', 'aggressive')",0.58283734,0.5880226,-0.09358466,-0.049344882,0.3647006,0.3157361,-0.0489645
82,0.13388363,0.08693577,"('poor', 'rich')",-0.7248378,-0.74129677,5.6434336,5.5680456,1.6841598,1.6378949,-0.0462649
83,0.10180779,0.057222795,"('powerless', 'powerful')",1.2694727,1.3060585,-0.4660042,-0.45367938,0.3017588,0.3032007,0.0014419
84,-0.2440292,-0.35350335,"('inferior', 'superior')",0.33229738,0.32261157,0.5566242,0.53346807,0.2149641,0.1675254,-0.0474387
85,-0.36558285,-0.29335883,"('insignificant', 'prestigious')",1.79686,1.7534579,-0.5594162,-0.5948704,0.2906203,0.2884096,-0.0022107
86,0.78257245,0.7027069,"('uninfluential', 'influential')",-0.3417799,-0.45169526,-0.46028143,-0.5532139,-0.0064963,-0.1007341,-0.0942378
87,0.01854499,-0.057496,"('unsuccessful', 'successful')",0.97293687,0.88298094,0.7115828,0.72356415,0.5676882,0.5163497,-0.0513385
88,0.40021616,0.30817887,"('low', 'eminent')",-0.81927186,-0.88302594,-0.28003195,-0.31990087,-0.2330292,-0.2982493,-0.0652201
