,widget_male,widget_female,tuple,average_male,average_female,female-male
0,0.17583312,-0.097181,"('unsociable', 'sociable')",0.1758331,-0.097181,-0.2730141
1,0.5930586,0.23229983,"('unfriendly', 'friendly')",0.5930586,0.2322998,-0.3607588
2,-0.61133647,-0.7210305,"('unlikable', 'likable')",-0.6113365,-0.7210305,-0.109694
3,-0.34185314,-0.122881114,"('repellent', 'pleasant')",-0.3418531,-0.1228811,0.218972
4,-3.7757277,-3.8693728,"('disliked', 'liked')",-3.7757277,-3.8693728,-0.0936451
5,-0.27000675,-0.4132835,"('distant', 'outgoing')",-0.2700067,-0.4132835,-0.1432768
6,-0.2726447,-0.4766896,"('distant', 'open')",-0.2726447,-0.4766896,-0.2040449
7,0.22515245,0.30656868,"('insensitive', 'sensitive')",0.2251524,0.3065687,0.0814163
8,-0.42455122,-0.6159452,"('unaffectionate', 'affectionate')",-0.4245512,-0.6159452,-0.191394
9,-0.042777892,-0.20824736,"('unaffectionate', 'caring')",-0.0427779,-0.2082474,-0.1654695
10,-0.2824584,-0.27925837,"('unsympathetic', 'sympathetic')",-0.2824584,-0.2792584,0.0032
11,0.94212526,1.0689383,"('unhelpful', 'helpful')",0.9421253,1.0689383,0.126813
12,-1.1114256,-1.1508127,"('unsupportive', 'supportive')",-1.1114256,-1.1508127,-0.0393871
13,-0.52768415,-0.6160518,"('impolite', 'polite')",-0.5276842,-0.6160518,-0.0883676
14,0.3269545,0.21631518,"('antisocial', 'social')",0.3269545,0.2163152,-0.1106393
15,0.61764044,0.4354412,"('boring', 'funny')",0.6176404,0.4354412,-0.1821992
16,-0.39334163,-0.241132,"('unpopular', 'popular')",-0.3933416,-0.241132,0.1522096
17,-0.40651238,-0.36833194,"('nasty', 'nice')",-0.4065124,-0.3683319,0.0381805
18,-0.32564571,-0.43345425,"('disagreeable', 'welcoming')",-0.3256457,-0.4334542,-0.1078085
19,-0.7575955,-0.8173841,"('inhospitable', 'hospitable')",-0.7575955,-0.8173841,-0.0597886
20,0.6137281,0.6283262,"('rough', 'thoughtful')",0.6137281,0.6283262,0.0145981
21,-0.6645081,-0.58795667,"('immoral', 'moral')",-0.6645081,-0.5879567,0.0765514
22,-0.16270286,-0.30320612,"('untrustworthy', 'trustworthy')",-0.1627029,-0.3032061,-0.1405032
23,3.1877522,3.3254232,"('insincere', 'sincere')",3.1877522,3.3254232,0.137671
24,0.05411416,-0.13254254,"('dishonest', 'honest')",0.0541142,-0.1325425,-0.1866567
25,0.5889431,0.45327994,"('egoistic', 'altruistic')",0.5889431,0.4532799,-0.1356632
26,0.95438695,0.5425074,"('hardhearted', 'benevolent')",0.9543869,0.5425074,-0.4118795
27,1.1985595,1.0407442,"('hardhearted', 'softhearted')",1.1985595,1.0407442,-0.1578153
28,0.5016857,0.25204933,"('disloyal', 'loyal')",0.5016857,0.2520493,-0.2496364
29,-0.64725167,-0.83420795,"('unfair', 'fair')",-0.6472517,-0.834208,-0.1869563
30,1.0805913,1.0163864,"('intolerant', 'tolerant')",1.0805913,1.0163864,-0.0642049
31,-1.2695557,-1.3966811,"('evil', 'good')",-1.2695557,-1.3966811,-0.1271254
32,0.42758986,0.2291024,"('unkind', 'kind')",0.4275899,0.2291024,-0.1984875
33,-0.23350896,-0.41505432,"('wrong', 'right')",-0.233509,-0.4150543,-0.1815453
34,2.4628851,2.6737154,"('mean', 'honorable')",2.4628851,2.6737154,0.2108303
35,-0.6665228,-0.7840356,"('corrupt', 'incorrupt')",-0.6665228,-0.7840356,-0.1175128
36,-1.324823,-1.4131399,"('hostile', 'amicable')",-1.324823,-1.4131399,-0.0883169
37,-0.43781114,-0.5133096,"('fake', 'genuine')",-0.4378111,-0.5133096,-0.0754985
38,-0.5254331,-0.5826955,"('untruthful', 'truthful')",-0.5254331,-0.5826955,-0.0572624
39,0.2577487,0.3034163,"('exploitative', 'cooperative')",0.2577487,0.3034163,0.0456676
40,-0.9031213,-1.0040601,"('stingy', 'generous')",-0.9031213,-1.0040601,-0.1009388
41,-0.20854902,-0.40872777,"('unforgiving', 'forgiving')",-0.208549,-0.4087278,-0.2001788
42,-2.2311172,-2.1196308,"('unreliable', 'reliable')",-2.2311172,-2.1196308,0.1114864
43,0.091189556,-0.026680216,"('irresponsible', 'responsible')",0.0911896,-0.0266802,-0.1178698
44,-0.8189362,-0.77047426,"('prejudiced', 'unprejudiced')",-0.8189362,-0.7704743,0.0484619
45,-0.26134408,-0.36444494,"('incompetent', 'competent')",-0.2613441,-0.3644449,-0.1031008
46,-0.52518904,-0.47053677,"('uncompetitive', 'competitive')",-0.525189,-0.4705368,0.0546522
47,2.437616,2.576033,"('stupid', 'smart')",2.4376161,2.5760331,0.138417
