,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.2641951,-0.3271943,"('unsociable', 'sociable')",-0.37149543,-0.3967094,-0.3178453,-0.3619519,-0.0441066
1,0.7052964,0.58965266,"('unfriendly', 'friendly')",2.0480852,1.8969569,1.3766909,1.2433047,-0.1333862
2,0.017330516,0.0029298216,"('unlikable', 'likable')",0.3760318,0.49276388,0.1966812,0.2478468,0.0511656
3,-1.1544635,-0.99971324,"('repellent', 'pleasant')",0.23163812,0.33908057,-0.4614127,-0.3303163,0.1310964
4,0.6701684,0.51903737,"('disliked', 'liked')",-7.185703,-7.4312077,-3.2577672,-3.4560852,-0.198318
5,0.57467836,0.5539111,"('distant', 'outgoing')",0.34852168,0.3171379,0.4616,0.4355245,-0.0260755
6,0.36068857,0.3928812,"('distant', 'open')",0.5907515,0.57857263,0.47572,0.4857269,0.0100069
7,-0.33536318,-0.24897894,"('insensitive', 'sensitive')",0.24605557,0.26507255,-0.0446538,0.0080468,0.0527006
8,0.68879783,0.56538635,"('unaffectionate', 'affectionate')",1.4349009,1.3242661,1.0618494,0.9448262,-0.1170232
9,0.61108106,0.48911253,"('unaffectionate', 'caring')",1.5635873,1.4908895,1.0873342,0.990001,-0.0973332
10,-0.75704557,-0.704348,"('unsympathetic', 'sympathetic')",-0.32232076,-0.29175588,-0.5396832,-0.4980519,0.0416313
11,-0.9924747,-1.0634849,"('unhelpful', 'helpful')",1.4231828,1.4614141,0.2153541,0.1989646,-0.0163895
12,-0.054813717,-0.05257575,"('unsupportive', 'supportive')",-2.0098155,-2.004876,-1.0323145,-1.0287259,0.0035886
13,-0.80087215,-0.85594326,"('impolite', 'polite')",-0.85738826,-0.68805903,-0.8291302,-0.7720011,0.0571291
14,0.10803088,0.085956044,"('antisocial', 'social')",-0.33389464,-0.35295677,-0.1129319,-0.1335004,-0.0205685
15,0.48141137,0.4129829,"('boring', 'funny')",0.64416164,0.56541395,0.5627865,0.4891984,-0.0735881
16,-0.52864355,-0.47514066,"('unpopular', 'popular')",-0.2014725,-0.21742575,-0.365058,-0.3462832,0.0187748
17,-0.47058457,-0.50798154,"('nasty', 'nice')",-0.14061122,-0.18070509,-0.3055979,-0.3443433,-0.0387454
18,-0.38738602,-0.22946122,"('disagreeable', 'welcoming')",-0.97867316,-0.88480073,-0.6830296,-0.557131,0.1258986
19,-0.5145741,-0.5790017,"('inhospitable', 'hospitable')",0.08584745,0.157259,-0.2143633,-0.2108714,0.0034919
20,-0.11955033,-0.032429688,"('rough', 'thoughtful')",0.26403105,0.2637353,0.0722404,0.1156528,0.0434124
21,-1.0418904,-0.89923036,"('immoral', 'moral')",-1.4821404,-1.2851678,-1.2620153,-1.0921991,0.1698162
22,-0.47515196,-0.64551306,"('untrustworthy', 'trustworthy')",-0.9689033,-1.0632185,-0.7220277,-0.8543658,-0.1323381
23,-0.8815167,-0.9124382,"('insincere', 'sincere')",5.8138857,5.9428844,2.4661846,2.515223,0.0490384
24,0.0003298074,-0.044157036,"('dishonest', 'honest')",0.83504784,0.83658934,0.4176888,0.3962162,-0.0214726
25,1.1104653,1.2638447,"('egoistic', 'altruistic')",1.3224283,1.3065088,1.2164469,1.2851768,0.0687299
26,1.7549745,1.6756413,"('hardhearted', 'benevolent')",2.0042946,1.8860282,1.8796346,1.7808347,-0.0987999
27,0.25677422,0.34215367,"('hardhearted', 'softhearted')",1.2518619,1.2655256,0.7543181,0.8038396,0.0495215
28,-0.026752928,-0.22325337,"('disloyal', 'loyal')",1.230649,1.0208396,0.601948,0.3987931,-0.2031549
29,-0.19736803,-0.29561934,"('unfair', 'fair')",-0.44115767,-0.5594019,-0.3192629,-0.4275106,-0.1082477
30,-0.55752796,-0.58935356,"('intolerant', 'tolerant')",-0.10213272,0.110853635,-0.3298303,-0.23925,0.0905803
31,0.22247379,0.23804112,"('evil', 'good')",-0.23930024,-0.35355994,-0.0084132,-0.0577594,-0.0493462
32,-0.2270341,-0.30294034,"('unkind', 'kind')",0.8532356,0.7569404,0.3131008,0.227,-0.0861008
33,0.7925817,0.75820726,"('wrong', 'right')",-0.19991614,-0.22560357,0.2963328,0.2663018,-0.030031
34,-0.9372922,-0.7676159,"('mean', 'honorable')",5.1017036,5.4267364,2.0822058,2.3295603,0.2473545
