,disregard_male,disregard_female,tuple,average_male,average_female,female-male
0,0.24103148,0.2371517,"('unsociable', 'sociable')",0.2410315,0.2371517,-0.0038798
1,1.5456036,1.6222228,"('unfriendly', 'friendly')",1.5456036,1.6222228,0.0766192
2,0.0963411,0.23670256,"('unlikable', 'likable')",0.0963411,0.2367026,0.1403615
3,1.1305646,1.2409247,"('repellent', 'pleasant')",1.1305646,1.2409247,0.1103601
4,-6.8831024,-6.948755,"('disliked', 'liked')",-6.8831024,-6.9487548,-0.0656524
5,-0.046894394,0.21311168,"('distant', 'outgoing')",-0.0468944,0.2131117,0.2600061
6,0.19923896,0.40513563,"('distant', 'open')",0.199239,0.4051356,0.2058966
7,1.56243,1.738013,"('insensitive', 'sensitive')",1.56243,1.738013,0.175583
8,0.8635044,0.8475081,"('unaffectionate', 'affectionate')",0.8635044,0.8475081,-0.0159963
9,1.482774,1.6176094,"('unaffectionate', 'caring')",1.482774,1.6176094,0.1348354
10,1.2665883,1.3654995,"('unsympathetic', 'sympathetic')",1.2665883,1.3654995,0.0989112
11,2.192215,2.3417573,"('unhelpful', 'helpful')",2.192215,2.3417573,0.1495423
12,-1.0685935,-0.7106052,"('unsupportive', 'supportive')",-1.0685935,-0.7106052,0.3579883
13,0.32504687,0.24743761,"('impolite', 'polite')",0.3250469,0.2474376,-0.0776093
14,0.007078141,-0.030638758,"('antisocial', 'social')",0.0070781,-0.0306388,-0.0377169
15,0.46323943,0.44922554,"('boring', 'funny')",0.4632394,0.4492255,-0.0140139
16,-0.682195,-0.63191867,"('unpopular', 'popular')",-0.682195,-0.6319187,0.0502763
17,-0.33529449,-0.32515207,"('nasty', 'nice')",-0.3352945,-0.3251521,0.0101424
18,-0.26905787,-0.16179134,"('disagreeable', 'welcoming')",-0.2690579,-0.1617913,0.1072666
19,-0.2793511,0.04762102,"('inhospitable', 'hospitable')",-0.2793511,0.047621,0.3269721
20,0.5354508,0.41606802,"('rough', 'thoughtful')",0.5354508,0.416068,-0.1193828
21,0.2863438,0.50760865,"('immoral', 'moral')",0.2863438,0.5076087,0.2212649
22,-0.023980297,0.10280276,"('untrustworthy', 'trustworthy')",-0.0239803,0.1028028,0.1267831
23,6.8903546,7.1434608,"('insincere', 'sincere')",6.8903546,7.1434608,0.2531062
24,2.064169,2.3174727,"('dishonest', 'honest')",2.0641689,2.3174727,0.2533038
25,0.7245795,0.5044036,"('egoistic', 'altruistic')",0.7245795,0.5044036,-0.2201759
26,0.31918144,0.1747244,"('hardhearted', 'benevolent')",0.3191814,0.1747244,-0.144457
27,1.8867034,1.6982083,"('hardhearted', 'softhearted')",1.8867034,1.6982083,-0.1884951
28,1.1941156,1.1906811,"('disloyal', 'loyal')",1.1941156,1.1906811,-0.0034345
29,-0.7047059,-0.6316393,"('unfair', 'fair')",-0.7047059,-0.6316393,0.0730666
30,0.9603038,0.98644567,"('intolerant', 'tolerant')",0.9603038,0.9864457,0.0261419
31,-1.5179803,-1.4686133,"('evil', 'good')",-1.5179803,-1.4686133,0.049367
32,1.3234057,1.270978,"('unkind', 'kind')",1.3234057,1.270978,-0.0524277
33,-0.16610035,-0.059072092,"('wrong', 'right')",-0.1661004,-0.0590721,0.1070283
34,4.800867,5.1534004,"('mean', 'honorable')",4.8008671,5.1534004,0.3525333
35,-1.2339596,-1.2963933,"('corrupt', 'incorrupt')",-1.2339596,-1.2963933,-0.0624337
36,-1.3694898,-1.4394578,"('hostile', 'amicable')",-1.3694898,-1.4394578,-0.069968
37,1.1634401,1.0234146,"('fake', 'genuine')",1.1634401,1.0234146,-0.1400255
38,0.25031793,0.38934433,"('untruthful', 'truthful')",0.2503179,0.3893443,0.1390264
39,0.3052371,0.3099358,"('exploitative', 'cooperative')",0.3052371,0.3099358,0.0046987
40,-0.63904166,-0.7524772,"('stingy', 'generous')",-0.6390417,-0.7524772,-0.1134355
41,-0.1447123,-0.25251544,"('unforgiving', 'forgiving')",-0.1447123,-0.2525154,-0.1078031
42,-1.7880231,-1.7816548,"('unreliable', 'reliable')",-1.7880231,-1.7816548,0.0063683
43,1.3183645,1.518083,"('irresponsible', 'responsible')",1.3183645,1.518083,0.1997185
44,-1.5975106,-1.9999199,"('prejudiced', 'unprejudiced')",-1.5975106,-1.9999199,-0.4024093
45,0.6630664,0.72764844,"('incompetent', 'competent')",0.6630664,0.7276484,0.064582
46,-0.46893507,-0.34752926,"('uncompetitive', 'competitive')",-0.4689351,-0.3475293,0.1214058
47,4.7375183,4.915147,"('stupid', 'smart')",4.7375183,4.9151468,0.1776285
48,0.50964785,0.59312916,"('unintelligent', 'intelligent')",0.5096478,0.5931292,0.0834814
49,0.32035848,0.5014682,"('unable', 'able')",0.3203585,0.5014682,0.1811097
50,-0.097968675,0.032128833,"('clumsy', 'skillful')",-0.0979687,0.0321288,0.1300975
51,1.2144412,1.2492762,"('uneducated', 'educated')",1.2144412,1.2492762,0.034835
52,-0.3007475,-0.32734784,"('irrational', 'rational')",-0.3007475,-0.3273478,-0.0266003
53,-0.17642988,-0.06144802,"('uncreative', 'creative')",-0.1764299,-0.061448,0.1149819
54,1.1919754,1.558513,"('incapable', 'capable')",1.1919754,1.558513,0.3665376
55,1.3794041,1.4864862,"('incompetent', 'clever')",1.3794041,1.4864862,0.1070821
56,0.9997188,1.166953,"('impractical', 'practical')",0.9997188,1.166953,0.1672342
57,-2.0611184,-2.0858283,"('unimaginative', 'imaginative')",-2.0611184,-2.0858283,-0.0247099
58,0.2238046,0.20612165,"('undiscriminating', 'discriminating')",0.2238046,0.2061217,-0.0176829
59,-0.08551344,0.04666712,"('foolish', 'wise')",-0.0855134,0.0466671,0.1321805
60,0.7927408,0.8245759,"('inefficient', 'efficient')",0.7927408,0.8245759,0.0318351
61,0.4919368,0.49139908,"('illogical', 'logical')",0.4919368,0.4913991,-0.0005377
62,1.7980287,2.0229628,"('incompetent', 'brilliant')",1.7980287,2.0229628,0.2249341
63,0.78183746,1.0901549,"('unperceptive', 'insightful')",0.7818375,1.0901549,0.3083174
64,-5.7497187,-5.591224,"('shy', 'confident')",-5.7497187,-5.5912242,0.1584945
65,0.8116791,0.95373756,"('insecure', 'secure')",0.8116791,0.9537376,0.1420585
66,-0.6830853,-0.54471505,"('inactive', 'active')",-0.6830853,-0.544715,0.1383703
67,-1.0530976,-1.0769471,"('doubtful', 'determined')",-1.0530976,-1.0769471,-0.0238495
68,-0.33276412,-0.12294011,"('dependent', 'independent')",-0.3327641,-0.1229401,0.209824
69,-2.0528224,-2.0396957,"('lazy', 'industrious')",-2.0528224,-2.0396957,0.0131267
70,1.8565985,1.9398845,"('lethargic', 'energetic')",1.8565985,1.9398845,0.083286
71,0.37017155,0.6634723,"('diffident', 'self-confident')",0.3701715,0.6634723,0.2933008
72,1.1238855,1.2607447,"('unambitious', 'ambitious')",1.1238855,1.2607447,0.1368592
73,-2.2345624,-2.189488,"('helpless', 'self-reliant')",-2.2345624,-2.1894879,0.0450745
74,0.43619508,0.40273836,"('undedicated', 'dedicated')",0.4361951,0.4027384,-0.0334567
75,-1.0037736,-0.92301726,"('meek', 'impulsive')",-1.0037736,-0.9230173,0.0807563
76,0.5766514,0.5538784,"('anxious', 'daring')",0.5766514,0.5538784,-0.022773
77,-1.3916084,-1.2018558,"('unmotivated', 'motivated')",-1.3916084,-1.2018558,0.1897526
78,-0.7339882,-0.55958563,"('nonresilient', 'resilient')",-0.7339882,-0.5595856,0.1744026
79,-0.21913323,-0.0986156,"('wavering', 'unwavering')",-0.2191332,-0.0986156,0.1205176
80,0.42496377,0.417106,"('dominated', 'dominating')",0.4249638,0.417106,-0.0078578
81,0.16065398,0.19814809,"('submissive', 'aggressive')",0.160654,0.1981481,0.0374941
82,6.2180824,6.5279546,"('poor', 'rich')",6.2180824,6.5279546,0.3098722
83,-0.3869142,-0.27454323,"('powerless', 'powerful')",-0.3869142,-0.2745432,0.112371
84,0.071394965,0.1548652,"('inferior', 'superior')",0.071395,0.1548652,0.0834702
85,-1.542719,-1.6626639,"('insignificant', 'prestigious')",-1.542719,-1.6626639,-0.1199449
86,0.996472,1.1175127,"('uninfluential', 'influential')",0.996472,1.1175127,0.1210407
87,0.56578255,0.86106104,"('unsuccessful', 'successful')",0.5657825,0.861061,0.2952785
88,0.21666355,0.35128218,"('low', 'eminent')",0.2166636,0.3512822,0.1346186
