,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.1861254,-1.3673718,"('unsociable', 'sociable')",-0.3567921,-0.5243181,-0.7714587,-0.9458449,-0.1743862
1,-2.081035,-2.1596942,"('unfriendly', 'friendly')",1.5774341,1.3181872,-0.2518004,-0.4207535,-0.1689531
2,0.2662241,0.28127915,"('unlikable', 'likable')",0.7935535,0.8975983,0.5298887,0.5894387,0.05955
3,-0.101077504,0.007645614,"('repellent', 'pleasant')",-0.075059876,0.05622189,-0.0880687,0.0319338,0.1200025
4,-0.122968234,-0.1364886,"('disliked', 'liked')",-4.0423117,-4.4623938,-2.0826399,-2.2994411,-0.2168012
5,-0.23845176,-0.22508818,"('distant', 'outgoing')",0.032847002,-0.106227815,-0.1028024,-0.165658,-0.0628556
6,-0.69993687,-0.66436976,"('distant', 'open')",-0.0032952577,-0.14012864,-0.3516161,-0.4022492,-0.0506331
7,-0.8217555,-0.8236103,"('insensitive', 'sensitive')",0.3230496,0.36468625,-0.249353,-0.229462,0.019891
8,-1.6851398,-1.6996437,"('unaffectionate', 'affectionate')",0.40651226,0.20337507,-0.6393138,-0.7481343,-0.1088205
9,-1.5857735,-1.6032593,"('unaffectionate', 'caring')",1.0297637,0.9040956,-0.2780049,-0.3495819,-0.071577
10,-1.6447207,-1.6749867,"('unsympathetic', 'sympathetic')",-0.27712712,-0.30902272,-0.9609239,-0.9920048,-0.0310809
11,-0.84053814,-0.84760183,"('unhelpful', 'helpful')",0.9984678,1.042105,0.0789648,0.0972516,0.0182868
12,-0.77794284,-0.77877337,"('unsupportive', 'supportive')",-0.9403383,-0.99550194,-0.8591406,-0.8871377,-0.0279971
13,-1.2323703,-1.369472,"('impolite', 'polite')",-0.39903095,-0.36754364,-0.8157006,-0.8685079,-0.0528073
14,0.0951484,0.056287847,"('antisocial', 'social')",0.8253279,0.833028,0.4602381,0.4446579,-0.0155802
15,-0.28836393,-0.37523988,"('boring', 'funny')",0.07628988,0.06273414,-0.106037,-0.1562529,-0.0502159
16,-0.28251106,-0.24127525,"('unpopular', 'popular')",-0.25246015,-0.2318855,-0.2674856,-0.2365804,0.0309052
17,-0.4182744,-0.4354955,"('nasty', 'nice')",-1.0709896,-1.0412613,-0.744632,-0.7383784,0.0062536
18,-1.3603345,-1.3251485,"('disagreeable', 'welcoming')",-0.77308345,-0.7741135,-1.066709,-1.049631,0.017078
19,-0.92096096,-0.92989457,"('inhospitable', 'hospitable')",-0.56452745,-0.6612394,-0.7427442,-0.795567,-0.0528228
20,0.84698844,0.82380795,"('rough', 'thoughtful')",1.1545726,1.1363482,1.0007806,0.9800781,-0.0207025
21,-0.6593731,-0.6915129,"('immoral', 'moral')",-0.7475114,-0.6535922,-0.7034422,-0.6725526,0.0308896
22,-0.23962314,-0.30822644,"('untrustworthy', 'trustworthy')",-0.50542414,-0.62841916,-0.3725236,-0.4683228,-0.0957992
23,-1.2485197,-1.2836344,"('insincere', 'sincere')",3.857122,3.9670756,1.3043011,1.3417206,0.0374195
24,-1.0340691,-1.07029,"('dishonest', 'honest')",0.82693344,0.7496863,-0.1035678,-0.1603018,-0.056734
25,-0.45207152,-0.41816014,"('egoistic', 'altruistic')",1.175503,1.0869591,0.3617157,0.3343995,-0.0273162
26,-0.5145509,-0.5573449,"('hardhearted', 'benevolent')",2.2585592,2.0279949,0.8720042,0.735325,-0.1366792
27,-1.7962391,-1.7901276,"('hardhearted', 'softhearted')",0.15278098,-0.003343638,-0.8217291,-0.8967356,-0.0750065
28,-0.6367893,-0.6249808,"('disloyal', 'loyal')",0.733933,0.5866597,0.0485718,-0.0191605,-0.0677323
29,0.6753827,0.6231488,"('unfair', 'fair')",-0.5747024,-0.73107195,0.0503401,-0.0539616,-0.1043017
30,0.038015842,-0.048196927,"('intolerant', 'tolerant')",1.1180756,1.1282818,0.5780457,0.5400425,-0.0380032
31,-0.00970293,0.052232314,"('evil', 'good')",-0.4720617,-0.65037376,-0.2408823,-0.2990707,-0.0581884
32,-1.0508281,-1.1064571,"('unkind', 'kind')",0.55206233,0.44138137,-0.2493829,-0.3325379,-0.083155
33,0.18709485,0.11714184,"('wrong', 'right')",0.13452631,0.06993262,0.1608106,0.0935372,-0.0672734
34,0.3067552,0.39350173,"('mean', 'honorable')",3.7463994,4.0039654,2.0265772,2.1987336,0.1721564
35,0.5350686,0.5260529,"('corrupt', 'incorrupt')",-0.54830086,-0.71939665,-0.0066161,-0.0966719,-0.0900558
36,0.018609334,0.038430423,"('hostile', 'amicable')",0.5588402,0.28614497,0.2887248,0.1622877,-0.1264371
37,-0.039461263,-0.035192028,"('fake', 'genuine')",0.40565005,0.37265065,0.1830944,0.1687293,-0.0143651
38,-1.0143905,-1.080782,"('untruthful', 'truthful')",0.26802716,0.25893724,-0.3731816,-0.4109224,-0.0377408
39,1.1315415,1.1275139,"('exploitative', 'cooperative')",0.73530304,0.7559731,0.9334223,0.9417435,0.0083212
40,0.0064892676,0.037632313,"('stingy', 'generous')",-1.1399151,-1.3378786,-0.5667129,-0.6501231,-0.0834102
41,-0.87355876,-0.8743914,"('unforgiving', 'forgiving')",0.6047205,0.5333307,-0.1344191,-0.1705303,-0.0361112
42,0.35683194,0.3610797,"('unreliable', 'reliable')",-1.6966518,-1.8174102,-0.66991,-0.7281653,-0.0582553
43,-1.2030642,-1.2462229,"('irresponsible', 'responsible')",1.1938733,1.1766007,-0.0045955,-0.0348111,-0.0302156
44,0.45565668,0.426061,"('prejudiced', 'unprejudiced')",-1.559587,-1.5460862,-0.5519652,-0.5600126,-0.0080474
45,-1.1696041,-1.1904374,"('incompetent', 'competent')",0.65200055,0.54670715,-0.2588018,-0.3218651,-0.0630633
