,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.33563206,-0.44198483,"('unsociable', 'sociable')",0.44707152,0.26712248,-0.27933034,-0.46672088,-0.0559636,-0.2138611,-0.1578975
1,-0.21640311,-0.12786645,"('unfriendly', 'friendly')",0.81140196,0.6976597,1.6198573,1.4933918,0.7382854,0.6877283,-0.0505571
2,0.921437,1.0299101,"('unlikable', 'likable')",1.6368579,1.7470136,1.0215639,1.1379795,1.1932863,1.3049677,0.1116814
3,0.59896076,0.7216592,"('repellent', 'pleasant')",0.5307928,0.63625336,0.20382692,0.24057645,0.4445268,0.5328297,0.0883029
4,0.17303406,0.2590911,"('disliked', 'liked')",-0.32459918,-0.30848676,-5.370682,-5.431937,-1.8407489,-1.8271109,0.013638
5,-0.83938974,-0.6682593,"('distant', 'outgoing')",-0.049803503,0.07731466,-0.032529946,0.055487126,-0.3072411,-0.1784858,0.1287553
6,-1.0854609,-0.88322055,"('distant', 'open')",-0.9252144,-0.8460535,0.35072878,0.4406309,-0.5533156,-0.4295477,0.1237679
7,0.6325158,0.62296456,"('insensitive', 'sensitive')",0.6407103,0.7410501,0.34669474,0.3518207,0.5399736,0.5719451,0.0319715
8,-0.25600624,-0.19417007,"('unaffectionate', 'affectionate')",-0.6427762,-0.5999976,0.3883752,0.38858092,-0.1701357,-0.1351956,0.0349401
9,0.71972406,0.77207905,"('unaffectionate', 'caring')",0.27685532,0.29974043,1.0709816,1.1012974,0.689187,0.7243723,0.0351853
10,0.33578366,0.30365002,"('unsympathetic', 'sympathetic')",0.37950453,0.4356673,-0.35389158,-0.39285758,0.1204655,0.1154866,-0.0049789
11,0.17160712,0.19372368,"('unhelpful', 'helpful')",1.4141152,1.5344529,1.9817625,2.0812874,1.1891616,1.2698213,0.0806597
12,1.639766,1.7717943,"('unsupportive', 'supportive')",0.5725066,0.8251753,-1.6713376,-1.5993782,0.1803117,0.3325305,0.1522188
