,die_male,die_female,tuple,average_male,average_female,female-male
0,0.1903376,0.108115025,"('unsociable', 'sociable')",0.1903376,0.108115,-0.0822226
1,1.5348521,1.6115397,"('unfriendly', 'friendly')",1.5348521,1.6115397,0.0766876
2,0.12878904,0.335979,"('unlikable', 'likable')",0.128789,0.335979,0.20719
3,0.987466,1.1965412,"('repellent', 'pleasant')",0.987466,1.1965412,0.2090752
4,-7.0079517,-6.992692,"('disliked', 'liked')",-7.0079517,-6.992692,0.0152597
5,-0.42076886,-0.07847769,"('distant', 'outgoing')",-0.4207689,-0.0784777,0.3422912
6,-0.12602668,0.15087858,"('distant', 'open')",-0.1260267,0.1508786,0.2769053
7,1.4503329,1.5434207,"('insensitive', 'sensitive')",1.4503329,1.5434207,0.0930878
8,1.0640155,1.1164875,"('unaffectionate', 'affectionate')",1.0640155,1.1164875,0.052472
9,1.7322185,1.9136213,"('unaffectionate', 'caring')",1.7322185,1.9136213,0.1814028
10,1.243762,1.218564,"('unsympathetic', 'sympathetic')",1.243762,1.218564,-0.025198
11,2.063723,2.233472,"('unhelpful', 'helpful')",2.0637231,2.2334721,0.169749
12,-1.2839831,-1.0895069,"('unsupportive', 'supportive')",-1.2839831,-1.0895069,0.1944762
13,0.34941053,0.29992265,"('impolite', 'polite')",0.3494105,0.2999226,-0.0494879
14,0.16493681,-0.014804188,"('antisocial', 'social')",0.1649368,-0.0148042,-0.179741
15,0.5106422,0.46630988,"('boring', 'funny')",0.5106422,0.4663099,-0.0443323
16,-0.47974384,-0.3853243,"('unpopular', 'popular')",-0.4797438,-0.3853243,0.0944195
17,0.009250078,0.023268402,"('nasty', 'nice')",0.0092501,0.0232684,0.0140183
18,-0.20444638,-0.19268073,"('disagreeable', 'welcoming')",-0.2044464,-0.1926807,0.0117657
19,-0.43430105,-0.13218105,"('inhospitable', 'hospitable')",-0.434301,-0.132181,0.30212
20,0.46913236,0.26481187,"('rough', 'thoughtful')",0.4691324,0.2648119,-0.2043205
