,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
0,0.9124942,0.7614965,"('unsociable', 'sociable')",0.9124942,0.7614965,-0.1509977
1,-0.69904685,-0.9181742,"('unfriendly', 'friendly')",-0.6990469,-0.9181742,-0.2191273
2,-1.0638201,-1.0937978,"('unlikable', 'likable')",-1.0638201,-1.0937978,-0.0299777
3,-1.0848808,-1.052247,"('repellent', 'pleasant')",-1.0848808,-1.052247,0.0326338
4,-2.7957468,-2.7958817,"('disliked', 'liked')",-2.7957468,-2.7958817,-0.0001349
5,-0.47966155,-0.4769791,"('distant', 'outgoing')",-0.4796616,-0.4769791,0.0026825
6,-0.35096687,-0.356024,"('distant', 'open')",-0.3509669,-0.356024,-0.0050571
7,-0.10882961,-0.081812024,"('insensitive', 'sensitive')",-0.1088296,-0.081812,0.0270176
8,-0.12837458,-0.15232138,"('unaffectionate', 'affectionate')",-0.1283746,-0.1523214,-0.0239468
9,-0.2333917,-0.28948498,"('unaffectionate', 'caring')",-0.2333917,-0.289485,-0.0560933
10,-0.16216916,-0.1904714,"('unsympathetic', 'sympathetic')",-0.1621692,-0.1904714,-0.0283022
11,0.5576009,0.71477085,"('unhelpful', 'helpful')",0.5576009,0.7147709,0.15717
12,-0.9622074,-0.9543295,"('unsupportive', 'supportive')",-0.9622074,-0.9543295,0.0078779
13,0.18717813,0.1629281,"('impolite', 'polite')",0.1871781,0.1629281,-0.02425
14,0.086271524,0.078105815,"('antisocial', 'social')",0.0862715,0.0781058,-0.0081657
15,1.3621392,1.3080838,"('boring', 'funny')",1.3621392,1.3080838,-0.0540554
16,-0.48565704,-0.48478258,"('unpopular', 'popular')",-0.485657,-0.4847826,0.0008744
17,0.21092503,0.3884129,"('nasty', 'nice')",0.210925,0.3884129,0.1774879
18,-2.1001956,-2.04422,"('disagreeable', 'welcoming')",-2.1001956,-2.04422,0.0559756
19,-1.3735065,-1.2039708,"('inhospitable', 'hospitable')",-1.3735065,-1.2039708,0.1695357
20,-0.5312899,-0.54459023,"('rough', 'thoughtful')",-0.5312899,-0.5445902,-0.0133003
21,-0.1482161,0.10686232,"('immoral', 'moral')",-0.1482161,0.1068623,0.2550784
22,-0.9792336,-1.0482836,"('untrustworthy', 'trustworthy')",-0.9792336,-1.0482836,-0.06905
23,1.9033601,1.8475906,"('insincere', 'sincere')",1.9033601,1.8475906,-0.0557695
24,-0.6222639,-0.642812,"('dishonest', 'honest')",-0.6222639,-0.642812,-0.0205481
25,-0.18413907,-0.31798643,"('egoistic', 'altruistic')",-0.1841391,-0.3179864,-0.1338473
26,0.49815324,0.25804746,"('hardhearted', 'benevolent')",0.4981532,0.2580475,-0.2401057
27,0.13703957,0.12543981,"('hardhearted', 'softhearted')",0.1370396,0.1254398,-0.0115998
28,0.0034342445,-0.15321438,"('disloyal', 'loyal')",0.0034342,-0.1532144,-0.1566486
29,-0.62248963,-0.68183964,"('unfair', 'fair')",-0.6224896,-0.6818396,-0.05935
30,0.37670878,0.4399734,"('intolerant', 'tolerant')",0.3767088,0.4399734,0.0632646
31,-1.2123812,-1.2890636,"('evil', 'good')",-1.2123812,-1.2890636,-0.0766824
32,0.2753875,0.33749554,"('unkind', 'kind')",0.2753875,0.3374955,0.062108
33,-0.2810776,-0.38917446,"('wrong', 'right')",-0.2810776,-0.3891745,-0.1080969
34,1.6656722,1.7559465,"('mean', 'honorable')",1.6656722,1.7559465,0.0902743
35,-0.47557902,-0.52191144,"('corrupt', 'incorrupt')",-0.475579,-0.5219114,-0.0463324
