,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,female-male
0,0.466065,0.4271012,"('unsociable', 'sociable')",0.9538616,1.2755384,0.12267936,0.11812069,-1.0714551,-1.1041739,0.1177877,0.1791466,0.0613589
1,0.13099054,-0.047683064,"('unfriendly', 'friendly')",-0.51033443,-0.7705336,-0.18314612,-0.23319355,-0.9516222,-1.0769343,-0.3785281,-0.5320861,-0.153558
2,0.4666269,0.47616762,"('unlikable', 'likable')",1.6355739,1.5726905,1.5429107,1.611613,0.36508247,0.49890617,1.0025485,1.0398444,0.0372959
3,-0.40942666,-0.3029559,"('repellent', 'pleasant')",0.8574728,1.0761136,-0.052212622,0.035867132,0.22650594,0.23734736,0.1555849,0.261593,0.1060081
4,-0.75456256,-0.92773706,"('disliked', 'liked')",-0.90832245,-1.1641716,-0.38356858,-0.425877,-1.999454,-2.096524,-1.0114769,-1.1535774,-0.1421005
5,-1.2139267,-1.3660406,"('distant', 'outgoing')",-1.91644,-2.1060157,-0.7836162,-0.8507975,-1.0789979,-1.083879,-1.2482452,-1.3516833,-0.1034381
6,-1.2947571,-1.3865391,"('distant', 'open')",-2.7632716,-3.0212255,-0.7449155,-0.76990217,-0.9666413,-0.9699476,-1.4423964,-1.5369036,-0.0945072
7,0.15213001,0.3185405,"('insensitive', 'sensitive')",0.79009074,1.1406163,0.23481564,0.35735482,-0.33475855,-0.28049946,0.2105695,0.384003,0.1734335
8,0.18360326,0.08384375,"('unaffectionate', 'affectionate')",-1.434039,-1.7785265,0.16001658,0.14023224,-1.0139662,-1.0946994,-0.5260963,-0.6622875,-0.1361912
9,0.21625291,0.14423464,"('unaffectionate', 'caring')",-0.119958475,-0.3354486,0.5610818,0.51231027,-0.6782296,-0.75960374,-0.0052133,-0.1096269,-0.1044136
10,-0.059973385,0.023464724,"('unsympathetic', 'sympathetic')",-0.5104471,-0.090791404,-0.007652914,0.13810807,-0.98769635,-1.0051054,-0.3914424,-0.233581,0.1578614
11,0.3882737,0.41392013,"('unhelpful', 'helpful')",0.83775884,0.97959656,1.0575355,1.0945435,0.38192475,0.41781336,0.6663731,0.7264683,0.0600952
12,0.5591234,0.63283885,"('unsupportive', 'supportive')",0.8598418,1.0689703,0.6784117,0.7343613,-0.769174,-0.75944376,0.3320507,0.4191817,0.087131
13,0.51812106,0.5536006,"('impolite', 'polite')",0.43152595,0.6260444,1.1692017,1.1991938,-0.2729325,-0.20533232,0.4614791,0.5433767,0.0818976
14,1.297825,1.4504006,"('antisocial', 'social')",1.4497409,1.7825944,0.5847256,0.6488886,0.005594693,0.072567225,0.8344715,0.9886127,0.1541412
15,0.398339,0.35421327,"('boring', 'funny')",-0.7072897,-0.75189114,-0.072253466,-0.10096808,-0.11779419,-0.07015937,-0.1247496,-0.1422013,-0.0174517
16,-0.040691752,-0.06794571,"('unpopular', 'popular')",-1.1835324,-1.2942408,-0.34840018,-0.3657745,-0.032278415,-0.010310844,-0.4012257,-0.434568,-0.0333423
17,0.0028673941,-0.041222535,"('nasty', 'nice')",0.038598653,0.096661195,-0.59840804,-0.5404762,-0.20507473,-0.11497058,-0.1905042,-0.150002,0.0405022
18,-0.029055178,-0.06926823,"('disagreeable', 'welcoming')",-0.7293424,-0.7247334,0.8743993,0.95257574,-0.4848258,-0.43640363,-0.092206,-0.0694574,0.0227486
19,-1.4067637,-1.5055741,"('inhospitable', 'hospitable')",-1.7914703,-2.0570836,-0.36052623,-0.36039865,-0.5379197,-0.5776282,-1.02417,-1.1251712,-0.1010012
20,1.7487463,1.8026404,"('rough', 'thoughtful')",0.4952714,0.5876929,-0.39764422,-0.43482292,-0.32267502,-0.34579504,0.3809246,0.4024289,0.0215043
21,0.9509808,0.99895257,"('immoral', 'moral')",1.5394803,1.9617527,0.54875416,0.6197039,-0.35411763,-0.2799555,0.6712744,0.8251134,0.153839
22,0.6784996,0.74265444,"('untrustworthy', 'trustworthy')",1.2459728,1.4395484,0.53142333,0.58913463,-0.1394279,0.032590702,0.5791169,0.700982,0.1218651
23,0.13911243,0.15722445,"('insincere', 'sincere')",0.32781854,0.49724638,0.4756189,0.5245525,1.7124189,1.7083589,0.6637422,0.7218455,0.0581033
24,0.08008133,0.11059038,"('dishonest', 'honest')",-0.08507777,-0.015799966,1.0083052,1.0530809,0.16358788,0.12938339,0.2917242,0.3193137,0.0275895
25,0.17956461,0.16623822,"('egoistic', 'altruistic')",-0.6478082,-0.80492145,0.5513154,0.616553,-0.3683918,-0.4465343,-0.07133,-0.1171661,-0.0458361
26,1.1758682,1.0957226,"('hardhearted', 'benevolent')",0.95910573,0.7871405,0.759251,0.72142667,0.12468991,0.03642179,0.7547287,0.6601779,-0.0945508
27,-0.73101413,-0.67431587,"('hardhearted', 'softhearted')",-1.0273602,-1.0444702,0.082093865,0.05367839,-0.070113115,-0.15547223,-0.4365984,-0.455145,-0.0185466
28,0.29204366,0.22272964,"('disloyal', 'loyal')",-0.38193852,-0.37734982,-0.0074650124,-0.033120565,-0.6061477,-0.7122365,-0.1758769,-0.2249943,-0.0491174
29,-0.049908936,-0.070494264,"('unfair', 'fair')",-0.78784525,-0.8521171,-1.0725627,-1.1596577,-0.28337255,-0.33065063,-0.5484224,-0.6032299,-0.0548075
30,0.37592113,0.32150555,"('intolerant', 'tolerant')",1.4003236,1.593318,0.9635421,1.0363547,-0.6237824,-0.5845289,0.5290011,0.5916623,0.0626612
31,-0.9947617,-1.1477914,"('evil', 'good')",-2.006963,-2.3345687,-1.1913432,-1.2823229,-1.2738388,-1.265184,-1.3667266,-1.5074667,-0.1407401
32,0.5647203,0.59664196,"('unkind', 'kind')",1.7139883,1.7597498,1.253671,1.2705364,0.9873578,0.9293777,1.1299343,1.1390765,0.0091422
33,0.21210274,0.08559333,"('wrong', 'right')",0.22481878,0.04440876,0.37365863,0.31010026,0.11003403,0.07280872,0.2301535,0.1282278,-0.1019257
