,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.68461585,-0.75776386,"('unsociable', 'sociable')",-0.22423115,-0.43341154,-0.4544235,-0.5955877,-0.1411642
1,-1.2344844,-1.2848256,"('unfriendly', 'friendly')",1.1067508,0.98526996,-0.0638668,-0.1497778,-0.085911
2,1.0152006,1.0081688,"('unlikable', 'likable')",0.79301167,0.793507,0.9041061,0.9008379,-0.0032682
3,-0.47234437,-0.30971432,"('repellent', 'pleasant')",1.1136789,1.1194899,0.3206673,0.4048878,0.0842205
4,-0.28790683,-0.24909513,"('disliked', 'liked')",-6.669228,-6.7606225,-3.4785674,-3.5048587,-0.0262913
5,-1.0935801,-1.1160023,"('distant', 'outgoing')",-0.6548707,-0.6358086,-0.8742254,-0.8759055,-0.0016801
6,-1.4347329,-1.4508475,"('distant', 'open')",-0.6810925,-0.6549264,-1.0579127,-1.052887,0.0050257
7,-0.17544022,-0.073214635,"('insensitive', 'sensitive')",0.4618474,0.43790483,0.1432036,0.1823451,0.0391415
8,-0.8598379,-0.9253384,"('unaffectionate', 'affectionate')",0.62963927,0.6042855,-0.1150993,-0.1605265,-0.0454272
9,-1.2115172,-1.2221317,"('unaffectionate', 'caring')",0.9089112,0.90638447,-0.151303,-0.1578736,-0.0065706
10,-0.6558046,-0.7350352,"('unsympathetic', 'sympathetic')",-0.6421084,-0.7326167,-0.6489565,-0.7338259,-0.0848694
11,0.0819583,0.11666876,"('unhelpful', 'helpful')",1.269034,1.3796207,0.6754962,0.7481447,0.0726485
12,-0.12896395,0.037019774,"('unsupportive', 'supportive')",-2.0689733,-2.145504,-1.0989686,-1.0542421,0.0447265
13,-0.07347642,-0.15653701,"('impolite', 'polite')",-1.0148433,-0.9865893,-0.5441599,-0.5715632,-0.0274033
14,0.8497728,0.9015007,"('antisocial', 'social')",0.47344333,0.305484,0.6616081,0.6034924,-0.0581157
15,0.2810639,0.1435205,"('boring', 'funny')",0.3074324,0.3177331,0.2942482,0.2306268,-0.0636214
16,-0.5636554,-0.518914,"('unpopular', 'popular')",0.24614674,0.2527875,-0.1587543,-0.1330632,0.0256911
17,-0.38094088,-0.21764122,"('nasty', 'nice')",-0.5534174,-0.5215606,-0.4671791,-0.3696009,0.0975782
18,0.26553833,0.4297797,"('disagreeable', 'welcoming')",-0.58446187,-0.602772,-0.1594618,-0.0864961,0.0729657
19,-1.2289126,-1.2244227,"('inhospitable', 'hospitable')",-0.87338233,-0.7807568,-1.0511475,-1.0025897,0.0485578
20,-0.10043794,0.024785928,"('rough', 'thoughtful')",0.81167,0.7941949,0.355616,0.4094904,0.0538744
21,0.56046027,0.4999873,"('immoral', 'moral')",-0.19862537,-0.19352308,0.1809174,0.1532321,-0.0276853
22,0.2601226,0.31375447,"('untrustworthy', 'trustworthy')",-0.71608293,-0.8381924,-0.2279802,-0.262219,-0.0342388
23,-0.26825976,-0.25909215,"('insincere', 'sincere')",5.329344,5.3833055,2.5305419,2.5621066,0.0315647
24,-0.26509356,-0.3070764,"('dishonest', 'honest')",0.4153248,0.41662368,0.0751156,0.0547736,-0.020342
25,0.22231315,0.24063994,"('egoistic', 'altruistic')",1.4845935,1.5022815,0.8534533,0.8714607,0.0180074
26,0.33509088,0.21065176,"('hardhearted', 'benevolent')",1.8982891,1.7232368,1.1166899,0.9669443,-0.1497456
27,-0.16623566,-0.023080897,"('hardhearted', 'softhearted')",1.2273827,1.2070624,0.5305735,0.5919907,0.0614172
28,-0.7475655,-0.8398525,"('disloyal', 'loyal')",0.79255474,0.6874237,0.0224946,-0.0762144,-0.098709
29,-0.5722547,-0.57257074,"('unfair', 'fair')",-0.15535544,-0.28591475,-0.3638051,-0.4292427,-0.0654376
30,0.9140766,0.90456736,"('intolerant', 'tolerant')",1.1116431,1.0319625,1.0128598,0.9682649,-0.0445949
31,-0.7645033,-0.6241959,"('evil', 'good')",-0.75635093,-0.80996275,-0.7604271,-0.7170793,0.0433478
32,0.5515665,0.43842542,"('unkind', 'kind')",0.64426273,0.4577616,0.5979146,0.4480935,-0.1498211
33,0.01337428,-0.0753397,"('wrong', 'right')",-0.5464294,-0.6250904,-0.2665276,-0.350215,-0.0836874
34,-0.28627244,-0.17049098,"('mean', 'honorable')",5.1325493,5.4269614,2.4231384,2.6282353,0.2050969
35,-0.36817783,-0.4613052,"('corrupt', 'incorrupt')",-0.6220417,-0.6716119,-0.4951098,-0.5664586,-0.0713488
36,-1.0421916,-1.0949922,"('hostile', 'amicable')",-0.2918989,-0.3960932,-0.6670452,-0.7455426,-0.0784974
37,-0.057766605,-0.07433372,"('fake', 'genuine')",-0.04127822,0.013839495,-0.0495224,-0.0302471,0.0192753
38,-0.50209403,-0.5271518,"('untruthful', 'truthful')",-0.51001203,-0.4309309,-0.506053,-0.4790414,0.0270116
39,0.81229275,0.85693043,"('exploitative', 'cooperative')",0.50385916,0.47457796,0.6580759,0.6657542,0.0076783
40,0.45029998,0.4760266,"('stingy', 'generous')",-1.6016299,-1.7252513,-0.5756649,-0.6246123,-0.0489474
41,0.47444525,0.58077025,"('unforgiving', 'forgiving')",0.060221687,-0.07383575,0.2673335,0.2534673,-0.0138662
42,1.0016891,1.0546463,"('unreliable', 'reliable')",-3.2344995,-3.221997,-1.1164052,-1.0836754,0.0327298
43,-0.3579081,-0.31831008,"('irresponsible', 'responsible')",0.32689953,0.26948076,-0.0155043,-0.0244147,-0.0089104
44,0.61013114,0.5111905,"('prejudiced', 'unprejudiced')",-1.3187691,-1.3336272,-0.354319,-0.4112184,-0.0568994
45,-0.33036712,-0.22106774,"('incompetent', 'competent')",0.11137605,0.038979933,-0.1094955,-0.0910439,0.0184516
46,-0.3249912,-0.28352344,"('uncompetitive', 'competitive')",-0.89260906,-0.9653604,-0.6088001,-0.6244419,-0.0156418
47,0.05227588,0.18584819,"('stupid', 'smart')",4.886025,5.0198665,2.4691503,2.6028574,0.1337071
48,-0.06274647,-0.010247668,"('unintelligent', 'intelligent')",0.77919877,0.78246886,0.3582262,0.3861106,0.0278844
49,-0.38785186,-0.10227943,"('unable', 'able')",-0.5098006,-0.40052578,-0.4488263,-0.2514026,0.1974237
50,0.049979463,0.09825322,"('clumsy', 'skillful')",-0.2878034,-0.31015116,-0.118912,-0.105949,0.012963
51,0.065723315,-0.03671229,"('uneducated', 'educated')",0.25974196,0.19675483,0.1627326,0.0800213,-0.0827113
52,-0.19265985,-0.41599068,"('irrational', 'rational')",0.11147817,0.09483439,-0.0405908,-0.1605781,-0.1199873
53,-1.0188781,-0.94585884,"('uncreative', 'creative')",0.12263656,0.09968214,-0.4481208,-0.4230883,0.0250325
54,-0.20195389,-0.36230806,"('incapable', 'capable')",0.57445747,0.59912854,0.1862518,0.1184102,-0.0678416
