,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,-0.3413387,0.15088196,"('unsociable', 'sociable')",-0.3413387,0.150882,0.4922207
1,0.98893034,1.3446641,"('unfriendly', 'friendly')",0.9889303,1.3446641,0.3557338
2,-0.25724158,-0.11607215,"('unlikable', 'likable')",-0.2572416,-0.1160721,0.1411695
3,0.90393,0.69665897,"('repellent', 'pleasant')",0.90393,0.696659,-0.207271
4,-7.3647275,-8.001056,"('disliked', 'liked')",-7.3647275,-8.0010557,-0.6363282
5,-0.58865136,-0.64923143,"('distant', 'outgoing')",-0.5886514,-0.6492314,-0.06058
6,0.07483432,-0.07947053,"('distant', 'open')",0.0748343,-0.0794705,-0.1543048
7,0.4551525,0.6588683,"('insensitive', 'sensitive')",0.4551525,0.6588683,0.2037158
8,1.2518618,1.4089292,"('unaffectionate', 'affectionate')",1.2518618,1.4089292,0.1570674
9,1.2151283,1.6388193,"('unaffectionate', 'caring')",1.2151283,1.6388193,0.423691
10,0.662406,0.74867105,"('unsympathetic', 'sympathetic')",0.662406,0.7486711,0.0862651
11,0.99117506,1.4390763,"('unhelpful', 'helpful')",0.9911751,1.4390763,0.4479012
12,-1.9427587,-1.6555859,"('unsupportive', 'supportive')",-1.9427587,-1.6555859,0.2871728
13,-0.68676764,-0.586228,"('impolite', 'polite')",-0.6867676,-0.586228,0.1005396
14,0.06154427,0.052792594,"('antisocial', 'social')",0.0615443,0.0527926,-0.0087517
15,-0.11054025,-0.019978147,"('boring', 'funny')",-0.1105402,-0.0199781,0.0905621
16,-0.46042722,-0.8064734,"('unpopular', 'popular')",-0.4604272,-0.8064734,-0.3460462
17,-0.5666698,-0.48932958,"('nasty', 'nice')",-0.5666698,-0.4893296,0.0773402
18,-0.20469141,-0.7351153,"('disagreeable', 'welcoming')",-0.2046914,-0.7351153,-0.5304239
19,-0.6012067,-0.49982476,"('inhospitable', 'hospitable')",-0.6012067,-0.4998248,0.1013819
20,0.86970323,0.6132324,"('rough', 'thoughtful')",0.8697032,0.6132324,-0.2564708
21,-0.743157,-0.45228213,"('immoral', 'moral')",-0.743157,-0.4522821,0.2908749
22,-0.5904857,-0.4484681,"('untrustworthy', 'trustworthy')",-0.5904857,-0.4484681,0.1420176
23,6.139631,6.808057,"('insincere', 'sincere')",6.1396308,6.8080568,0.668426
24,1.3196018,1.7585747,"('dishonest', 'honest')",1.3196018,1.7585747,0.4389729
25,0.81806725,0.47948402,"('egoistic', 'altruistic')",0.8180673,0.479484,-0.3385833
26,0.48116857,0.7337996,"('hardhearted', 'benevolent')",0.4811686,0.7337996,0.252631
27,1.65664,1.3382738,"('hardhearted', 'softhearted')",1.6566401,1.3382738,-0.3183663
28,0.9067726,1.0134834,"('disloyal', 'loyal')",0.9067726,1.0134834,0.1067108
29,-0.54389405,-0.7539084,"('unfair', 'fair')",-0.5438941,-0.7539084,-0.2100143
30,0.90752804,1.0521791,"('intolerant', 'tolerant')",0.907528,1.0521791,0.1446511
31,-0.910912,-1.5612789,"('evil', 'good')",-0.910912,-1.5612789,-0.6503669
32,0.55026996,0.42777216,"('unkind', 'kind')",0.55027,0.4277722,-0.1224978
33,-0.92239165,-1.0209854,"('wrong', 'right')",-0.9223917,-1.0209854,-0.0985937
34,4.747043,5.49727,"('mean', 'honorable')",4.7470431,5.4972701,0.750227
