,sleep_male,sleep_female,tuple,average_male,average_female,female-male
0,0.12735742,0.035816465,"('unsociable', 'sociable')",0.1273574,0.0358165,-0.0915409
1,1.1210192,1.1054022,"('unfriendly', 'friendly')",1.1210192,1.1054022,-0.015617
2,0.6719207,0.84275985,"('unlikable', 'likable')",0.6719207,0.8427598,0.1708391
3,1.0314603,1.206985,"('repellent', 'pleasant')",1.0314603,1.206985,0.1755247
4,-7.192328,-7.1871996,"('disliked', 'liked')",-7.192328,-7.1871996,0.0051284
5,-0.31406093,-0.102810256,"('distant', 'outgoing')",-0.3140609,-0.1028103,0.2112506
6,0.018303528,0.23158096,"('distant', 'open')",0.0183035,0.231581,0.2132775
7,0.561776,0.70723474,"('insensitive', 'sensitive')",0.561776,0.7072347,0.1454587
8,0.9262057,0.96910983,"('unaffectionate', 'affectionate')",0.9262057,0.9691098,0.0429041
9,1.4168128,1.6056662,"('unaffectionate', 'caring')",1.4168128,1.6056662,0.1888534
10,1.2512379,1.3343477,"('unsympathetic', 'sympathetic')",1.2512379,1.3343477,0.0831098
11,1.9405379,2.047323,"('unhelpful', 'helpful')",1.9405379,2.047323,0.1067851
12,-1.5803872,-1.518388,"('unsupportive', 'supportive')",-1.5803872,-1.518388,0.0619992
13,0.50056005,0.38946506,"('impolite', 'polite')",0.50056,0.3894651,-0.1110949
14,-0.21447553,-0.30419117,"('antisocial', 'social')",-0.2144755,-0.3041912,-0.0897157
15,0.22847372,0.13216864,"('boring', 'funny')",0.2284737,0.1321686,-0.0963051
16,-0.2813718,-0.15890771,"('unpopular', 'popular')",-0.2813718,-0.1589077,0.1224641
17,0.021739408,0.033522192,"('nasty', 'nice')",0.0217394,0.0335222,0.0117828
18,-0.5282926,-0.61985767,"('disagreeable', 'welcoming')",-0.5282926,-0.6198577,-0.0915651
19,-0.6022774,-0.37732467,"('inhospitable', 'hospitable')",-0.6022774,-0.3773247,0.2249527
20,0.7038137,0.58315027,"('rough', 'thoughtful')",0.7038137,0.5831503,-0.1206634
21,0.09900078,0.2312386,"('immoral', 'moral')",0.0990008,0.2312386,0.1322378
22,-0.43461198,-0.40600324,"('untrustworthy', 'trustworthy')",-0.434612,-0.4060032,0.0286088
23,6.1483192,6.272632,"('insincere', 'sincere')",6.1483192,6.2726321,0.1243129
24,1.6452277,1.7562765,"('dishonest', 'honest')",1.6452277,1.7562765,0.1110488
25,0.32185668,0.16751072,"('egoistic', 'altruistic')",0.3218567,0.1675107,-0.154346
26,0.062426638,-0.09490689,"('hardhearted', 'benevolent')",0.0624266,-0.0949069,-0.1573335
27,1.5910687,1.5276048,"('hardhearted', 'softhearted')",1.5910687,1.5276048,-0.0634639
28,1.105856,1.1472609,"('disloyal', 'loyal')",1.1058559,1.1472609,0.041405
29,-0.5249411,-0.58153677,"('unfair', 'fair')",-0.5249411,-0.5815368,-0.0565957
30,0.78142315,0.8226599,"('intolerant', 'tolerant')",0.7814232,0.8226599,0.0412367
31,-1.7125884,-1.6227391,"('evil', 'good')",-1.7125884,-1.6227391,0.0898493
32,1.4348857,1.4018332,"('unkind', 'kind')",1.4348857,1.4018332,-0.0330525
33,-0.36033392,-0.2844961,"('wrong', 'right')",-0.3603339,-0.2844961,0.0758378
34,4.4008083,4.6818433,"('mean', 'honorable')",4.4008083,4.6818433,0.281035
35,-1.2359343,-1.2833445,"('corrupt', 'incorrupt')",-1.2359343,-1.2833445,-0.0474102
36,-1.1093466,-1.1441778,"('hostile', 'amicable')",-1.1093466,-1.1441778,-0.0348312
37,0.97465456,1.0256215,"('fake', 'genuine')",0.9746546,1.0256215,0.0509669
38,-0.1399439,-0.025207706,"('untruthful', 'truthful')",-0.1399439,-0.0252077,0.1147362
39,-0.02455488,-0.047883265,"('exploitative', 'cooperative')",-0.0245549,-0.0478833,-0.0233284
40,-1.6552466,-1.8339955,"('stingy', 'generous')",-1.6552466,-1.8339955,-0.1787489
41,0.01573849,0.06620668,"('unforgiving', 'forgiving')",0.0157385,0.0662067,0.0504682
42,-1.8477503,-1.8722597,"('unreliable', 'reliable')",-1.8477503,-1.8722597,-0.0245094
43,1.148146,1.2333051,"('irresponsible', 'responsible')",1.148146,1.2333051,0.0851591
44,-1.0118965,-1.1649854,"('prejudiced', 'unprejudiced')",-1.0118965,-1.1649854,-0.1530889
45,0.28073525,0.4560359,"('incompetent', 'competent')",0.2807353,0.4560359,0.1753006
46,-0.3074963,-0.3006222,"('uncompetitive', 'competitive')",-0.3074963,-0.3006222,0.0068741
47,5.2031627,5.4739404,"('stupid', 'smart')",5.2031627,5.4739404,0.2707777
48,0.5434747,0.4921412,"('unintelligent', 'intelligent')",0.5434747,0.4921412,-0.0513335
49,0.2550175,0.5316535,"('unable', 'able')",0.2550175,0.5316535,0.276636
50,-0.16019063,-0.091845386,"('clumsy', 'skillful')",-0.1601906,-0.0918454,0.0683452
51,0.654577,0.62542206,"('uneducated', 'educated')",0.654577,0.6254221,-0.0291549
52,-0.58143806,-0.52836734,"('irrational', 'rational')",-0.5814381,-0.5283673,0.0530708
53,-0.16422144,-0.09046565,"('uncreative', 'creative')",-0.1642214,-0.0904656,0.0737558
54,1.1912506,1.4560392,"('incapable', 'capable')",1.1912506,1.4560392,0.2647886
55,0.7552209,0.7708638,"('incompetent', 'clever')",0.7552209,0.7708638,0.0156429
56,0.82106763,0.8645801,"('impractical', 'practical')",0.8210676,0.8645801,0.0435125
57,-2.434341,-2.3937092,"('unimaginative', 'imaginative')",-2.434341,-2.3937092,0.0406318
58,-0.18712643,-0.21815008,"('undiscriminating', 'discriminating')",-0.1871264,-0.2181501,-0.0310237
59,-0.11698029,-0.00736494,"('foolish', 'wise')",-0.1169803,-0.0073649,0.1096154
60,1.013414,0.9999336,"('inefficient', 'efficient')",1.013414,0.9999336,-0.0134804
61,0.12703393,0.1089676,"('illogical', 'logical')",0.1270339,0.1089676,-0.0180663
62,1.3667996,1.5515673,"('incompetent', 'brilliant')",1.3667996,1.5515673,0.1847677
63,0.423006,0.5640939,"('unperceptive', 'insightful')",0.423006,0.5640939,0.1410879
64,-5.612549,-5.5761247,"('shy', 'confident')",-5.6125488,-5.5761247,0.0364241
65,0.66686237,0.5791277,"('insecure', 'secure')",0.6668624,0.5791277,-0.0877347
66,-0.12236504,-0.09203707,"('inactive', 'active')",-0.122365,-0.0920371,0.0303279
67,-0.32628787,-0.25823855,"('doubtful', 'determined')",-0.3262879,-0.2582386,0.0680493
68,-0.34754473,-0.28541952,"('dependent', 'independent')",-0.3475447,-0.2854195,0.0621252
69,-1.991036,-1.8539988,"('lazy', 'industrious')",-1.9910361,-1.8539988,0.1370373
70,1.3586084,1.4148461,"('lethargic', 'energetic')",1.3586084,1.4148461,0.0562377
71,0.3424999,0.41959566,"('diffident', 'self-confident')",0.3424999,0.4195957,0.0770958
72,1.0238454,1.0915123,"('unambitious', 'ambitious')",1.0238454,1.0915123,0.0676669
73,-2.8431668,-2.8318937,"('helpless', 'self-reliant')",-2.8431668,-2.8318937,0.0112731
74,0.048418947,-0.07798229,"('undedicated', 'dedicated')",0.0484189,-0.0779823,-0.1264012
75,-0.742258,-0.59483683,"('meek', 'impulsive')",-0.742258,-0.5948368,0.1474212
76,0.689536,0.58102566,"('anxious', 'daring')",0.689536,0.5810257,-0.1085103
77,-1.2599952,-1.072173,"('unmotivated', 'motivated')",-1.2599952,-1.072173,0.1878222
78,-0.75124437,-0.76337034,"('nonresilient', 'resilient')",-0.7512444,-0.7633703,-0.0121259
79,-0.5909848,-0.38667387,"('wavering', 'unwavering')",-0.5909848,-0.3866739,0.2043109
80,-0.17186686,-0.19676623,"('dominated', 'dominating')",-0.1718669,-0.1967662,-0.0248993
81,0.47269282,0.3969367,"('submissive', 'aggressive')",0.4726928,0.3969367,-0.0757561
82,6.6670914,6.9442096,"('poor', 'rich')",6.6670914,6.9442096,0.2771182
83,-0.30403537,-0.28197283,"('powerless', 'powerful')",-0.3040354,-0.2819728,0.0220626
84,0.2257179,0.32052204,"('inferior', 'superior')",0.2257179,0.320522,0.0948041
85,-1.5879729,-1.6391128,"('insignificant', 'prestigious')",-1.5879729,-1.6391128,-0.0511399
86,0.4650879,0.60418946,"('uninfluential', 'influential')",0.4650879,0.6041895,0.1391016
87,0.017786615,0.26438594,"('unsuccessful', 'successful')",0.0177866,0.2643859,0.2465993
88,0.058219157,0.08819222,"('low', 'eminent')",0.0582192,0.0881922,0.029973
