,lover_male,lover_female,tuple,average_male,average_female,female-male
0,0.23500776,0.1028965,"('unsociable', 'sociable')",0.2350078,0.1028965,-0.1321113
1,1.4240708,1.3987781,"('unfriendly', 'friendly')",1.4240708,1.3987781,-0.0252927
2,0.31487995,0.3556804,"('unlikable', 'likable')",0.31488,0.3556804,0.0408004
3,1.1734449,1.2339269,"('repellent', 'pleasant')",1.1734449,1.2339269,0.060482
4,-7.2085133,-7.2262936,"('disliked', 'liked')",-7.2085133,-7.2262936,-0.0177803
5,-0.28727177,-0.21245655,"('distant', 'outgoing')",-0.2872718,-0.2124566,0.0748152
6,-0.040016,-0.009063702,"('distant', 'open')",-0.040016,-0.0090637,0.0309523
7,1.6142368,1.6608113,"('insensitive', 'sensitive')",1.6142368,1.6608113,0.0465745
8,1.1406724,1.2220227,"('unaffectionate', 'affectionate')",1.1406724,1.2220227,0.0813503
9,1.6690568,1.9250716,"('unaffectionate', 'caring')",1.6690568,1.9250716,0.2560148
10,1.1212347,1.1728067,"('unsympathetic', 'sympathetic')",1.1212347,1.1728067,0.051572
11,2.093583,2.2538352,"('unhelpful', 'helpful')",2.0935831,2.2538352,0.1602521
12,-1.1840785,-0.99836665,"('unsupportive', 'supportive')",-1.1840785,-0.9983667,0.1857118
13,0.15617348,-0.036231983,"('impolite', 'polite')",0.1561735,-0.036232,-0.1924055
14,0.24685307,0.1016112,"('antisocial', 'social')",0.2468531,0.1016112,-0.1452419
15,0.4018143,0.3287092,"('boring', 'funny')",0.4018143,0.3287092,-0.0731051
16,-0.6925733,-0.57408315,"('unpopular', 'popular')",-0.6925733,-0.5740831,0.1184902
17,-0.22703616,-0.21052593,"('nasty', 'nice')",-0.2270362,-0.2105259,0.0165103
18,-0.24666497,-0.2051732,"('disagreeable', 'welcoming')",-0.246665,-0.2051732,0.0414918
19,-0.34314537,-0.18454598,"('inhospitable', 'hospitable')",-0.3431454,-0.184546,0.1585994
20,0.5633499,0.3762532,"('rough', 'thoughtful')",0.5633499,0.3762532,-0.1870967
21,0.20402816,0.3408497,"('immoral', 'moral')",0.2040282,0.3408497,0.1368215
22,0.008256381,0.022889698,"('untrustworthy', 'trustworthy')",0.0082564,0.0228897,0.0146333
23,6.880497,7.1059422,"('insincere', 'sincere')",6.880497,7.1059422,0.2254452
24,1.90525,2.0501964,"('dishonest', 'honest')",1.90525,2.0501964,0.1449464
25,0.76354665,0.6516364,"('egoistic', 'altruistic')",0.7635466,0.6516364,-0.1119102
26,0.2861903,0.023642369,"('hardhearted', 'benevolent')",0.2861903,0.0236424,-0.2625479
27,1.8455684,1.6757401,"('hardhearted', 'softhearted')",1.8455684,1.6757401,-0.1698283
28,1.289617,1.2994787,"('disloyal', 'loyal')",1.2896169,1.2994787,0.0098618
29,-0.425086,-0.47730312,"('unfair', 'fair')",-0.425086,-0.4773031,-0.0522171
30,1.1022502,1.1449989,"('intolerant', 'tolerant')",1.1022502,1.1449989,0.0427487
31,-1.6070049,-1.6123085,"('evil', 'good')",-1.6070049,-1.6123085,-0.0053036
32,1.3476826,1.2097768,"('unkind', 'kind')",1.3476826,1.2097768,-0.1379058
33,-0.16555366,-0.0539793,"('wrong', 'right')",-0.1655537,-0.0539793,0.1115744
34,4.713005,5.0407457,"('mean', 'honorable')",4.7130051,5.0407457,0.3277406
35,-1.2562964,-1.2879868,"('corrupt', 'incorrupt')",-1.2562964,-1.2879868,-0.0316904
36,-1.3870151,-1.3381336,"('hostile', 'amicable')",-1.3870151,-1.3381336,0.0488815
37,1.3513858,1.252752,"('fake', 'genuine')",1.3513858,1.2527519,-0.0986339
38,0.006413743,0.10081122,"('untruthful', 'truthful')",0.0064137,0.1008112,0.0943975
39,0.19071113,0.17521842,"('exploitative', 'cooperative')",0.1907111,0.1752184,-0.0154927
