,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.25036228,-0.38830918,"('unsociable', 'sociable')",-0.2503623,-0.3883092,-0.1379469
1,-0.74713403,-1.0409541,"('unfriendly', 'friendly')",-0.747134,-1.0409541,-0.2938201
2,-1.2633563,-1.4867065,"('unlikable', 'likable')",-1.2633563,-1.4867065,-0.2233502
3,-1.2880211,-1.144113,"('repellent', 'pleasant')",-1.2880211,-1.1441129,0.1439082
4,-1.0133284,-0.9153785,"('disliked', 'liked')",-1.0133284,-0.9153785,0.0979499
5,-0.5971022,-0.58035386,"('distant', 'outgoing')",-0.5971022,-0.5803539,0.0167483
6,-1.0082014,-1.1411428,"('distant', 'open')",-1.0082014,-1.1411428,-0.1329414
7,-0.74853814,-0.8450291,"('insensitive', 'sensitive')",-0.7485381,-0.8450291,-0.096491
8,-0.9551823,-1.3543949,"('unaffectionate', 'affectionate')",-0.9551823,-1.3543949,-0.3992126
9,-0.45215672,-0.743682,"('unaffectionate', 'caring')",-0.4521567,-0.743682,-0.2915253
10,-1.0842626,-1.3748643,"('unsympathetic', 'sympathetic')",-1.0842626,-1.3748643,-0.2906017
11,-0.30866355,-0.29671428,"('unhelpful', 'helpful')",-0.3086635,-0.2967143,0.0119492
12,-0.35363144,-0.4394798,"('unsupportive', 'supportive')",-0.3536314,-0.4394798,-0.0858484
13,-0.54313606,-0.49101967,"('impolite', 'polite')",-0.5431361,-0.4910197,0.0521164
14,0.28274345,0.13982217,"('antisocial', 'social')",0.2827435,0.1398222,-0.1429213
15,0.050024666,-0.16128695,"('boring', 'funny')",0.0500247,-0.161287,-0.2113117
16,-1.4713725,-1.4516897,"('unpopular', 'popular')",-1.4713725,-1.4516897,0.0196828
17,-0.4196875,-0.5322909,"('nasty', 'nice')",-0.4196875,-0.5322909,-0.1126034
18,-1.6255329,-1.6591592,"('disagreeable', 'welcoming')",-1.6255329,-1.6591592,-0.0336263
19,-1.8967477,-1.8637807,"('inhospitable', 'hospitable')",-1.8967477,-1.8637807,0.032967
20,-1.075744,-1.0550458,"('rough', 'thoughtful')",-1.075744,-1.0550458,0.0206982
21,-1.375317,-1.1366944,"('immoral', 'moral')",-1.375317,-1.1366944,0.2386226
22,-0.29719418,-0.46181428,"('untrustworthy', 'trustworthy')",-0.2971942,-0.4618143,-0.1646201
23,0.0836287,-0.016056286,"('insincere', 'sincere')",0.0836287,-0.0160563,-0.099685
