,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
21,-0.15008175,-0.1729721,"('immoral', 'moral')",-0.1500818,-0.1729721,-0.0228903
22,-0.75334436,-0.74911076,"('untrustworthy', 'trustworthy')",-0.7533444,-0.7491108,0.0042336
23,3.0722332,3.096498,"('insincere', 'sincere')",3.0722332,3.096498,0.0242648
24,-0.091682866,-0.10867551,"('dishonest', 'honest')",-0.0916829,-0.1086755,-0.0169926
25,0.22379059,0.08515631,"('egoistic', 'altruistic')",0.2237906,0.0851563,-0.1386343
26,0.70825773,0.5265112,"('hardhearted', 'benevolent')",0.7082577,0.5265112,-0.1817465
27,0.88094974,0.9198067,"('hardhearted', 'softhearted')",0.8809497,0.9198067,0.038857
28,1.0851451,0.95874673,"('disloyal', 'loyal')",1.0851451,0.9587467,-0.1263984
29,-0.5681147,-0.53780603,"('unfair', 'fair')",-0.5681147,-0.537806,0.0303087
30,0.45481366,0.4142461,"('intolerant', 'tolerant')",0.4548137,0.4142461,-0.0405676
31,-1.073809,-1.1032522,"('evil', 'good')",-1.073809,-1.1032522,-0.0294432
32,0.29798368,0.20854239,"('unkind', 'kind')",0.2979837,0.2085424,-0.0894413
33,-0.04779199,-0.15410542,"('wrong', 'right')",-0.047792,-0.1541054,-0.1063134
34,2.19854,2.3433843,"('mean', 'honorable')",2.19854,2.3433843,0.1448443
35,0.15144289,0.086431,"('corrupt', 'incorrupt')",0.1514429,0.086431,-0.0650119
36,-0.54135674,-0.6589781,"('hostile', 'amicable')",-0.5413567,-0.6589781,-0.1176214
37,0.51059943,0.5318016,"('fake', 'genuine')",0.5105994,0.5318016,0.0212022
38,0.1715072,0.1525406,"('untruthful', 'truthful')",0.1715072,0.1525406,-0.0189666
39,0.9752651,1.0037237,"('exploitative', 'cooperative')",0.9752651,1.0037237,0.0284586
40,-1.1127944,-1.1959256,"('stingy', 'generous')",-1.1127944,-1.1959256,-0.0831312
41,0.2549961,0.1742183,"('unforgiving', 'forgiving')",0.2549961,0.1742183,-0.0807778
42,-1.8536593,-1.7628514,"('unreliable', 'reliable')",-1.8536593,-1.7628514,0.0908079
43,-0.27027118,-0.20792119,"('irresponsible', 'responsible')",-0.2702712,-0.2079212,0.06235
44,-1.0785495,-1.0360452,"('prejudiced', 'unprejudiced')",-1.0785495,-1.0360452,0.0425043
45,-0.5998198,-0.6129305,"('incompetent', 'competent')",-0.5998198,-0.6129305,-0.0131107
46,-0.9315009,-0.8284766,"('uncompetitive', 'competitive')",-0.9315009,-0.8284766,0.1030243
47,2.0195262,2.1599424,"('stupid', 'smart')",2.0195262,2.1599424,0.1404162
48,0.90440065,0.9427548,"('unintelligent', 'intelligent')",0.9044006,0.9427548,0.0383542
49,0.27859965,0.48189712,"('unable', 'able')",0.2785996,0.4818971,0.2032975
50,0.035310447,0.09149149,"('clumsy', 'skillful')",0.0353104,0.0914915,0.0561811
51,-0.35793072,-0.41383988,"('uneducated', 'educated')",-0.3579307,-0.4138399,-0.0559092
52,-0.76743025,-0.9039903,"('irrational', 'rational')",-0.7674302,-0.9039903,-0.1365601
53,-0.7007011,-0.7309686,"('uncreative', 'creative')",-0.7007011,-0.7309686,-0.0302675
54,-0.0049133506,0.011451336,"('incapable', 'capable')",-0.0049134,0.0114513,0.0163647
55,0.22045963,0.2307733,"('incompetent', 'clever')",0.2204596,0.2307733,0.0103137
56,0.5840689,0.5022829,"('impractical', 'practical')",0.5840689,0.5022829,-0.081786
57,-2.4269586,-2.490055,"('unimaginative', 'imaginative')",-2.4269586,-2.4900551,-0.0630965
58,0.21080005,0.19982097,"('undiscriminating', 'discriminating')",0.2108001,0.199821,-0.0109791
59,-0.5136947,-0.44920805,"('foolish', 'wise')",-0.5136947,-0.4492081,0.0644866
60,0.54928106,0.5980999,"('inefficient', 'efficient')",0.5492811,0.5980999,0.0488188
61,-0.10117486,-0.24201056,"('illogical', 'logical')",-0.1011749,-0.2420106,-0.1408357
62,0.29273403,0.4683312,"('incompetent', 'brilliant')",0.292734,0.4683312,0.1755972
63,-0.37216938,-0.25611266,"('unperceptive', 'insightful')",-0.3721694,-0.2561127,0.1160567
64,-3.6555088,-3.6967287,"('shy', 'confident')",-3.6555088,-3.6967287,-0.0412199
65,0.13164595,0.15565097,"('insecure', 'secure')",0.1316459,0.155651,0.0240051
66,-1.1168798,-1.1277764,"('inactive', 'active')",-1.1168798,-1.1277764,-0.0108966
67,0.15242581,0.09619472,"('doubtful', 'determined')",0.1524258,0.0961947,-0.0562311
68,-0.6340251,-0.5479548,"('dependent', 'independent')",-0.6340251,-0.5479548,0.0860703
69,-0.4193559,-0.47955415,"('lazy', 'industrious')",-0.4193559,-0.4795541,-0.0601982
70,-0.65650535,-0.594706,"('lethargic', 'energetic')",-0.6565053,-0.594706,0.0617993
71,0.45287162,0.45598763,"('diffident', 'self-confident')",0.4528716,0.4559876,0.003116
72,-0.24747682,-0.1778095,"('unambitious', 'ambitious')",-0.2474768,-0.1778095,0.0696673
73,-1.0483471,-1.0589368,"('helpless', 'self-reliant')",-1.0483471,-1.0589368,-0.0105897
74,-0.14668894,-0.24045245,"('undedicated', 'dedicated')",-0.1466889,-0.2404525,-0.0937636
75,-0.8699559,-0.7619823,"('meek', 'impulsive')",-0.8699559,-0.7619823,0.1079736
76,-0.17466287,-0.054416247,"('anxious', 'daring')",-0.1746629,-0.0544162,0.1202467
77,-0.86994475,-0.8797527,"('unmotivated', 'motivated')",-0.8699448,-0.8797527,-0.0098079
78,-0.14409056,-0.054612007,"('nonresilient', 'resilient')",-0.1440906,-0.054612,0.0894786
79,-0.8348468,-0.88607335,"('wavering', 'unwavering')",-0.8348468,-0.8860734,-0.0512266
80,-0.08040877,-0.01939899,"('dominated', 'dominating')",-0.0804088,-0.019399,0.0610098
81,-0.52900803,-0.46771142,"('submissive', 'aggressive')",-0.529008,-0.4677114,0.0612966
82,2.089041,2.2139814,"('poor', 'rich')",2.089041,2.2139814,0.1249404
83,-0.011279639,-0.06728723,"('powerless', 'powerful')",-0.0112796,-0.0672872,-0.0560076
84,0.41790202,0.43181688,"('inferior', 'superior')",0.417902,0.4318169,0.0139149
85,-0.6014917,-0.73820937,"('insignificant', 'prestigious')",-0.6014917,-0.7382094,-0.1367177
86,-0.6849313,-0.8634721,"('uninfluential', 'influential')",-0.6849313,-0.8634721,-0.1785408
87,-0.007513523,0.0063611045,"('unsuccessful', 'successful')",-0.0075135,0.0063611,0.0138746
88,-0.22480705,-0.35190016,"('low', 'eminent')",-0.2248071,-0.3519002,-0.1270931
