,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.57862276,-0.7401518,"('unsociable', 'sociable')",-0.08504249,-0.23871884,-0.22860436,-0.30955195,-0.2974232,-0.4294742,-0.132051
1,0.7919993,0.71589804,"('unfriendly', 'friendly')",0.7450758,0.5055306,1.2304345,1.1221762,0.9225032,0.7812016,-0.1413016
2,1.0741254,1.1185417,"('unlikable', 'likable')",1.2343282,1.1671382,0.71651846,0.69585943,1.008324,0.9938464,-0.0144776
3,-0.2989583,-0.12663189,"('repellent', 'pleasant')",-0.1868813,-0.14134344,0.9709072,1.0512531,0.1616892,0.2610926,0.0994034
4,0.06711283,-0.028820304,"('disliked', 'liked')",0.74996465,0.59719443,-6.5147624,-6.6081195,-1.8992283,-2.0132484,-0.1140201
5,0.07465481,0.040262386,"('distant', 'outgoing')",0.3921439,0.32104665,-0.8325293,-0.69320506,-0.1219102,-0.110632,0.0112782
6,-0.40304688,-0.42880982,"('distant', 'open')",-0.13624342,-0.26740757,-0.96107745,-0.8746905,-0.5001226,-0.5236359,-0.0235133
7,-0.10212231,-0.050144527,"('insensitive', 'sensitive')",0.6667504,0.754228,0.58715326,0.658715,0.3839271,0.4542662,0.0703391
8,0.41193146,0.34564286,"('unaffectionate', 'affectionate')",-0.43082708,-0.58008164,0.39778292,0.36537248,0.1262958,0.0436446,-0.0826512
9,0.63452345,0.63518685,"('unaffectionate', 'caring')",0.19483888,0.13482445,1.0398027,1.0991629,0.623055,0.6230581,3.1e-06
10,-0.49179262,-0.5802825,"('unsympathetic', 'sympathetic')",-0.81039214,-0.876806,-0.58414686,-0.62485677,-0.6287772,-0.6939817,-0.0652045
11,-0.47724968,-0.4808351,"('unhelpful', 'helpful')",-0.058421187,0.011965275,2.0882185,2.213853,0.5175159,0.581661,0.0641451
12,1.8015434,1.7832599,"('unsupportive', 'supportive')",0.7761262,0.76381123,-1.6447943,-1.645031,0.3109584,0.30068,-0.0102784
13,-0.20890509,-0.25515255,"('impolite', 'polite')",-0.24671604,-0.20570418,-0.5917711,-0.64518625,-0.3491307,-0.368681,-0.0195503
14,0.18466857,0.20596491,"('antisocial', 'social')",0.83383465,0.9076052,0.12861595,0.11952711,0.3823731,0.4110324,0.0286593
15,0.015579082,-0.10547286,"('boring', 'funny')",-0.060621835,-0.14546272,-0.37515357,-0.38579932,-0.1400654,-0.212245,-0.0721796
16,-1.3046792,-1.2747862,"('unpopular', 'popular')",-0.013267145,-0.06278481,0.30363017,0.29160315,-0.3381054,-0.3486559,-0.0105505
17,-0.4272451,-0.4296756,"('nasty', 'nice')",-0.84976584,-0.7873389,-0.6955966,-0.63410497,-0.6575358,-0.6170398,0.040496
18,0.47938085,0.42505568,"('disagreeable', 'welcoming')",-0.6479746,-0.7127457,-0.6151267,-0.6036993,-0.2612402,-0.2971298,-0.0358896
19,0.18370992,0.11672914,"('inhospitable', 'hospitable')",-0.6352436,-0.80043024,-0.6491712,-0.6450752,-0.3669016,-0.4429255,-0.0760239
20,-0.35289407,-0.2799052,"('rough', 'thoughtful')",0.11605269,0.1743933,0.42283696,0.49287888,0.0619985,0.1291223,0.0671238
21,0.4127568,0.3917855,"('immoral', 'moral')",1.1555043,1.1133502,-0.39557773,-0.32175395,0.3908945,0.3944606,0.0035661
