,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,-0.3821651,-0.28665096,"('unsociable', 'sociable')",-0.3821651,-0.286651,0.0955141
1,0.96043277,0.8899871,"('unfriendly', 'friendly')",0.9604328,0.8899871,-0.0704457
2,-0.2631075,-0.18816173,"('unlikable', 'likable')",-0.2631075,-0.1881617,0.0749458
3,0.78244704,0.84446275,"('repellent', 'pleasant')",0.782447,0.8444628,0.0620158
4,-7.1466985,-7.286694,"('disliked', 'liked')",-7.1466985,-7.286694,-0.1399955
5,-0.76654816,-0.7710173,"('distant', 'outgoing')",-0.7665482,-0.7710173,-0.0044691
6,-0.05259842,-0.15701145,"('distant', 'open')",-0.0525984,-0.1570114,-0.104413
7,0.60632443,0.71248746,"('insensitive', 'sensitive')",0.6063244,0.7124875,0.1061631
8,0.8129059,0.695219,"('unaffectionate', 'affectionate')",0.8129059,0.695219,-0.1176869
9,0.91284466,0.93441373,"('unaffectionate', 'caring')",0.9128447,0.9344137,0.021569
10,0.7522368,0.88096446,"('unsympathetic', 'sympathetic')",0.7522368,0.8809645,0.1287277
11,0.9504452,1.0362669,"('unhelpful', 'helpful')",0.9504452,1.0362669,0.0858217
12,-2.1385868,-2.105951,"('unsupportive', 'supportive')",-2.1385868,-2.1059511,0.0326357
13,-0.5431444,-0.44334015,"('impolite', 'polite')",-0.5431444,-0.4433402,0.0998042
14,0.21704152,0.23668501,"('antisocial', 'social')",0.2170415,0.236685,0.0196435
15,-0.051439285,-0.14185357,"('boring', 'funny')",-0.0514393,-0.1418536,-0.0904143
16,-0.6619606,-0.6918419,"('unpopular', 'popular')",-0.6619606,-0.6918419,-0.0298813
17,-0.37431118,-0.31347477,"('nasty', 'nice')",-0.3743112,-0.3134748,0.0608364
18,-0.33577877,-0.3701343,"('disagreeable', 'welcoming')",-0.3357788,-0.3701343,-0.0343555
19,-0.8904706,-0.9998052,"('inhospitable', 'hospitable')",-0.8904706,-0.9998052,-0.1093346
20,0.9181718,0.856498,"('rough', 'thoughtful')",0.9181718,0.856498,-0.0616738
21,-0.61710143,-0.4542051,"('immoral', 'moral')",-0.6171014,-0.4542051,0.1628963
22,-0.29295847,-0.25460482,"('untrustworthy', 'trustworthy')",-0.2929585,-0.2546048,0.0383537
23,5.6770597,5.763572,"('insincere', 'sincere')",5.6770597,5.7635722,0.0865125
24,1.093336,1.0631317,"('dishonest', 'honest')",1.093336,1.0631317,-0.0302043
25,0.88617104,0.7730143,"('egoistic', 'altruistic')",0.886171,0.7730143,-0.1131567
26,1.106436,0.98328775,"('hardhearted', 'benevolent')",1.106436,0.9832878,-0.1231482
27,1.5989127,1.4073565,"('hardhearted', 'softhearted')",1.5989127,1.4073565,-0.1915562
28,0.8207515,0.8011872,"('disloyal', 'loyal')",0.8207515,0.8011872,-0.0195643
29,-0.65746665,-0.7655407,"('unfair', 'fair')",-0.6574667,-0.7655407,-0.108074
30,0.82068795,0.90135634,"('intolerant', 'tolerant')",0.8206879,0.9013563,0.0806684
31,-0.9295758,-1.0232146,"('evil', 'good')",-0.9295758,-1.0232146,-0.0936388
32,0.72307175,0.6792335,"('unkind', 'kind')",0.7230718,0.6792335,-0.0438383
33,-0.4821092,-0.54494786,"('wrong', 'right')",-0.4821092,-0.5449479,-0.0628387
34,4.146732,4.2692757,"('mean', 'honorable')",4.1467319,4.2692757,0.1225438
35,-0.4326988,-0.7529028,"('corrupt', 'incorrupt')",-0.4326988,-0.7529028,-0.320204
36,-0.49337673,-0.6584007,"('hostile', 'amicable')",-0.4933767,-0.6584007,-0.165024
37,0.68185836,0.68618226,"('fake', 'genuine')",0.6818584,0.6861823,0.0043239
38,-0.58961827,-0.5001759,"('untruthful', 'truthful')",-0.5896183,-0.5001759,0.0894424
39,0.5511359,0.5630704,"('exploitative', 'cooperative')",0.5511359,0.5630704,0.0119345
40,-1.2702477,-1.3842672,"('stingy', 'generous')",-1.2702477,-1.3842672,-0.1140195
41,-0.11521937,-0.071558595,"('unforgiving', 'forgiving')",-0.1152194,-0.0715586,0.0436608
42,-1.9297235,-1.9648675,"('unreliable', 'reliable')",-1.9297235,-1.9648675,-0.035144
43,0.39202586,0.5231704,"('irresponsible', 'responsible')",0.3920259,0.5231704,0.1311445
44,-0.47959048,-0.5156912,"('prejudiced', 'unprejudiced')",-0.4795905,-0.5156912,-0.0361007
45,-0.19010977,-0.18773201,"('incompetent', 'competent')",-0.1901098,-0.187732,0.0023778
46,-0.6211214,-0.5649203,"('uncompetitive', 'competitive')",-0.6211214,-0.5649203,0.0562011
47,4.6233225,4.7630463,"('stupid', 'smart')",4.6233225,4.7630463,0.1397238
48,-0.088335134,-0.042223066,"('unintelligent', 'intelligent')",-0.0883351,-0.0422231,0.046112
49,-0.43845272,-0.3808899,"('unable', 'able')",-0.4384527,-0.3808899,0.0575628
50,-0.47689903,-0.5672758,"('clumsy', 'skillful')",-0.476899,-0.5672758,-0.0903768
51,0.1968811,0.09665024,"('uneducated', 'educated')",0.1968811,0.0966502,-0.1002309
52,-0.27812457,-0.45652398,"('irrational', 'rational')",-0.2781246,-0.456524,-0.1783994
53,-0.29521346,-0.39212418,"('uncreative', 'creative')",-0.2952135,-0.3921242,-0.0969107
54,0.6507102,0.66506183,"('incapable', 'capable')",0.6507102,0.6650618,0.0143516
55,0.5636281,0.668654,"('incompetent', 'clever')",0.5636281,0.668654,0.1050259
56,0.24356185,0.32230514,"('impractical', 'practical')",0.2435618,0.3223051,0.0787433
57,-2.5362618,-2.4911046,"('unimaginative', 'imaginative')",-2.5362618,-2.4911046,0.0451572
58,0.08802485,0.08325017,"('undiscriminating', 'discriminating')",0.0880248,0.0832502,-0.0047746
