,footstep_male,footstep_female,tuple,average_male,average_female,female-male
0,-0.012014143,-0.1967316,"('unsociable', 'sociable')",-0.0120141,-0.1967316,-0.1847175
1,-0.25435737,-0.24740182,"('unfriendly', 'friendly')",-0.2543574,-0.2474018,0.0069556
2,-0.6046666,-0.5389155,"('unlikable', 'likable')",-0.6046666,-0.5389155,0.0657511
3,-0.6568199,-0.35182875,"('repellent', 'pleasant')",-0.6568199,-0.3518288,0.3049911
4,-1.1941156,-1.0339628,"('disliked', 'liked')",-1.1941156,-1.0339628,0.1601528
5,0.24169603,0.28312176,"('distant', 'outgoing')",0.241696,0.2831218,0.0414258
6,0.07413617,0.024276443,"('distant', 'open')",0.0741362,0.0242764,-0.0498598
7,0.008582495,0.085206084,"('insensitive', 'sensitive')",0.0085825,0.0852061,0.0766236
8,-0.90930915,-1.1171955,"('unaffectionate', 'affectionate')",-0.9093091,-1.1171955,-0.2078864
9,-0.8925827,-1.0020317,"('unaffectionate', 'caring')",-0.8925827,-1.0020317,-0.109449
10,-0.9128455,-1.151981,"('unsympathetic', 'sympathetic')",-0.9128455,-1.151981,-0.2391355
11,-0.3810205,-0.221374,"('unhelpful', 'helpful')",-0.3810205,-0.221374,0.1596465
12,-1.5355113,-1.4199787,"('unsupportive', 'supportive')",-1.5355113,-1.4199787,0.1155326
13,0.49440116,0.51629806,"('impolite', 'polite')",0.4944012,0.5162981,0.0218969
14,0.15863673,0.0752983,"('antisocial', 'social')",0.1586367,0.0752983,-0.0833384
15,0.20107481,0.16017988,"('boring', 'funny')",0.2010748,0.1601799,-0.0408949
16,-0.030770153,0.14581141,"('unpopular', 'popular')",-0.0307702,0.1458114,0.1765816
17,-0.17928326,-0.06253124,"('nasty', 'nice')",-0.1792833,-0.0625312,0.1167521
18,-1.0848262,-1.0390276,"('disagreeable', 'welcoming')",-1.0848262,-1.0390276,0.0457986
19,-1.0303189,-0.93354017,"('inhospitable', 'hospitable')",-1.0303189,-0.9335402,0.0967787
20,-0.63655853,-0.47825456,"('rough', 'thoughtful')",-0.6365585,-0.4782546,0.1583039
21,-0.028976366,0.120094895,"('immoral', 'moral')",-0.0289764,0.1200949,0.1490713
22,-0.18262914,-0.1598815,"('untrustworthy', 'trustworthy')",-0.1826291,-0.1598815,0.0227476
23,0.36850846,0.41125098,"('insincere', 'sincere')",0.3685085,0.411251,0.0427425
24,-0.02058101,-0.17978486,"('dishonest', 'honest')",-0.020581,-0.1797849,-0.1592039
25,0.6141526,0.5975929,"('egoistic', 'altruistic')",0.6141526,0.5975929,-0.0165597
26,0.3823648,0.1365043,"('hardhearted', 'benevolent')",0.3823648,0.1365043,-0.2458605
27,0.37809435,0.28943962,"('hardhearted', 'softhearted')",0.3780943,0.2894396,-0.0886547
28,-0.42788327,-0.68197924,"('disloyal', 'loyal')",-0.4278833,-0.6819792,-0.2540959
