,footstep_male,footstep_female,tuple,average_male,average_female,female-male
29,-0.25221264,-0.28838605,"('unfair', 'fair')",-0.2522126,-0.288386,-0.0361734
30,-0.53547394,-0.5392833,"('intolerant', 'tolerant')",-0.5354739,-0.5392833,-0.0038094
31,-0.69746286,-0.6161696,"('evil', 'good')",-0.6974629,-0.6161696,0.0812933
32,0.8369273,0.63929325,"('unkind', 'kind')",0.8369273,0.6392933,-0.197634
33,0.44183883,0.46927568,"('wrong', 'right')",0.4418388,0.4692757,0.0274369
34,1.0556449,1.2728198,"('mean', 'honorable')",1.0556449,1.2728198,0.2171749
35,1.1128508,1.0092443,"('corrupt', 'incorrupt')",1.1128508,1.0092443,-0.1036065
36,0.44340006,0.43019968,"('hostile', 'amicable')",0.4434001,0.4301997,-0.0132004
37,0.21296759,0.2653089,"('fake', 'genuine')",0.2129676,0.2653089,0.0523413
38,-0.15493518,-0.07948056,"('untruthful', 'truthful')",-0.1549352,-0.0794806,0.0754546
39,-0.315679,-0.17718767,"('exploitative', 'cooperative')",-0.315679,-0.1771877,0.1384913
40,-1.676777,-1.7173426,"('stingy', 'generous')",-1.676777,-1.7173426,-0.0405656
41,-0.22356358,-0.44014215,"('unforgiving', 'forgiving')",-0.2235636,-0.4401422,-0.2165786
42,-0.27373362,-0.1457947,"('unreliable', 'reliable')",-0.2737336,-0.1457947,0.1279389
43,-0.29963884,-0.16152245,"('irresponsible', 'responsible')",-0.2996388,-0.1615224,0.1381164
44,-0.053939685,0.20670551,"('prejudiced', 'unprejudiced')",-0.0539397,0.2067055,0.2606452
45,0.079882115,0.03742113,"('incompetent', 'competent')",0.0798821,0.0374211,-0.042461
46,-0.4084833,-0.38068914,"('uncompetitive', 'competitive')",-0.4084833,-0.3806891,0.0277942
47,2.3326542,2.2538815,"('stupid', 'smart')",2.3326542,2.2538815,-0.0787727
48,-1.9509753,-1.9147247,"('unintelligent', 'intelligent')",-1.9509753,-1.9147247,0.0362506
49,-1.121224,-0.81544626,"('unable', 'able')",-1.121224,-0.8154463,0.3057777
50,0.73355883,0.6815604,"('clumsy', 'skillful')",0.7335588,0.6815604,-0.0519984
51,-0.67458975,-0.7716156,"('uneducated', 'educated')",-0.6745898,-0.7716156,-0.0970258
52,-0.57288575,-0.69334126,"('irrational', 'rational')",-0.5728858,-0.6933413,-0.1204555
53,-0.81306887,-0.7945539,"('uncreative', 'creative')",-0.8130689,-0.7945539,0.018515
54,-0.08855561,-0.11881436,"('incapable', 'capable')",-0.0885556,-0.1188144,-0.0302588
55,-0.85014474,-0.84026486,"('incompetent', 'clever')",-0.8501447,-0.8402649,0.0098798
56,1.4323161,1.4437194,"('impractical', 'practical')",1.4323161,1.4437194,0.0114033
57,-1.1372225,-1.2102224,"('unimaginative', 'imaginative')",-1.1372225,-1.2102224,-0.0729999
58,0.25436273,0.18548787,"('undiscriminating', 'discriminating')",0.2543627,0.1854879,-0.0688748
59,-0.082723886,-0.11222594,"('foolish', 'wise')",-0.0827239,-0.1122259,-0.029502
60,0.4170518,0.64616406,"('inefficient', 'efficient')",0.4170518,0.6461641,0.2291123
61,0.68498456,0.61770093,"('illogical', 'logical')",0.6849846,0.6177009,-0.0672837
62,-1.1690488,-0.9278597,"('incompetent', 'brilliant')",-1.1690488,-0.9278597,0.2411891
63,0.08824561,0.24287489,"('unperceptive', 'insightful')",0.0882456,0.2428749,0.1546293
64,-1.9987957,-1.9240162,"('shy', 'confident')",-1.9987957,-1.9240162,0.0747795
65,-0.2193121,-0.3415593,"('insecure', 'secure')",-0.2193121,-0.3415593,-0.1222472
66,-0.43577954,-0.49021876,"('inactive', 'active')",-0.4357795,-0.4902188,-0.0544393
67,0.23401949,0.19434972,"('doubtful', 'determined')",0.2340195,0.1943497,-0.0396698
68,-1.061338,-0.93459606,"('dependent', 'independent')",-1.0613379,-0.9345961,0.1267418
69,0.81309175,0.9146293,"('lazy', 'industrious')",0.8130918,0.9146293,0.1015375
70,0.13470125,0.1371265,"('lethargic', 'energetic')",0.1347013,0.1371265,0.0024252
71,0.8743127,1.1478482,"('diffident', 'self-confident')",0.8743127,1.1478482,0.2735355
72,-0.87758327,-1.0244852,"('unambitious', 'ambitious')",-0.8775833,-1.0244852,-0.1469019
73,-0.41087973,-0.05662062,"('helpless', 'self-reliant')",-0.4108797,-0.0566206,0.3542591
74,0.383689,0.34241024,"('undedicated', 'dedicated')",0.383689,0.3424102,-0.0412788
75,0.15344991,0.2977903,"('meek', 'impulsive')",0.1534499,0.2977903,0.1443404
76,-0.59796923,-0.509008,"('anxious', 'daring')",-0.5979692,-0.509008,0.0889612
77,-0.53154594,-0.2925815,"('unmotivated', 'motivated')",-0.5315459,-0.2925815,0.2389644
78,-0.17738566,-0.06748344,"('nonresilient', 'resilient')",-0.1773857,-0.0674834,0.1099023
79,-0.12840226,-0.2150873,"('wavering', 'unwavering')",-0.1284023,-0.2150873,-0.086685
80,0.21982622,0.13349223,"('dominated', 'dominating')",0.2198262,0.1334922,-0.086334
81,-0.39939412,-0.57525873,"('submissive', 'aggressive')",-0.3993941,-0.5752587,-0.1758646
82,1.3324983,1.1507751,"('poor', 'rich')",1.3324983,1.1507751,-0.1817232
83,0.14709245,0.14194354,"('powerless', 'powerful')",0.1470924,0.1419435,-0.0051489
84,-0.08047628,-0.0667692,"('inferior', 'superior')",-0.0804763,-0.0667692,0.0137071
85,-0.6956472,-0.5184148,"('insignificant', 'prestigious')",-0.6956472,-0.5184148,0.1772324
86,-0.7816527,-1.0045198,"('uninfluential', 'influential')",-0.7816527,-1.0045198,-0.2228671
87,0.14180651,0.31540862,"('unsuccessful', 'successful')",0.1418065,0.3154086,0.1736021
88,-0.40696758,-0.39590156,"('low', 'eminent')",-0.4069676,-0.3959016,0.011066
