,median_male,median_female,tuple,average_male,average_female,female-male
0,-0.39448333,-0.3907004,"('unsociable', 'sociable')",-0.3944833,-0.3907004,0.0037829
1,1.0977229,1.0770643,"('unfriendly', 'friendly')",1.0977229,1.0770643,-0.0206586
2,-0.20218422,-0.13356686,"('unlikable', 'likable')",-0.2021842,-0.1335669,0.0686173
3,0.77082586,0.8227184,"('repellent', 'pleasant')",0.7708259,0.8227184,0.0518925
4,-6.946513,-7.1288958,"('disliked', 'liked')",-6.9465132,-7.1288958,-0.1823826
5,-0.34320417,-0.41899908,"('distant', 'outgoing')",-0.3432042,-0.4189991,-0.0757949
6,0.39634866,0.25029796,"('distant', 'open')",0.3963487,0.250298,-0.1460507
7,0.58411247,0.6706629,"('insensitive', 'sensitive')",0.5841125,0.6706629,0.0865504
8,1.248692,1.1108099,"('unaffectionate', 'affectionate')",1.248692,1.1108099,-0.1378821
9,1.282419,1.2474705,"('unaffectionate', 'caring')",1.282419,1.2474705,-0.0349485
10,0.604304,0.680227,"('unsympathetic', 'sympathetic')",0.604304,0.680227,0.075923
11,0.8489797,0.9186253,"('unhelpful', 'helpful')",0.8489797,0.9186253,0.0696456
12,-2.175433,-2.2018793,"('unsupportive', 'supportive')",-2.1754329,-2.2018793,-0.0264464
13,-0.880443,-0.8310188,"('impolite', 'polite')",-0.880443,-0.8310188,0.0494242
14,-0.18593699,-0.14738256,"('antisocial', 'social')",-0.185937,-0.1473826,0.0385544
15,-0.0006766524,-0.10762036,"('boring', 'funny')",-0.0006767,-0.1076204,-0.1069437
16,-0.42598432,-0.4387583,"('unpopular', 'popular')",-0.4259843,-0.4387583,-0.012774
17,-0.17422521,-0.115499526,"('nasty', 'nice')",-0.1742252,-0.1154995,0.0587257
18,-0.16224149,-0.19678634,"('disagreeable', 'welcoming')",-0.1622415,-0.1967863,-0.0345448
19,-0.40108767,-0.45739213,"('inhospitable', 'hospitable')",-0.4010877,-0.4573921,-0.0563044
20,0.80246127,0.72669935,"('rough', 'thoughtful')",0.8024613,0.7266994,-0.0757619
21,-0.82229596,-0.6804589,"('immoral', 'moral')",-0.822296,-0.6804589,0.1418371
22,-0.5768055,-0.53368473,"('untrustworthy', 'trustworthy')",-0.5768055,-0.5336847,0.0431208
23,5.9253316,6.019794,"('insincere', 'sincere')",5.9253316,6.019794,0.0944624
24,1.32133,1.2464334,"('dishonest', 'honest')",1.32133,1.2464334,-0.0748966
25,0.984602,0.8668363,"('egoistic', 'altruistic')",0.984602,0.8668363,-0.1177657
26,0.8484839,0.78895915,"('hardhearted', 'benevolent')",0.8484839,0.7889591,-0.0595248
27,1.582589,1.4126801,"('hardhearted', 'softhearted')",1.582589,1.4126801,-0.1699089
28,0.9110786,0.8876463,"('disloyal', 'loyal')",0.9110786,0.8876463,-0.0234323
29,-0.6199558,-0.76267195,"('unfair', 'fair')",-0.6199558,-0.7626719,-0.1427161
30,0.7968317,0.85559505,"('intolerant', 'tolerant')",0.7968317,0.8555951,0.0587634
31,-0.659315,-0.7306205,"('evil', 'good')",-0.659315,-0.7306205,-0.0713055
32,0.65983105,0.61840254,"('unkind', 'kind')",0.659831,0.6184025,-0.0414285
33,-0.57489145,-0.6355485,"('wrong', 'right')",-0.5748914,-0.6355485,-0.0606571
34,4.534135,4.6959968,"('mean', 'honorable')",4.5341349,4.6959968,0.1618619
35,-0.15434061,-0.4227649,"('corrupt', 'incorrupt')",-0.1543406,-0.4227649,-0.2684243
36,-0.15147136,-0.29496965,"('hostile', 'amicable')",-0.1514714,-0.2949696,-0.1434982
37,0.95168674,0.9461653,"('fake', 'genuine')",0.9516867,0.9461653,-0.0055214
38,-0.5014384,-0.42425978,"('untruthful', 'truthful')",-0.5014384,-0.4242598,0.0771786
39,0.14735536,0.16397813,"('exploitative', 'cooperative')",0.1473554,0.1639781,0.0166227
40,-0.96278244,-1.1715221,"('stingy', 'generous')",-0.9627824,-1.1715221,-0.2087397
41,-0.14232664,-0.13265952,"('unforgiving', 'forgiving')",-0.1423266,-0.1326595,0.0096671
42,-2.3317385,-2.374774,"('unreliable', 'reliable')",-2.3317385,-2.374774,-0.0430355
