,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.6168691,-0.7453201,"('unsociable', 'sociable')",-0.6168691,-0.7453201,-0.128451
1,-0.051415402,-0.43080443,"('unfriendly', 'friendly')",-0.0514154,-0.4308044,-0.379389
2,0.28443342,0.26316512,"('unlikable', 'likable')",0.2844334,0.2631651,-0.0212683
3,-1.2457584,-1.0598919,"('repellent', 'pleasant')",-1.2457584,-1.0598919,0.1858665
4,-1.2425025,-1.4627094,"('disliked', 'liked')",-1.2425025,-1.4627094,-0.2202069
5,0.05752723,-0.17991342,"('distant', 'outgoing')",0.0575272,-0.1799134,-0.2374406
6,0.19602202,-0.1329988,"('distant', 'open')",0.196022,-0.1329988,-0.3290208
7,0.3913863,0.4648597,"('insensitive', 'sensitive')",0.3913863,0.4648597,0.0734734
8,1.7892573,1.4644325,"('unaffectionate', 'affectionate')",1.7892573,1.4644325,-0.3248248
9,0.60296094,0.38197756,"('unaffectionate', 'caring')",0.6029609,0.3819776,-0.2209833
10,-0.7659105,-0.81493014,"('unsympathetic', 'sympathetic')",-0.7659105,-0.8149301,-0.0490196
11,-0.28078014,-0.14277117,"('unhelpful', 'helpful')",-0.2807801,-0.1427712,0.1380089
12,0.105576806,-0.08748489,"('unsupportive', 'supportive')",0.1055768,-0.0874849,-0.1930617
13,-0.41859105,-0.41367504,"('impolite', 'polite')",-0.4185911,-0.413675,0.0049161
14,-0.29373118,-0.1410961,"('antisocial', 'social')",-0.2937312,-0.1410961,0.1526351
15,1.0290552,0.8760469,"('boring', 'funny')",1.0290552,0.8760469,-0.1530083
16,0.09328161,0.17288524,"('unpopular', 'popular')",0.0932816,0.1728852,0.0796036
17,-0.6224449,-0.48537627,"('nasty', 'nice')",-0.6224449,-0.4853763,0.1370686
18,-0.603819,-0.58059037,"('disagreeable', 'welcoming')",-0.603819,-0.5805904,0.0232286
19,0.12613428,0.05635146,"('inhospitable', 'hospitable')",0.1261343,0.0563515,-0.0697828
20,-0.7703859,-0.6535547,"('rough', 'thoughtful')",-0.7703859,-0.6535547,0.1168312
21,-0.3906549,-0.21746303,"('immoral', 'moral')",-0.3906549,-0.217463,0.1731919
