,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
0,0.054760065,-0.02030147,"('unsociable', 'sociable')",0.0547601,-0.0203015,-0.0750616
1,-0.13862094,-0.29839513,"('unfriendly', 'friendly')",-0.1386209,-0.2983951,-0.1597742
2,0.7816368,0.7613909,"('unlikable', 'likable')",0.7816368,0.7613909,-0.0202459
3,-0.28232804,-0.2917152,"('repellent', 'pleasant')",-0.282328,-0.2917152,-0.0093872
4,-2.3532526,-2.5900629,"('disliked', 'liked')",-2.3532526,-2.5900629,-0.2368103
5,-1.2032738,-1.1027067,"('distant', 'outgoing')",-1.2032738,-1.1027067,0.1005671
6,-1.3029184,-1.1890104,"('distant', 'open')",-1.3029184,-1.1890104,0.113908
7,0.18634301,0.22882292,"('insensitive', 'sensitive')",0.186343,0.2288229,0.0424799
8,-0.22948161,-0.34909955,"('unaffectionate', 'affectionate')",-0.2294816,-0.3490995,-0.1196179
9,0.21666418,0.1626669,"('unaffectionate', 'caring')",0.2166642,0.1626669,-0.0539973
10,-0.09887293,-0.074226364,"('unsympathetic', 'sympathetic')",-0.0988729,-0.0742264,0.0246465
11,1.0213356,1.0706786,"('unhelpful', 'helpful')",1.0213356,1.0706786,0.049343
12,-0.71501976,-0.69025064,"('unsupportive', 'supportive')",-0.7150198,-0.6902506,0.0247692
13,0.09815899,0.019513063,"('impolite', 'polite')",0.098159,0.0195131,-0.0786459
14,0.7464029,0.68343234,"('antisocial', 'social')",0.7464029,0.6834323,-0.0629706
15,0.46957988,0.34345368,"('boring', 'funny')",0.4695799,0.3434537,-0.1261262
16,-0.40657216,-0.4235286,"('unpopular', 'popular')",-0.4065722,-0.4235286,-0.0169564
17,-0.8690233,-0.83490485,"('nasty', 'nice')",-0.8690233,-0.8349048,0.0341185
18,-0.4708366,-0.5617944,"('disagreeable', 'welcoming')",-0.4708366,-0.5617944,-0.0909578
19,-1.4360955,-1.296377,"('inhospitable', 'hospitable')",-1.4360955,-1.2963769,0.1397186
20,-0.16505809,-0.12653795,"('rough', 'thoughtful')",-0.1650581,-0.1265379,0.0385202
21,0.6053511,0.617103,"('immoral', 'moral')",0.6053511,0.617103,0.0117519
22,-0.37526295,-0.40952408,"('untrustworthy', 'trustworthy')",-0.3752629,-0.4095241,-0.0342612
23,2.5295746,2.654996,"('insincere', 'sincere')",2.5295746,2.6549959,0.1254213
24,0.70140916,0.709954,"('dishonest', 'honest')",0.7014092,0.709954,0.0085448
25,0.17216066,0.15486938,"('egoistic', 'altruistic')",0.1721607,0.1548694,-0.0172913
26,0.18990241,-0.07156915,"('hardhearted', 'benevolent')",0.1899024,-0.0715692,-0.2614716
27,-0.72688717,-0.7015339,"('hardhearted', 'softhearted')",-0.7268872,-0.7015339,0.0253533
28,0.7493013,0.622508,"('disloyal', 'loyal')",0.7493013,0.622508,-0.1267933
29,-0.89399207,-0.9152895,"('unfair', 'fair')",-0.8939921,-0.9152895,-0.0212974
30,0.6133013,0.5260908,"('intolerant', 'tolerant')",0.6133013,0.5260908,-0.0872105
31,-2.1692266,-2.0467527,"('evil', 'good')",-2.1692266,-2.0467527,0.1224739
32,0.62827694,0.4651805,"('unkind', 'kind')",0.6282769,0.4651805,-0.1630964
33,0.1607542,0.035264224,"('wrong', 'right')",0.1607542,0.0352642,-0.12549
34,0.8517146,1.2061815,"('mean', 'honorable')",0.8517146,1.2061815,0.3544669
35,-1.1009065,-1.1264156,"('corrupt', 'incorrupt')",-1.1009065,-1.1264156,-0.0255091
36,-1.8321073,-1.8804685,"('hostile', 'amicable')",-1.8321073,-1.8804685,-0.0483612
37,0.3691159,0.39140975,"('fake', 'genuine')",0.3691159,0.3914098,0.0222939
38,0.30379614,0.30396512,"('untruthful', 'truthful')",0.3037961,0.3039651,0.000169
39,0.6815291,0.7292769,"('exploitative', 'cooperative')",0.6815291,0.7292769,0.0477478
40,-1.4338914,-1.5025572,"('stingy', 'generous')",-1.4338914,-1.5025572,-0.0686658
41,0.10613867,0.0884341,"('unforgiving', 'forgiving')",0.1061387,0.0884341,-0.0177046
42,-0.79683137,-0.8356081,"('unreliable', 'reliable')",-0.7968314,-0.8356081,-0.0387767
43,0.35933706,0.4566995,"('irresponsible', 'responsible')",0.3593371,0.4566995,0.0973624
44,-0.60079896,-0.5838573,"('prejudiced', 'unprejudiced')",-0.600799,-0.5838573,0.0169417
45,0.08309353,0.14207771,"('incompetent', 'competent')",0.0830935,0.1420777,0.0589842
46,0.17878419,0.14272313,"('uncompetitive', 'competitive')",0.1787842,0.1427231,-0.0360611
47,1.2507691,1.5051429,"('stupid', 'smart')",1.2507691,1.5051429,0.2543738
48,0.30592257,0.30375516,"('unintelligent', 'intelligent')",0.3059226,0.3037552,-0.0021674
49,-0.35253382,-0.22964095,"('unable', 'able')",-0.3525338,-0.2296409,0.1228929
50,-0.12369682,-0.1863698,"('clumsy', 'skillful')",-0.1236968,-0.1863698,-0.062673
51,0.32019848,0.15179919,"('uneducated', 'educated')",0.3201985,0.1517992,-0.1683993
52,-0.5715641,-0.73670435,"('irrational', 'rational')",-0.5715641,-0.7367043,-0.1651402
53,-1.0944259,-1.1166093,"('uncreative', 'creative')",-1.0944259,-1.1166093,-0.0221834
54,0.005751252,-0.02647486,"('incapable', 'capable')",0.0057513,-0.0264749,-0.0322262
55,0.810057,0.8619999,"('incompetent', 'clever')",0.810057,0.8619999,0.0519429
56,0.9464714,0.9558276,"('impractical', 'practical')",0.9464714,0.9558276,0.0093562
57,-1.0272379,-1.1981324,"('unimaginative', 'imaginative')",-1.0272379,-1.1981324,-0.1708945
58,-0.6321564,-0.6238517,"('undiscriminating', 'discriminating')",-0.6321564,-0.6238517,0.0083047
59,-0.31609634,-0.2827229,"('foolish', 'wise')",-0.3160963,-0.2827229,0.0333734
60,1.1661798,1.3155845,"('inefficient', 'efficient')",1.1661798,1.3155845,0.1494047
61,-0.21426114,-0.29527637,"('illogical', 'logical')",-0.2142611,-0.2952764,-0.0810153
62,1.2614388,1.3630896,"('incompetent', 'brilliant')",1.2614388,1.3630896,0.1016508
63,-0.10673947,-0.051682167,"('unperceptive', 'insightful')",-0.1067395,-0.0516822,0.0550573
64,-1.7367617,-1.8951137,"('shy', 'confident')",-1.7367617,-1.8951137,-0.158352
65,0.19526438,0.24021494,"('insecure', 'secure')",0.1952644,0.2402149,0.0449505
66,-1.2634517,-1.2305489,"('inactive', 'active')",-1.2634517,-1.2305489,0.0329028
67,0.5463562,0.5601889,"('doubtful', 'determined')",0.5463562,0.5601889,0.0138327
68,-0.71066433,-0.676014,"('dependent', 'independent')",-0.7106643,-0.676014,0.0346503
69,-1.3265153,-1.2279682,"('lazy', 'industrious')",-1.3265153,-1.2279682,0.0985471
70,-0.03779297,0.023830172,"('lethargic', 'energetic')",-0.037793,0.0238302,0.0616232
71,-0.09185898,-0.07362673,"('diffident', 'self-confident')",-0.091859,-0.0736267,0.0182323
72,-0.29558477,-0.29238024,"('unambitious', 'ambitious')",-0.2955848,-0.2923802,0.0032046
73,-0.9480082,-1.0051982,"('helpless', 'self-reliant')",-0.9480082,-1.0051982,-0.05719
74,0.5852517,0.49409926,"('undedicated', 'dedicated')",0.5852517,0.4940993,-0.0911524
75,-0.54446447,-0.4997721,"('meek', 'impulsive')",-0.5444645,-0.4997721,0.0446924
76,0.34396753,0.4534421,"('anxious', 'daring')",0.3439675,0.4534421,0.1094746
77,-0.31918064,-0.2138244,"('unmotivated', 'motivated')",-0.3191806,-0.2138244,0.1053562
78,-0.35134542,-0.33041236,"('nonresilient', 'resilient')",-0.3513454,-0.3304124,0.020933
79,-1.2333893,-1.1266023,"('wavering', 'unwavering')",-1.2333893,-1.1266023,0.106787
80,0.73940974,0.70457214,"('dominated', 'dominating')",0.7394097,0.7045721,-0.0348376
81,1.2530088,1.2563313,"('submissive', 'aggressive')",1.2530088,1.2563313,0.0033225
82,1.4731123,1.6689651,"('poor', 'rich')",1.4731123,1.6689651,0.1958528
83,-0.23736572,-0.3017868,"('powerless', 'powerful')",-0.2373657,-0.3017868,-0.0644211
84,0.12342673,0.12110974,"('inferior', 'superior')",0.1234267,0.1211097,-0.002317
85,-0.7464356,-0.7552186,"('insignificant', 'prestigious')",-0.7464356,-0.7552186,-0.008783
86,-0.097797014,-0.28201076,"('uninfluential', 'influential')",-0.097797,-0.2820108,-0.1842138
87,0.28073168,0.30893505,"('unsuccessful', 'successful')",0.2807317,0.308935,0.0282033
88,-0.27946463,-0.44636154,"('low', 'eminent')",-0.2794646,-0.4463615,-0.1668969
