,adient_male,adient_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.79412943,-0.7806375,"('unsociable', 'sociable')",-0.55570287,-0.61488307,-0.6749161,-0.6977603,-0.0228442
1,-2.083725,-2.2806976,"('unfriendly', 'friendly')",2.4616215,2.30341,0.1889483,0.0113562,-0.1775921
2,0.38333637,0.42788702,"('unlikable', 'likable')",0.2463997,0.2817776,0.314868,0.3548323,0.0399643
3,-0.3904041,-0.23249015,"('repellent', 'pleasant')",-0.22791186,-0.1886482,-0.309158,-0.2105692,0.0985888
4,-0.8612847,-0.89203656,"('disliked', 'liked')",-5.3396163,-5.312678,-3.1004505,-3.1023571,-0.0019066
5,-1.2871078,-1.4388578,"('distant', 'outgoing')",0.54464585,0.45465684,-0.371231,-0.4921005,-0.1208695
6,-1.7557045,-1.9247891,"('distant', 'open')",0.57692504,0.4669031,-0.5893897,-0.728943,-0.1395533
7,0.47889546,0.53237116,"('insensitive', 'sensitive')",0.78906125,0.81889236,0.6339784,0.6756318,0.0416534
8,-1.306584,-1.3791423,"('unaffectionate', 'affectionate')",1.3436767,1.1252187,0.0185463,-0.1269618,-0.1455081
9,-1.3804542,-1.4133462,"('unaffectionate', 'caring')",1.5220977,1.3687451,0.0708218,-0.0223005,-0.0931223
10,-0.062392943,-0.0015688576,"('unsympathetic', 'sympathetic')",-0.4784617,-0.43949386,-0.2704273,-0.2205314,0.0498959
11,-0.46941525,-0.34358817,"('unhelpful', 'helpful')",1.1488762,1.184582,0.3397305,0.4204969,0.0807664
12,-0.44899106,-0.3859534,"('unsupportive', 'supportive')",-1.0735314,-1.0438684,-0.7612612,-0.7149109,0.0463503
13,-0.27099898,-0.20161942,"('impolite', 'polite')",-0.87862504,-0.7528961,-0.574812,-0.4772577,0.0975543
14,1.1690118,1.2276171,"('antisocial', 'social')",0.31742904,0.40783185,0.7432204,0.8177245,0.0745041
15,0.095374316,-0.0015533231,"('boring', 'funny')",0.08251194,0.04778694,0.0889431,0.0231168,-0.0658263
16,-1.5771825,-1.5319121,"('unpopular', 'popular')",-0.4614136,-0.49385253,-1.0192981,-1.0128824,0.0064157
17,-0.058483966,-0.0042805383,"('nasty', 'nice')",-0.8658114,-0.94006085,-0.4621477,-0.4721707,-0.010023
18,-0.5317577,-0.388039,"('disagreeable', 'welcoming')",-0.7402861,-0.7921299,-0.6360219,-0.5900844,0.0459375
19,-1.8182139,-1.9063346,"('inhospitable', 'hospitable')",0.084783375,-0.0047411993,-0.8667153,-0.9555379,-0.0888226
20,0.27625865,0.30045786,"('rough', 'thoughtful')",1.0716506,1.0886931,0.6739546,0.6945755,0.0206209
21,-0.11792661,0.085603274,"('immoral', 'moral')",-1.368495,-1.2384992,-0.7432108,-0.576448,0.1667628
22,0.48895806,0.47202212,"('untrustworthy', 'trustworthy')",-0.4310419,-0.4324901,0.0289581,0.019766,-0.0091921
23,0.3073895,0.32256457,"('insincere', 'sincere')",4.9907904,4.8453307,2.6490898,2.5839477,-0.0651421
24,0.071904704,0.02338839,"('dishonest', 'honest')",0.5264137,0.44375616,0.2991592,0.2335723,-0.0655869
25,-0.637912,-0.74923575,"('egoistic', 'altruistic')",1.5676284,1.4633512,0.4648582,0.3570578,-0.1078004
26,0.53656346,0.31050527,"('hardhearted', 'benevolent')",2.7311003,2.6616096,1.6338319,1.4860575,-0.1477744
27,-0.34383568,-0.49846956,"('hardhearted', 'softhearted')",0.8183039,0.5365798,0.2372341,0.0190551,-0.218179
28,-0.3475962,-0.37868428,"('disloyal', 'loyal')",1.091704,0.95595735,0.3720539,0.2886365,-0.0834174
29,-0.7978374,-0.9562296,"('unfair', 'fair')",-0.36646426,-0.544973,-0.5821508,-0.7506013,-0.1684505
30,0.59483826,0.71602887,"('intolerant', 'tolerant')",0.42123064,0.5038584,0.5080345,0.6099436,0.1019091
31,-1.8240914,-1.908868,"('evil', 'good')",0.110069804,-0.0033843033,-0.8570108,-0.9561262,-0.0991154
32,0.14658654,0.01222552,"('unkind', 'kind')",0.69719344,0.5154967,0.42189,0.2638611,-0.1580289
33,-0.29102924,-0.37106523,"('wrong', 'right')",0.36053565,0.21919656,0.0347532,-0.0759343,-0.1106875
34,-0.18586348,-0.03234397,"('mean', 'honorable')",4.092649,4.225492,1.9533927,2.0965741,0.1431814
35,-0.67381614,-0.9941357,"('corrupt', 'incorrupt')",-0.0974725,-0.35623533,-0.3856443,-0.6751855,-0.2895412
36,-1.2219028,-1.4233651,"('hostile', 'amicable')",1.0475172,0.84155905,-0.0871928,-0.290903,-0.2037102
37,0.82007873,0.85365355,"('fake', 'genuine')",0.8260358,0.7684873,0.8230573,0.8110704,-0.0119869
38,-0.96836495,-1.0012052,"('untruthful', 'truthful')",0.16852742,0.17847228,-0.3999188,-0.4113665,-0.0114477
39,0.6728868,0.80691075,"('exploitative', 'cooperative')",0.29976735,0.30886176,0.4863271,0.5578862,0.0715591
40,0.42554742,0.38792732,"('stingy', 'generous')",-1.504333,-1.6526569,-0.5393928,-0.6323648,-0.092972
41,0.10576441,0.12297297,"('unforgiving', 'forgiving')",0.4629684,0.43746626,0.2843664,0.2802196,-0.0041468
42,0.56049323,0.6336374,"('unreliable', 'reliable')",-2.466922,-2.398301,-0.9532144,-0.8823317,0.0708827
43,-0.25124997,-0.16566274,"('irresponsible', 'responsible')",1.106641,1.1771535,0.4276955,0.5057454,0.0780499
44,0.3655774,0.3881443,"('prejudiced', 'unprejudiced')",-1.8855642,-1.907229,-0.7599934,-0.7595423,0.0004511
45,-0.119887,-0.11863249,"('incompetent', 'competent')",0.7804314,0.8465096,0.3302722,0.3639385,0.0336663
46,-0.019590385,0.09251922,"('uncompetitive', 'competitive')",-0.8143632,-0.7516733,-0.4169768,-0.329577,0.0873998
47,-0.20616582,-0.1724892,"('stupid', 'smart')",4.6160183,4.742028,2.2049263,2.2847695,0.0798432
48,-0.6593516,-0.4929148,"('unintelligent', 'intelligent')",-0.38482296,-0.27298358,-0.5220873,-0.3829492,0.1391381
49,-0.4635914,-0.2881045,"('unable', 'able')",-0.60638344,-0.4918009,-0.5349874,-0.3899527,0.1450347
