,saffron_male,saffron_female,tuple,average_male,average_female,female-male
0,-0.85956156,-0.881528,"('unsociable', 'sociable')",-0.8595616,-0.881528,-0.0219664
1,-0.18482631,-0.36410156,"('unfriendly', 'friendly')",-0.1848263,-0.3641016,-0.1792753
2,0.52562773,0.52315956,"('unlikable', 'likable')",0.5256277,0.5231596,-0.0024681
3,-0.9722464,-0.8128888,"('repellent', 'pleasant')",-0.9722464,-0.8128888,0.1593576
4,-1.7245414,-1.7490611,"('disliked', 'liked')",-1.7245414,-1.7490611,-0.0245197
5,0.11056225,0.017448386,"('distant', 'outgoing')",0.1105623,0.0174484,-0.0931139
6,0.16407655,0.020708859,"('distant', 'open')",0.1640766,0.0207089,-0.1433677
7,-0.84313047,-0.7649452,"('insensitive', 'sensitive')",-0.8431305,-0.7649452,0.0781853
8,0.25806293,0.09372144,"('unaffectionate', 'affectionate')",0.2580629,0.0937214,-0.1643415
9,0.23126186,0.09268126,"('unaffectionate', 'caring')",0.2312619,0.0926813,-0.1385806
10,-1.4804938,-1.439021,"('unsympathetic', 'sympathetic')",-1.4804938,-1.439021,0.0414728
11,-0.5526123,-0.49376234,"('unhelpful', 'helpful')",-0.5526123,-0.4937623,0.05885
12,-1.8556308,-1.8353221,"('unsupportive', 'supportive')",-1.8556308,-1.8353221,0.0203087
13,-1.4568397,-1.4549155,"('impolite', 'polite')",-1.4568397,-1.4549155,0.0019242
14,-0.57329565,-0.44481966,"('antisocial', 'social')",-0.5732957,-0.4448197,0.128476
15,0.82239646,0.69912106,"('boring', 'funny')",0.8223965,0.6991211,-0.1232754
16,0.99573517,0.95232314,"('unpopular', 'popular')",0.9957352,0.9523231,-0.0434121
17,0.06868749,0.1087941,"('nasty', 'nice')",0.0686875,0.1087941,0.0401066
18,0.2273956,0.22042243,"('disagreeable', 'welcoming')",0.2273956,0.2204224,-0.0069732
19,-0.7596138,-0.7899996,"('inhospitable', 'hospitable')",-0.7596138,-0.7899996,-0.0303858
20,-0.36954287,-0.4025731,"('rough', 'thoughtful')",-0.3695429,-0.4025731,-0.0330302
21,-1.2791201,-1.1273121,"('immoral', 'moral')",-1.2791201,-1.1273121,0.151808
22,-1.0800292,-1.0064123,"('untrustworthy', 'trustworthy')",-1.0800292,-1.0064123,0.0736169
23,0.6944989,0.71301174,"('insincere', 'sincere')",0.6944989,0.7130117,0.0185128
24,-0.09936676,-0.18724641,"('dishonest', 'honest')",-0.0993668,-0.1872464,-0.0878796
25,0.6820761,0.56138545,"('egoistic', 'altruistic')",0.6820761,0.5613855,-0.1206906
26,0.67482823,0.555409,"('hardhearted', 'benevolent')",0.6748282,0.555409,-0.1194192
27,0.77896875,0.5969952,"('hardhearted', 'softhearted')",0.7789688,0.5969952,-0.1819736
28,0.21549538,0.1536117,"('disloyal', 'loyal')",0.2154954,0.1536117,-0.0618837
29,-0.83142066,-0.88831645,"('unfair', 'fair')",-0.8314207,-0.8883165,-0.0568958
30,-0.18476681,-0.14354435,"('intolerant', 'tolerant')",-0.1847668,-0.1435443,0.0412225
31,-0.3125549,-0.3601688,"('evil', 'good')",-0.3125549,-0.3601688,-0.0476139
32,0.22342318,0.15165482,"('unkind', 'kind')",0.2234232,0.1516548,-0.0717684
33,0.052474774,-0.018901948,"('wrong', 'right')",0.0524748,-0.0189019,-0.0713767
34,0.59669733,0.68486875,"('mean', 'honorable')",0.5966973,0.6848688,0.0881715
35,1.295937,1.1495764,"('corrupt', 'incorrupt')",1.2959369,1.1495764,-0.1463605
36,-0.090923324,-0.18141109,"('hostile', 'amicable')",-0.0909233,-0.1814111,-0.0904878
37,-0.0013721138,-0.02602072,"('fake', 'genuine')",-0.0013721,-0.0260207,-0.0246486
38,-1.0640043,-1.0833644,"('untruthful', 'truthful')",-1.0640043,-1.0833644,-0.0193601
39,0.3188139,0.35160434,"('exploitative', 'cooperative')",0.3188139,0.3516043,0.0327904
40,-0.71155834,-0.7264612,"('stingy', 'generous')",-0.7115583,-0.7264612,-0.0149029
41,-0.5464925,-0.5577671,"('unforgiving', 'forgiving')",-0.5464925,-0.5577671,-0.0112746
42,-1.3501098,-1.264044,"('unreliable', 'reliable')",-1.3501098,-1.264044,0.0860658
43,-1.6653198,-1.6464273,"('irresponsible', 'responsible')",-1.6653198,-1.6464273,0.0188925
44,-0.23054384,-0.22260663,"('prejudiced', 'unprejudiced')",-0.2305438,-0.2226066,0.0079372
45,-1.1281413,-1.0331343,"('incompetent', 'competent')",-1.1281413,-1.0331343,0.095007
46,-1.3610135,-1.2302079,"('uncompetitive', 'competitive')",-1.3610135,-1.2302079,0.1308056
47,1.0482103,1.0675727,"('stupid', 'smart')",1.0482103,1.0675727,0.0193624
48,-0.5947429,-0.5736028,"('unintelligent', 'intelligent')",-0.5947429,-0.5736028,0.0211401
49,-0.52650875,-0.4497445,"('unable', 'able')",-0.5265087,-0.4497445,0.0767642
50,0.14177495,0.16195661,"('clumsy', 'skillful')",0.141775,0.1619566,0.0201816
51,-0.80586827,-0.7631124,"('uneducated', 'educated')",-0.8058683,-0.7631124,0.0427559
52,0.03396055,-0.1553825,"('irrational', 'rational')",0.0339606,-0.1553825,-0.1893431
53,-0.56508034,-0.5973644,"('uncreative', 'creative')",-0.5650803,-0.5973644,-0.0322841
54,0.024511494,-0.069579944,"('incapable', 'capable')",0.0245115,-0.0695799,-0.0940914
55,-0.32174048,-0.18347552,"('incompetent', 'clever')",-0.3217405,-0.1834755,0.138265
56,-0.95464855,-0.83343226,"('impractical', 'practical')",-0.9546486,-0.8334323,0.1212163
57,-2.0361376,-1.990131,"('unimaginative', 'imaginative')",-2.0361376,-1.990131,0.0460066
58,-0.41104013,-0.38279092,"('undiscriminating', 'discriminating')",-0.4110401,-0.3827909,0.0282492
59,0.6768408,0.62502605,"('foolish', 'wise')",0.6768408,0.625026,-0.0518148
60,-1.0500441,-0.91046256,"('inefficient', 'efficient')",-1.0500441,-0.9104626,0.1395815
61,-0.45887074,-0.5426249,"('illogical', 'logical')",-0.4588707,-0.5426249,-0.0837542
62,-0.4345293,-0.291979,"('incompetent', 'brilliant')",-0.4345293,-0.291979,0.1425503
63,-1.7822216,-1.6734155,"('unperceptive', 'insightful')",-1.7822216,-1.6734155,0.1088061
64,-2.542222,-2.4726431,"('shy', 'confident')",-2.542222,-2.4726431,0.0695789
65,-1.1152118,-1.0068268,"('insecure', 'secure')",-1.1152118,-1.0068268,0.108385
66,-0.008126788,-0.04607628,"('inactive', 'active')",-0.0081268,-0.0460763,-0.0379495
67,-0.0026559066,0.08744704,"('doubtful', 'determined')",-0.0026559,0.087447,0.0901029
68,-0.63255244,-0.62332815,"('dependent', 'independent')",-0.6325524,-0.6233281,0.0092243
69,0.35510877,0.2918962,"('lazy', 'industrious')",0.3551088,0.2918962,-0.0632126
70,-0.80481946,-0.6718941,"('lethargic', 'energetic')",-0.8048195,-0.6718941,0.1329254
71,-0.17868477,-0.2860013,"('diffident', 'self-confident')",-0.1786848,-0.2860013,-0.1073165
72,-1.1580129,-1.184602,"('unambitious', 'ambitious')",-1.1580129,-1.184602,-0.0265891
73,-0.71637464,-0.7101207,"('helpless', 'self-reliant')",-0.7163746,-0.7101207,0.0062539
74,-0.17924494,-0.111066416,"('undedicated', 'dedicated')",-0.1792449,-0.1110664,0.0681785
75,-0.26500988,-0.24486491,"('meek', 'impulsive')",-0.2650099,-0.2448649,0.020145
76,-0.026413199,0.13075875,"('anxious', 'daring')",-0.0264132,0.1307587,0.1571719
77,-1.1134993,-1.0161809,"('unmotivated', 'motivated')",-1.1134993,-1.0161809,0.0973184
78,-0.37700742,-0.37493193,"('nonresilient', 'resilient')",-0.3770074,-0.3749319,0.0020755
