,saffron_male,saffron_female,tuple,average_male,average_female,female-male
79,0.05901085,0.057631012,"('wavering', 'unwavering')",0.0590108,0.057631,-0.0013798
80,-0.8644506,-0.8416218,"('dominated', 'dominating')",-0.8644506,-0.8416218,0.0228288
81,-1.0916173,-0.9652055,"('submissive', 'aggressive')",-1.0916173,-0.9652055,0.1264118
82,2.00873,2.054107,"('poor', 'rich')",2.0087299,2.054107,0.0453771
83,-1.0997905,-1.0415268,"('powerless', 'powerful')",-1.0997905,-1.0415268,0.0582637
84,0.28230655,0.2854614,"('inferior', 'superior')",0.2823066,0.2854614,0.0031548
85,1.034327,0.9131063,"('insignificant', 'prestigious')",1.034327,0.9131063,-0.1212207
86,-1.4606082,-1.4785472,"('uninfluential', 'influential')",-1.4606082,-1.4785472,-0.017939
87,0.030488446,0.022784103,"('unsuccessful', 'successful')",0.0304884,0.0227841,-0.0077043
88,0.4084054,0.37108687,"('low', 'eminent')",0.4084054,0.3710869,-0.0373185
