,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,1.004978,0.8228729,"('unsociable', 'sociable')",1.0049779,0.8228729,-0.182105
1,0.87999123,0.8335256,"('unfriendly', 'friendly')",0.8799912,0.8335256,-0.0464656
2,-0.019663036,0.21187821,"('unlikable', 'likable')",-0.019663,0.2118782,0.2315412
3,0.84399015,0.9018089,"('repellent', 'pleasant')",0.8439901,0.9018089,0.0578188
4,-7.701399,-7.6696634,"('disliked', 'liked')",-7.7013988,-7.6696634,0.0317354
5,-1.107256,-0.89695764,"('distant', 'outgoing')",-1.1072561,-0.8969576,0.2102985
6,-1.0635356,-0.8563273,"('distant', 'open')",-1.0635356,-0.8563273,0.2072083
7,1.5748345,1.5429454,"('insensitive', 'sensitive')",1.5748345,1.5429454,-0.0318891
8,0.9199905,0.97459716,"('unaffectionate', 'affectionate')",0.9199905,0.9745972,0.0546067
9,1.8994814,1.9848408,"('unaffectionate', 'caring')",1.8994814,1.9848408,0.0853594
10,2.019267,2.009883,"('unsympathetic', 'sympathetic')",2.0192671,2.0098829,-0.0093842
11,2.5784783,2.6183145,"('unhelpful', 'helpful')",2.5784783,2.6183145,0.0398362
12,-0.8813819,-0.89254284,"('unsupportive', 'supportive')",-0.8813819,-0.8925428,-0.0111609
13,0.8906834,0.85036725,"('impolite', 'polite')",0.8906834,0.8503672,-0.0403162
14,0.41870686,0.17735393,"('antisocial', 'social')",0.4187069,0.1773539,-0.241353
15,0.36302418,0.38372284,"('boring', 'funny')",0.3630242,0.3837228,0.0206986
16,-0.47815517,-0.37790343,"('unpopular', 'popular')",-0.4781552,-0.3779034,0.1002518
17,-0.58922654,-0.59319425,"('nasty', 'nice')",-0.5892265,-0.5931942,-0.0039677
18,-1.0860007,-1.1358258,"('disagreeable', 'welcoming')",-1.0860007,-1.1358258,-0.0498251
19,-1.0223558,-0.87838566,"('inhospitable', 'hospitable')",-1.0223558,-0.8783857,0.1439701
20,0.9172764,0.820991,"('rough', 'thoughtful')",0.9172764,0.820991,-0.0962854
21,0.54130876,0.5102893,"('immoral', 'moral')",0.5413088,0.5102893,-0.0310195
22,-0.11525184,-0.12934683,"('untrustworthy', 'trustworthy')",-0.1152518,-0.1293468,-0.014095
23,6.9805694,6.928878,"('insincere', 'sincere')",6.9805694,6.9288778,-0.0516916
24,1.9137727,1.8852317,"('dishonest', 'honest')",1.9137727,1.8852317,-0.028541
25,0.20579751,0.1449902,"('egoistic', 'altruistic')",0.2057975,0.1449902,-0.0608073
26,0.4643992,0.2728785,"('hardhearted', 'benevolent')",0.4643992,0.2728785,-0.1915207
27,1.3025314,1.1633576,"('hardhearted', 'softhearted')",1.3025314,1.1633576,-0.1391738
28,1.2918652,1.1739534,"('disloyal', 'loyal')",1.2918652,1.1739534,-0.1179118
29,-1.2030065,-1.1934547,"('unfair', 'fair')",-1.2030065,-1.1934547,0.0095518
30,1.4707139,1.3695353,"('intolerant', 'tolerant')",1.4707139,1.3695353,-0.1011786
31,-2.5341613,-2.4240904,"('evil', 'good')",-2.5341613,-2.4240904,0.1100709
32,1.2830107,1.1976032,"('unkind', 'kind')",1.2830107,1.1976032,-0.0854075
33,-0.5514658,-0.4957876,"('wrong', 'right')",-0.5514658,-0.4957876,0.0556782
34,4.781549,4.949746,"('mean', 'honorable')",4.781549,4.9497461,0.1681971
35,-1.6713622,-1.7564478,"('corrupt', 'incorrupt')",-1.6713622,-1.7564478,-0.0850856
36,-1.3204205,-1.3137134,"('hostile', 'amicable')",-1.3204205,-1.3137134,0.0067071
37,0.69931304,0.7105914,"('fake', 'genuine')",0.699313,0.7105914,0.0112784
38,0.23961875,0.22242379,"('untruthful', 'truthful')",0.2396187,0.2224238,-0.0171949
39,0.43422455,0.35389942,"('exploitative', 'cooperative')",0.4342245,0.3538994,-0.0803251
40,-2.0439079,-2.1498466,"('stingy', 'generous')",-2.0439079,-2.1498466,-0.1059387
41,0.454622,0.31353042,"('unforgiving', 'forgiving')",0.454622,0.3135304,-0.1410916
42,-2.2467709,-2.1113331,"('unreliable', 'reliable')",-2.2467709,-2.1113331,0.1354378
43,1.6822453,1.7144226,"('irresponsible', 'responsible')",1.6822453,1.7144226,0.0321773
44,-1.8888309,-1.8204187,"('prejudiced', 'unprejudiced')",-1.8888309,-1.8204187,0.0684122
45,0.7470906,0.7532331,"('incompetent', 'competent')",0.7470906,0.7532331,0.0061425
46,0.543992,0.60572076,"('uncompetitive', 'competitive')",0.543992,0.6057208,0.0617288
47,5.3401065,5.475597,"('stupid', 'smart')",5.3401065,5.4755969,0.1354904
48,1.9977514,1.8717355,"('unintelligent', 'intelligent')",1.9977514,1.8717355,-0.1260159
49,0.55597997,0.6580747,"('unable', 'able')",0.55598,0.6580747,0.1020947
50,-0.23175745,-0.1254273,"('clumsy', 'skillful')",-0.2317574,-0.1254273,0.1063301
51,0.39536408,0.3727167,"('uneducated', 'educated')",0.3953641,0.3727167,-0.0226474
52,-1.1234183,-1.175239,"('irrational', 'rational')",-1.1234183,-1.175239,-0.0518207
53,0.2511904,0.26449552,"('uncreative', 'creative')",0.2511904,0.2644955,0.0133051
54,0.8873297,1.1152226,"('incapable', 'capable')",0.8873297,1.1152226,0.2278929
55,1.8179802,1.7664559,"('incompetent', 'clever')",1.8179802,1.7664559,-0.0515243
56,1.8210623,1.7643266,"('impractical', 'practical')",1.8210623,1.7643266,-0.0567357
57,-2.15921,-2.060873,"('unimaginative', 'imaginative')",-2.15921,-2.060873,0.098337
58,0.030567516,0.09418309,"('undiscriminating', 'discriminating')",0.0305675,0.0941831,0.0636156
59,-0.8317882,-0.7618041,"('foolish', 'wise')",-0.8317882,-0.7618041,0.0699841
60,2.0083559,1.9775764,"('inefficient', 'efficient')",2.0083559,1.9775764,-0.0307795
61,0.7355512,0.56732714,"('illogical', 'logical')",0.7355512,0.5673271,-0.1682241
62,1.9257646,2.0336363,"('incompetent', 'brilliant')",1.9257646,2.0336363,0.1078717
63,1.2917293,1.3588988,"('unperceptive', 'insightful')",1.2917293,1.3588988,0.0671695
64,-6.088904,-6.041639,"('shy', 'confident')",-6.0889039,-6.0416389,0.047265
65,1.3315909,1.3175787,"('insecure', 'secure')",1.3315909,1.3175787,-0.0140122
66,-1.0131395,-0.8504245,"('inactive', 'active')",-1.0131395,-0.8504245,0.162715
67,-0.6158284,-0.6431116,"('doubtful', 'determined')",-0.6158284,-0.6431116,-0.0272832
68,-0.61075497,-0.5061726,"('dependent', 'independent')",-0.610755,-0.5061726,0.1045824
69,-2.473351,-2.3459527,"('lazy', 'industrious')",-2.473351,-2.3459527,0.1273983
70,1.8424077,1.9088559,"('lethargic', 'energetic')",1.8424077,1.9088559,0.0664482
71,0.10372585,0.20130965,"('diffident', 'self-confident')",0.1037259,0.2013097,0.0975838
72,1.1745499,1.2648497,"('unambitious', 'ambitious')",1.1745499,1.2648497,0.0902998
73,-3.4868023,-3.3857188,"('helpless', 'self-reliant')",-3.4868023,-3.3857188,0.1010835
