,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,0.44618407,0.17282616,"('unsociable', 'sociable')",0.4461841,0.1728262,-0.2733579
1,1.3334583,1.3184367,"('unfriendly', 'friendly')",1.3334583,1.3184367,-0.0150216
2,0.39349654,0.5175529,"('unlikable', 'likable')",0.3934965,0.5175529,0.1240564
3,0.48375836,0.59363115,"('repellent', 'pleasant')",0.4837584,0.5936311,0.1098727
4,-7.0035334,-6.9682355,"('disliked', 'liked')",-7.0035334,-6.9682355,0.0352979
5,-0.46277145,-0.2161208,"('distant', 'outgoing')",-0.4627714,-0.2161208,0.2466506
6,-0.29848772,-0.06386339,"('distant', 'open')",-0.2984877,-0.0638634,0.2346243
7,0.7919235,0.7399367,"('insensitive', 'sensitive')",0.7919235,0.7399367,-0.0519868
8,0.93982863,1.0431126,"('unaffectionate', 'affectionate')",0.9398286,1.0431126,0.103284
9,1.7764372,1.9171021,"('unaffectionate', 'caring')",1.7764372,1.9171021,0.1406649
10,0.70599186,0.6885625,"('unsympathetic', 'sympathetic')",0.7059919,0.6885625,-0.0174294
11,2.5485294,2.3903866,"('unhelpful', 'helpful')",2.5485294,2.3903866,-0.1581428
12,-1.3104582,-1.2870649,"('unsupportive', 'supportive')",-1.3104582,-1.2870649,0.0233933
13,0.45928887,0.26823318,"('impolite', 'polite')",0.4592889,0.2682332,-0.1910557
14,0.42972106,0.21313195,"('antisocial', 'social')",0.4297211,0.2131319,-0.2165892
15,0.5629992,0.38229197,"('boring', 'funny')",0.5629992,0.382292,-0.1807072
16,0.25963473,0.21642289,"('unpopular', 'popular')",0.2596347,0.2164229,-0.0432118
17,0.09848749,0.0695579,"('nasty', 'nice')",0.0984875,0.0695579,-0.0289296
18,-0.96811044,-0.9691722,"('disagreeable', 'welcoming')",-0.9681104,-0.9691722,-0.0010618
19,-0.5796903,-0.41853613,"('inhospitable', 'hospitable')",-0.5796903,-0.4185361,0.1611542
20,0.7486113,0.5914298,"('rough', 'thoughtful')",0.7486113,0.5914298,-0.1571815
21,0.18044648,0.11778033,"('immoral', 'moral')",0.1804465,0.1177803,-0.0626662
22,-0.54350585,-0.5727745,"('untrustworthy', 'trustworthy')",-0.5435058,-0.5727745,-0.0292687
23,6.7528634,6.697213,"('insincere', 'sincere')",6.7528634,6.6972132,-0.0556502
24,1.3103837,1.4167058,"('dishonest', 'honest')",1.3103837,1.4167058,0.1063221
25,0.7624004,0.73567957,"('egoistic', 'altruistic')",0.7624004,0.7356796,-0.0267208
26,1.241704,1.0154594,"('hardhearted', 'benevolent')",1.241704,1.0154594,-0.2262446
27,1.0400987,0.9910312,"('hardhearted', 'softhearted')",1.0400987,0.9910312,-0.0490675
28,1.4419957,1.3618753,"('disloyal', 'loyal')",1.4419957,1.3618753,-0.0801204
29,-0.93308556,-0.9975363,"('unfair', 'fair')",-0.9330856,-0.9975363,-0.0644507
30,1.1332272,0.98219466,"('intolerant', 'tolerant')",1.1332272,0.9821947,-0.1510325
31,-1.8594964,-1.7095863,"('evil', 'good')",-1.8594964,-1.7095863,0.1499101
32,1.7101474,1.5825151,"('unkind', 'kind')",1.7101474,1.5825151,-0.1276323
33,-0.22759835,-0.16992247,"('wrong', 'right')",-0.2275984,-0.1699225,0.0576759
34,5.055197,5.1484494,"('mean', 'honorable')",5.0551968,5.1484494,0.0932526
35,-1.1369127,-1.2012384,"('corrupt', 'incorrupt')",-1.1369127,-1.2012384,-0.0643257
36,-0.5420735,-0.6046095,"('hostile', 'amicable')",-0.5420735,-0.6046095,-0.062536
37,0.26208645,0.27862504,"('fake', 'genuine')",0.2620865,0.278625,0.0165385
38,0.49821115,0.4532652,"('untruthful', 'truthful')",0.4982111,0.4532652,-0.0449459
39,-0.20099318,-0.21234769,"('exploitative', 'cooperative')",-0.2009932,-0.2123477,-0.0113545
40,-2.435769,-2.3338583,"('stingy', 'generous')",-2.4357691,-2.3338583,0.1019108
41,-0.06671101,-0.17921849,"('unforgiving', 'forgiving')",-0.066711,-0.1792185,-0.1125075
42,-2.7564394,-2.6727605,"('unreliable', 'reliable')",-2.7564394,-2.6727605,0.0836789
43,1.2205323,1.1764632,"('irresponsible', 'responsible')",1.2205323,1.1764632,-0.0440691
44,-1.2018309,-1.2478153,"('prejudiced', 'unprejudiced')",-1.2018309,-1.2478153,-0.0459844
45,0.21811764,0.19979335,"('incompetent', 'competent')",0.2181176,0.1997934,-0.0183242
46,-0.86978257,-0.8877121,"('uncompetitive', 'competitive')",-0.8697826,-0.8877121,-0.0179295
47,5.7560673,5.954842,"('stupid', 'smart')",5.7560673,5.9548421,0.1987748
48,0.73425454,0.6616606,"('unintelligent', 'intelligent')",0.7342545,0.6616606,-0.0725939
49,0.096560195,0.17518458,"('unable', 'able')",0.0965602,0.1751846,0.0786244
50,0.06345338,0.15689975,"('clumsy', 'skillful')",0.0634534,0.1568998,0.0934464
51,0.38949606,0.26285067,"('uneducated', 'educated')",0.3894961,0.2628507,-0.1266454
52,-0.4626914,-0.52882403,"('irrational', 'rational')",-0.4626914,-0.528824,-0.0661326
53,0.34938315,0.38084185,"('uncreative', 'creative')",0.3493831,0.3808419,0.0314588
54,1.0861945,1.2331924,"('incapable', 'capable')",1.0861945,1.2331924,0.1469979
55,0.6555194,0.61510235,"('incompetent', 'clever')",0.6555194,0.6151024,-0.040417
56,1.154943,1.0765951,"('impractical', 'practical')",1.154943,1.0765951,-0.0783479
57,-2.9312446,-2.9426544,"('unimaginative', 'imaginative')",-2.9312446,-2.9426544,-0.0114098
58,-0.4406753,-0.4503972,"('undiscriminating', 'discriminating')",-0.4406753,-0.4503972,-0.0097219
59,0.18050802,0.22821769,"('foolish', 'wise')",0.180508,0.2282177,0.0477097
60,0.9144848,0.94604063,"('inefficient', 'efficient')",0.9144848,0.9460406,0.0315558
61,0.30219686,0.0656346,"('illogical', 'logical')",0.3021969,0.0656346,-0.2365623
62,1.0367576,1.1638367,"('incompetent', 'brilliant')",1.0367576,1.1638367,0.1270791
63,0.48561,0.501258,"('unperceptive', 'insightful')",0.48561,0.501258,0.015648
64,-6.398623,-6.3498344,"('shy', 'confident')",-6.398623,-6.3498344,0.0487886
65,0.38127378,0.39764556,"('insecure', 'secure')",0.3812738,0.3976456,0.0163718
66,-0.7097432,-0.7310855,"('inactive', 'active')",-0.7097432,-0.7310855,-0.0213423
67,-0.23366195,-0.271852,"('doubtful', 'determined')",-0.2336619,-0.271852,-0.0381901
68,-0.9900432,-0.9763338,"('dependent', 'independent')",-0.9900432,-0.9763338,0.0137094
69,-1.6119578,-1.5364649,"('lazy', 'industrious')",-1.6119578,-1.5364649,0.0754929
70,1.0197943,0.9786138,"('lethargic', 'energetic')",1.0197943,0.9786138,-0.0411805
71,0.8152914,0.8768541,"('diffident', 'self-confident')",0.8152914,0.8768541,0.0615627
72,0.50670624,0.676323,"('unambitious', 'ambitious')",0.5067062,0.676323,0.1696168
73,-3.4346302,-3.3020318,"('helpless', 'self-reliant')",-3.4346302,-3.3020318,0.1325984
74,-0.20089534,-0.2398606,"('undedicated', 'dedicated')",-0.2008953,-0.2398606,-0.0389653
75,-0.9896471,-0.8520942,"('meek', 'impulsive')",-0.9896471,-0.8520942,0.1375529
76,-0.024852373,-0.079015836,"('anxious', 'daring')",-0.0248524,-0.0790158,-0.0541634
77,-1.0191267,-0.9734469,"('unmotivated', 'motivated')",-1.0191267,-0.9734469,0.0456798
78,-0.34836474,-0.3417388,"('nonresilient', 'resilient')",-0.3483647,-0.3417388,0.0066259
79,-0.48173276,-0.46459562,"('wavering', 'unwavering')",-0.4817328,-0.4645956,0.0171372
80,-0.3762619,-0.48304448,"('dominated', 'dominating')",-0.3762619,-0.4830445,-0.1067826
81,0.13898087,0.005421929,"('submissive', 'aggressive')",0.1389809,0.0054219,-0.133559
82,7.141358,7.1773915,"('poor', 'rich')",7.1413579,7.1773915,0.0360336
83,-0.50823516,-0.58099294,"('powerless', 'powerful')",-0.5082352,-0.5809929,-0.0727577
84,-0.031494405,-0.12206742,"('inferior', 'superior')",-0.0314944,-0.1220674,-0.090573
85,-0.69867355,-0.88614535,"('insignificant', 'prestigious')",-0.6986735,-0.8861454,-0.1874719
86,0.40681133,0.38828966,"('uninfluential', 'influential')",0.4068113,0.3882897,-0.0185216
87,0.0694986,0.02705554,"('unsuccessful', 'successful')",0.0694986,0.0270555,-0.0424431
88,0.5670384,0.32351503,"('low', 'eminent')",0.5670384,0.323515,-0.2435234
