,income_male,income_female,tuple,average_male,average_female,female-male
0,0.43708897,0.11863716,"('unsociable', 'sociable')",0.437089,0.1186372,-0.3184518
1,1.0637203,1.0759845,"('unfriendly', 'friendly')",1.0637203,1.0759845,0.0122642
2,0.3673578,0.47845185,"('unlikable', 'likable')",0.3673578,0.4784518,0.111094
3,0.67293465,0.6432484,"('repellent', 'pleasant')",0.6729347,0.6432484,-0.0296863
4,-6.7479625,-6.7895627,"('disliked', 'liked')",-6.7479625,-6.7895627,-0.0416002
5,-0.4970448,-0.29644725,"('distant', 'outgoing')",-0.4970448,-0.2964472,0.2005976
6,-0.26908824,-0.063969836,"('distant', 'open')",-0.2690882,-0.0639698,0.2051184
7,0.6412389,0.53691787,"('insensitive', 'sensitive')",0.6412389,0.5369179,-0.104321
8,1.0640709,1.1906193,"('unaffectionate', 'affectionate')",1.0640709,1.1906193,0.1265484
9,1.759785,1.8783009,"('unaffectionate', 'caring')",1.7597851,1.8783009,0.1185158
10,0.95547456,0.9278339,"('unsympathetic', 'sympathetic')",0.9554746,0.9278339,-0.0276407
11,2.1267514,2.0709367,"('unhelpful', 'helpful')",2.1267514,2.0709367,-0.0558147
12,-1.2858441,-1.307003,"('unsupportive', 'supportive')",-1.2858441,-1.307003,-0.0211589
13,0.13156629,-0.00095077604,"('impolite', 'polite')",0.1315663,-0.0009508,-0.1325171
14,0.38158166,0.14096038,"('antisocial', 'social')",0.3815817,0.1409604,-0.2406213
15,0.5803269,0.5018112,"('boring', 'funny')",0.5803269,0.5018112,-0.0785157
16,-0.22295439,-0.20832129,"('unpopular', 'popular')",-0.2229544,-0.2083213,0.0146331
17,0.08184173,0.080451906,"('nasty', 'nice')",0.0818417,0.0804519,-0.0013898
18,-0.83960336,-0.8672224,"('disagreeable', 'welcoming')",-0.8396034,-0.8672224,-0.027619
19,-0.6694847,-0.5396568,"('inhospitable', 'hospitable')",-0.6694847,-0.5396568,0.1298279
20,0.6503962,0.49078047,"('rough', 'thoughtful')",0.6503962,0.4907805,-0.1596157
21,0.15161166,0.03275124,"('immoral', 'moral')",0.1516117,0.0327512,-0.1188605
22,-0.44951233,-0.507876,"('untrustworthy', 'trustworthy')",-0.4495123,-0.507876,-0.0583637
23,6.205833,6.0815096,"('insincere', 'sincere')",6.205833,6.0815096,-0.1243234
24,1.6234181,1.633153,"('dishonest', 'honest')",1.6234181,1.633153,0.0097349
25,0.56443214,0.55741704,"('egoistic', 'altruistic')",0.5644321,0.557417,-0.0070151
26,1.1161277,0.9891056,"('hardhearted', 'benevolent')",1.1161277,0.9891056,-0.1270221
27,1.202198,1.122555,"('hardhearted', 'softhearted')",1.202198,1.122555,-0.079643
28,1.0241812,0.96263325,"('disloyal', 'loyal')",1.0241812,0.9626333,-0.0615479
29,-1.4101024,-1.421853,"('unfair', 'fair')",-1.4101024,-1.4218529,-0.0117505
30,1.0071145,0.89713186,"('intolerant', 'tolerant')",1.0071145,0.8971319,-0.1099826
31,-1.6884203,-1.5871106,"('evil', 'good')",-1.6884203,-1.5871106,0.1013097
32,1.3486873,1.2545699,"('unkind', 'kind')",1.3486873,1.2545699,-0.0941174
33,-0.45402625,-0.3853914,"('wrong', 'right')",-0.4540263,-0.3853914,0.0686349
34,4.8255672,4.8663855,"('mean', 'honorable')",4.8255672,4.8663855,0.0408183
35,-0.8516717,-0.8980184,"('corrupt', 'incorrupt')",-0.8516717,-0.8980184,-0.0463467
36,-0.36274055,-0.39982685,"('hostile', 'amicable')",-0.3627405,-0.3998269,-0.0370864
37,0.6125913,0.53873265,"('fake', 'genuine')",0.6125913,0.5387326,-0.0738587
38,0.10208335,0.055143647,"('untruthful', 'truthful')",0.1020833,0.0551436,-0.0469397
39,-0.16220756,-0.19383031,"('exploitative', 'cooperative')",-0.1622076,-0.1938303,-0.0316227
40,-1.9786109,-1.997552,"('stingy', 'generous')",-1.9786109,-1.997552,-0.0189411
41,0.07431057,-0.026438795,"('unforgiving', 'forgiving')",0.0743106,-0.0264388,-0.1007494
42,-2.512127,-2.4402885,"('unreliable', 'reliable')",-2.5121269,-2.4402885,0.0718384
43,1.1244588,1.0780462,"('irresponsible', 'responsible')",1.1244588,1.0780462,-0.0464126
44,-1.2567581,-1.2722082,"('prejudiced', 'unprejudiced')",-1.2567581,-1.2722082,-0.0154501
45,0.13945483,0.0010496192,"('incompetent', 'competent')",0.1394548,0.0010496,-0.1384052
46,-0.7903489,-0.85670924,"('uncompetitive', 'competitive')",-0.7903489,-0.8567092,-0.0663603
47,5.5828347,5.608026,"('stupid', 'smart')",5.5828347,5.608026,0.0251913
48,0.99484986,0.8930153,"('unintelligent', 'intelligent')",0.9948499,0.8930153,-0.1018346
49,0.27088547,0.30560738,"('unable', 'able')",0.2708855,0.3056074,0.0347219
50,0.02158669,0.05166443,"('clumsy', 'skillful')",0.0215867,0.0516644,0.0300777
51,0.31458884,0.2150315,"('uneducated', 'educated')",0.3145888,0.2150315,-0.0995573
52,-0.526261,-0.6108729,"('irrational', 'rational')",-0.526261,-0.6108729,-0.0846119
53,0.05670049,0.06359879,"('uncreative', 'creative')",0.0567005,0.0635988,0.0068983
54,0.7733853,0.93423635,"('incapable', 'capable')",0.7733853,0.9342363,0.160851
55,0.660545,0.5646465,"('incompetent', 'clever')",0.660545,0.5646465,-0.0958985
56,1.0603027,0.9361406,"('impractical', 'practical')",1.0603027,0.9361406,-0.1241621
57,-2.8596783,-2.8634002,"('unimaginative', 'imaginative')",-2.8596783,-2.8634002,-0.0037219
58,-0.21278003,-0.21408066,"('undiscriminating', 'discriminating')",-0.21278,-0.2140807,-0.0013007
59,0.13550486,0.17289005,"('foolish', 'wise')",0.1355049,0.1728901,0.0373852
60,0.85702544,0.7668627,"('inefficient', 'efficient')",0.8570254,0.7668627,-0.0901627
61,0.2928584,0.044974275,"('illogical', 'logical')",0.2928584,0.0449743,-0.2478841
62,0.97945756,0.9863344,"('incompetent', 'brilliant')",0.9794576,0.9863344,0.0068768
63,0.43182522,0.40904027,"('unperceptive', 'insightful')",0.4318252,0.4090403,-0.0227849
64,-5.998699,-6.0388074,"('shy', 'confident')",-5.9986992,-6.0388074,-0.0401082
65,0.4169889,0.40490615,"('insecure', 'secure')",0.4169889,0.4049062,-0.0120827
66,-0.5056482,-0.50928384,"('inactive', 'active')",-0.5056482,-0.5092838,-0.0036356
67,-0.5259615,-0.5170493,"('doubtful', 'determined')",-0.5259615,-0.5170493,0.0089122
68,-0.75298536,-0.750413,"('dependent', 'independent')",-0.7529854,-0.750413,0.0025724
69,-1.5495375,-1.5217288,"('lazy', 'industrious')",-1.5495375,-1.5217288,0.0278087
70,1.0909047,1.0017047,"('lethargic', 'energetic')",1.0909047,1.0017047,-0.0892
71,0.764939,0.78928554,"('diffident', 'self-confident')",0.764939,0.7892855,0.0243465
72,0.8687408,1.0025874,"('unambitious', 'ambitious')",0.8687408,1.0025874,0.1338466
73,-2.8836865,-2.788995,"('helpless', 'self-reliant')",-2.8836865,-2.788995,0.0946915
74,-0.24702613,-0.33629057,"('undedicated', 'dedicated')",-0.2470261,-0.3362906,-0.0892645
75,-0.94779533,-0.8029292,"('meek', 'impulsive')",-0.9477953,-0.8029292,0.1448661
76,-0.04791856,-0.03116982,"('anxious', 'daring')",-0.0479186,-0.0311698,0.0167488
77,-0.89603126,-0.9285425,"('unmotivated', 'motivated')",-0.8960313,-0.9285425,-0.0325112
78,-0.66516024,-0.697111,"('nonresilient', 'resilient')",-0.6651602,-0.697111,-0.0319508
79,-0.42802995,-0.38487676,"('wavering', 'unwavering')",-0.42803,-0.3848768,0.0431532
80,-0.18428867,-0.3322029,"('dominated', 'dominating')",-0.1842887,-0.3322029,-0.1479142
81,0.11854737,0.08819677,"('submissive', 'aggressive')",0.1185474,0.0881968,-0.0303506
82,6.454204,6.594656,"('poor', 'rich')",6.4542041,6.594656,0.1404519
83,-0.16450748,-0.24807194,"('powerless', 'powerful')",-0.1645075,-0.2480719,-0.0835644
84,-0.02947845,0.006768804,"('inferior', 'superior')",-0.0294784,0.0067688,0.0362472
85,-0.9041405,-0.9682868,"('insignificant', 'prestigious')",-0.9041405,-0.9682868,-0.0641463
86,0.5803927,0.45330974,"('uninfluential', 'influential')",0.5803927,0.4533097,-0.127083
87,0.056676146,0.057427622,"('unsuccessful', 'successful')",0.0566761,0.0574276,0.0007515
88,0.5653296,0.40586302,"('low', 'eminent')",0.5653296,0.405863,-0.1594666
