,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.71875036,-0.71195245,"('unsociable', 'sociable')",-0.3943518,-0.5190715,-0.5565511,-0.615512,-0.0589609
1,0.8830173,0.87817556,"('unfriendly', 'friendly')",2.0439312,1.8080311,1.4634743,1.3431033,-0.120371
2,0.09676557,0.15857136,"('unlikable', 'likable')",0.2957715,0.35078174,0.1962685,0.2546766,0.0584081
3,-1.34872,-1.1528232,"('repellent', 'pleasant')",0.3471396,0.38590387,-0.5007902,-0.3834597,0.1173305
4,-0.107503705,-0.062812254,"('disliked', 'liked')",-7.028918,-7.1707406,-3.5682108,-3.6167765,-0.0485657
5,1.1644237,1.1841582,"('distant', 'outgoing')",-0.12603922,-0.20353287,0.5191922,0.4903127,-0.0288795
6,1.3917987,1.4520545,"('distant', 'open')",0.49075925,0.39840582,0.941279,0.9252301,-0.0160489
7,-0.319627,-0.21907863,"('insensitive', 'sensitive')",0.8899936,0.8539905,0.2851833,0.3174559,0.0322726
8,0.75672674,0.7187057,"('unaffectionate', 'affectionate')",0.91578424,0.7213021,0.8362555,0.7200039,-0.1162516
9,0.9219653,0.8816253,"('unaffectionate', 'caring')",1.1991994,1.0664648,1.0605824,0.974045,-0.0865374
10,-2.1791975,-2.0705225,"('unsympathetic', 'sympathetic')",-0.5180429,-0.5028417,-1.3486202,-1.2866821,0.0619381
11,-0.45912832,-0.44121888,"('unhelpful', 'helpful')",1.6560723,1.7754813,0.598472,0.6671312,0.0686592
12,-0.056817725,0.057009727,"('unsupportive', 'supportive')",-1.7567521,-1.8286724,-0.906785,-0.8858314,0.0209536
13,-0.48537636,-0.5393409,"('impolite', 'polite')",-0.47203696,-0.39474115,-0.4787067,-0.467041,0.0116657
14,-1.2613429,-1.2509477,"('antisocial', 'social')",-0.68049335,-0.71009433,-0.9709181,-0.980521,-0.0096029
15,1.090772,1.0082957,"('boring', 'funny')",0.31470734,0.28948438,0.7027397,0.64889,-0.0538497
16,0.20544082,0.3327281,"('unpopular', 'popular')",0.3671791,0.4120442,0.28631,0.3723862,0.0860762
17,-0.007296823,0.088552855,"('nasty', 'nice')",-0.49350542,-0.43455017,-0.2504011,-0.1729987,0.0774024
18,-1.1227462,-1.0184059,"('disagreeable', 'welcoming')",-0.44388783,-0.5269478,-0.783317,-0.7726768,0.0106402
19,-0.557973,-0.49851915,"('inhospitable', 'hospitable')",0.007764441,0.07293888,-0.2751043,-0.2127901,0.0623142
20,-0.19170268,-0.12304297,"('rough', 'thoughtful')",1.2234774,1.1238058,0.5158873,0.5003814,-0.0155059
21,-1.751775,-1.6647506,"('immoral', 'moral')",-0.74882317,-0.69276834,-1.2502991,-1.1787595,0.0715396
