,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.008816861,-0.16476345,"('unsociable', 'sociable')",1.0698159,0.88380533,-0.52107406,-0.6577119,0.179975,0.0204433,-0.1595317
1,-0.16470665,-0.22917578,"('unfriendly', 'friendly')",0.47684988,0.5149021,1.5594811,1.5101755,0.6238748,0.5986339,-0.0252409
2,0.21441986,0.2768472,"('unlikable', 'likable')",0.93344086,1.029916,0.79917884,0.91938436,0.6490132,0.7420492,0.093036
3,-0.7116755,-0.6297225,"('repellent', 'pleasant')",-0.4896059,-0.36679578,-0.3923775,-0.37028784,-0.5312196,-0.455602,0.0756176
4,-1.620519,-1.717929,"('disliked', 'liked')",-0.2901987,-0.22154362,-5.7124186,-5.8076363,-2.5410455,-2.5823696,-0.0413241
5,-1.2184381,-1.1235623,"('distant', 'outgoing')",-0.3313771,-0.17118059,-0.1468916,-0.08213535,-0.5655689,-0.4589594,0.1066095
6,-1.7410514,-1.65413,"('distant', 'open')",-0.83297145,-0.6805898,0.31780457,0.33584857,-0.7520727,-0.6662904,0.0857823
7,0.79850584,0.75212806,"('insensitive', 'sensitive')",0.52352816,0.5222591,0.2880023,0.27103224,0.5366788,0.5151398,-0.021539
8,-0.22477855,-0.24024813,"('unaffectionate', 'affectionate')",-0.6286418,-0.53756124,0.5387095,0.48154342,-0.1049036,-0.0987553,0.0061483
9,0.3955965,0.36072475,"('unaffectionate', 'caring')",0.20651874,0.24851835,0.83162874,0.8318533,0.4779147,0.4803654,0.0024507
10,0.8379251,0.7971437,"('unsympathetic', 'sympathetic')",0.3751014,0.34470317,-0.66374016,-0.7356818,0.1830955,0.1353884,-0.0477071
11,0.659957,0.66129667,"('unhelpful', 'helpful')",0.4958035,0.5170414,1.7201823,1.7812036,0.9586476,0.9865139,0.0278663
12,0.40074638,0.49428684,"('unsupportive', 'supportive')",0.77272785,0.99221414,-1.700608,-1.6335363,-0.1757113,-0.0490118,0.1266995
13,0.06611102,-0.025057929,"('impolite', 'polite')",0.7272547,0.6419273,-0.5764497,-0.63975585,0.0723053,-0.0076288,-0.0799341
14,0.22848323,0.18146485,"('antisocial', 'social')",0.94797516,0.84671086,-0.81042,-0.86567265,0.1220128,0.0541677,-0.0678451
15,0.51079005,0.35889032,"('boring', 'funny')",0.43971765,0.37310386,0.7713825,0.7037583,0.5739634,0.4785841,-0.0953793
16,-1.8213493,-1.8534765,"('unpopular', 'popular')",-0.609413,-0.48785385,0.31683594,0.37260956,-0.7046421,-0.6562402,0.0484019
17,-0.64135253,-0.6248954,"('nasty', 'nice')",-0.75746465,-0.6254711,-0.75434643,-0.67183244,-0.7177212,-0.640733,0.0769882
18,0.19600879,0.22621676,"('disagreeable', 'welcoming')",-0.17332777,-0.062520936,-0.32876712,-0.36650622,-0.1020287,-0.0676035,0.0344252
19,-0.47438604,-0.39387414,"('inhospitable', 'hospitable')",-0.39767832,-0.3715849,0.010096438,0.14216204,-0.2873226,-0.2077657,0.0795569
20,1.4695247,1.5209538,"('rough', 'thoughtful')",0.52944684,0.5988512,0.87263364,0.82349443,0.9572017,0.9810998,0.0238981
21,0.6171631,0.5105616,"('immoral', 'moral')",0.9693693,0.92321444,-0.5896089,-0.5952529,0.3323078,0.2795077,-0.0528001
22,0.23735845,0.15965836,"('untrustworthy', 'trustworthy')",0.3500025,0.27034405,-0.8752049,-0.9810764,-0.095948,-0.1836913,-0.0877433
23,1.5781204,1.5309312,"('insincere', 'sincere')",0.86345637,0.7999653,5.116214,5.086646,2.5192636,2.4725142,-0.0467494
24,0.6306377,0.5667084,"('dishonest', 'honest')",-0.32431862,-0.3899302,0.5220301,0.41562098,0.2761164,0.1974664,-0.07865
25,-0.2463578,-0.32387128,"('egoistic', 'altruistic')",-0.35857347,-0.29447457,1.3566691,1.3241175,0.2505793,0.2352572,-0.0153221
26,0.6945292,0.5967837,"('hardhearted', 'benevolent')",0.9073925,0.9132027,1.7024192,1.6427715,1.1014469,1.0509193,-0.0505276
27,0.55952024,0.5978983,"('hardhearted', 'softhearted')",0.27968076,0.30956775,1.3558176,1.204038,0.7316728,0.7038347,-0.0278381
28,0.29767573,0.122563064,"('disloyal', 'loyal')",-0.27403504,-0.40098915,0.9039866,0.79747653,0.3092091,0.1730168,-0.1361923
29,-1.2618948,-1.3088473,"('unfair', 'fair')",-1.0798539,-1.1535199,-0.6198603,-0.7358317,-0.987203,-1.0660663,-0.0788633
30,0.9675249,0.9068446,"('intolerant', 'tolerant')",1.8407146,1.7383106,1.2418209,1.1711433,1.3500201,1.2720995,-0.0779206
31,-1.3210832,-1.2339631,"('evil', 'good')",-1.785992,-1.6342903,-1.0650806,-1.074536,-1.3907186,-1.3142632,0.0764554
